identifier,name,popularity,Wikipedia
XdiLweq2GiJdM2b0bZlWn6,Joe Moglia,59,Joe%20Moglia
XdkHKN1jPHMeutpOwWSZVB,Leonardo Del Vecchio,35,Leonardo%20Del%20Vecchio
Xe2jH8BlVYZcejNSL9m4W2,Michael Burns,2,Michael%20Burns
XeYCKaqDFqCdOk4uW6CXgO,Patrick and Jillian Dempsey,1,Patrick%20and%20Jillian%20Dempsey
XeYt1C17L5mc9iY2V2SLo6,Calhoun,1,Calhoun
XfqxpKSxZvYfV2l8FCHw1h,current version,3,current%20version
Xh3ei9YyssUca15bqhbN1T,Steve Conine,17,Steve%20Conine
XhcPOqZqaI8e3V1sV8sFDK,the Saudi Aramco,1,the%20Saudi%20Aramco
Xhog2SRYjEmdg16CVDNfO7,Elizabeth Bryan,3,Elizabeth%20Bryan
Xhuwh2gRDgEed2keqW9Gzf,Chen Muhua,51,Chen%20Muhua
XiFOWDKOEIYfXXL9eVAfhF,Emeritus Ratan Tata,1,Emeritus%20Ratan%20Tata
XinWvxZiQFueyIS7XbiEmc,Jay Schottenstein,22,Jay%20Schottenstein
XirgT8iRguPcIgWwztj4I9,Bobby Murphy,20,Bobby%20Murphy
XixbhW1wE6KdxrBcGsZMFf,Carlos Torres Vila (banker),2,Carlos%20Torres%20Vila%20%28banker%29
XjKc6oICMr4c1Y7V4r9tA0,David Brennan,6,David%20Brennan
XjiQ7Pv4Nsicn8T1EFKUCr,Lee Yi Shyan,36,Lee%20Yi%20Shyan
XjvIBbWSqR1e7YHwy86TvS,Muhtar Kent,55,Muhtar%20Kent
XkWn4FdLY3Hdd8zbh0hInM,Carl Bennet,8,Carl%20Bennet
XkdwvKsgsCMbSfhZc847f8,Brad Jacobs,3,Brad%20Jacobs
XklMrjke2ItfuQV4LDTBQu,Nick Hampton,9,Nick%20Hampton
XlPvFVIE7DEceRZdkjCPl6,Bill Bowers,1,Bill%20Bowers
XlZkcPuGET9cvYTSNhP12I,Patricia Phelps de Cisneros,1,Patricia%20Phelps%20de%20Cisneros
XmjPsKqEKlheV1lcXWBlyY,Zell,1,Zell
Xmml33NsR03cdp6hD9n3WH,Robert Pew,2,Robert%20Pew
XmsUgyv0KiveJRhsEkVhMd,William E. Conway,1,William%20E.%20Conway
Xn2f8Gg6BPbfbWCYRWysGN,John Pettigrew (businessman),2,John%20Pettigrew%20%28businessman%29
XnAI68xJSi0aooBq9HpIlo,Jacques Nasser,48,Jacques%20Nasser
XnBeJKdt0QQeBIM3MFWKXx,John Williams Fan Network,1,John%20Williams%20Fan%20Network
XngvEPrGOmpatGLKSM5a6e,Ratan,1,Ratan
Xnm2Z1LivfXeqKys8f1I0U,David Rowland,18,David%20Rowland
Xo3tqwsG5RndVZCWENUmRv,Ted Leonsis',1,Ted%20Leonsis%27
XomRLtONeUxat3ZX8YKQfO,Kumar Birla,1,Kumar%20Birla
XpamWds5Tl6cFPF7wPvVKJ,Michael L. Corbat,1,Michael%20L.%20Corbat
XqNIKeSMRuIeukJaE7wz51,Jiff Besos,1,Jiff%20Besos
XrYtxUE7ObBdii2f69b8zm,Jac Nasser,1,Jac%20Nasser
XustGXuhCEWcjGImCKCh1m,Jeffrey Sprecher,22,Jeffrey%20Sprecher
Xv3YLKo8mjlcVpVlIcX5fT,David Rubenstein,81,David%20Rubenstein
XvRtEnjv4WWcuKboRmj3iV,Charles Prince,37,Charles%20Prince
XwLUrbdaM88dTy77znhrU7,Emma Walmsley,18,Emma%20Walmsley
XyiZIIHQsAPebguZ58yDsF,Brian Cornell,10,Brian%20Cornell
Xyp0ZSX8CBnbWJAQAREon3,Sir Charles Morris,1,Sir%20Charles%20Morris
XytLY4BT39PeXSY7MWmaIM,Gary Torgow,5,Gary%20Torgow
Xz9wJ8LY0bhaifO81rKFSv,John L. Hennessy,124,John%20L.%20Hennessy
Y0vrdw544g9fhYSgadXt8S,Nikolaus von Bomhard,1,Nikolaus%20von%20Bomhard
Y1fgqHElVoIe5vLwOSakMP,Chris Beard (executive),1,Chris%20Beard%20%28executive%29
Y1ujCSqfJwobOytktL1w11,L Mittal,1,L%20Mittal
Y2mPuj2t2HqdmJvh9oT2Hp,Aart De Geus,1,Aart%20De%20Geus
Y31uJ584NnUd6VxS5gmIAM,Thomas O. Ryder,3,Thomas%20O.%20Ryder
Y35f3o0xbXNdR9V2hp3zVV,Kimbal,6,Kimbal
Y3POmwJCtn6fTT6zl0UMNv,Michael Joseph (businessman),1,Michael%20Joseph%20%28businessman%29
Y3SkKfzcQ8kdECR6izMlsI,Masatoshi Ito,16,Masatoshi%20Ito
Y3ap8y5wb84cB12eYmYHtJ,M. Parrish,1,M.%20Parrish
Y3jImJDa6IgeCh0FGPQRAq,Stuart Chambers,3,Stuart%20Chambers
Y4I5q9YQoOTcUEyHri1Lgi,James Hunt,816,James%20Hunt
Y4MFPSvpdyOfGa28T5jv5o,Craig Menear,10,Craig%20Menear
Y4TskU4uE67e12QpoT0Phc,Steve Chang,14,Steve%20Chang
Y6Jowa0kZwfbJUSYIls0h0,Mike Petters,1,Mike%20Petters
Y6RkEBn6YucdUEsDnm1x4Y,William C. Rhodes III,2,William%20C.%20Rhodes%20III
Y7PJ1GbRYOQakofsWNkXGP,Aditya Narayan,157,Aditya%20Narayan
Y7bSrJvGIwkaka8TIExuMJ,Sheldon,4,Sheldon
Y7hm4bzpSylaY6s8aakuNs,Hunter Hearst-Helmsley,1,Hunter%20Hearst-Helmsley
Y8m6Q72gyFkeRZKYnftutT,Sandy Weill,10,Sandy%20Weill
Y9V9C5uThSNfjUGkbgKgov,John E. Caldwell,1,John%20E.%20Caldwell
Y9r3pKrCwKAc75tnMAhJDk,Clive John Beddoe,1,Clive%20John%20Beddoe
YBCGMgReBtYekfYf9XUjsZ,Kenneth Sullivan,5,Kenneth%20Sullivan
YC45iest5gUfyKTzG5xapa,Benno Dorer,1,Benno%20Dorer
YD4RHZixpSgf69dr0mlwTh,Steven M. Rales,33,Steven%20M.%20Rales
YDBcGtoj9ZbfomHAfdO8xs,Sophie Bellon,6,Sophie%20Bellon
YDWNAvEo7YIceJbbZKZAXy,"Charles O. Holliday, Jr.",1,Charles%20O.%20Holliday%2C%20Jr.
YDkb3VvTsgLaljTrR10iGu,David Steward,21,David%20Steward
YE0zyVEhz9jayQgEXt25M6,Steve Lacy (businessman),1,Steve%20Lacy%20%28businessman%29
YEZlgF3hQBzakZhEfS8HkE,3,7,3
YEvIKaE0ywZc1KSXlzHjjS,Dr. N. Chandrasekaran,1,Dr.%20N.%20Chandrasekaran
YF9a45K2HMcchB544WS7wx,Howard Government's,1,Howard%20Government%27s
YFHnGHMwpYpbKBC3El8WWO,Jean-Paul Lévesque,1,Jean-Paul%20L%C3%A9vesque
YIn2evgfgWMbycPkD0HAOC,Francesco Milleri,5,Francesco%20Milleri
YKGIUlPirLmctYWcGzrE6r,Michael and Susan Dell Foundation,1,Michael%20and%20Susan%20Dell%20Foundation
YLIH10PXQghcMIENLuWp1a,David M. Zaslav,2,David%20M.%20Zaslav
YLi929bVqCvcbqLuYNukos,Mark Parker,31,Mark%20Parker
YLogWycHDTZapoxourOLvQ,William Shaw,3,William%20Shaw
YLp8k9vqXDhcQL75LS8vmf,Peter McDonnell,28,Peter%20McDonnell
YMwfduuo25ubnoJ6Q6f9LJ,Lawrence S. Coben,5,Lawrence%20S.%20Coben
YNOf61mT3tEeil9OHiLnL4,Sherry Smith,53,Sherry%20Smith
YNjs1eidH6hb2MfsBPNdFL,P. Roy Vagelos,32,P.%20Roy%20Vagelos
YOPE5YS0Dm5dlPMGsgAb1z,Charlie Sykes,31,Charlie%20Sykes
YOSZN2MgAJbcoWFAqnc8mT,Kotick,1,Kotick
YOW0cag7W62eAmSsqoLf3w,Jensen Huang,27,Jensen%20Huang
YPxMdi4CrXBbYXmM5dQH6U,Jeff_Bezos,1,Jeff_Bezos
YQXkF2iRH6Gfvv3kZrUElJ,White,1,White
YQsIDW5gb3xbaXrvJ4uVdP,Logan Green,18,Logan%20Green
YRJmU34HUu4fGQUrn7VN9l,Bezos Earth Fund,1,Bezos%20Earth%20Fund
YRQfshhPE3xf5bYoIpmPdz,Jun Sawada,5,Jun%20Sawada
YRshWs9gowQcbzHNAgniJM,Don't give up the ship,1,Don%27t%20give%20up%20the%20ship
YSMZsinqa1lajS7PJgAdCU,Stephanie McMahon,534,Stephanie%20McMahon
YTkEZpbKExbcxXCTfhkgKe,Scott Kirby,15,Scott%20Kirby
YTzRpaFAXJBeOWMyw3cjiH,Mooky Greidinger,23,Mooky%20Greidinger
YUhKYflSmYIdILAY3bQaRc,Redmonites,1,Redmonites
YVe4np88zcQc25T0AdfrkI,Datuk Seri Tony Fernandes,1,Datuk%20Seri%20Tony%20Fernandes
YVqxYR1DCxabPaGhHg232f,Makoto Uchida,2,Makoto%20Uchida
YW8cJuuhFRvacIheGbw95D,Azim Premji's,1,Azim%20Premji%27s
YWFCyvbjf9BamMvrdG1uOc,Hasso Plattner,58,Hasso%20Plattner
YWuxFd39ivregmVmz60xEr,J. Forsberg,2,J.%20Forsberg
YXQ6gEFGPZ1e679gM8UBnL,Franklin (Fritz) W. Hobbs,1,Franklin%20%28Fritz%29%20W.%20Hobbs
YYiwjdJ3hp3fv4CmFLxWnC,Barry Sternlicht,42,Barry%20Sternlicht
YZLrxNK4M7NaiWcXHzqbXg,Fabrizio Freda,6,Fabrizio%20Freda
YZyfTWsD7ZecgszRf9xaZO,David M. Solomon,20,David%20M.%20Solomon
Ya7fD2Z8lltfHYSL8p0Z37,Charles E. Haldeman,4,Charles%20E.%20Haldeman
YaKdJTq5Qxzf9jrtkSvgww,Henry_Keizer,1,Henry_Keizer
YaMcWNppJTQcZ6m1r1WE4N,John,9,John
YbtmIYB96rTaZHtvuCT4Os,Jacques D'Amours,3,Jacques%20D%27Amours
Yc9uXZQgyEZcFreW984aGt,Ramon Ang,5,Ramon%20Ang
YcTXSdcsGcPbWYhykdPwgn,Kevin Conroy,341,Kevin%20Conroy
YczwqfmYMJycUq9M3IEdsH,Parrish,7,Parrish
YdG20ESIAoqcQln3ECczGU,Pedro Moreira Salles,10,Pedro%20Moreira%20Salles
YdTWHZriTXratAJo1ReLzw,Patrick Pichette,16,Patrick%20Pichette
YdwLytOHCErcCQpAOliZor,James Lawrence,156,James%20Lawrence
Yf1daxyhvR8bEzI4xGtPa7,Sundar,1,Sundar
YfuVSzPGQl0eaN85HxD5kj,Dr. Martine Rothblatt,3,Dr.%20Martine%20Rothblatt
YgBQhgJYMSwcZyZ39CoJ2W,Rich Fairbank,1,Rich%20Fairbank
YgsmU36tWQrbol4Q9pXePp,Nigel Higgins,4,Nigel%20Higgins
YhQzwkPtILMd5dfvqYtizk,Mark Zuckerburg,2,Mark%20Zuckerburg
YjFPfKudV73ftKSrN3lSQH,Reid Hoffman,195,Reid%20Hoffman
YjFpG8ouUJ9eI8cWOlgiRh,John Scannell,9,John%20Scannell
YktfhrGimRie8jb8kWwO7c,her father,1,her%20father
YkttIEm3c3dacHM9ioIQz4,Charles J. Sykes,1,Charles%20J.%20Sykes
Yl5GwSqn5ulfjqEy5aNQy5,Murdoch,37,Murdoch
YlkX9EZzI23fbd16Oxpe9G,Pony Ma,4,Pony%20Ma
YlrSS1cPcxJdq2bHXNC8L9,Mike_Helton,1,Mike_Helton
YmTXa7nOx5OehkRZ2wjgLd,Ian E. L. Davis,1,Ian%20E.%20L.%20Davis
YmnvTEek5Dnf0jxHV1vfxM,Steven S. Reinemund,1,Steven%20S.%20Reinemund
YnGRq3YkKowekexg6Smilz,Lilley,21,Lilley
YnNqf36ECd9cqa6VFE2gpK,Yevgeny Dietrich,13,Yevgeny%20Dietrich
Ync5OdclbE1fA8tFHnQdwU,Louis Schweitzer,12,Louis%20Schweitzer
YnrxImeWNt6enQLp3Efa1Y,Shari,1,Shari
YnwzXoymi7bdBA2tZmGPdY,Wan Long,4,Wan%20Long
YorQvyQrHzqdrGT61f0wEu,Fisherian,3,Fisherian
YplL95HTVJ5bjMLBA251Zq,Michael and Susan Dell,1,Michael%20and%20Susan%20Dell
YprnDFlUFQ7arqFYovLYRB,the worlds's richest man,1,the%20worlds%27s%20richest%20man
YqVgKxFVpR3forxMF2gdZp,James McCann,4,James%20McCann
YrWooPRKnQFbRgFJgv1rTi,Allan Kilavuka,10,Allan%20Kilavuka
YtKWrgj5jImczJmfIj1GRf,"Arthur Sulzberger, Jr.",1,Arthur%20Sulzberger%2C%20Jr.
Yu0N43QIG1vdfxDQ0PfFBy, Andersen,1,%20Andersen
YwD5Qcl4kJ8ce3TaOgFlo7,Arkady Yuriyevich Volozh,1,Arkady%20Yuriyevich%20Volozh
YwXKpxkLCvTcq4I43j8roe,Bond Capital,1,Bond%20Capital
Ywp40Y7YaB4eproxfFpVjx,Ronnie Leten,2,Ronnie%20Leten
YwwDS4nhcpZe9ZubuX743Q,"Hunt, James",1,Hunt%2C%20James
YxTpjDHqvLgajy4DpN0LFZ,William McEwan,36,William%20McEwan
YxiKq4newXeeYQcRZhIhE0,Karen Sheriff,6,Karen%20Sheriff
YyKkakzthyVfnH7QezxiRi,Anstu Stable,5,Anstu%20Stable
YyhsmPKdtjWeeoadGElpOG,Chelsea_Clinton,1,Chelsea_Clinton
Z0EYpwDhvEIbdQBUhrmYhg,Marion Blakey,26,Marion%20Blakey
Z0Q4pTgfMClfp7cNsL4icx,Kirk H. Donald,1,Kirk%20H.%20Donald
Z0UzquobufTapjrBwcdgZK,Larry and chums,1,Larry%20and%20chums
Z1Ow6u69LvPe4Ct82CuGmY,Manley,6,Manley
Z20Sykd0543ftdoifypxAw,Ralph_Eberhart,1,Ralph_Eberhart
Z2HZhOJasUVfy9jTbHGfM8,Leon and Debra Black,1,Leon%20and%20Debra%20Black
Z2i1sZcTjCpcB4uvsiPuEe,Leonard S. Schleifer,1,Leonard%20S.%20Schleifer
Z2kVXh3wY6ddJfdn6ypejB,Evgeny Ditrich,1,Evgeny%20Ditrich
Z3RCTWqHMaoeR8ZqdXv69a,Sharon Michele White,1,Sharon%20Michele%20White
Z3Vyy5FOsHvcXbabfV7ulP,Deere  &  Company,25,Deere%20%20%26%20%20Company
Z4cp9D1eqNGdksuJCgy2mW,Robert A. Iger,12,Robert%20A.%20Iger
Z5cNq8wU1H0b7F9R0PqHXV,Laxman Narasimhan,9,Laxman%20Narasimhan
Z7Iytw502TdfKLsuCcYS1L,Francis Blake Jr,2,Francis%20Blake%20Jr
Z7iTEn3hKJMcjVx7unkIvw,steel maker,1,steel%20maker
Z8F1GbReKVXb3E4LTBMnFV,Ed Woodward,17,Ed%20Woodward
Z8yrVTisnkKf9IwKJEqbvb,Ed Bastian,19,Ed%20Bastian
ZArJKf4Jdb1bqK3FIk7CL2,Warren East,23,Warren%20East
ZBAYxULNdVReCTXWrt9NtD,Yanai Tadashi,1,Yanai%20Tadashi
ZBom2MXLTHybeI3KbdkRq8,Mary G. Meeker,1,Mary%20G.%20Meeker
ZBxUBLk2cpFcNnn10qBhHo,Juan R. Luciano,4,Juan%20R.%20Luciano
ZCoGsRSrBnFac21uoEDBkz,Jeffrey Jordan,26,Jeffrey%20Jordan
ZDQlUxE6hnIcNeLPJUkQbP,Hunter,3,Hunter
ZDRydM4Q6c3cYk2zuO2vtG,[William] Spence,1,%5BWilliam%5D%20Spence
ZDzneCKotopdL9WdR3aO7E,"Musk, Elon",1,Musk%2C%20Elon
ZE8TKsMqC1QfRDBAvNDKcC,McGarry (?),1,McGarry%20%28%3F%29
ZF4fNhMZPldevYKlKFI208,Stuart Subotnick,13,Stuart%20Subotnick
ZHDeVvbu78sdt4sKyepVl2,Norman Blackwell,1,Norman%20Blackwell
ZHNxnpYEqiVeXgCZmaZ0FQ,Peltz,1,Peltz
ZHX0hNE8GNbf92Z63JZMW1,Fran%C3%A7ois-Henri_Pinault,1,Fran%25C3%25A7ois-Henri_Pinault
ZHoOzCWmTy5bTNiPUAYnpR,Mark Wang,2,Mark%20Wang
ZI7zD0flXQQbnXr4k8WNnJ,Jeffrey W. Martin,2,Jeffrey%20W.%20Martin
ZJHlML27Qs9e7AAt0PhF0t,Murdoch family,2,Murdoch%20family
ZJbIO9ajdxSbRNvM29zMmc,Thomas Leysen,16,Thomas%20Leysen
ZJwo4NWMGbJfmwH3D96mdn,Jean-Dominique Senard,13,Jean-Dominique%20Senard
ZKdFAe8hDSMeGjYLawO7iS,Hiroaki Nakanishi,20,Hiroaki%20Nakanishi
ZKyG19tH8X8eYEAKs5Rop7,Andrew Higginson (businessman),1,Andrew%20Higginson%20%28businessman%29
ZM3QH1oGx9gahOYYyy5GkP,'Condi' Rice,1,%27Condi%27%20Rice
ZN3cJ9gT39Pejt3VcLTXbK,Shri Deepak Parekh,1,Shri%20Deepak%20Parekh
ZN4Lhe7GvhtcQx7ChgNSmx,Isaiah Harris Jr.,1,Isaiah%20Harris%20Jr.
ZNPDQ3U8lFhbcYejabJhqH,Jeff P. Bezos,1,Jeff%20P.%20Bezos
ZNWj7jbVIBhbHkI9tK8S5h,Jeremy_Stoppelman,1,Jeremy_Stoppelman
ZNkG7JJdpU3fdMwdc4khzr,John's,1,John%27s
ZOM0eBB6wEBbYgX8fErvFw,Charles Geschke,51,Charles%20Geschke
ZOwnsahNkVofJqKmU530FF,William Fung Kwok-lun,2,William%20Fung%20Kwok-lun
ZPKHDUnVP2hbw0KuSbISSA,"Saudi Arabian oil company, ARAMCO",1,Saudi%20Arabian%20oil%20company%2C%20ARAMCO
ZQLIqhAb9NQe1fwomtCVmk,"Alpha Entertainment, LLC",8,Alpha%20Entertainment%2C%20LLC
ZQULKvBRYqUdtQZkhhvVBz,Brian T. Moynihan,1,Brian%20T.%20Moynihan
ZQphbPCIMhgdka4Ugh78vk,Ian Davies,1,Ian%20Davies
ZR0TyvszZODfLUXs0Y1Znk,Premji,1,Premji
ZRh8U3hrG6rbMA6XPrSFqY,Arnold W. Donald,10,Arnold%20W.%20Donald
ZRkcFlmQ7ywaluJGn3PnuS,N. Chandrasekaran,1,N.%20Chandrasekaran
ZSIPP2M0qeLaXkY91n1SZh,Beat W. Hess,4,Beat%20W.%20Hess
ZSv34Fhg0E0bKpb7RQLPqb,Tadashi Yanai,37,Tadashi%20Yanai
ZVGb8CHPRYDdxJ6EiH41tX,the subject,1,the%20subject
ZVQ2BqdSqTXcGm1USUxfoj,Mickey Arison,1,Mickey%20Arison
ZVZIsCUNiKzbSUnB8CZHIx,BEZOS,3,BEZOS
ZVfNKCXkHU1ed1svdiDLED,W. Craig Jelinek,8,W.%20Craig%20Jelinek
ZWA4Ma4dCIldF35AnwTY8Z,Randt,1,Randt
ZWlTJ6HhmBvc95Rs6ZwiHp,Mindy Grossman,19,Mindy%20Grossman
ZXaGcAgcosLbkGUhqrnOPK, R.A. Fisher,1,%20R.A.%20Fisher
ZYJGdJOOjYtangr5maBSh5,Henry R. Kravis,8,Henry%20R.%20Kravis
ZZH22z5h2iydCREyDEvu77,JH,1,JH
ZZzEkKxRY49d6HuvHixrs0,Takashi Kawamura,10,Takashi%20Kawamura
Zae4hHp8Bsnfd416lSV5vZ,Edgar Berger,2,Edgar%20Berger
ZbKY4J2knCvbP3KNaFiZ17,Provost,1,Provost
Zc23EKP8vDsdLlUt4rZAxK,Dr. Ingr. Porsche,1,Dr.%20Ingr.%20Porsche
ZcKQk2s1Q3JaXrlpPQaR7t,Morizo,1,Morizo
ZcurR0z4YjdaVfmEftm7OW,Ambani,2,Ambani
ZdsA6sLs5Q0bALsICu3UlM,Lucian Grainge,34,Lucian%20Grainge
ZeFQxOGQBI1bXKOHLFEfhW,Dara Khosrowshahi,48,Dara%20Khosrowshahi
Zf0afsCDyuubBVGZjOQ15A,Bach,2,Bach
Zg2IEAbSMVoemohFfmVwPL,"Parker, Alan",1,Parker%2C%20Alan
ZgPKKc1LisfarZKSwBXtW5,Dr. P. Roy Vagelos,1,Dr.%20P.%20Roy%20Vagelos
Zhtn06zv5rubTZcf1o4cwi,Chuck Robbins,27,Chuck%20Robbins
ZicVJBhvzMVaedVx2ePI3L,William Jr.,1,William%20Jr.
ZigceNiENs1c4Twj8CMRwK,an American billionaire,1,an%20American%20billionaire
ZjlDkqkmuX3ePYKf3Sa5xy,Ellen R. Alemany,1,Ellen%20R.%20Alemany
Zk3GGj1wiRobbNuU9Zhp7Q,Alan Bennett,844,Alan%20Bennett
ZkKLpMklALidIkDrw74aBS,Thomas Secunda,13,Thomas%20Secunda
ZkKjcTQI0HJf8ujK0pU3Hn,Porsche's,1,Porsche%27s
Zl43uTT7ILqd6SeWwUPU0q,Cindy,1,Cindy
ZljqP6ccj5addMsCadMCyv,Terrence A. Duffy,10,Terrence%20A.%20Duffy
Zllh9Rs4qfCcodVQNcvEED,"Henry  "" Hank ""  McKinnell Jr.",1,Henry%20%20%22%20Hank%20%22%20%20McKinnell%20Jr.
ZlqisxbqFynbl16ircQcIR,Gautam Singhania,16,Gautam%20Singhania
Zm0kxHUBAoNbnz2wssab27,N Chandrasekar,1,N%20Chandrasekar
Zm3PF6EgahkemKVflh5LnM,Tim,1,Tim
Zoeq5XUd3a3fQE9RnadQP9,Simon Thompson,6,Simon%20Thompson
ZqCJF4vWaVraacXf0XlBak,Edsel,15,Edsel
ZqNIRsrhkg8eQ2y4SMiRgG,David Provost,21,David%20Provost
ZqvcC3AKn3UeKGt7YbsKWZ,David L. Calhoun,6,David%20L.%20Calhoun
ZrPzpTLCFuVbhV1eMFGmlm,Alan_Parker,1,Alan_Parker
ZrmYwS7zeDgdPng5qBgmQB,Stephen Schwarzman,9,Stephen%20Schwarzman
ZsxVdH8bgr4e9ph4HTHo64,Matt Rose,1,Matt%20Rose
Zt7oe0187TMaZQo8cAeGIH,Jim Perdue,6,Jim%20Perdue
Zv6CwHxhYpKd7aDuoEGp3w,Ambanis,2,Ambanis
ZvJR4HrRvxbfQMEycA8eJo,Robert Bakish,18,Robert%20Bakish
ZwFttLOAAdLcmCyfsK3iXu,Mark Clouse,6,Mark%20Clouse
ZwQsFN6y0FPdzqF8OlzXWo,Stefan Scholz,8,Stefan%20Scholz
Zx0yUe6yjkvadGHfIN94Bt,Williams,29,Williams
ZxBEct9b4nUb3S1FCUkxTE,John Deere — Deere  &  Company,1,John%20Deere%20%E2%80%94%20Deere%20%20%26%20%20Company
ZxIzeZL0B3gbzqiPh84y4A,Jim McCann,2,Jim%20McCann
ZxRzhZxogrVehNXXNdAOh6,W. Reed Hastings,1,W.%20Reed%20Hastings
Zyb2G5FVGHHeb7MI0BRGu1,Warren,2,Warren
ZzGYYtLDXJVeZqXF6DS2Aq,Jim Rohr,11,Jim%20Rohr
ZzWIZ2xJ9QpffPNiUSE0Y7,James_Easton,1,James_Easton
Zzh4hasjL1uaqyNqNcFz8J,McEwan,1,McEwan
ZzhFw1CWFG2bTi4yJrjrZE,Carmona,1,Carmona
a0L13z7rnv2cIAqu5yaYCA,George L. Sherman,1,George%20L.%20Sherman
a1fucT56PdGbM9ZEHbAZzi,"James E.  "" Jes ""  Staley",1,James%20E.%20%20%22%20Jes%20%22%20%20Staley
a1tb0fbGv6peXLyueaxBSF,Larry Probst,23,Larry%20Probst
a2NTUh3oOZvftuo287hRza,Angus Russel,1,Angus%20Russel
a2YXdRQ8hi2cFCYMxeN6Ri,Patricia Russo,21,Patricia%20Russo
a3Z6wRtQhSLdvhyNoE849K,David Warren Arthur East,2,David%20Warren%20Arthur%20East
a49WGfnB92GfjohML1g0lV,Phil Knight's,1,Phil%20Knight%27s
a4B2lFhYyV6axnmoV0EnB7,Bob Kapito,1,Bob%20Kapito
a64qPKukZEQbgU2RPBh4bE,the article on Ellison,1,the%20article%20on%20Ellison
a6bZ1zymythcbhYi0zRzsy,Herb Simon,16,Herb%20Simon
a6jYfwDkGI1bmlgPfTYfPm,Fisher,34,Fisher
a7F0bxzOuuradsmcF5YbRQ,celebrity,1,celebrity
a7atE01NNK6enbdHbMuIxv,David Michael Gonski,2,David%20Michael%20Gonski
a8csLyg0z4CdSpWr1WqfUw,Mike Jackson,1,Mike%20Jackson
a8dJx3R9RigdaOH5pNotQD,Sharon White (businesswoman),6,Sharon%20White%20%28businesswoman%29
a8smGwx22dNdThz0BUvnMf,Teresa H. Meng,1,Teresa%20H.%20Meng
a9FMkLmUrdSdRmWA880DTB,Aart J de Geus,1,Aart%20J%20de%20Geus
a9RxA6NTV0db6EpaLAbxeC,John Lowe,540,John%20Lowe
a9hsnpBczfFfhir88UdvBF,Youngme Moon,6,Youngme%20Moon
a9ud3zOIvLDczXUY1B9s5t,Safra Catz,35,Safra%20Catz
aABSh7GNuSreNWH62iJn8X,"Simon, Lord Wolfson",1,Simon%2C%20Lord%20Wolfson
aAUYDeFSTsueCn3jUEbmO3,Blakey,1,Blakey
aAhhdy2obIyeIXMjAQQlZw,John Hester,16,John%20Hester
aB2zArWDVkgdRjwXzyPxSf,Jill Soltau,13,Jill%20Soltau
aB6SFE8EE4Eb6nyBJWj2VM,Ivan Glasenberg,31,Ivan%20Glasenberg
aC0QdaSA6KsbZ2YjfyEHOs,Min H. Kao,3,Min%20H.%20Kao
aCP62h3e3HScxNAKQjjKPt,Arvind Krishna,28,Arvind%20Krishna
aD59Uk3dMY8fFE5dupAycQ,Min Kao,21,Min%20Kao
aD8uLY4gl1bfy1pxDWEvmH,Brian Tyler (a.k.a. Madsonik),1,Brian%20Tyler%20%28a.k.a.%20Madsonik%29
aDKtlANUhoGbr5P3q4iUM2,John T. Cahill (businessman),1,John%20T.%20Cahill%20%28businessman%29
aEQ2LQcSyVme5wRiZswL75,Paula,1,Paula
aFcOEAVoEQAdO3awPGDPV1,Mark L. Feidler,3,Mark%20L.%20Feidler
aGKsIm414docXDu2FcDG5N,Virginia Rometty,1,Virginia%20Rometty
aILw59DaafBdcRnPdHi6a3,Vitaly Gennadyevich Savelyev,1,Vitaly%20Gennadyevich%20Savelyev
aIcysxbMaFlekVzMgD3rIa,Peter Voser,28,Peter%20Voser
aImlSygq6blb4qFaS67HtM,Anne Fuchs,6,Anne%20Fuchs
aJ7VOqfyPvGc0dY5YrCNes,John Howard's,6,John%20Howard%27s
aJTfQH4lUVycTcUzgPMJ9p,Ahmed Bin Saeed Al Maktoum,1,Ahmed%20Bin%20Saeed%20Al%20Maktoum
aJlLjCxYEDKfjz42OtXu0q,Patrick Allen,189,Patrick%20Allen
aKCURd9JNECcvscW3BX5ST,Markie Tuckenberg,1,Markie%20Tuckenberg
aKCaj9lYIVkdXfzgn4simz,Mr Andrew Forrest,1,Mr%20Andrew%20Forrest
aLzNThRfRbFfZRxrRhPpTi,Dame Sharon Michele White,1,Dame%20Sharon%20Michele%20White
aMxrBLFhpUjfiGqWh6Y0Gj,Takashi Kawamura (businessman),1,Takashi%20Kawamura%20%28businessman%29
aN85cZkpbJZcCcNIP5H5Dg,Julie Sweet,13,Julie%20Sweet
aNlQJCWdMxeatcX5GfwW5T,Jamie < br > Dimon,1,Jamie%20%3C%20br%20%3E%20Dimon
aO7Gv952J7ubP1okUPk0Qe,Andrew Molson,7,Andrew%20Molson
aOnQvAmebrIebZbDwA89OL,Chelsea Clinton,395,Chelsea%20Clinton
aOx2h0NDkFzafbg3UsW4QO,Deere  &  Co.,6,Deere%20%20%26%20%20Co.
aPuXeuRCEAUcktpF9K37ug,Matt Comyn,12,Matt%20Comyn
aQI0MLd54WJfccgTw74yCE,Joseph C. Papa,6,Joseph%20C.%20Papa
aQQcQkCjTP5dAS68XaUYn7,Johan Rupert,1,Johan%20Rupert
aR1NMYwGb5vbEmYSpMJpLy,Jeff Bezos',3,Jeff%20Bezos%27
aS9JDrnGjmZb50dXTbEBsc,Chelsea,32,Chelsea
