identifier,name,CapitalIQ,description,birthPlace,Wikipedia,birthName,deathPlace,birthDate,deathDate
bSywaVTKN4meiKQsETcVGa,Glade M. Knight,52242680,,,,,,,
bSzOwYSEtXbcq4FwLpnnIR,Masahisa Shibata,,,,,,,,
bT0JISv2PaDciErzyOpFTT,Mark Alloy,412249449,,,,,,,
bT1b0nBkbr1efX23OmUhP2,Calvin H. Knowlton,305801847,,,,,,,
bT4RgTe4aMufqjlQiJtUNK,Romano Volta,9446332,,,,,,,
bT55PUepxmOf2nr6s7GgJ8,Timothy Schmidt,,,,,,,,
bT9VHTX4GYiaVU2HdLk05G,Tzu-Hsien Tung,113921861,,,,,,,
bTErN3KWkooeFMnzVODHzA,Moon-Hee Chung,303396524,,,,,,,
bTGh5ZRHyJ3cVc3hpeKGUl,Ferdinand Oliver Porsche,100756594,"Ferdinand Porsche (3 September 1875 & nbsp;– 30 January 1951) was an Austrian-German automotive engineer and founder of the Porsche car company. He is best known for creating the first gasoline-electric hybrid vehicle (Lohner-Porsche), the Volkswagen Beetle, the Auto Union racing car, the Mercedes-Benz SS/SSK, several other important developments and Porsche automobiles. An important contributor to the German war effort during World War II, "" Porsche founder made fortune from closeness to Adolf Hitler "" Sunday Express. Allan Hall. 19/10/17. Retrieved: 27/05/18 Porsche was involved in the production of advanced tanks such as the VK 4501 (P), the Elefant (initially called "" Ferdinand "" ) self-propelled gun, and the Panzer VIII Maus super-heavy tank, as well as other weapon systems, including the V-1 flying bomb. Porsche was a member of the Nazi Party and an officer of the Schutzstaffel.  He was a recipient of the German National Prize for Art and Science, the SS-Ehrenring and the War Merit Cross. Porsche was inducted into the International Motorsports Hall of Fame in 1996 and won the Car Engineer of the Century award in 1999. Early life Ferdinand Porsche was born to Anna Porsche (nee Ehrlich) and Anton Porsche, in Maffersdorf (Vratislavice nad Nisou) in northern Bohemia, part of Austria-Hungary at that time, and today part of the Czech Republic.  Porsche Founder’s Legacy Hits Nazi Past in Czech Hometown  Ferdinand was his parents' third child. His father was a master panel-beater.","Maffersdorf, Bohemia, Austria-Hungary < br > (now Vratislavice nad Nisou, Czech Republic)",en.wikipedia.org/wiki/Ferdinand_Porsche,,"Stuttgart, West Germany",,
bTP9wCmGDQ7crJSMxGId8m,Ivan Glasenberg,1725977,"Ivan Glasenberg (born 7 January 1957) is the South African chief executive officer of Glencore, one of the world's largest commodity trading and mining companies. In December 2020 it was announced that Glasenberg will retire as chief executive by June 2021. Glasenberg has or had citizenship of South Africa and Australia. He became a Swiss citizen in 2011. He is also on the board of mining company Minara Resources Ltd. Background and early career Glasenberg was born 7 January 1957 in South Africa to a Jewish family.  Jerusalem Post: "" The billionaire would-be oleh "" by NADAV SHEMER 6 May 2011 His father, Samuel Glasenberg, was "" a luggage manufacturer and importer born in Lithuania "" , and his mother, Blanche Vilensky, was South African. The family lived in Ilovo, a suburb of Johannesburg. Glasenberg was an athlete, and by his early 20s was national junior champion in race walking. Ivan married Elana Beverley Orelowitz in 1984. In his youth Glasenberg was also a friend of Mick Davis, who would become the CEO of mining company Xstrata. Glasenberg graduated with a Bachelor of Commerce and a Bachelor of Accountancy from the University of the Witwatersrand, South Africa. Glasenberg was with Nexia Levitt Kirson, a firm of chartered accountants, for five years and is a Chartered Accountant, South Africa [CA (SA)]. He received his MBA from the IBEAR program at University of Southern California in 1983.  Business career  Glencore International Glasenberg joined Glencore in 1984, working in the coal department in South Africa and Australia. He managed Glencore's Hong Kong and Beijing offices from 1989 to 1990, and became head of the company's coal department in 1991. He was named CEO in 2002.","Johannesburg, South Africa",en.wikipedia.org/wiki/Ivan_Glasenberg,,,,
bTddXfV4vVqarGYzGTyTOx,Kandimathie Christine Ramon,273696703,,,,,,,
bTdrwCfl1fsdmZTdBbD37y,Kiyoshi Otsubo,8712061,,,,,,,
bTejwktl6KBeWUXWRIwVzY,Terrence Joseph Mulligan,23608596,,,,,,,
bTgr36IylgGfTH0VwBYsU1,Stephen J. R. Smith,29730828,,,,,,,
bTkDu9ifULOaXMUnAcvjvC,Christopher D. Maher,233445660,,,,,,,
bTlrgkX9NL8fyvx3KLSxmx,Richard J. Nigon,97281261,,,,,,,
bTs0Z7ge3kocncEEl8uyti,Brian E. Shore,295055,,,,,,,
bTvpUrqwvAifn6JxD6LaiW,Rishi A. Varma,428361429,,,,,,,
bTxvadHTDTjbF0qn0wijie,Neil Jack Roszell,266824149,,,,,,,
bTyvLwikHzcbOBiWQOCwOu,Tin Hoi Ng,544504304,,,,,,,
bTzaMsRT81hbAo70u39L9M,Miguel Matias Galuccio,30141364,"Miguel Matías Galuccio (born April 23, 1968) is an Argentine petroleum engineer and executive. He was appointed CEO of the state energy firm YPF upon its renationalization on May 5, 2012. He is also the CEO of Vista Oil and Gas.  Biography Galuccio was born in Paraná, Entre Ríos Province, in 1968. He enrolled at the Institute of Technology of Buenos Aires (ITBA) and graduated with a degree in petroleum engineering in 1994.  He joined YPF shortly after graduation, and worked in the Dallas-based Maxus subsidiary following its 1995 acquisition by YPF. He was designated head of operations and development in the firm's Patagonian oil fields division in 1996, and of YPF's oil fields Indonesia in 1998.  Galuccio resigned his post following the 1999 acquisition of YPF by Madrid-based Repsol. He joined Houston-based oilfield services firm Schlumberger, and was designated general manager of the firm's operations in Mexico and Central America. This division grew under Galuccio, with whom the Mexican state oil firm Pemex signed numerous oil services contracts. He was named director of the Schlumberger Integrated Project Management (IPM) division in 2005, and in 2011 became the director of Schlumberger Production Management; based in London, the latter was a division created by Galuccio for the oilfield services leader.","Paraná, Entre Ríos, Argentina",en.wikipedia.org/wiki/Miguel_Galuccio,,,,
bU2PkPiCmMDbXu5wmPfe72,James P. Shanahan,13715437,,,,,,,
bU45yPlybWbdNGAd7G2r7H,Judson Althoff,,,,,,,,
bU6Q43r5g7Pb3cE7kThcwU,William L. Jews,783661,,,,,,,
bUE6m5e3AORe2IA43jv2zf,Gregory Stuart Smith,432789697,,,,,,,
bUJq7hkFgbxclHlcjIoDl9,Nathaniel Alonzo Davis,113809519,,,,,,,
bUTxrYnEmwWbet3f9XzmvW,Darren Glatt,648593483,,,,,,,
bUYzae3MEpBabPse9QJ4jj,Birger K. Steen,423698094,,,,,,,
bUc0U8BEJHrf2GszcrIqui,Thomas Boone Pickens,12700946,,,,,,,
bUcUqgypGFQaaEkkxKaq9P,Yoshifumi Okada,127477504,,,,,,,
bUdZH2FH1x7feboySfMBEs,Kevin C. O'Boyle,108402956,,,,,,,
bUeoc0hYk9JdtE4NaZAPul,D. Christian Koch,41109591,,,,,,,
bUivXHaFTf6avmEmM60tTX,David Morris Nurek,8636361,,,,,,,
bUleWkJgxEWabJsmb9z6JW,Ronald A. Rittenmeyer,403753387,,,,,,,
bUnrYNwHRNRebylEqzEen0,John C. Kennedy,609375028,,,,,,,
bUtTlV10eXeakcfFrMs2pv,Yoshinobu Tsutsui,,,,,,,,
bV52NOdcbRDcIVWOaEIF7x,Jane J. Thompson,263722374,,,,,,,
bV896CPNHEDdHvwOyb2ptA,Jianhui Lai,130415220,,,,,,,
bVD1ljwcgiadlipDSUpbHa,Rick Rostolis,114148123,,,,,,,
bVEXxGTIO5IerJdurDx4lZ,Clynton R. Nauman,28010961,,,,,,,
bVGnNo91L96atcIRdkhRFR,David Patrick Gower,227939063,,,,,,,
bVMlths7Sp6aw4RAbzFVRk,Hongmou Song,530428157,,,,,,,
bVQF4QVtS40afEkSPNkKfK,Duncan J. Palmer,138169948,,,,,,,
bVSxSKXmX2ubU1QW49itg5,Michael Conway,,,,,,,,
bVWNY8GuyRVfaK0RqZ69Ht,Trevor Bourne,278861717,,,,,,,
bVWVAdwt25WeTPtlrfHMSd,Michael James Sullivan,329864707,,,,,,,
bVhq3i9qZktemHdi4gjVjy,Vilson Ribeiro de Andrade,607743983,,,,,,,
bViwvl8Q6AZbyeGftver8e,Kim Eichorn,,,,,,,,
bVjCijxBCoPd2zWEX3gBNL,Christopher Pappas,130207701,,,,,,,
bVt9DtA9SuZfsscE66EzZK,Nathan Pingelton,551841600,,,,,,,
bVtALF61n4ofpCk3NbPBkQ,Kazuyasu Ueda,243596731,,,,,,,
bW1l7PNE0zEdEWyTQx1kIs,Syed Zainol Anwar Ibni Syed Putra Jamalullail,597011178,,,,,,,
bWG2EMHDzLeaZNdyxhdZzp,Douglas MacDonald Hartman,3549928,,,,,,,
bWH4f67SJ7rd6hTKrSWMLM,Charles L. Harrington,27047367,,,,,,,
bWJG7IqU4lnb0IWLhz14Au,Craig L. DeSanto,,,,,,,,
bWJnDoH9MQFeTswQRhABu8,Isabelle Marcoux,10351387,,,,,,,
bWKCUv8h9xbc9g0aZpQFX6,David William Drinkwater,242250209,,,,,,,
bWMdfpn2LVTce5OeaeqlEW,Manfred Kindle,45728335,,,,,,,
bWN3xQYydkzdWpR57BPiVQ,Kuseni Douglas Dlamini,38760501,,,,,,,
bWVirTFtrlKf7ZXe4VlLA8,Takakazu Uchiyama,4339843,,,,,,,
bWWYOOrN0dDdK726Wg1mOO,Shigekazu Takeuchi,370593036,,,,,,,
bWZC5V1FHqBcEaQkuapfO9,Wai Yan Lam,45090460,,,,,,,
bWZLT3ncQz4aqtvdnAv7ez,Betty Thompson,,,,,,,,
bWb69wL234fel4z7z4cJwW,Petra Kirchhoff,26917140,,,,,,,
bWgGGOCNzWVcBTG3eTOG2p,Gautam Nandkishore Mehra,83585599,,,,,,,
bWppbvzTnMZcZ6DsmcA3bp,David R. Brooks,254662175,,,,,,,
bWq3lDYPcBfc1tnOqDk1ek,Daniel P. Doheny,339364212,,,,,,,
bWvWB0rhybTapNTxzqqbwS,Claudia Lorenzo,,,,,,,,
bX2vKdTH1BOeV9GSW6zsmx,Besim Tibuk,46379154,,,,,,,
bX8nhZv6GsCfNZHfZUsfzV,Dennis R. Woods,757262,,,,,,,
bXE6cQNkoBNfwVCmqE0Ti3,Joseph A. Sullivan,1534261,,,,,,,
bXKakUkcdlIcThy9D5sP1T,D. Keith Grossman,607598627,,,,,,,
bXMP7903NX7e1moflMMJBg,Douglas C. Freel,217006236,,,,,,,
bXNHRcZqBeqeEsRkVhKhcM,Thomas Caldecot Chubb,7793600,,,,,,,
bXO43iJREgxeR1s7plzpBd,Hiromi Tazaki,33111955,,,,,,,
bXcEabsGkK3agCQ1hTTgS9,John Edward Caldwell,30346729,,,,,,,
bXcfhBZrBMbe8kOx6nCQXW,George B. Peyton,575270833,,,,,,,
bXdE37pdBCWbT5q029Mf7L,Michael J. Tattersfield,426575098,,,,,,,
bXmHa61WxIJcfcizhPdgTG,Toshiyuki Yamamoto,8712333,,,,,,,
bXtLrvmic4sesfS2F1Kk83,Guillermo Gonzalez Nova,1664418,,,,,,,
bXuRZIzVOrwb4ke8WHlUR7,John K. Kibarian,1160750,,,,,,,
bXwjuATYblTcJL1zYA6oyC,Jirka Rysavy,237990,,,,,,,
bXx6cEsMfPpbmUs6AiiNxi,William Peter Day,378334400,,,,,,,
bY2NSqNL6ztflb3gnbLX5z,Arthur D. Levinson,551322,"Arthur D. Levinson (born March 31, 1950) is an American businessman and is the current Chairman of Apple Inc. (2011–present) and CEO of Calico (an Alphabet Inc. venture). He is the former chief executive officer (1995–2009) and chairman (1999–2014) of Genentech. In addition to serving on the board of Apple Inc. (2000–present), Levinson serves on the board of directors of the Broad Institute (affiliated with MIT and Harvard). Previously, Levinson had served on the board of directors at F. Hoffmann-La Roche (2010–2014), NGM Biopharmaceuticals (2009–2014), and Amyris Biotechnologies (2009–2014). He currently serves on the Board of Scientific Consultants of the Memorial Sloan Kettering Cancer Center, the Industrial Advisory Board of the California Institute for Quantitative Biosciences (QB3), the Advisory Council for the Princeton University Department of Molecular Biology and the Advisory Council for the Lewis-Sigler Institute for Integrative Genomics.  Early life and education Born to a Jewish family,  Rosenbaum, Fred & pg=PA245 Cosmopolitans: A Social and Cultural History of the Jews of the San Francisco Bay Area "" Nov 2009 the son of Malvina and Sol Levinson, he received his bachelor's degree from the University of Washington in Seattle in 1972 and his PhD in biochemistry from Princeton University in 1977. Career Levinson was a postdoctoral researcher with Nobel Prize winners Michael Bishop and Harold Varmus in the Department of Microbiology at the University of California, San Francisco, when Herb Boyer hired him to work at Genentech. Levinson joined Genentech in 1980 as a research scientist and became Vice President of Research Technology in 1989; Vice President of Research in 1990; Senior Vice President of Research in 1992; and Senior Vice President of Research and Development in 1993. Levinson became Genentech's Chief Executive Officer in 1995 and Chairman in 1999. Levinson received corporate leadership awards from the Irvington Institute and the National Breast Cancer Coalition in 1999.","Seattle, Washington, U.S.",en.wikipedia.org/wiki/Arthur_D._Levinson,,,,
bY5Os0zFECHc2MIUAZTY1h,Lin Nan,,,,,,,,
bY9N9GMJeQpbsGS76lwphy,Jonathan M. Jaffe,180634,,,,,,,
bYGLEuFRbf2fleFXiLWl0x,Julien Vaney,108325185,,,,,,,
bYPyajRbbAobqc6KLbKko3,Robert John Hughes,626640127,,,,,,,
bYWWFbk5glIeABB69unm2b,Gerhard Schuler,35787257,,,,,,,
bYdGqgEJHQjdIXPI2Zo6gA,James Inkster,11885503,,,,,,,
bYeduzdjpwuccYLmRjJZSF,Zishen Wu,44434969,,,,,,,
bYrUVv3PrrhcIlIbzqPa0U,Ichiro Honda,52476020,,,,,,,
bYs8CP7h5ZaeqxiOttNEfq,Ronald E. Klingle,385423,,,,,,,
bYvzu2JdJyhab2doHYNIWU,Sin Yin Tan,307973958,,,,,,,
bYz016rw20cb4wKs3fZMef,David P. Yeager,347560,,,,,,,
bZ11EEbZzLxbLy78FbeuXF,David Francis Quinlivan,304890938,,,,,,,
bZ1h8CH7QrscQ7cFYpYOOV,Clif Burrows,,,,,,,,
bZ9s0EimutJbQ3IsoUyYWU,Marc Ladreit de Lacharrière,2142848,,,,,,,
bZDQdwaVG9Ybr5fRqMyQW9,Zeynep Hakimoglu,8294481,,,,,,,
bZEH1HzmO6baiFYOV6EHva,Kenneth C. Griffin,,,,,,,,
bZEQ2lz4vS4czrWNm1qJSA,Paul E. Rowsey,564851,,,,,,,
bZGjnq9CT2QeHHAczO6F2s,Allan R. Tessler,22070969,,,,,,,
bZJfoqpdUFtbZENpiXCptu,Karen Larrimer,,,,,,,,
bZM9Lbbu3aQdVxyilNP22K,Steven I. Geringer,84005452,,,,,,,
bZNFF9Gm96kfsx0MSX9C1u,Leon Black,,"Leon David Black (born July 31, 1951) is an American investor, best known as the co-founder, and former-CEO of private equity firm Apollo Global Management. Black stepped down as CEO and chairman in 2021 after revelations that he paid Jeffrey Epstein $158 million for family office tax-related advice over the period from 2012 to 2017.  Early life and education Black is a son of Eli M. Black (1921–1975), a prominent Jewish businessman who emigrated from Poland and was best known for owning the United Brands Company. His mother, Shirley Lubell (sister of Tulsa oil executive Benedict I. Lubell) was an artist. In 1975, his father committed suicide by jumping out of the 44th floor of the Pan Am Building in New York City. It was later made public that, at the time, federal regulators were investigating allegations that United Brands was bribing Honduran government officials. & dat=19750219 & id=NUFSAAAAIBAJ & sjid=eHkDAAAAIBAJ & pg=6314%2c3415359 St. Petersburg Times: "" Violent Death Contradicted Executives' Quiet Life "" by Peter T. Kilbourne  February 19, 1975. Black received an AB in Philosophy and History from Dartmouth College in 1973 and a MBA from Harvard University in 1975. He served on the Board of Trustees of Dartmouth College from 2002 to 2011. In 2012, Black gave US$48 million toward a new visual arts center at Dartmouth College.  Career Black started out as an accountant at Peat Marwick (which later became KPMG) and with the publisher of Boardroom Reports. He also interviewed at Lehman Brothers but was told that he didn't have the brains or personality to succeed on Wall Street. From 1977 to 1990, Black was employed by investment bank Drexel Burnham Lambert, where he served as managing director, head of the Mergers & Acquisitions Group, and co-head of the Corporate Finance Department.  Leon D. Black '73  from Dartmouth College Black was regarded as "" junk bond king "" Michael Milken's right-hand man at Drexel. In 1990, he co-founded, on the heels of the collapse of Drexel Burnham Lambert, the private equity firm Apollo Global Management.  Drexel Divided on Settlement. New York Times, December 17, 1988. Notable founders included: John Hannan, Drexel's former co-director of international finance; Craig Cogut, a lawyer who worked with Drexel's high-yield division in Los Angeles; Arthur Bilger, the former head of the Drexel's corporate finance department; Antony Ressler, who worked as a senior vice president in Drexel's high yield department with responsibility for the new issue/syndicate desk; and Marc Rowan, Josh Harris and Michael Gross, who all worked under Black in the mergers and acquisitions department.  Ex-Drexel Executives Arrange Aid for Fruit of the Loom, August 24, 1990. Changes at Drexel Continue. New York Times, March 11, 1989. Drexel's Uncertain Future . New York Times, October 15, 1989.  Black stepped down as CEO of Apollo in 2021 due to his ties to convicted sex offender Jeffrey Epstein. He remained chairman for several months but stepped down abruptly in March 2021.",,en.wikipedia.org/wiki/Leon_Black,Leon David Black,,,
bZOdMrw4MZgdwutTDiT3cl,Reinold Geiger,104812535,,,,,,,
bZYRPK0OZz6ajyElb59y1A,Norman H. Asbjornson,320503,,,,,,,
bZflDnmv5mveLTFmIP7Ywp,Jae-Wan Bahk,333258576,,,,,,,
bZjud5Mj8d1dDqiq0LJzRX,Yu Shan Ma,115279195,,,,,,,
bZkCK2tER8veDG7BTAEkn8,Ralph Bartel,8114703,,,,,,,
bZsSbJMQdWQcbrRqZHAy1g,James M. Foote,543967669,"James Foote (1829 - 1895) was a politician in Queensland, Australia. He was a Member of the Queensland Legislative Assembly and a mayor of the Borough of Ipswich. Early life James Foote was born on 2 March 1829 in either Frampton Cotterell, Gloucestershire, England or in Calne, Wiltshire, England, the son of Joseph Foote (a hat maker) and his wife Elizabeth (née Clarke).  In January 1848, his father Joseph emigrated to Van Diemen's Land (Tasmania) as an agent of the Van Dieman's Land Colonial Mission Society and was appointed the resident Independent minister at Richmond within a few weeks of his arrival. Unfortunately, on 10 September 1848 Joseph died after being seized with an apoplectic fit while preaching the divine service.  He immigrated with his mother, three sisters, his brother John Clarke Foote and his sister-in-law on the Emigrant arriving in Moreton Bay on 12 August 1850.   During the voyage, there was an outbreak of typhus and around 20 people died. The ship on arrival in Moreton Bay was placed under quarantine, and was not brought into Brisbane until 28 September 1850.    On 21 July 1863, James Foote married Catherine Keith (née Cramb), the widow of James Keith, at Clydebank Cottage, Petrie Terrace, Brisbane.","Frampton Cotterell, Gloucestershire, England",en.wikipedia.org/wiki/James_Foote,,"Ipswich, Queensland, Australia",,
bZtqVDofPJKdVfv88l6o6y,Pawan Kumar Goenka,,"Pawan Kumar Goenka is an Indian businessman, and the retired Managing Director of Mahindra and Mahindra Limited, an Indian multinational automobile manufacturing corporation headquartered in Mumbai, and the chairman of SsangYong Motor Company in Korea.  Early life Goenka did his schooling in Shree jain Vidyalaya, Kolkata, and then earned his BTech in mechanical engineering from I.I.T. Kanpur and PhD from Cornell University, US. He attended a six-week Advanced Management Program at Harvard Business School. He worked at General Motors R & D Centre in Detroit, U.S., from 1979 to 1993. Thereafter he joined Mahindra & Mahindra Ltd., as general manager (R & D).  Career Goenka joined Mahindra in October 1993 as the general manager, R & D. He was appointed as the chief operating officer for the automotive sector in April 2003. In September 2005, he became the president of the automotive sector and by April 2010 he was the president of the automotive and farm equipment sectors. "" He was appointed to the post of Executive Director of Mahindra & Mahindra in 2013 and in April 2014, he took over the additional responsibility of the two wheeler business. In Nov 2016 Dr Pawan Kumar Goenka was elevated to the post of Managing Director of M & M. ""  Goenka is the past president of SIAM, Society of Automotive Engineers India, and ARAI Governing Council, and was a board member of National Skills Development Corporation (NSDC) from Aug.2013 to Aug.2014. He is also a national council member of CII, and chairman of board of governors of IIT Madras.","Harpalpur, Madhya Pradesh, India",en.wikipedia.org/wiki/Pawan_Kumar_Goenka,,,,
ba3sj0NtGrxdGyJp0C5UBR,Walter F. Ulloa,527255,,,,,,,
ba70y58PpcNfTNckDMpf44,Lachlan Keith Murdoch,242441978,"Lachlan Keith Murdoch ( ; According to this source, the first name is also pronounced  in the UK. born 8 September 1971) is a businessman and mass media heir.  He is the executive chairman of Nova Entertainment, co-chairman of News Corp, executive chairman and CEO of the Fox Corporation, the founder of Australian investment company Illyria Pty Ltd. Early life and education Lachlan Murdoch was born on 8 September 1971 in London, England. He is the eldest son of Australian-born American media mogul Rupert Murdoch, and his second wife, Scottish journalist and author Anna Murdoch Mann. He was raised in New York City where his father owned the New York Post. He received his primary and secondary education at the Aspen Country Day School in Aspen, Colorado, Trinity School in New York City, and at Phillips Academy in Andover, Massachusetts. In 1994, he graduated with a bachelor's degree from Princeton University in Philosophy. While at Princeton, he studied philosophy with Béatrice Longuenesse and Alan Hajek. Career News Corp executive In 1989, Rupert Murdoch brought Lachlan Murdoch, then 18 years old, to Australia while on business, to have Lachlan trained for three months at the Daily Mirror. At the age of 22, Murdoch was appointed general manager of Queensland Newspapers, the publisher of Brisbane's Courier-Mail. One year later, he became publisher of Australia's first national paper, The Australian. In 1995 he was appointed Deputy CEO of News Limited, Executive Director of News Corporation in 1996, Deputy Chief Operating Officer in 2000; he was made Senior Executive Vice President from 1999 to 2000, and has been Chairman of STAR since 1995. Encouraged to invest in One.Tel by his friend Australian businessman James Packer, the son of television network owner Kerry Packer, Murdoch was extensively criticised for encouraging News Corporation's multi-hundred million-dollar investment in the start-up telecommunications company. In April 2014, Murdoch and Packer agreed to an 40 & nbsp;million settlement over the failure of One.Tel. The settlement was approved by the Supreme Court of New South Wales on 17 April 2014, with 14.93 & nbsp;million to be paid by the Packer family's Consolidated Press Holdings, 11.77 & nbsp;million to be paid by Packer's Crown Resorts and 13.3 & nbsp;million to be paid by News Corp.","London, England",en.wikipedia.org/wiki/Lachlan_Murdoch,Lachlan Keith Murdoch,,,
baBDQ1Uhgoeaclj7kISf86,Katsuaki Shindome,597104960,,,,,,,
baLFYaWdGbLbaDBMxHqRmy,William J. Flynn,27348714,,,,,,,
baOeiMgjykMen4D8jwmokf,Brian G. Kelly,46725248,,,,,,,
baPVwIVeT0xcxgPDr2Zv5T,Chi-Mau Sheih,44148790,,,,,,,
baPgAK0b4C1eddbO8g2PYt,Christopher Miglino,154143969,,,,,,,
baQ1ilqCEr2e5F5hEJ7ix0,Masahiro Noda,738578,,,,,,,
baRelx2SljLdWpx2eeI6J0,Sine Chadi,20475906,,,,,,,
baUL8ENRqI9bg3CCpe3eCF,Wesley Robert Edens,593592386,,,,,,,
baapbm31BffdjOLGWE1e02,Maurice Lévy,758342,,,,,,,
bae7DHVHOw7bHS7ONTXwiP,Nagahiro Kuroda,629888129,,,,,,,
baeJJExGq68bomB0oLQ0CV,Pi-Hua Chen,262206668,,,,,,,
baerYj11fP4bN03jmRBaGI,David J. Castellani,,,,,,,,
baloz5kG2pIbQlglJ2oRzT,Alexis M. Herman,1091250,"Alexis Margaret Herman (born July 16, 1947) is an American politician who served as the 23rd U.S. Secretary of Labor under President Bill Clinton. Herman was the first African-American to hold the position. Prior to serving as Secretary, she was Assistant to the President and Director of the White House Office of Public Engagement. Herman grew up in Mobile, Alabama. After college, she worked to improve employment opportunities for black laborers and women. She then joined the administration of Jimmy Carter, working as director of the Labor Department's Women's Bureau. She became active in the Democratic party, working in the campaigns of Jesse Jackson and then serving as chief of staff for the Democratic National Committee under Ronald H. Brown. Upon the election of Bill Clinton, she joined his cabinet in 1997. Following the defeat of Al Gore in the 2000 presidential election, Herman remained active in Democratic politics, in addition to her participation in the private sector, serving on the boards of corporations such as Coca-Cola and Toyota. Early life and education Herman was born on July 16, 1947, in Mobile, Alabama, the daughter of politician Alex Herman and schoolteacher Gloria Caponis, and raised in a Catholic household. Her father became Alabama's first black ward leader. She later recounted how members of the white supremacist group, the Ku Klux Klan, assaulted her father when she was five years old.   When Herman was growing up in Mobile, schools remained racially segregated. Her parents opted to send Alexis to parochial school, in part because the teachers included white nuns and priests, and thus would expose her to greater diversity.  Herman attended the Heart of Mary High School.  -- > As a sophomore, she was suspended for questioning the diocese's exclusion of black students from religious pageants in which white students participated. Following a week of objection from the parents of Herman's fellow black classmates, she was re-admitted.","Mobile, Alabama, U.S.",en.wikipedia.org/wiki/Alexis_Herman,Alexis Margaret Herman,,,
baqk2jMc0sjfAiYUhkI0sK,Hiroshi Yokota,261274006,,,,,,,
bawnDQe3q6qdiMFDzdbLMU,Alexander Gebler,660685362,,,,,,,
bb4xZYTFTKae4rrCm3RcIb,John Knox Singleton,657470,,,,,,,
bb60JgXRLLqbast2HsLmmd,David W. Kenny,592146912,,,,,,,
bb7yx4BeAI5b5aefPyOKxn,Chevis C. Swetman,684608,,,,,,,
bbC28IPNOiWeR3wK8cu7RW,Andrew C. Kerin,117271010,,,,,,,
bbCeS52wrq4fYemLa6VWsD,Jay J. Moses,33682380,,,,,,,
bbCj9CO6SWNf5d1GV0DN5Y,Christopher A. Lien,38950085,,,,,,,
bbKbEMrf7BHd7lHA1KYlOm,Dermot Gleeson,8749390,,,,,,,
bbMMIRkpKvicOizla4FOBT,John Marshall Doolittle,317729328,,,,,,,
bbTfZtosqn2fLEbrugnfIx,Dan O. Dinges,1507619,,,,,,,
bbWIivT9rZrdDwXel3Ur1i,Douglas T. Dietrich,263612652,,,,,,,
bbaFO4mYXywdra5BPKjAeL,Louis A. Raspino,544339743,,,,,,,
bbkseu1Yp0Ye7lWpPVUNTi,Lynn Krominga,29976673,,,,,,,
bbtvFB5aMMZdBHQPpFieoD,Wei Huang,403833179,,,,,,,
bbvM9zOc5osb0EpkiOLQ8t,Susim Mukul Datta,6060057,,,,,,,
bbzuviykVSkb382h2bobYU,Yeong-Hwan Yoon,62442435,,,,,,,
bc1baczP8pTcMjBBY55I6p,Joe Gebbia,,,,,,,,
bc1ilo0GXi1c2aYtWM58PX,Wenwei Xu,132243367,,,,,,,
bcJ1l4soKHvfU2jDj7qlwE,Neal Ira Goldman,265409742,,,,,,,
bcKPapxYn1AdTbf5ru4TjS,Thomas E. Skidmore,8095008,,,,,,,
bcMCT60eiMLceoLaCoOPr2,Luc Besson,60740856,,,,,,,
bcRFdon0sklazI7vXKHldV,John C. Wobensmith,78756848,,,,,,,
bcZj2CN5b2MfcD9T2fGmvq,Akihiro Nikkaku,8293960,,,,,,,
bccacvrqchtdYIomPivpwv,Ghassan Bin Abdulrahman Al-Shibl,415810501,,,,,,,
bccgOH1BjV6fU0c7qhjR5p,Anass Houir Alami,109549790,,,,,,,
bcem7TEWxTfcX2jF5Omtow,Steven F. Udvar-Házy,106676204,,,,,,,
bchWO2WSDaKe7NDha1ddQY,Mohamed Hashim bin Mohd. Ali,215121560,,,,,,,
bclQpyOnu3tbuR0kVUuEoK,Tetsuro Homma,,,,,,,,
bclbekwoowwcs31Q1NNWzx,Frans J. G. M. Cremers,241792666,,,,,,,
bcmDuU1RpMBdIIzc1qPzqh,Nanpeng Shen,29483490,,,,,,,
bcszie7UutKaidM7gHjzo5,You Ming Qi,243813689,,,,,,,
bcuCM0EmG5dcWSyAGzHYyW,Minfang Lu,424827373,,,,,,,
bcuNoH9GlkufkOtqsYNsGB,Derek Noel La Ferla,106303387,,,,,,,
bcxFtwdZEeZc025qMhbD0e,Joshua H. Levine,222884030,,,,,,,
bd5lJCLpGN6cNJ877krpAe,Yasunobu Otsuga,128452860,,,,,,,
bdG5SzqIQSVcosK6qjnwBc,Laurence S. Levy,54829649,,,,,,,
bdGKLn87d79dAm1mYz1VEU,Noel Naval Tata,30821688,,,,,,,
bdKVNkgO5pLeMtrVpgoqvR,Joseph Victor Taranto,340816,,,,,,,
bdXE1VOkscnaYqf8asVOlT,Michael Saul Dell,319819171,,,,,,,
bdewISekFQwchq98xaLb4Z,Manuel B. Villar,45083642,,,,,,,
bdgxxVkkZTaeNxCHF4LQBS,Donald E. Lewis,323239187,,,,,,,
bdkaxwDecfybSDKv9GszqO,Douglas A. DeBruin,30141684,,,,,,,
bdkktR667v5bqis0Iybb8v,Haruhisa Ishizuka,13224236,,,,,,,
bdrAAcI7zRed5mMxvUqvSV,Michael F. Keppel,289207949,,,,,,,
