keyword,caption_name,topic_id,entity_type,threshold,groups,Paired term,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
@humaninteresthq,Human Interest startup,188132,startup,general.alert3,,,Startup,Human Interest startup,,dgm_vcstartup_terms,735d2d4772b181d811f8b9cfa0069208,dgm_vcstartup_terms__735d2d4772b181d811f8b9cfa0069208
@xant_ai,XANT.ai,188132,startup,general.alert3,,,Startup,XANT.ai,,dgm_vcstartup_terms,a3bc30d08241b45a2f9c82a3e4e69d79,dgm_vcstartup_terms__a3bc30d08241b45a2f9c82a3e4e69d79
@inframarket_,Infra.Market startup,188132,startup,general.alert3,,,Startup,Infra.Market startup,,dgm_vcstartup_terms,af2d91988d19688b9dc1f96cd3064a4a,dgm_vcstartup_terms__af2d91988d19688b9dc1f96cd3064a4a
@nozominetworks,Nozomi Networks,188132,startup,general.alert3,,,Startup,Nozomi Networks,,dgm_vcstartup_terms,ac70c233ff99323f9c10daea5fe4d613,dgm_vcstartup_terms__ac70c233ff99323f9c10daea5fe4d613
@sambanovaai,SambaNova Systems,188132,startup,general.alert3,,,Startup,SambaNova Systems,,dgm_vcstartup_terms,a4a8dd8f7013d66a44ee308f61770c84,dgm_vcstartup_terms__a4a8dd8f7013d66a44ee308f61770c84
@tealeaf,Tealeaf startup,188132,startup,general.alert3,,,Startup,Tealeaf startup,,dgm_vcstartup_terms,86c8eda2fd55202c87ab96f0edf2789e,dgm_vcstartup_terms__86c8eda2fd55202c87ab96f0edf2789e
@modernhire,Montage startup,188132,startup,general.alert3,,,Startup,Montage startup,,dgm_vcstartup_terms,f4551746f3b4b4b74d8bba0a3ba191a7,dgm_vcstartup_terms__f4551746f3b4b4b74d8bba0a3ba191a7
@bitstar_tokyo,BitStar startup,188132,startup,general.alert3,,,Startup,BitStar startup,,dgm_vcstartup_terms,840497054d97113b1050ae799955c2cc,dgm_vcstartup_terms__840497054d97113b1050ae799955c2cc
@versanetworks,Versa Networks,188132,startup,general.alert3,,,Startup,Versa Networks,,dgm_vcstartup_terms,a54151bdcb873dada7deaec58f988b95,dgm_vcstartup_terms__a54151bdcb873dada7deaec58f988b95
@algolia,Algolia,188132,startup,general.alert3,,,Startup,Algolia,,dgm_vcstartup_terms,293550122338339f6f3f817596cc354a,dgm_vcstartup_terms__293550122338339f6f3f817596cc354a
@getsquire,Squire startup,188132,startup,general.alert3,,,Startup,Squire startup,,dgm_vcstartup_terms,6de35991f6f5e85c80e86fbf1e2773d3,dgm_vcstartup_terms__6de35991f6f5e85c80e86fbf1e2773d3
@alan_assurance,Alan startup,188132,startup,general.alert3,,,Startup,Alan startup,,dgm_vcstartup_terms,9258aafa64ae33fbc99c94f926d1b851,dgm_vcstartup_terms__9258aafa64ae33fbc99c94f926d1b851
@edgecast,EdgeCast Networks,188132,startup,general.alert3,,,Startup,EdgeCast Networks,,dgm_vcstartup_terms,4c1013521902c467c2e4be4b2ab9a3b5,dgm_vcstartup_terms__4c1013521902c467c2e4be4b2ab9a3b5
@cartasite,Cartasite,188132,startup,general.alert3,,,Startup,Cartasite,,dgm_vcstartup_terms,0b447a493040edc015b0b3f3e29e97b4,dgm_vcstartup_terms__0b447a493040edc015b0b3f3e29e97b4
@apicasystems,Apica startup,188132,startup,general.alert3,,,Startup,Apica startup,,dgm_vcstartup_terms,1af0ee25a29aad3ed455bb0c3f1ea24f,dgm_vcstartup_terms__1af0ee25a29aad3ed455bb0c3f1ea24f
@clickfox,ClickFox startup,188132,startup,general.alert3,,,Startup,ClickFox startup,,dgm_vcstartup_terms,4e0c91d69c628f2beee956ccedca5199,dgm_vcstartup_terms__4e0c91d69c628f2beee956ccedca5199
@bluekai,BlueKai startup,188132,startup,general.alert3,,,Startup,BlueKai startup,,dgm_vcstartup_terms,4620ac5a8681453683df352de71bafa3,dgm_vcstartup_terms__4620ac5a8681453683df352de71bafa3
@psiquantum,PsiQuantum startup,188132,startup,general.alert3,,,Startup,PsiQuantum startup,,dgm_vcstartup_terms,557bc719c9e2cb96d48ec0c27439aefa,dgm_vcstartup_terms__557bc719c9e2cb96d48ec0c27439aefa
@nexmo,Nexmo,188132,startup,general.alert3,,,Startup,Nexmo,,dgm_vcstartup_terms,1087f7685c3a955d9fa0f97b43e399da,dgm_vcstartup_terms__1087f7685c3a955d9fa0f97b43e399da
@hyperfiner,Hyperfine Research startup,188132,startup,general.alert3,,,Startup,Hyperfine Research startup,,dgm_vcstartup_terms,01062644c5c2ae38313f9701aeeee17b,dgm_vcstartup_terms__01062644c5c2ae38313f9701aeeee17b
@sefaira,Sefaira startup,188132,startup,general.alert3,,,Startup,Sefaira startup,,dgm_vcstartup_terms,30a3df270915855fc9813670ef3cb24d,dgm_vcstartup_terms__30a3df270915855fc9813670ef3cb24d
@happyfreshjoy,HappyFresh startup,188132,startup,general.alert3,,,Startup,HappyFresh startup,,dgm_vcstartup_terms,a082dcfdcc4625b895d089b892734ded,dgm_vcstartup_terms__a082dcfdcc4625b895d089b892734ded
@blaizeinc,Blaize startup,188132,startup,general.alert3,,,Startup,Blaize startup,,dgm_vcstartup_terms,86dcfd6c41aa56aff02f75244ffbff29,dgm_vcstartup_terms__86dcfd6c41aa56aff02f75244ffbff29
@nobrokercom,NoBroker startup,188132,startup,general.alert3,,,Startup,NoBroker startup,,dgm_vcstartup_terms,526f10c0db3259c587630a397941cfaf,dgm_vcstartup_terms__526f10c0db3259c587630a397941cfaf
@ultrahaptics,Ultraleap startup,188132,startup,general.alert3,,,Startup,Ultraleap startup,,dgm_vcstartup_terms,d00a7c97c2cf8bc1155294b9b87f6de5,dgm_vcstartup_terms__d00a7c97c2cf8bc1155294b9b87f6de5
@frontiercar,Frontier Car Group,188132,startup,general.alert3,,,Startup,Frontier Car Group,,dgm_vcstartup_terms,b1ae8f529c7dc8064318d71156a3c1dd,dgm_vcstartup_terms__b1ae8f529c7dc8064318d71156a3c1dd
@cgoncology,CG Oncology,188132,startup,general.alert3,,,Startup,CG Oncology,,dgm_vcstartup_terms,e58d9fc6491345da2826904d9a31ab76,dgm_vcstartup_terms__e58d9fc6491345da2826904d9a31ab76
@cleversafe,Cleversafe startup,188132,startup,general.alert3,,,Startup,Cleversafe startup,,dgm_vcstartup_terms,aa4532a7010fb5b384f8d1462a83c078,dgm_vcstartup_terms__aa4532a7010fb5b384f8d1462a83c078
@archcapital_,Arch Capital Partners startup,188132,startup,general.alert3,,,Startup,Arch Capital Partners startup,,dgm_vcstartup_terms,6706d07d59548f31bbeaef46d84d84c8,dgm_vcstartup_terms__6706d07d59548f31bbeaef46d84d84c8
@worldstoresuk,WorldStores startup,188132,startup,general.alert3,,,Startup,WorldStores startup,,dgm_vcstartup_terms,948c8479af96212f95d85dbccbc34e51,dgm_vcstartup_terms__948c8479af96212f95d85dbccbc34e51
@evaneos,Evaneos,188132,startup,general.alert3,,,Startup,Evaneos,,dgm_vcstartup_terms,85443c8b46f9b5879cfe3f76f570285e,dgm_vcstartup_terms__85443c8b46f9b5879cfe3f76f570285e
@buddymedia,Buddy Media startup,188132,startup,general.alert3,,,Startup,Buddy Media startup,,dgm_vcstartup_terms,a818f20b4c435e76d895e19d03d8a8b6,dgm_vcstartup_terms__a818f20b4c435e76d895e19d03d8a8b6
@miinto,Miinto startup,188132,startup,general.alert3,,,Startup,Miinto startup,,dgm_vcstartup_terms,ed4e417c0fa4d2fc0890e8bf941825f6,dgm_vcstartup_terms__ed4e417c0fa4d2fc0890e8bf941825f6
@maplehillcream,Maple Hill Creamery,188132,startup,general.alert3,,,Startup,Maple Hill Creamery,,dgm_vcstartup_terms,48563fad5ef3719396509e1365afe5e2,dgm_vcstartup_terms__48563fad5ef3719396509e1365afe5e2
@sennderlogistic,sennder startup,188132,startup,general.alert3,,,Startup,sennder startup,,dgm_vcstartup_terms,0dd23ae943ec9adbacd399332848cee2,dgm_vcstartup_terms__0dd23ae943ec9adbacd399332848cee2
@kinestral,Kinestral Technologies,188132,startup,general.alert3,,,Startup,Kinestral Technologies,,dgm_vcstartup_terms,5dc0013f454daf55b4cc86522966d00d,dgm_vcstartup_terms__5dc0013f454daf55b4cc86522966d00d
@cxignited,CXignited,188132,startup,general.alert3,,,Startup,CXignited,,dgm_vcstartup_terms,aecd37b0a572f703a56b56ec036ad067,dgm_vcstartup_terms__aecd37b0a572f703a56b56ec036ad067
@niumopenmoney,Nium startup,188132,startup,general.alert3,,,Startup,Nium startup,,dgm_vcstartup_terms,3a553a39d38b0024eb7207cbf7ab4e86,dgm_vcstartup_terms__3a553a39d38b0024eb7207cbf7ab4e86
@carbonhealth,Carbon Health startup,188132,startup,general.alert3,,,Startup,Carbon Health startup,,dgm_vcstartup_terms,aa00965f24e23749aba21e390fe665bd,dgm_vcstartup_terms__aa00965f24e23749aba21e390fe665bd
@tngwallet,TNG Wallet,188132,startup,general.alert3,,,Startup,TNG Wallet,,dgm_vcstartup_terms,5a7d3fc8875b4d745662e0e77b895f7e,dgm_vcstartup_terms__5a7d3fc8875b4d745662e0e77b895f7e
@paylevenuk,payleven,188132,startup,general.alert3,,,Startup,payleven,,dgm_vcstartup_terms,a6b7271c73716d6fe239e3589b023d5e,dgm_vcstartup_terms__a6b7271c73716d6fe239e3589b023d5e
@mcafee_business,Securify startup,188132,startup,general.alert3,,,Startup,Securify startup,,dgm_vcstartup_terms,1c4bf1d64a4437f577304cff8402511a,dgm_vcstartup_terms__1c4bf1d64a4437f577304cff8402511a
@cloudpay,CloudPay,188132,startup,general.alert3,,,Startup,CloudPay,,dgm_vcstartup_terms,7439e6523197bb9344e195323831be2e,dgm_vcstartup_terms__7439e6523197bb9344e195323831be2e
@cumulusnetworks,Cumulus Networks,188132,startup,general.alert3,,,Startup,Cumulus Networks,,dgm_vcstartup_terms,c5585e123b15b3651ae65a093237a039,dgm_vcstartup_terms__c5585e123b15b3651ae65a093237a039
@snoozeal,Signifier Medical Technologies,188132,startup,general.alert3,,,Startup,Signifier Medical Technologies,,dgm_vcstartup_terms,7e3984cc627fba3f408b18c65a1755ef,dgm_vcstartup_terms__7e3984cc627fba3f408b18c65a1755ef
@keeprisk_atbay,At-Bay startup,188132,startup,general.alert3,,,Startup,At-Bay startup,,dgm_vcstartup_terms,21ea27bd067038fe21d4fb5e7a76310d,dgm_vcstartup_terms__21ea27bd067038fe21d4fb5e7a76310d
@myriadgenetics,Crescendo Bioscience,188132,startup,general.alert3,,,Startup,Crescendo Bioscience,,dgm_vcstartup_terms,0a48bb87fae3b0ed6285e457a369db17,dgm_vcstartup_terms__0a48bb87fae3b0ed6285e457a369db17
@ciscodatavirt,Composite Software startup,188132,startup,general.alert3,,,Startup,Composite Software startup,,dgm_vcstartup_terms,42edec5dc820202063b564463c13a35e,dgm_vcstartup_terms__42edec5dc820202063b564463c13a35e
@betterup,BetterUp startup,188132,startup,general.alert3,,,Startup,BetterUp startup,,dgm_vcstartup_terms,2c0ea9bcbf5ec2b78b346148cfe1a1c7,dgm_vcstartup_terms__2c0ea9bcbf5ec2b78b346148cfe1a1c7
@dfndr,PSafe Technology,188132,startup,general.alert3,,,Startup,PSafe Technology,,dgm_vcstartup_terms,afcb177cb252117738860f56c82fbff2,dgm_vcstartup_terms__afcb177cb252117738860f56c82fbff2
@cardekho,CarDekho,188132,startup,general.alert3,,,Startup,CarDekho,,dgm_vcstartup_terms,b28f288dfedf278e617b9d16016cd891,dgm_vcstartup_terms__b28f288dfedf278e617b9d16016cd891
@vrchat,VRChat startup,188132,startup,general.alert3,,,Startup,VRChat startup,,dgm_vcstartup_terms,5c64ce6a6e58bd026617daccfda083e5,dgm_vcstartup_terms__5c64ce6a6e58bd026617daccfda083e5
@xiaohongshu1,Xiaohongshu,188132,startup,general.alert3,,,Startup,Xiaohongshu,,dgm_vcstartup_terms,6b32e47d83ddc8d822d3843428f48201,dgm_vcstartup_terms__6b32e47d83ddc8d822d3843428f48201
@fashionandyou,Fashion & You startup,188132,startup,general.alert3,,,Startup,Fashion & You startup,,dgm_vcstartup_terms,fba9d4e47968961685a79a6a90696932,dgm_vcstartup_terms__fba9d4e47968961685a79a6a90696932
@atlantissds,Atlantis Computing,188132,startup,general.alert3,,,Startup,Atlantis Computing,,dgm_vcstartup_terms,4525f178ecc9ba665d9b43dd7e4b3e0e,dgm_vcstartup_terms__4525f178ecc9ba665d9b43dd7e4b3e0e
@yotayamada,iCARE startup,188132,startup,general.alert3,,,Startup,iCARE startup,,dgm_vcstartup_terms,78b4149ee5b1f3f4c68edd7a4a9ec235,dgm_vcstartup_terms__78b4149ee5b1f3f4c68edd7a4a9ec235
@ibmnetezza,Netezza,188132,startup,general.alert3,,,Startup,Netezza,,dgm_vcstartup_terms,d1ba5a2a0de4a2df480e1f8ee06efb93,dgm_vcstartup_terms__d1ba5a2a0de4a2df480e1f8ee06efb93
@energysavvy,EnergySavvy startup,188132,startup,general.alert3,,,Startup,EnergySavvy startup,,dgm_vcstartup_terms,a46c243699fde014bff17d113a425c96,dgm_vcstartup_terms__a46c243699fde014bff17d113a425c96
@wayin,Wayin startup,188132,startup,general.alert3,,,Startup,Wayin startup,,dgm_vcstartup_terms,033a0994d274113263a86c7f7e4bb3a8,dgm_vcstartup_terms__033a0994d274113263a86c7f7e4bb3a8
@maritzcx,MaritzCX,188132,startup,general.alert3,,,Startup,MaritzCX,,dgm_vcstartup_terms,1d8ca0ee13473324f54dd617cf0db3fb,dgm_vcstartup_terms__1d8ca0ee13473324f54dd617cf0db3fb
@epic4kids,Epic startup,188132,startup,general.alert3,,,Startup,Epic startup,,dgm_vcstartup_terms,dd7608903731eaba27f6ab058a5a8345,dgm_vcstartup_terms__dd7608903731eaba27f6ab058a5a8345
@zoomdata,Zoomdata startup,188132,startup,general.alert3,,,Startup,Zoomdata startup,,dgm_vcstartup_terms,ad94dee79ef41db6dce1904b74d3cace,dgm_vcstartup_terms__ad94dee79ef41db6dce1904b74d3cace
@mycotechcorp,MycoTechnology,188132,startup,general.alert3,,,Startup,MycoTechnology,,dgm_vcstartup_terms,686a7f8dc79f14ece4385f912852cced,dgm_vcstartup_terms__686a7f8dc79f14ece4385f912852cced
@pontis_,Pontis startup,188132,startup,general.alert3,,,Startup,Pontis startup,,dgm_vcstartup_terms,a47ab92ad531548e675f773d137f96c0,dgm_vcstartup_terms__a47ab92ad531548e675f773d137f96c0
@tapingo,Tapingo,188132,startup,general.alert3,,,Startup,Tapingo,,dgm_vcstartup_terms,1054a9a4c8d84f2b2066ee7dcf98c133,dgm_vcstartup_terms__1054a9a4c8d84f2b2066ee7dcf98c133
@pristync,Pristyn Care,188132,startup,general.alert3,,,Startup,Pristyn Care,,dgm_vcstartup_terms,359cc831d840542a5f38baf82bae2bf8,dgm_vcstartup_terms__359cc831d840542a5f38baf82bae2bf8
@zeltiq,Zeltiq Aesthetics,188132,startup,general.alert3,,,Startup,Zeltiq Aesthetics,,dgm_vcstartup_terms,132eb831b549b2dd05d17312b727668c,dgm_vcstartup_terms__132eb831b549b2dd05d17312b727668c
@skyhighnetworks,Skyhigh Networks startup,188132,startup,general.alert3,,,Startup,Skyhigh Networks startup,,dgm_vcstartup_terms,0d15a960a3ed081fe78e9519d032a7b5,dgm_vcstartup_terms__0d15a960a3ed081fe78e9519d032a7b5
@geneseeqinc,Geneseeq,188132,startup,general.alert3,,,Startup,Geneseeq,,dgm_vcstartup_terms,d60ea9470d61b3d74b5c8c9758c8f24a,dgm_vcstartup_terms__d60ea9470d61b3d74b5c8c9758c8f24a
@idrivebackup,IDrive Inc.,188132,startup,general.alert3,,,Startup,IDrive Inc.,,dgm_vcstartup_terms,484a1cd15e1eb80f6a3216d54e3b7e8a,dgm_vcstartup_terms__484a1cd15e1eb80f6a3216d54e3b7e8a
@clairmail,ClairMail startup,188132,startup,general.alert3,,,Startup,ClairMail startup,,dgm_vcstartup_terms,d674555d3e14315ab0d49b4468917011,dgm_vcstartup_terms__d674555d3e14315ab0d49b4468917011
@plaympl,Mobile Premier League startup,188132,startup,general.alert3,,,Startup,Mobile Premier League startup,,dgm_vcstartup_terms,871c76bf9907b0104c7bd0d0294c0511,dgm_vcstartup_terms__871c76bf9907b0104c7bd0d0294c0511
@ssitweets,Instantly startup,188132,startup,general.alert3,,,Startup,Instantly startup,,dgm_vcstartup_terms,91fc454e85f8d768acfa86401fbd276c,dgm_vcstartup_terms__91fc454e85f8d768acfa86401fbd276c
@samanage,Samanage,188132,startup,general.alert3,,,Startup,Samanage,,dgm_vcstartup_terms,08c522ec21531a2f03c1090eeecdaf10,dgm_vcstartup_terms__08c522ec21531a2f03c1090eeecdaf10
@brightercom,Brighter.com startup,188132,startup,general.alert3,,,Startup,Brighter.com startup,,dgm_vcstartup_terms,b77a1a23f67907a0e3683588eff0a01a,dgm_vcstartup_terms__b77a1a23f67907a0e3683588eff0a01a
@ibottaapp,Ibotta,188132,startup,general.alert3,,,Startup,Ibotta,,dgm_vcstartup_terms,a6bb769b62d755a04f8072d42e6b399d,dgm_vcstartup_terms__a6bb769b62d755a04f8072d42e6b399d
@payzerllc,Payzer,188132,startup,general.alert3,,,Startup,Payzer,,dgm_vcstartup_terms,41d809c8fd05f674786693ff6ea9ffbf,dgm_vcstartup_terms__41d809c8fd05f674786693ff6ea9ffbf
@voalte,Voalte,188132,startup,general.alert3,,,Startup,Voalte,,dgm_vcstartup_terms,4cfc0f2ae8bf0dfa5aa480ad4c36ae07,dgm_vcstartup_terms__4cfc0f2ae8bf0dfa5aa480ad4c36ae07
@assurexhealth,Assurex Health,188132,startup,general.alert3,,,Startup,Assurex Health,,dgm_vcstartup_terms,2b4670548ad5a28d638a382408a66749,dgm_vcstartup_terms__2b4670548ad5a28d638a382408a66749
@certentinc,Certent startup,188132,startup,general.alert3,,,Startup,Certent startup,,dgm_vcstartup_terms,9fdf45cadba8c42de90ccc1ece84a64a,dgm_vcstartup_terms__9fdf45cadba8c42de90ccc1ece84a64a
@numerify,Numerify startup,188132,startup,general.alert3,,,Startup,Numerify startup,,dgm_vcstartup_terms,3a5fb7a6b0f379f0988482d8afdb6ecf,dgm_vcstartup_terms__3a5fb7a6b0f379f0988482d8afdb6ecf
@bromium,Bromium startup,188132,startup,general.alert3,,,Startup,Bromium startup,,dgm_vcstartup_terms,fa4ba59e239e699a34897a52022ec067,dgm_vcstartup_terms__fa4ba59e239e699a34897a52022ec067
@cashstar,CashStar startup,188132,startup,general.alert3,,,Startup,CashStar startup,,dgm_vcstartup_terms,ba380497e9cb5c3471b195079400ae77,dgm_vcstartup_terms__ba380497e9cb5c3471b195079400ae77
@netpulse,Netpulse startup,188132,startup,general.alert3,,,Startup,Netpulse startup,,dgm_vcstartup_terms,37ae56bcc1015544f9ee80108e710e37,dgm_vcstartup_terms__37ae56bcc1015544f9ee80108e710e37
@rightscale,RightScale startup,188132,startup,general.alert3,,,Startup,RightScale startup,,dgm_vcstartup_terms,bc63881221fef2159ca78087bda6b9da,dgm_vcstartup_terms__bc63881221fef2159ca78087bda6b9da
@velocloud,VeloCloud,188132,startup,general.alert3,,,Startup,VeloCloud,,dgm_vcstartup_terms,3c638bd5008c413d8e0bb4c67218da1f,dgm_vcstartup_terms__3c638bd5008c413d8e0bb4c67218da1f
@radius,Radius Intelligence,188132,startup,general.alert3,,,Startup,Radius Intelligence,,dgm_vcstartup_terms,6cdcb90735c995de62471417108f99b1,dgm_vcstartup_terms__6cdcb90735c995de62471417108f99b1
@lytro,Lytro,188132,startup,general.alert3,,,Startup,Lytro,,dgm_vcstartup_terms,b59aa30ed2c51b8f5511312c5bb2c4ea,dgm_vcstartup_terms__b59aa30ed2c51b8f5511312c5bb2c4ea
@emergentpayment,Emergent Payments startup,188132,startup,general.alert3,,,Startup,Emergent Payments startup,,dgm_vcstartup_terms,1ae99efeb1596bacc63fb21801dbb747,dgm_vcstartup_terms__1ae99efeb1596bacc63fb21801dbb747
@xobni,Xobni,188132,startup,general.alert3,,,Startup,Xobni,,dgm_vcstartup_terms,c631348dab8240f682c3c85b3f25fd31,dgm_vcstartup_terms__c631348dab8240f682c3c85b3f25fd31
@opensesame,OpenSesame startup,188132,startup,general.alert3,,,Startup,OpenSesame startup,,dgm_vcstartup_terms,385950c21a86b237e49523fecddc2d44,dgm_vcstartup_terms__385950c21a86b237e49523fecddc2d44
@tearscienceinc,TearScience,188132,startup,general.alert3,,,Startup,TearScience,,dgm_vcstartup_terms,6e697ff6563d1821a9d3891781beed92,dgm_vcstartup_terms__6e697ff6563d1821a9d3891781beed92
@brandtone,Brandtone,188132,startup,general.alert3,,,Startup,Brandtone,,dgm_vcstartup_terms,ad7f74891ea4519771065e50f254c3bb,dgm_vcstartup_terms__ad7f74891ea4519771065e50f254c3bb
@traiana_inc,Traiana,188132,startup,general.alert3,,,Startup,Traiana,,dgm_vcstartup_terms,afceb10e63697680900fa28d0e6b224d,dgm_vcstartup_terms__afceb10e63697680900fa28d0e6b224d
@getethoslife,Ethos startup,188132,startup,general.alert3,,,Startup,Ethos startup,,dgm_vcstartup_terms,382060801df97ac98db4300fe44c01d6,dgm_vcstartup_terms__382060801df97ac98db4300fe44c01d6
@lesara_online,Lesara startup,188132,startup,general.alert3,,,Startup,Lesara startup,,dgm_vcstartup_terms,7367c54a3c616ab558a32b00ba5787dc,dgm_vcstartup_terms__7367c54a3c616ab558a32b00ba5787dc
@vyatta,Vyatta,188132,startup,general.alert3,,,Startup,Vyatta,,dgm_vcstartup_terms,5f5eb2f95ca747a27991be709aca7b2b,dgm_vcstartup_terms__5f5eb2f95ca747a27991be709aca7b2b
@floqast,FloQast,188132,startup,general.alert3,,,Startup,FloQast,,dgm_vcstartup_terms,64e1d89c493e99a50271cf9930f16411,dgm_vcstartup_terms__64e1d89c493e99a50271cf9930f16411
@hpstorageguy,3PAR startup,188132,startup,general.alert3,,,Startup,3PAR startup,,dgm_vcstartup_terms,a3a96fac8a9c8d96d22388b9a7f5b122,dgm_vcstartup_terms__a3a96fac8a9c8d96d22388b9a7f5b122
@livefyre,Livefyre,188132,startup,general.alert3,,,Startup,Livefyre,,dgm_vcstartup_terms,0b5289f01790429f220b86764ff4ff66,dgm_vcstartup_terms__0b5289f01790429f220b86764ff4ff66
@cotendo,Cotendo startup,188132,startup,general.alert3,,,Startup,Cotendo startup,,dgm_vcstartup_terms,dbf7f77aa1d382793dc8626d0f52060c,dgm_vcstartup_terms__dbf7f77aa1d382793dc8626d0f52060c
@simplivitycorp,Simplivity startup,188132,startup,general.alert3,,,Startup,Simplivity startup,,dgm_vcstartup_terms,ca0e917b8201e00526bf8afe9aea3866,dgm_vcstartup_terms__ca0e917b8201e00526bf8afe9aea3866
@xeround,Xeround,188132,startup,general.alert3,,,Startup,Xeround,,dgm_vcstartup_terms,0e6ffb1945d949ea8fd8a8864844a429,dgm_vcstartup_terms__0e6ffb1945d949ea8fd8a8864844a429
@origamilogic,Origami Logic startup,188132,startup,general.alert3,,,Startup,Origami Logic startup,,dgm_vcstartup_terms,a1043c148d5cff567129ed700a99041d,dgm_vcstartup_terms__a1043c148d5cff567129ed700a99041d
@plentyag,Plenty startup,188132,startup,general.alert3,,,Startup,Plenty startup,,dgm_vcstartup_terms,54fa6a2b0bba707182be92cd992e4b13,dgm_vcstartup_terms__54fa6a2b0bba707182be92cd992e4b13
@evolvbigdata,Evolv startup,188132,startup,general.alert3,,,Startup,Evolv startup,,dgm_vcstartup_terms,3bbd1de75f914826eac60c33967863ca,dgm_vcstartup_terms__3bbd1de75f914826eac60c33967863ca
@healthvideos,Health Guru Media Inc.,188132,startup,general.alert3,,,Startup,Health Guru Media Inc.,,dgm_vcstartup_terms,ed3969e4b433c18432e163f7b048e01c,dgm_vcstartup_terms__ed3969e4b433c18432e163f7b048e01c
@medventive,MedVentive,188132,startup,general.alert3,,,Startup,MedVentive,,dgm_vcstartup_terms,0014acd3375668a1bba5495e5d2b6508,dgm_vcstartup_terms__0014acd3375668a1bba5495e5d2b6508
@echonest,The Echo Nest,188132,startup,general.alert3,,,Startup,The Echo Nest,,dgm_vcstartup_terms,985da84f989ee002314099627aabf2b1,dgm_vcstartup_terms__985da84f989ee002314099627aabf2b1
@helloturtlemint,Turtlemint,188132,startup,general.alert3,,,Startup,Turtlemint,,dgm_vcstartup_terms,bc716f77fc6bb16b3113f6dc17168e66,dgm_vcstartup_terms__bc716f77fc6bb16b3113f6dc17168e66
@clubfactoryapp,Club Factory startup,188132,startup,general.alert3,,,Startup,Club Factory startup,,dgm_vcstartup_terms,ddd922b25ac9b8e1a059a9c98b8a3d27,dgm_vcstartup_terms__ddd922b25ac9b8e1a059a9c98b8a3d27
