keyword,caption_name,guid,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
seagate technology headquarters,Seagate Technology headquarters,711bc21f222bb0b9e69e334da7fafcd9,,ForeignMinister,Seagate Technology headquarters,,dgm_corp_hq,26da439ef4ff94e9b03194d66212258b,dgm_corp_hq__26da439ef4ff94e9b03194d66212258b
seazen group headquarters,Seazen Group headquarters,dd5dad0ab30d2fe21e1f372569c5fe97,,Refinery,Seazen Group headquarters,,dgm_corp_hq,ad4c9947075d4edb4669f32719f55ced,dgm_corp_hq__ad4c9947075d4edb4669f32719f55ced
seazen holdings co headquarters,Seazen Holdings headquarters,d39367185fde857c49ba6e8a4e918100,,Diplomat,Seazen Holdings headquarters,,dgm_corp_hq,beb8619d11dd9fc29280dd737cceea65,dgm_corp_hq__beb8619d11dd9fc29280dd737cceea65
sebang headquarters,Sebang headquarters,8195ed98a5c83005348b51bcb9ae7954,,ForeignMinistry,Sebang headquarters,,dgm_corp_hq,37330378c4c8f3032ac86d4973bea470,dgm_corp_hq__37330378c4c8f3032ac86d4973bea470
securitas ab headquarters,Securitas AB headquarters,9419158789463cf2018ff46bd5766ed3,,ForeignMinister,Securitas AB headquarters,,dgm_corp_hq,2e1789ff40562e56ace1a6f3bdc1b5d6,dgm_corp_hq__2e1789ff40562e56ace1a6f3bdc1b5d6
seiko epson headquarters,Seiko Epson headquarters,314e1ab8e687fcbca13f76c0f7be8aff,,Pipeline,Seiko Epson headquarters,,dgm_corp_hq,f4d6b68c941da50253178d26165d0191,dgm_corp_hq__f4d6b68c941da50253178d26165d0191
seiko epson corporation headquarters,Seiko Epson Corporation headquarters,314e1ab8e687fcbca13f76c0f7be8aff,,DiplomaticFacilities,Seiko Epson Corporation headquarters,,dgm_corp_hq,935d6ab857d8a4740ececf71dc3506c2,dgm_corp_hq__935d6ab857d8a4740ececf71dc3506c2
seino holdings headquarters,Seino Holdings headquarters,d6df67a4859825e548635f9f21ab7cb2,,Person,Seino Holdings headquarters,,dgm_corp_hq,fe08838be54dcadf841ebea97e0a80a8,dgm_corp_hq__fe08838be54dcadf841ebea97e0a80a8
sekisui chemical headquarters,Sekisui Chemical headquarters,479df76b27605f54c8b929e49e7bfac2,,CompanyKeyword,Sekisui Chemical headquarters,,dgm_corp_hq,1ec1fae300ba2bdc8ef2b2da20c55c31,dgm_corp_hq__1ec1fae300ba2bdc8ef2b2da20c55c31
sekisui house headquarters,Sekisui House headquarters,3793a267cfd59528089973b9ddbcdbb4,,LegislativeCommittee,Sekisui House headquarters,,dgm_corp_hq,9df5175c404c456bce41c53637ec81ce,dgm_corp_hq__9df5175c404c456bce41c53637ec81ce
select medical holdings corporation headquarters,Select Medical Holdings Corporation headquarters,67d9b320069af3dffaeabc6e93d80523,,Exec,Select Medical Holdings Corporation headquarters,,dgm_corp_hq,6d555f82de29f8ffba084fd588bad1a8,dgm_corp_hq__6d555f82de29f8ffba084fd588bad1a8
semiconductor manufacturing headquarters,Semiconductor Manufacturing headquarters,a87937c133a78dd68569c11e98f81fff,,Wells,Semiconductor Manufacturing headquarters,,dgm_corp_hq,6f64a42e8a6270178b77f9d121fb8976,dgm_corp_hq__6f64a42e8a6270178b77f9d121fb8976
senko group holdings co headquarters,SENKO Group Holdings headquarters,39d9b87eaabe26d5be15de0a9ef7bee6,,Consulates,SENKO Group Holdings headquarters,,dgm_corp_hq,a24c18a0c721280a17880d58432cde4a,dgm_corp_hq__a24c18a0c721280a17880d58432cde4a
serco group headquarters,Serco Group headquarters,f56dcfbcb1e1382a0bc778aff3e2f0f4,,DiplomaticFacilities,Serco Group headquarters,,dgm_corp_hq,ecbcc0cdf08267d3a59bc8d9f4a01e05,dgm_corp_hq__ecbcc0cdf08267d3a59bc8d9f4a01e05
seven & i holdings headquarters,Seven & I Holdings headquarters,9438ba111d2ee6b2bab352f84881977b,,Shipping,Seven & I Holdings headquarters,,dgm_corp_hq,c9827d01ab3aa55154355d20a6d07746,dgm_corp_hq__c9827d01ab3aa55154355d20a6d07746
sg holdings headquarters,SG Holdings headquarters,adc57fdf304106c0aa0bae1e602ffe0f,,LegislativeCommittee,SG Holdings headquarters,,dgm_corp_hq,fe6bbd73ab22f630fbbc93a95b470f79,dgm_corp_hq__fe6bbd73ab22f630fbbc93a95b470f79
sgs sa headquarters,SGS SA headquarters,152d0114d7b1f6308cec60b5a7213e21,,Media,SGS SA headquarters,,dgm_corp_hq,5b2d48ec2a95dab4186a4f4583de34ea,dgm_corp_hq__5b2d48ec2a95dab4186a4f4583de34ea
shaanxi coal industry company headquarters,Shaanxi Coal Industry Company headquarters,adc57fdf304106c0aa0bae1e602ffe0f,,DiplomaticFacilities,Shaanxi Coal Industry Company headquarters,,dgm_corp_hq,2574abba84336b4928c36f745642d6f2,dgm_corp_hq__2574abba84336b4928c36f745642d6f2
shaanxi construction engineering headquarters,Shaanxi Construction Engineering headquarters,70cd565c48e6396a44705bb6cd401f85,,Refinery,Shaanxi Construction Engineering headquarters,,dgm_corp_hq,24f133f23043f0b591defa0d827fee6e,dgm_corp_hq__24f133f23043f0b591defa0d827fee6e
shandong gold mining headquarters,Shandong Gold Mining headquarters,0b3cc7d9d085a62000cda6b8d10d2a82,,Pipeline,Shandong Gold Mining headquarters,,dgm_corp_hq,1a5871e3f7010f4f9db0092f8c664d41,dgm_corp_hq__1a5871e3f7010f4f9db0092f8c664d41
shandong iron and steel company headquarters,Shandong Iron and Steel Company headquarters,6351354d7b1a5ccd51cd69d6662b6667,,Shipping,Shandong Iron and Steel Company headquarters,,dgm_corp_hq,4a4a96719119c399a5baef404d39da97,dgm_corp_hq__4a4a96719119c399a5baef404d39da97
shanghai bailian headquarters,Shanghai Bailian headquarters,612845ec808b976edf2e154f15e7261d,,AAEntity,Shanghai Bailian headquarters,,dgm_corp_hq,211d937cdee7cff96b60c81dc0922196,dgm_corp_hq__211d937cdee7cff96b60c81dc0922196
shanghai construction group headquarters,Shanghai Construction Group headquarters,ff401f54ff5329468ccea507c8f18fa3,,AAEntity,Shanghai Construction Group headquarters,,dgm_corp_hq,8253216ff59586919c86f287328f0a96,dgm_corp_hq__8253216ff59586919c86f287328f0a96
shanghai electric headquarters,Shanghai Electric headquarters,24c45ec226f959a000f9f7396147e1a7,,ForeignMinister,Shanghai Electric headquarters,,dgm_corp_hq,e52ee39158f7a74d55f8d088f322e72c,dgm_corp_hq__e52ee39158f7a74d55f8d088f322e72c
shanghai ganglian headquarters,Shanghai Ganglian headquarters,,,Refinery,Shanghai Ganglian headquarters,,dgm_corp_hq,2b71e97d4e339462d3fb498f88e7fc4d,dgm_corp_hq__2b71e97d4e339462d3fb498f88e7fc4d
shanghai international port headquarters,Shanghai International Port headquarters,db50e6e85fc75df61f9c933e5abb42a7,,Legislator,Shanghai International Port headquarters,,dgm_corp_hq,1fa478d71b70468d5370db84cacbe27b,dgm_corp_hq__1fa478d71b70468d5370db84cacbe27b
shanghai petrochemical headquarters,Shanghai Petrochemical headquarters,4975e2dfe41d94ec680c4134693d0fa9,,ForeignMinistry,Shanghai Petrochemical headquarters,,dgm_corp_hq,53ef8f919d28af40d603feae551ef6fe,dgm_corp_hq__53ef8f919d28af40d603feae551ef6fe
shanghai pharmaceuticals headquarters,Shanghai Pharmaceuticals headquarters,415b1db6ed2fec028ebe84982dd04f4d,,Legislator,Shanghai Pharmaceuticals headquarters,,dgm_corp_hq,767319f1af391e8c172608befcab52db,dgm_corp_hq__767319f1af391e8c172608befcab52db
shanghai pudong development bank headquarters,Shanghai Pudong Development Bank headquarters,fe50bfe986ced61315672a5607e2e7ac,,AAEntity,Shanghai Pudong Development Bank headquarters,,dgm_corp_hq,6748ee05622e7b0cfe6ecea1a5ca6dbe,dgm_corp_hq__6748ee05622e7b0cfe6ecea1a5ca6dbe
shanghai tunnel engineering headquarters,Shanghai Tunnel Engineering headquarters,a36d395f98eb4eefdd27f889ef28ca3a,,Diplomat,Shanghai Tunnel Engineering headquarters,,dgm_corp_hq,233f4c4921eb3fdc87f44f0dfba82585,dgm_corp_hq__233f4c4921eb3fdc87f44f0dfba82585
shanxi coal international energy group headquarters,Shanxi Coal International Energy Group headquarters,345c90d7a84f87e6ac828fbaff0a00e8,,FTO,Shanxi Coal International Energy Group headquarters,,dgm_corp_hq,7fb5ba0c01d06d933f72bf19aec96424,dgm_corp_hq__7fb5ba0c01d06d933f72bf19aec96424
shanxi taigang stainless steel headquarters,Shanxi Taigang Stainless Steel headquarters,2b8e293edcb832d5a39c51d11137e04a,,ForeignMinistry,Shanxi Taigang Stainless Steel headquarters,,dgm_corp_hq,ea82cc00d9b2ed287a54f5def01c3bea,dgm_corp_hq__ea82cc00d9b2ed287a54f5def01c3bea
sharp corporation headquarters,Sharp Corporation headquarters,f4073ca4833b856199ec1220185251ac,,IndustryTerm,Sharp Corporation headquarters,,dgm_corp_hq,6a76cc07233dc8eeb58edab922eaa6e5,dgm_corp_hq__6a76cc07233dc8eeb58edab922eaa6e5
shenzhen aisidi headquarters,Shenzhen Aisidi headquarters,da21ad3e3cb2602183c3cf56054c71f6,,ForeignMinister,Shenzhen Aisidi headquarters,,dgm_corp_hq,3981b3f1f25f859aea797da05012dced,dgm_corp_hq__3981b3f1f25f859aea797da05012dced
shenzhen neptunus bioengineering headquarters,Shenzhen Neptunus Bioengineering  headquarters,c72c4230ac101ca9bcf036b83c4eff55,,Pipeline,Shenzhen Neptunus Bioengineering  headquarters,,dgm_corp_hq,27db50c56e242d58b1496a1cd0158d79,dgm_corp_hq__27db50c56e242d58b1496a1cd0158d79
shi international headquarters,SHI International headquarters,d5b3f07881b3f14042e4a7987267ca61,,Organization,SHI International headquarters,,dgm_corp_hq,0c4229486e72ac0b471bd77a0cedec93,dgm_corp_hq__0c4229486e72ac0b471bd77a0cedec93
shikoku electric power company headquarters,Shikoku Electric Power Company headquarters,0727b7ad74c88575cf2feec34e479a89,,LegislativeCommittee,Shikoku Electric Power Company headquarters,,dgm_corp_hq,5893abd8d81a699e72cbd74374b36bcb,dgm_corp_hq__5893abd8d81a699e72cbd74374b36bcb
shimamura headquarters,SHIMAMURA headquarters,1db819d720620ec81a4fac23b2e3b7a5,,FTO,SHIMAMURA headquarters,,dgm_corp_hq,810f96b7256f12361684e66c44079d9f,dgm_corp_hq__810f96b7256f12361684e66c44079d9f
shimao group headquarters,Shimao Group headquarters,8b64478c81f71bb192bf007beca007d7,,Legislator,Shimao Group headquarters,,dgm_corp_hq,f2d08da44bb3ce71684fda7ff882c9f6,dgm_corp_hq__f2d08da44bb3ce71684fda7ff882c9f6
shimizu corporation headquarters,Shimizu Corporation headquarters,2fdd37e2d77662972a343387ff3a94a1,,Shipping,Shimizu Corporation headquarters,,dgm_corp_hq,d88c596c6d0a35f4681fac47c73dd736,dgm_corp_hq__d88c596c6d0a35f4681fac47c73dd736
shin kong financial headquarters,Shin Kong Financial headquarters,3873903d460ec99180f621628fdfd293,,IndustryTerm,Shin Kong Financial headquarters,,dgm_corp_hq,2601df058aaac14d8df99d9e34dcf357,dgm_corp_hq__2601df058aaac14d8df99d9e34dcf357
shin-etsu chemical headquarters,Shin-Etsu Chemical headquarters,1b0cc234e55ee8bdf9a7cc7f70d4716d,,DiplomaticFacilities,Shin-Etsu Chemical headquarters,,dgm_corp_hq,fb59a29d78c8243576c5a783d788208e,dgm_corp_hq__fb59a29d78c8243576c5a783d788208e
shinhan financial group headquarters,Shinhan Financial Group headquarters,062aad6e750fe6d20e403d1e63b05264,,Exec,Shinhan Financial Group headquarters,,dgm_corp_hq,36ae2ae7efaa7f31e45cd44da49cdab3,dgm_corp_hq__36ae2ae7efaa7f31e45cd44da49cdab3
shinsho corporation headquarters,Shinsho Corporation headquarters,8b095a8d2f88ca488462bdbe2cad5cd4,,Wells,Shinsho Corporation headquarters,,dgm_corp_hq,b36caa4b9c492c061e40653ecc5515fb,dgm_corp_hq__b36caa4b9c492c061e40653ecc5515fb
shinsun holdings headquarters,Shinsun Holdings headquarters,2cad0e0b6588c539e739419eda30526c,,Exec,Shinsun Holdings headquarters,,dgm_corp_hq,4a9076219f95dd6f1ae73bb7c85c8aff,dgm_corp_hq__4a9076219f95dd6f1ae73bb7c85c8aff
shiseido headquarters,Shiseido  headquarters,fd3f2cb361a33a93690747dd4ec281cc,,Exec,Shiseido  headquarters,,dgm_corp_hq,cad709db3aef6ff0b0999de5d589e2b7,dgm_corp_hq__cad709db3aef6ff0b0999de5d589e2b7
showa denko headquarters,Showa Denko headquarters,5dbcf66c0863e13fe5338d641ae6dcf6,,FTO,Showa Denko headquarters,,dgm_corp_hq,5212fe691e1783d2744ca070f0a27fff,dgm_corp_hq__5212fe691e1783d2744ca070f0a27fff
siam makro public company limited headquarters,Siam Makro Public Company Limited headquarters,4f7e3b6eb0403be99dba59d7b7d63429,,Media,Siam Makro Public Company Limited headquarters,,dgm_corp_hq,aad86102f48018a01c080768e8c40dea,dgm_corp_hq__aad86102f48018a01c080768e8c40dea
sibanye stillwater headquarters,Sibanye Stillwater headquarters,472ca31ec611966ca9911192c235a85d,,CompanyKeyword,Sibanye Stillwater headquarters,,dgm_corp_hq,6900a7382ce98f85d187eed0d8679571,dgm_corp_hq__6900a7382ce98f85d187eed0d8679571
sibanye-stillwater headquarters,Sibanye-Stillwater headquarters,472ca31ec611966ca9911192c235a85d,,Legislator,Sibanye-Stillwater headquarters,,dgm_corp_hq,cb429b5478b62a63d0c5c767079cc9c4,dgm_corp_hq__cb429b5478b62a63d0c5c767079cc9c4
sichuan changhong headquarters,Sichuan Changhong headquarters,9ff931b123b7904e6b20f4c003cdaa7f,,Wells,Sichuan Changhong headquarters,,dgm_corp_hq,a325bf6edd42211f0f16709ecd1f35a8,dgm_corp_hq__a325bf6edd42211f0f16709ecd1f35a8
sichuan languang dev headquarters,Sichuan Languang Dev headquarters,eb6bf6981f590df8587bddff88b6c401,,Wells,Sichuan Languang Dev headquarters,,dgm_corp_hq,7c50cfcf01ea3bbfbfcd3c632d762e7a,dgm_corp_hq__7c50cfcf01ea3bbfbfcd3c632d762e7a
sichuan road & bridge headquarters,Sichuan Road & Bridge headquarters,7e29b7623d757ded402c73d5839ee6d8,,Shipping,Sichuan Road & Bridge headquarters,,dgm_corp_hq,e378cf6f3179907f09831da8e86deed0,dgm_corp_hq__e378cf6f3179907f09831da8e86deed0
signet jewelers headquarters,Signet Jewelers headquarters,31aab8e0657e7fc65d2c903a0ddf3107,,LegislativeCommittee,Signet Jewelers headquarters,,dgm_corp_hq,28f8c033abe1396e8eeb53edbb4dd142,dgm_corp_hq__28f8c033abe1396e8eeb53edbb4dd142
sika ag headquarters,Sika AG headquarters,2a0b325e88511d5b789916f4cd8106c7,,ForeignMinister,Sika AG headquarters,,dgm_corp_hq,13c31907108bd4be3b59da052cdca2d4,dgm_corp_hq__13c31907108bd4be3b59da052cdca2d4
sime darby berhad headquarters,Sime Darby Berhad headquarters,8fd56c4f8e352e62bfa56e8e8f2e3903,,Person,Sime Darby Berhad headquarters,,dgm_corp_hq,d3387f1a6083cfd943328cf5225aba4c,dgm_corp_hq__d3387f1a6083cfd943328cf5225aba4c
simplot headquarters,Simplot headquarters,06248e36caf08411b39c4d5ffb2db03d,,AAEntity,Simplot headquarters,,dgm_corp_hq,783ddad9f7c8718c077e79ce98d96d39,dgm_corp_hq__783ddad9f7c8718c077e79ce98d96d39
sina bank headquarters,Sina Bank headquarters,e19f0909bf1ed0c87e257baf9d1ef37a,,Wells,Sina Bank headquarters,,dgm_corp_hq,6c91278879be0992b1e4ff31628c5ab3,dgm_corp_hq__6c91278879be0992b1e4ff31628c5ab3
slair broadcast headquarters,Slair Broadcast headquarters,b879a4247d22d0fffaf56c62ca0a4cc0,,AAEntity,Slair Broadcast headquarters,,dgm_corp_hq,ce482af9d8d97fc767263bb1163e37d1,dgm_corp_hq__ce482af9d8d97fc767263bb1163e37d1
slair oil headquarters,Slair Oil headquarters,77a8894923f5b0bdb802f126d0664006,,Wells,Slair Oil headquarters,,dgm_corp_hq,cc260ca8ebad4d75119c90921f5f7ab4,dgm_corp_hq__cc260ca8ebad4d75119c90921f5f7ab4
singapore airlines headquarters,Singapore Airlines headquarters,5f2981d9d39e75075eaa7349da085076,,Exec,Singapore Airlines headquarters,,dgm_corp_hq,166eeed7729d9032f2a215ae05944ac5,dgm_corp_hq__166eeed7729d9032f2a215ae05944ac5
singtel headquarters,Singtel headquarters,1d4cd5c926af8109bb495cc79201e9cd,,Wells,Singtel headquarters,,dgm_corp_hq,0a55a4b7bc4c61884779b8dd0c740fe5,dgm_corp_hq__0a55a4b7bc4c61884779b8dd0c740fe5
sino-ocean group headquarters,Sino-Ocean Group headquarters,c3903a765b68dca9f53faa42d26936f2,,Refinery,Sino-Ocean Group headquarters,,dgm_corp_hq,c528dd23da7b713ecc600f03968d294b,dgm_corp_hq__c528dd23da7b713ecc600f03968d294b
sinochem international headquarters,Sinochem International  headquarters,cd31056bd41495e14c877a7361c15c6d,,Exec,Sinochem International  headquarters,,dgm_corp_hq,e0be9a72a6a688a0457239c8e60804a3,dgm_corp_hq__e0be9a72a6a688a0457239c8e60804a3
sinokor merchant marine headquarters,Sinokor Merchant Marine headquarters,fc02195e465641b6a2324903b676a331,,Wells,Sinokor Merchant Marine headquarters,,dgm_corp_hq,d9a487aedb8b8ea616d2a434c27005ef,dgm_corp_hq__d9a487aedb8b8ea616d2a434c27005ef
sinomach automobile headquarters,Sinomach Automobile headquarters,18aff2b11ae8d48465e8b6411227c34c,,Diplomat,Sinomach Automobile headquarters,,dgm_corp_hq,f4e49ad5cabba798465ff9baa5a50915,dgm_corp_hq__f4e49ad5cabba798465ff9baa5a50915
sinopec engineering headquarters,SINOPEC Engineering headquarters,5c2cb384f73d87ef0b7d0c9d8ebce5a5,,CompanyKeyword,SINOPEC Engineering headquarters,,dgm_corp_hq,2785ba9e5c8905704602d93fabd89ce4,dgm_corp_hq__2785ba9e5c8905704602d93fabd89ce4
sinopharm headquarters,Sinopharm headquarters,3c9ed565f5bc56ab1d2c9d83ee7e62ca,,Consulates,Sinopharm headquarters,,dgm_corp_hq,ed1b58cb19dc85cd75e1d04e5772c45a,dgm_corp_hq__ed1b58cb19dc85cd75e1d04e5772c45a
sinopharm group headquarters,Sinopharm Group headquarters,f3042a6dab30203c2331e5c9c20a0d05,,Pipeline,Sinopharm Group headquarters,,dgm_corp_hq,f323bf80fc744425a5bc090ab586d455,dgm_corp_hq__f323bf80fc744425a5bc090ab586d455
sinotrans headquarters,Sinotrans headquarters,686e8f683f7c16bc8b29e0151e16828a,,ForeignMinister,Sinotrans headquarters,,dgm_corp_hq,56f30d39034e636f73645666dff79878,dgm_corp_hq__56f30d39034e636f73645666dff79878
sinotrans limited headquarters,Sinotrans Limited headquarters,686e8f683f7c16bc8b29e0151e16828a,,Consulates,Sinotrans Limited headquarters,,dgm_corp_hq,05769d7a67ba7e8ba4be388180500cfc,dgm_corp_hq__05769d7a67ba7e8ba4be388180500cfc
sinotruk headquarters,Sinotruk headquarters,b6cbda5c5cfbe8a93c0f3e1d7093f8f8,,Legislator,Sinotruk headquarters,,dgm_corp_hq,0430d4b2f8a40c9697959b52517b80cc,dgm_corp_hq__0430d4b2f8a40c9697959b52517b80cc
sirius xm headquarters,Sirius XM headquarters,c828d01fe06eea866dc1abb539e1ae92,,Keyphrase,Sirius XM headquarters,,dgm_corp_hq,9d5982bb6a3148f71c4c251a0daa6f12,dgm_corp_hq__9d5982bb6a3148f71c4c251a0daa6f12
sistema public joint stock financial headquarters,Sistema Public Joint Stock Financial headquarters,c355152002373e362bcb3fd8fd95ea34,,IndustryTerm,Sistema Public Joint Stock Financial headquarters,,dgm_corp_hq,dfdd47fc4414f661c90438cb43bd5fd6,dgm_corp_hq__dfdd47fc4414f661c90438cb43bd5fd6
sitc international holdings company headquarters,SITC International Holdings Company headquarters,62934600dae449c29066bc856da509e7,,Consulates,SITC International Holdings Company headquarters,,dgm_corp_hq,2cf3b8a68a82677d7396b523d589802a,dgm_corp_hq__2cf3b8a68a82677d7396b523d589802a
sk b&t headquarters,SK B&T headquarters,7791660ad539675ce793a0aaf3488dfc,,Exec,SK B&T headquarters,,dgm_corp_hq,ac04e6d4354ac7ceeea448a36e024150,dgm_corp_hq__ac04e6d4354ac7ceeea448a36e024150
sk holdings headquarters,SK Holdings headquarters,33e48d4675c7d2a46a2d3721826a6102,,Legislator,SK Holdings headquarters,,dgm_corp_hq,11ffc01f9d45cabbaa5c2a90dc0ea050,dgm_corp_hq__11ffc01f9d45cabbaa5c2a90dc0ea050
sk hynix headquarters,SK Hynix headquarters,d6a7533be3848fa90b51c2e1280ce319,,space,SK Hynix headquarters,,dgm_corp_hq,71341c390d4a2fda42ced8ab89ea5cdd,dgm_corp_hq__71341c390d4a2fda42ced8ab89ea5cdd
sk networks headquarters,SK Networks headquarters,f949011b290374f0e265cb411b054db5,,LegislativeCommittee,SK Networks headquarters,,dgm_corp_hq,fbfecee1ee4260ea38ba912d99173d10,dgm_corp_hq__fbfecee1ee4260ea38ba912d99173d10
sk networks company headquarters,SK Networks Company headquarters,f949011b290374f0e265cb411b054db5,,ForeignMinister,SK Networks Company headquarters,,dgm_corp_hq,580007c31be1e548473f949f9ba773a2,dgm_corp_hq__580007c31be1e548473f949f9ba773a2
sk telecom headquarters,SK Telecom headquarters,33e48d4675c7d2a46a2d3721826a6102,,Diplomat,SK Telecom headquarters,,dgm_corp_hq,2f36b92b763604e417f4d430a97f289a,dgm_corp_hq__2f36b92b763604e417f4d430a97f289a
skandinaviska enskilda banken headquarters,Skandinaviska Enskilda Banken headquarters,789f6ce598dfcc27871976e1c501b510,,ForeignMinistry,Skandinaviska Enskilda Banken headquarters,,dgm_corp_hq,9bdf3b31c25169d17b658bcd6acd2bbb,dgm_corp_hq__9bdf3b31c25169d17b658bcd6acd2bbb
skanska headquarters,Skanska headquarters,2a6d69bdc54660965ba665735e5d0640,,space,Skanska headquarters,,dgm_corp_hq,30fd27167926a335ffa560d16e65f07e,dgm_corp_hq__30fd27167926a335ffa560d16e65f07e
sm investments headquarters,SM Investments headquarters,959ad5737856ce4aff8751f1dc317a88,,Person,SM Investments headquarters,,dgm_corp_hq,b4568bd310c74c791bb3ec1a4a48890e,dgm_corp_hq__b4568bd310c74c791bb3ec1a4a48890e
smc corporation headquarters,SMC Corporation headquarters,fc5fcf16c90a0343d9dd3ff4fa2b8da9,,Keyphrase,SMC Corporation headquarters,,dgm_corp_hq,cc2ec8043ae27a8524e1bca225a248c6,dgm_corp_hq__cc2ec8043ae27a8524e1bca225a248c6
smurfit kappa headquarters,Smurfit Kappa headquarters,ee683eae9b889893ce6741e7eecffd14,,Wells,Smurfit Kappa headquarters,,dgm_corp_hq,8847630f934e7aac433c104ad38510af,dgm_corp_hq__8847630f934e7aac433c104ad38510af
smurfit kappa group headquarters,Smurfit Kappa Group headquarters,ee683eae9b889893ce6741e7eecffd14,,FTO,Smurfit Kappa Group headquarters,,dgm_corp_hq,9b5b048bf56544c2865e7c8c74927e74,dgm_corp_hq__9b5b048bf56544c2865e7c8c74927e74
snc-lavalin headquarters,SNC-Lavalin headquarters,cf4b1ac111b6054980e1497676181928,,Keyphrase,SNC-Lavalin headquarters,,dgm_corp_hq,4a12f52ed0e43e8bac714418fcc7982e,dgm_corp_hq__4a12f52ed0e43e8bac714418fcc7982e
società cattolica di assicurazione headquarters,Società Cattolica di Assicurazione headquarters,ddf7c4bc963708e2ee066f3cfe4eaa13,,News,Società Cattolica di Assicurazione headquarters,,dgm_corp_hq,6b2f0ef50fdb17b9b1b4c5948d28c408,dgm_corp_hq__6b2f0ef50fdb17b9b1b4c5948d28c408
société générale société anonyme headquarters,Société Générale Société anonyme headquarters,3e50b02ddc1c17a54b7ef4770e5cf829,,Refinery,Société Générale Société anonyme headquarters,,dgm_corp_hq,b90cb7887fe6e8fbe22f4865b5cbd95d,dgm_corp_hq__b90cb7887fe6e8fbe22f4865b5cbd95d
softbank headquarters,SoftBank headquarters,8678e290bc51bd2b4ea4b17d80d02d37,,Person,SoftBank headquarters,,dgm_corp_hq,50b4830bb158fdbddd6e035cd81d8108,dgm_corp_hq__50b4830bb158fdbddd6e035cd81d8108
softbank group headquarters,SoftBank Group headquarters,8678e290bc51bd2b4ea4b17d80d02d37,,AAEntity,SoftBank Group headquarters,,dgm_corp_hq,07d4cc3355df7e75e74dbc173e328b23,dgm_corp_hq__07d4cc3355df7e75e74dbc173e328b23
softwareone holding headquarters,SoftwareONE Holding headquarters,7a9fbc9274c5d3bc0db373fb59d84868,,Consulates,SoftwareONE Holding headquarters,,dgm_corp_hq,3ee056d581922b317211095e9dc8a686,dgm_corp_hq__3ee056d581922b317211095e9dc8a686
sompo holdings headquarters,Sompo Holdings headquarters,9b7ea50df980436bc27d1aa1cbdfc39c,,ForeignMinistry,Sompo Holdings headquarters,,dgm_corp_hq,c8e4d19a1fae56d570b4ea9fc452cb3c,dgm_corp_hq__c8e4d19a1fae56d570b4ea9fc452cb3c
sonic automotive headquarters,Sonic Automotive headquarters,735c5a806454d9c67a39c5bd06455516,,ForeignMinistry,Sonic Automotive headquarters,,dgm_corp_hq,48a7bfa23bb1ec6f5f5ea11dd9567664,dgm_corp_hq__48a7bfa23bb1ec6f5f5ea11dd9567664
sonic healthcare headquarters,Sonic Healthcare headquarters,4536c4229fc13d758928c47e31f1fdff,,Person,Sonic Healthcare headquarters,,dgm_corp_hq,441e651b96fb46510bcb5abae557756d,dgm_corp_hq__441e651b96fb46510bcb5abae557756d
sony group corporation headquarters,Sony Group Corporation headquarters,abb96bb6e01ab737a900a3c917737265,,News,Sony Group Corporation headquarters,,dgm_corp_hq,6ca3547d46910f774f989ba65d33d968,dgm_corp_hq__6ca3547d46910f774f989ba65d33d968
soriana headquarters,Soriana headquarters,ecf4a28c457a29e8c451eb880335b736,,Wells,Soriana headquarters,,dgm_corp_hq,2040a7fe871e1a1a380a1fcfda0905a5,dgm_corp_hq__2040a7fe871e1a1a380a1fcfda0905a5
south32 limited headquarters,South32 Limited headquarters,36bbbb419a1d861a08655c660d326603,,Keyphrase,South32 Limited headquarters,,dgm_corp_hq,31643f3588cdf3ff8c221f09c7ddba81,dgm_corp_hq__31643f3588cdf3ff8c221f09c7ddba81
southern copper corporation headquarters,Southern Copper Corporation headquarters,efff2de4dcdd76666a2298bb8f8cba3a,,FTO,Southern Copper Corporation headquarters,,dgm_corp_hq,f12280367cd4fce7eff198762d8a3e37,dgm_corp_hq__f12280367cd4fce7eff198762d8a3e37
southern glazer's wine and spirits headquarters,Southern Glazer's Wine and Spirits headquarters,76ec48c74420d927b6631d64b67d7f2a,,Consulates,Southern Glazer's Wine and Spirits headquarters,,dgm_corp_hq,cad9ea0dfc2fab2e91ea09d9019b2f42,dgm_corp_hq__cad9ea0dfc2fab2e91ea09d9019b2f42
spartannash headquarters,SpartanNash headquarters,502fcb295ce4f9d80c63e81f1f31894e,,Refinery,SpartanNash headquarters,,dgm_corp_hq,b79168e7952e4f5c7f4f4e5c5a6d22f1,dgm_corp_hq__b79168e7952e4f5c7f4f4e5c5a6d22f1
spartannash company headquarters,SpartanNash Company headquarters,502fcb295ce4f9d80c63e81f1f31894e,,AAEntity,SpartanNash Company headquarters,,dgm_corp_hq,ffa1f10f8bdb092ccb9afe14869e49ac,dgm_corp_hq__ffa1f10f8bdb092ccb9afe14869e49ac
sprouts farmers market headquarters,Sprouts Farmers Market headquarters,6fa79521286b76a9a0fe442fd6ccceb7,,Keyphrase,Sprouts Farmers Market headquarters,,dgm_corp_hq,1cf7c78f61abdd5b9ca5caf76c3e26ba,dgm_corp_hq__1cf7c78f61abdd5b9ca5caf76c3e26ba
