keyword,caption_name,priority,topic_id,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(zoom; redevelopment; commission),Virtual redevelopment commission meeting,1,188120,general.alert5,Shipping,Virtual redevelopment commission meeting,,burbio_events,51776cfdb382d204c93640dd91640e95,burbio_events__51776cfdb382d204c93640dd91640e95
(zoom; redevelopment; authority),Virtual redevelopment authority meeting,1,188120,general.alert5,ForeignMinister,Virtual redevelopment authority meeting,,burbio_events,c82b452da2cbd91d1f066ffd621ae9fb,burbio_events__c82b452da2cbd91d1f066ffd621ae9fb
(zoom; redevelopment; forum),Virtual redevelopment forum,1,188120,general.alert5,AAEntity,Virtual redevelopment forum,,burbio_events,746875790fdc4d2364127040d797df06,burbio_events__746875790fdc4d2364127040d797df06
(zoom; municipal; court),Virtual municipal court session,1,188120,general.alert5,News,Virtual municipal court session,,burbio_events,242e91ca2ca5a7628f7df87115a33c36,burbio_events__242e91ca2ca5a7628f7df87115a33c36
(zoom; advisory; board),Virtual advisory board meeting,1,188120,general.alert5,Pipeline,Virtual advisory board meeting,,burbio_events,86288a609f027b85cb5e400646aa5e30,burbio_events__86288a609f027b85cb5e400646aa5e30
(zoom; advisory; meeting),Virtual advisory meeting,2,188120,general.alert5,space,Virtual advisory meeting,,burbio_events,82174ef008268627439398959e658d2d,burbio_events__82174ef008268627439398959e658d2d
(zoom; advisory; committee),Virtual advisory committee meeting,1,188120,general.alert5,ForeignMinistry,Virtual advisory committee meeting,,burbio_events,16ab903c0718c0ef5098f649eabbf33a,burbio_events__16ab903c0718c0ef5098f649eabbf33a
(zoom; advisory; commission),Virtual advisory commission meeting,1,188120,general.alert5,FTO,Virtual advisory commission meeting,,burbio_events,3951930a5cc02370f63c2747a77e41bd,burbio_events__3951930a5cc02370f63c2747a77e41bd
(zoom; advisory; authority),Virtual advisory authority meeting,1,188120,general.alert5,Pipeline,Virtual advisory authority meeting,,burbio_events,729d75462d11e53fe9b7e5a70ab69436,burbio_events__729d75462d11e53fe9b7e5a70ab69436
(zoom; advisory; forum),Virtual advisory forum,1,188120,general.alert5,Refinery,Virtual advisory forum,,burbio_events,54d214bd41ccc55c134f52cf7b2b574d,burbio_events__54d214bd41ccc55c134f52cf7b2b574d
(zoom; meeting),Virtual meeting,5,,general.alert5,Shipping,Virtual meeting,,burbio_events,471ea1316aee7a6dc822d300efd2dd01,burbio_events__471ea1316aee7a6dc822d300efd2dd01
(zoom; law; board),Virtual law board meeting,1,188120,general.alert5,CompanyKeyword,Virtual law board meeting,,burbio_events,8b86ceb8abebc4ce5c12c0701682715a,burbio_events__8b86ceb8abebc4ce5c12c0701682715a
(zoom; law; meeting),Virtual law meeting,2,188120,general.alert5,FTO,Virtual law meeting,,burbio_events,5429eea4528b3d7e74faf67252d1474e,burbio_events__5429eea4528b3d7e74faf67252d1474e
(zoom; law; committee),Virtual law committee meeting,1,188120,general.alert5,Keyphrase,Virtual law committee meeting,,burbio_events,9ec765b254407a2b46dd9e874e80a530,burbio_events__9ec765b254407a2b46dd9e874e80a530
(zoom; law; commission),Virtual law commission meeting,1,188120,general.alert5,AAEntity,Virtual law commission meeting,,burbio_events,33651c62a70c3925b30a3f22fb155478,burbio_events__33651c62a70c3925b30a3f22fb155478
(zoom; law; authority),Virtual law authority meeting,1,188120,general.alert5,CompanyKeyword,Virtual law authority meeting,,burbio_events,3df0a766d30bc5efa777ddf50f875915,burbio_events__3df0a766d30bc5efa777ddf50f875915
(zoom; law; forum),Virtual law forum,1,188120,general.alert5,Organization,Virtual law forum,,burbio_events,84e156729b84034bf905db5972512e40,burbio_events__84e156729b84034bf905db5972512e40
(zoom; housing; board),Virtual housing board meeting,1,188120,general.alert5,ForeignMinistry,Virtual housing board meeting,,burbio_events,35e0887848df618d5260c253f5b3ee79,burbio_events__35e0887848df618d5260c253f5b3ee79
(zoom; housing; meeting),Virtual housing meeting,2,188120,general.alert5,ForeignMinistry,Virtual housing meeting,,burbio_events,6812d4a3979a36bb0844fd73fabcd22d,burbio_events__6812d4a3979a36bb0844fd73fabcd22d
(zoom; housing; committee),Virtual housing committee meeting,1,188120,general.alert5,Media,Virtual housing committee meeting,,burbio_events,7247e5850d0ff143e863d137da6e48e1,burbio_events__7247e5850d0ff143e863d137da6e48e1
(zoom; housing; commission),Virtual housing commission meeting,1,188120,general.alert5,Legislator,Virtual housing commission meeting,,burbio_events,96127ad7136b40b542c0bed2f3ff9bdb,burbio_events__96127ad7136b40b542c0bed2f3ff9bdb
(zoom; housing; authority),Virtual housing authority meeting,1,188120,general.alert5,space,Virtual housing authority meeting,,burbio_events,747ccf9af4dd349924d5d83631efd97e,burbio_events__747ccf9af4dd349924d5d83631efd97e
(zoom; housing; forum),Virtual housing forum,1,188120,general.alert5,space,Virtual housing forum,,burbio_events,57727275af177ac3ebe8cb0028329b93,burbio_events__57727275af177ac3ebe8cb0028329b93
(zoom; executive; board),Virtual executive board meeting,1,188120,general.alert5,AAEntity,Virtual executive board meeting,,burbio_events,c503b8336fc0a5ecdfe15f58986428a1,burbio_events__c503b8336fc0a5ecdfe15f58986428a1
(zoom; executive; meeting),Virtual executive meeting,2,188120,general.alert5,IndustryTerm,Virtual executive meeting,,burbio_events,911d4c3a9efd9f1d83f0f23c9e2bcd37,burbio_events__911d4c3a9efd9f1d83f0f23c9e2bcd37
(zoom; executive; committee),Virtual executive committee meeting,1,188120,general.alert5,FTO,Virtual executive committee meeting,,burbio_events,44e8f6b539b07dabf32d361d754d6f34,burbio_events__44e8f6b539b07dabf32d361d754d6f34
(zoom; executive; commission),Virtual executive commission meeting,1,188120,general.alert5,Pipeline,Virtual executive commission meeting,,burbio_events,753181cf4a77d10aa4969d29a4e918eb,burbio_events__753181cf4a77d10aa4969d29a4e918eb
(zoom; executive; authority),Virtual executive authority meeting,1,188120,general.alert5,CompanyKeyword,Virtual executive authority meeting,,burbio_events,527b218cbe74f4b6ba75464c8061a452,burbio_events__527b218cbe74f4b6ba75464c8061a452
(zoom; executive; forum),Virtual executive forum,1,188120,general.alert5,ForeignMinister,Virtual executive forum,,burbio_events,923a02ad8f752b5c38d30faa95335ee4,burbio_events__923a02ad8f752b5c38d30faa95335ee4
(zoom; election; board),Virtual election board meeting,1,188120,general.alert5,News,Virtual election board meeting,,burbio_events,500d7d80008ed9f905667159fb46f774,burbio_events__500d7d80008ed9f905667159fb46f774
(zoom; election; meeting),Virtual election meeting,2,188120,general.alert5,FTO,Virtual election meeting,,burbio_events,9b1b8f6c25a4c54a41bb0f9a78e29a4a,burbio_events__9b1b8f6c25a4c54a41bb0f9a78e29a4a
(zoom; election; committee),Virtual election committee meeting,1,188120,general.alert5,Diplomat,Virtual election committee meeting,,burbio_events,bc2f766226adc7999fd24cb15886c2ce,burbio_events__bc2f766226adc7999fd24cb15886c2ce
(zoom; election; commission),Virtual election commission meeting,1,188120,general.alert5,Legislator,Virtual election commission meeting,,burbio_events,a2a2bccb9660d1d737cfda601949a9ff,burbio_events__a2a2bccb9660d1d737cfda601949a9ff
(zoom; election; authority),Virtual election authority meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual election authority meeting,,burbio_events,e706eb667125a3e0745a2640b9234d6b,burbio_events__e706eb667125a3e0745a2640b9234d6b
(zoom; election; forum),Virtual election forum,1,188120,general.alert5,IndustryTerm,Virtual election forum,,burbio_events,769ecdb3f96ec90f22da30a7503e48b0,burbio_events__769ecdb3f96ec90f22da30a7503e48b0
(zoom; environmental; board),Virtual environmental board meeting,1,188120,general.alert5,ForeignMinister,Virtual environmental board meeting,,burbio_events,f7938e6a5a4da4ce979bd3e49c50f2c4,burbio_events__f7938e6a5a4da4ce979bd3e49c50f2c4
(zoom; environmental; meeting),Virtual environmental meeting,2,188120,general.alert5,Shipping,Virtual environmental meeting,,burbio_events,72fc63ae988b12b098967260ab238adb,burbio_events__72fc63ae988b12b098967260ab238adb
(zoom; environmental; committee),Virtual environmental committee meeting,1,188120,general.alert5,Wells,Virtual environmental committee meeting,,burbio_events,79939e479594717288fe836b3985df42,burbio_events__79939e479594717288fe836b3985df42
(zoom; environmental; commission),Virtual environmental commission meeting,1,188120,general.alert5,Consulates,Virtual environmental commission meeting,,burbio_events,b1a4510b6de14294432bdfd811ba7e57,burbio_events__b1a4510b6de14294432bdfd811ba7e57
(zoom; environmental; authority),Virtual environmental authority meeting,1,188120,general.alert5,LegislativeCommittee,Virtual environmental authority meeting,,burbio_events,262c70267d45940b73a09046fad21a53,burbio_events__262c70267d45940b73a09046fad21a53
(zoom; environmental; forum),Virtual environmental forum,1,188120,general.alert5,Refinery,Virtual environmental forum,,burbio_events,e9b2f0a619419e69c4c28bc66ed1727e,burbio_events__e9b2f0a619419e69c4c28bc66ed1727e
(zoom; user; board),Virtual user board meeting,1,188120,general.alert5,Wells,Virtual user board meeting,,burbio_events,8ab2a79affbbf68baa1add800f04b226,burbio_events__8ab2a79affbbf68baa1add800f04b226
(zoom; user; meeting),Virtual user meeting,2,188120,general.alert5,CompanyKeyword,Virtual user meeting,,burbio_events,3f211c21c97ea736e12ea977e2e17c05,burbio_events__3f211c21c97ea736e12ea977e2e17c05
(zoom; user; committee),Virtual user committee meeting,1,188120,general.alert5,Wells,Virtual user committee meeting,,burbio_events,8982f2ce6605ea93ba2d4717b2d690d0,burbio_events__8982f2ce6605ea93ba2d4717b2d690d0
(zoom; user; commission),Virtual user commission meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual user commission meeting,,burbio_events,37f19fc420346045851443cc1f504d52,burbio_events__37f19fc420346045851443cc1f504d52
(zoom; user; authority),Virtual user authority meeting,1,188120,general.alert5,space,Virtual user authority meeting,,burbio_events,d5473fa97deb69f7eea98075f33c2ebf,burbio_events__d5473fa97deb69f7eea98075f33c2ebf
(zoom; user; forum),Virtual user forum,1,188120,general.alert5,Exec,Virtual user forum,,burbio_events,8b41e4b50fbf869162cb4cd0d7c4f7ae,burbio_events__8b41e4b50fbf869162cb4cd0d7c4f7ae
(zoom; ambulance; board),Virtual ambulance board meeting,1,188120,general.alert5,Keyphrase,Virtual ambulance board meeting,,burbio_events,b332b43371b724b1b49d7018685ff293,burbio_events__b332b43371b724b1b49d7018685ff293
(zoom; ambulance; meeting),Virtual ambulance meeting,2,188120,general.alert5,Legislator,Virtual ambulance meeting,,burbio_events,2cc3b5c62cfe4e0eb76c58c7acd67c71,burbio_events__2cc3b5c62cfe4e0eb76c58c7acd67c71
(zoom; ambulance; committee),Virtual ambulance committee meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual ambulance committee meeting,,burbio_events,67e4e9d0cefe50c0da785ea58c9777da,burbio_events__67e4e9d0cefe50c0da785ea58c9777da
(zoom; ambulance; commission),Virtual ambulance commission meeting,1,188120,general.alert5,CompanyKeyword,Virtual ambulance commission meeting,,burbio_events,06bebf9d0dba64ffbf00f4b01a58c200,burbio_events__06bebf9d0dba64ffbf00f4b01a58c200
(zoom; ambulance; authority),Virtual ambulance authority meeting,1,188120,general.alert5,IndustryTerm,Virtual ambulance authority meeting,,burbio_events,2786017bef21e73768f82a6cb61796e1,burbio_events__2786017bef21e73768f82a6cb61796e1
(zoom; ambulance; forum),Virtual ambulance forum,1,188120,general.alert5,CompanyKeyword,Virtual ambulance forum,,burbio_events,925c39ec85ddcd8db45c34467eef4a0f,burbio_events__925c39ec85ddcd8db45c34467eef4a0f
(zoom; police; board),Virtual police board meeting,1,188120,general.alert5,ForeignMinistry,Virtual police board meeting,,burbio_events,c48af922ffe99ddd9b5db6045224f440,burbio_events__c48af922ffe99ddd9b5db6045224f440
(zoom; police; meeting),Virtual police meeting,2,188120,general.alert5,Consulates,Virtual police meeting,,burbio_events,aa54371f823b26c84a2e017058c89613,burbio_events__aa54371f823b26c84a2e017058c89613
(zoom; police; committee),Virtual police committee meeting,1,188120,general.alert5,Legislator,Virtual police committee meeting,,burbio_events,5a12c9ff6ad01435780435f63653ced9,burbio_events__5a12c9ff6ad01435780435f63653ced9
(zoom; police; commission),Virtual police commission meeting,1,188120,general.alert5,Person,Virtual police commission meeting,,burbio_events,c3c9bf92b7d3be942a8af2d46cedb9e8,burbio_events__c3c9bf92b7d3be942a8af2d46cedb9e8
(zoom; police; authority),Virtual police authority meeting,1,188120,general.alert5,Shipping,Virtual police authority meeting,,burbio_events,f7c155c855eb2d1f928659b66e9b0d49,burbio_events__f7c155c855eb2d1f928659b66e9b0d49
(zoom; police; forum),Virtual police forum,1,188120,general.alert5,AAEntity,Virtual police forum,,burbio_events,96ff2a5c3a8b3f9c66e6a7fbaca47706,burbio_events__96ff2a5c3a8b3f9c66e6a7fbaca47706
(zoom; Fire; department; board),Virtual fire department board meeting,1,188120,general.alert5,ForeignMinistry,Virtual fire department board meeting,,burbio_events,6160bfd5b592bc6ff6c526dce62b31a8,burbio_events__6160bfd5b592bc6ff6c526dce62b31a8
(zoom; Fire; department; meeting),Virtual fire department meeting,2,188120,general.alert5,News,Virtual fire department meeting,,burbio_events,085009d24e868d61f0711968518cf5f8,burbio_events__085009d24e868d61f0711968518cf5f8
(zoom; Fire; department; committee),Virtual fire department committee meeting,1,188120,general.alert5,Wells,Virtual fire department committee meeting,,burbio_events,377f137cb5488bbf47316740f2ebcc6e,burbio_events__377f137cb5488bbf47316740f2ebcc6e
(zoom; Fire; department; commission),Virtual fire department commission meeting,1,188120,general.alert5,Legislator,Virtual fire department commission meeting,,burbio_events,aa3c48a71cc37519a7419a49f0dee66d,burbio_events__aa3c48a71cc37519a7419a49f0dee66d
(zoom; Fire; department; authority),Virtual fire department authority meeting,1,188120,general.alert5,LegislativeCommittee,Virtual fire department authority meeting,,burbio_events,64c01b5680fd7f13c1a6ee623e6bc2db,burbio_events__64c01b5680fd7f13c1a6ee623e6bc2db
(zoom; Fire; department; forum),Virtual fire department forum,1,188120,general.alert5,Media,Virtual fire department forum,,burbio_events,75f503cf756ed66ba4c23338a4945ca2,burbio_events__75f503cf756ed66ba4c23338a4945ca2
(zoom; school; board),Virtual school board meeting,1,188120,general.alert5,space,Virtual school board meeting,,burbio_events,af955da95f0dfac2d6368b734bdefb42,burbio_events__af955da95f0dfac2d6368b734bdefb42
(zoom; school; meeting),Virtual school meeting,2,188120,general.alert5,ForeignMinister,Virtual school meeting,,burbio_events,6aca22774879d5f8c0a27ecffd951414,burbio_events__6aca22774879d5f8c0a27ecffd951414
(zoom; school; committee),Virtual school committee meeting,1,188120,general.alert5,CompanyKeyword,Virtual school committee meeting,,burbio_events,ba89f066763e4045ae843e4ad3303a90,burbio_events__ba89f066763e4045ae843e4ad3303a90
(zoom; school; commission),Virtual school commission meeting,1,188120,general.alert5,Pipeline,Virtual school commission meeting,,burbio_events,3ff27eb7a5b7deb01d33d825b2e199be,burbio_events__3ff27eb7a5b7deb01d33d825b2e199be
(zoom; school; authority),Virtual school authority meeting,1,188120,general.alert5,Shipping,Virtual school authority meeting,,burbio_events,675b1642a8a3d78537c41b0a3a5a30d8,burbio_events__675b1642a8a3d78537c41b0a3a5a30d8
(zoom; school; forum),Virtual school forum,1,188120,general.alert5,Keyphrase,Virtual school forum,,burbio_events,d9d605e8476428afd3bf47b272c330fc,burbio_events__d9d605e8476428afd3bf47b272c330fc
(zoom; anniversary; board),Virtual anniversary board meeting,1,188120,general.alert5,Person,Virtual anniversary board meeting,,burbio_events,61618ba696b5906a9ed8edb05bc9cf9f,burbio_events__61618ba696b5906a9ed8edb05bc9cf9f
(zoom; anniversary; meeting),Virtual anniversary meeting,2,188120,general.alert5,ForeignMinistry,Virtual anniversary meeting,,burbio_events,6427a95a3177dfda34eac29269b1b11c,burbio_events__6427a95a3177dfda34eac29269b1b11c
(zoom; anniversary; committee),Virtual anniversary committee meeting,1,188120,general.alert5,CompanyKeyword,Virtual anniversary committee meeting,,burbio_events,3cca10caa4491e25db458d226f25dd0d,burbio_events__3cca10caa4491e25db458d226f25dd0d
(zoom; anniversary; commission),Virtual anniversary commission meeting,1,188120,general.alert5,Legislator,Virtual anniversary commission meeting,,burbio_events,44b75371e616795cca08baf50fa32523,burbio_events__44b75371e616795cca08baf50fa32523
(zoom; anniversary; authority),Virtual anniversary authority meeting,1,188120,general.alert5,Media,Virtual anniversary authority meeting,,burbio_events,927932c397b8663c9be5dec9fe14b1d9,burbio_events__927932c397b8663c9be5dec9fe14b1d9
(zoom; anniversary; forum),Virtual anniversary forum,1,188120,general.alert5,Media,Virtual anniversary forum,,burbio_events,bedd8cd955328af1002673d54b6e0e6f,burbio_events__bedd8cd955328af1002673d54b6e0e6f
(zoom; parks; recreation; board),Virtual parks and recreation board meeting,1,188120,general.alert5,Organization,Virtual parks and recreation board meeting,,burbio_events,2b7d6937fffb819830769d78eb9eda02,burbio_events__2b7d6937fffb819830769d78eb9eda02
(zoom; parks; recreation; meeting),Virtual parks and recreation meeting,2,188120,general.alert5,space,Virtual parks and recreation meeting,,burbio_events,e2bc121bf1219c87b4e9daa7e3be179b,burbio_events__e2bc121bf1219c87b4e9daa7e3be179b
(zoom; parks; recreation; committee),Virtual parks and recreation committee meeting,1,188120,general.alert5,News,Virtual parks and recreation committee meeting,,burbio_events,e9a6a6367e019990448fa7d8e37047bf,burbio_events__e9a6a6367e019990448fa7d8e37047bf
(zoom; parks; recreation; commission),Virtual parks and recreation commission meeting,1,188120,general.alert5,CompanyKeyword,Virtual parks and recreation commission meeting,,burbio_events,974c8df8c73c154f1a26789cc96c67c1,burbio_events__974c8df8c73c154f1a26789cc96c67c1
(zoom; parks; recreation; authority),Virtual parks and recreation authority meeting,1,188120,general.alert5,Media,Virtual parks and recreation authority meeting,,burbio_events,514d144e5ba1d6c0b0c249fa5a17d96c,burbio_events__514d144e5ba1d6c0b0c249fa5a17d96c
(zoom; parks; recreation; forum),Virtual parks and recreation forum,1,188120,general.alert5,CompanyKeyword,Virtual parks and recreation forum,,burbio_events,4ed7fba0d6c2beedd209d16dcffeb2ae,burbio_events__4ed7fba0d6c2beedd209d16dcffeb2ae
(zoom; building; board),Virtual building board meeting,1,188120,general.alert5,Media,Virtual building board meeting,,burbio_events,04fab1ddd11029af75043bb9aefbfef3,burbio_events__04fab1ddd11029af75043bb9aefbfef3
(zoom; building; meeting),Virtual building meeting,2,188120,general.alert5,Exec,Virtual building meeting,,burbio_events,6d7005f50d8e1fa88ffbd7c682a3e48d,burbio_events__6d7005f50d8e1fa88ffbd7c682a3e48d
(zoom; building; committee),Virtual building committee meeting,1,188120,general.alert5,ForeignMinistry,Virtual building committee meeting,,burbio_events,d26cde91d5a71f9c3cf9c0ff4ac7416f,burbio_events__d26cde91d5a71f9c3cf9c0ff4ac7416f
(zoom; building; commission),Virtual building commission meeting,1,188120,general.alert5,FTO,Virtual building commission meeting,,burbio_events,544041bafc43355045b8186f8fbc3792,burbio_events__544041bafc43355045b8186f8fbc3792
(zoom; building; authority),Virtual building authority meeting,1,188120,general.alert5,AAEntity,Virtual building authority meeting,,burbio_events,6312743744708487d2b14c7b19343ef4,burbio_events__6312743744708487d2b14c7b19343ef4
(zoom; building; forum),Virtual building forum,1,188120,general.alert5,LegislativeCommittee,Virtual building forum,,burbio_events,5ed4a3e4021c71645858f888de22cd50,burbio_events__5ed4a3e4021c71645858f888de22cd50
(zoom; ordinance; board),Virtual ordinance board meeting,1,188120,general.alert5,ForeignMinistry,Virtual ordinance board meeting,,burbio_events,59631f082d7e9d67ac9a9f020a9516b8,burbio_events__59631f082d7e9d67ac9a9f020a9516b8
(zoom; ordinance; meeting),Virtual ordinance meeting,2,188120,general.alert5,Media,Virtual ordinance meeting,,burbio_events,eaafc80f109ef46782e86c4fde0785d8,burbio_events__eaafc80f109ef46782e86c4fde0785d8
(zoom; ordinance; committee),Virtual ordinance committee meeting,1,188120,general.alert5,Refinery,Virtual ordinance committee meeting,,burbio_events,7c29ea8deb0bd1bbaa6f453762dbf965,burbio_events__7c29ea8deb0bd1bbaa6f453762dbf965
(zoom; ordinance; commission),Virtual ordinance commission meeting,1,188120,general.alert5,FTO,Virtual ordinance commission meeting,,burbio_events,68da68b21a38ebcd8b5336460d146b6a,burbio_events__68da68b21a38ebcd8b5336460d146b6a
(zoom; ordinance; authority),Virtual ordinance authority meeting,1,188120,general.alert5,Refinery,Virtual ordinance authority meeting,,burbio_events,649c287b1687d02e68d6d5cf16c9a1f6,burbio_events__649c287b1687d02e68d6d5cf16c9a1f6
(zoom; ordinance; forum),Virtual ordinance forum,1,188120,general.alert5,space,Virtual ordinance forum,,burbio_events,f87cee46d10ee057ed81a4ecbbb9a033,burbio_events__f87cee46d10ee057ed81a4ecbbb9a033
(zoom; conservation; board),Virtual conservation board meeting,1,188120,general.alert5,AAEntity,Virtual conservation board meeting,,burbio_events,789e6bbf1ed3e0ef4b10728e4b053beb,burbio_events__789e6bbf1ed3e0ef4b10728e4b053beb
(zoom; conservation; meeting),Virtual conservation meeting,2,188120,general.alert5,Legislator,Virtual conservation meeting,,burbio_events,72d52da35cfb431ae8d97e2c845e8f04,burbio_events__72d52da35cfb431ae8d97e2c845e8f04
(zoom; conservation; committee),Virtual conservation committee meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual conservation committee meeting,,burbio_events,f8d1d2a4aa224e87d61c94dc15e51145,burbio_events__f8d1d2a4aa224e87d61c94dc15e51145
(zoom; conservation; commission),Virtual conservation commission meeting,1,188120,general.alert5,IndustryTerm,Virtual conservation commission meeting,,burbio_events,d408dfaeca507074d0a97aa309692ca8,burbio_events__d408dfaeca507074d0a97aa309692ca8
(zoom; conservation; authority),Virtual conservation authority meeting,1,188120,general.alert5,Media,Virtual conservation authority meeting,,burbio_events,b10a9ede9ff706339f25d5a47b8da065,burbio_events__b10a9ede9ff706339f25d5a47b8da065
(zoom; conservation; forum),Virtual conservation forum,1,188120,general.alert5,Shipping,Virtual conservation forum,,burbio_events,56f3315e225300551fcc9ca8c0239e8a,burbio_events__56f3315e225300551fcc9ca8c0239e8a
(zoom; sustainability; board),Virtual sustainability board meeting,1,188120,general.alert5,Organization,Virtual sustainability board meeting,,burbio_events,bd40747ccb73864317789be6a0c38bbf,burbio_events__bd40747ccb73864317789be6a0c38bbf
(zoom; sustainability; meeting),Virtual sustainability meeting,2,188120,general.alert5,Consulates,Virtual sustainability meeting,,burbio_events,384f980f22fad095269469bf7c368768,burbio_events__384f980f22fad095269469bf7c368768
(zoom; sustainability; committee),Virtual sustainability committee meeting,1,188120,general.alert5,Consulates,Virtual sustainability committee meeting,,burbio_events,4b710033a3fb6249f6ae845776211f8c,burbio_events__4b710033a3fb6249f6ae845776211f8c
(zoom; sustainability; commission),Virtual sustainability commission meeting,1,188120,general.alert5,Media,Virtual sustainability commission meeting,,burbio_events,40ffcf35d640a1ada131b7148d36ff0c,burbio_events__40ffcf35d640a1ada131b7148d36ff0c
(zoom; sustainability; authority),Virtual sustainability authority meeting,1,188120,general.alert5,space,Virtual sustainability authority meeting,,burbio_events,e61a29ac980b38cf3549802532083fa1,burbio_events__e61a29ac980b38cf3549802532083fa1
(zoom; sustainability; forum),Virtual sustainability forum,1,188120,general.alert5,Legislator,Virtual sustainability forum,,burbio_events,0b17477304c8fd0f87fed354f2f90652,burbio_events__0b17477304c8fd0f87fed354f2f90652
(zoom; plan; board),Virtual plan board meeting,1,188120,general.alert5,Keyphrase,Virtual plan board meeting,,burbio_events,24631e7d1eb1681b85cee7db8667e8d3,burbio_events__24631e7d1eb1681b85cee7db8667e8d3
(zoom; plan; meeting),Virtual plan meeting,2,188120,general.alert5,LegislativeCommittee,Virtual plan meeting,,burbio_events,d3b0e3d19faeb3d23c61acb3da35925f,burbio_events__d3b0e3d19faeb3d23c61acb3da35925f
(zoom; plan; committee),Virtual plan committee meeting,1,188120,general.alert5,AAEntity,Virtual plan committee meeting,,burbio_events,2a7b69fe379125d8812049aa8a9b8b4f,burbio_events__2a7b69fe379125d8812049aa8a9b8b4f
(zoom; plan; commission),Virtual plan commission meeting,1,188120,general.alert5,ForeignMinistry,Virtual plan commission meeting,,burbio_events,a063883754d684a0f3621f8ee5f16fde,burbio_events__a063883754d684a0f3621f8ee5f16fde
(zoom; plan; authority),Virtual plan authority meeting,1,188120,general.alert5,CompanyKeyword,Virtual plan authority meeting,,burbio_events,c6730788e12fc8d1b89af532ad9c1090,burbio_events__c6730788e12fc8d1b89af532ad9c1090
(zoom; plan; forum),Virtual plan forum,1,188120,general.alert5,space,Virtual plan forum,,burbio_events,2d6cfcff46674fb6e0ee1baf24d40bbe,burbio_events__2d6cfcff46674fb6e0ee1baf24d40bbe
(zoom; lmark; board),Virtual landmark board meeting,1,188120,general.alert5,Pipeline,Virtual landmark board meeting,,burbio_events,d92874854a10c2b33764a7307cbb5a83,burbio_events__d92874854a10c2b33764a7307cbb5a83
(zoom; lmark; meeting),Virtual landmark meeting,2,188120,general.alert5,News,Virtual landmark meeting,,burbio_events,cfaaf0ee3dd58e6d08f96f9b00621721,burbio_events__cfaaf0ee3dd58e6d08f96f9b00621721
(zoom; lmark; committee),Virtual landmark committee meeting,1,188120,general.alert5,Organization,Virtual landmark committee meeting,,burbio_events,6b95424d4748db5a81f370044d7ff8c5,burbio_events__6b95424d4748db5a81f370044d7ff8c5
(zoom; lmark; commission),Virtual landmark commission meeting,1,188120,general.alert5,Media,Virtual landmark commission meeting,,burbio_events,bd7e6b15be0994ec152c4bab8ee24f52,burbio_events__bd7e6b15be0994ec152c4bab8ee24f52
(zoom; lmark; authority),Virtual landmark authority meeting,1,188120,general.alert5,Refinery,Virtual landmark authority meeting,,burbio_events,eb12350c09395af3bf80bf60ed654d1e,burbio_events__eb12350c09395af3bf80bf60ed654d1e
(zoom; lmark; forum),Virtual landmark forum,1,188120,general.alert5,News,Virtual landmark forum,,burbio_events,665541b292b525b10c2ef8312aa4626b,burbio_events__665541b292b525b10c2ef8312aa4626b
(zoom; tree; board),Virtual tree board meeting,1,188120,general.alert5,LegislativeCommittee,Virtual tree board meeting,,burbio_events,1fa5ed62600546c77915ce7bc2169bfe,burbio_events__1fa5ed62600546c77915ce7bc2169bfe
(zoom; tree; meeting),Virtual tree meeting,2,188120,general.alert5,LegislativeCommittee,Virtual tree meeting,,burbio_events,ce5c841bfb8cba47cd6a434fa4891968,burbio_events__ce5c841bfb8cba47cd6a434fa4891968
(zoom; tree; committee),Virtual tree committee meeting,1,188120,general.alert5,Keyphrase,Virtual tree committee meeting,,burbio_events,3c6d63f48d86e809dd9a3b4f79fe1bfe,burbio_events__3c6d63f48d86e809dd9a3b4f79fe1bfe
(zoom; tree; commission),Virtual tree commission meeting,1,188120,general.alert5,Wells,Virtual tree commission meeting,,burbio_events,e749acd3e86c753217fcb02f189525f1,burbio_events__e749acd3e86c753217fcb02f189525f1
(zoom; tree; authority),Virtual tree authority meeting,1,188120,general.alert5,Shipping,Virtual tree authority meeting,,burbio_events,6dff49ce1f18dd04a9664887ac4daa9e,burbio_events__6dff49ce1f18dd04a9664887ac4daa9e
(zoom; tree; forum),Virtual tree forum,1,188120,general.alert5,ForeignMinister,Virtual tree forum,,burbio_events,48991aa724b0aa2bd441dc65a4999f4b,burbio_events__48991aa724b0aa2bd441dc65a4999f4b
(zoom; cemetery; board),Virtual cemetery board meeting,1,188120,general.alert5,Diplomat,Virtual cemetery board meeting,,burbio_events,e1fa172b30774c041020c0d584cbf76a,burbio_events__e1fa172b30774c041020c0d584cbf76a
(zoom; cemetery; meeting),Virtual cemetery meeting,2,188120,general.alert5,AAEntity,Virtual cemetery meeting,,burbio_events,0ab6f0614f90d21cc2e0b73e9a5dbb58,burbio_events__0ab6f0614f90d21cc2e0b73e9a5dbb58
