company,guid,company_caption,tier,location,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
anz bank,0363c8711ca6883c7d1c908520210f61,ANZ Bank,Tier 2,"Docklands, Victoria, Australia",-37.8190118,144.9465764,Person,ANZ Bank,,us_sec_company,61a007bb115b6235948982fc959d86d1,us_sec_company__61a007bb115b6235948982fc959d86d1
aon,539ee201f02e26d3e1a3256b052b7cd0,Aon Plc,Other,"London, Greater London, UK",51.5073509,-0.1277583,FTO,Aon Plc,,us_sec_company,29e9e08bfeec2cb2fe8af9afc229bb55,us_sec_company__29e9e08bfeec2cb2fe8af9afc229bb55
apache corp,06fbeced9dbd80bad1f9fbedb6201aea,Apache,Other,"Houston, TX, USA",29.7604267,-95.3698028,DiplomaticFacilities,Apache,,us_sec_company,8eb6628d47ec23ea2c198903153a400b,us_sec_company__8eb6628d47ec23ea2c198903153a400b
apartment investment and management company,0ceb12a796606f3ed50e0d24146d833d,Apartment Investment and Management Company,Other,"Denver, CO, USA",39.7392358,-104.990251,Wells,Apartment Investment and Management Company,,us_sec_company,3f55925857c0e7dccbfc4b53adac1541,us_sec_company__3f55925857c0e7dccbfc4b53adac1541
apellis pharmaceuticals,a4e31938486598aef16552fa99c8e03a,Apellis Pharmaceuticals,Other,"Crestwood, KY, USA",38.3242355,-85.4724593,LegislativeCommittee,Apellis Pharmaceuticals,,us_sec_company,238f8d2990ab89e0151cf6e2d509ad7c,us_sec_company__238f8d2990ab89e0151cf6e2d509ad7c
aphria,610758911c857d7adcae0a7d68dc7037,Aphria,Other,"Leamington, Ontario, Canada",42.0531634,-82.5998874,Legislator,Aphria,,us_sec_company,ddf00a7c52890298e2d9026bf7bac82c,us_sec_company__ddf00a7c52890298e2d9026bf7bac82c
apogee enterprises,2e2da4bf6aaa4cb040c9bb16327bd0bb,Apogee Enterprises,Other,"Minneapolis, MN, USA",44.977753,-93.2650108,Legislator,Apogee Enterprises,,us_sec_company,06f9cb7d7033dd92c3ebf81e4e2496d0,us_sec_company__06f9cb7d7033dd92c3ebf81e4e2496d0
apollo commercial real estate finance,698c88c61c7e419156164e5e20306d52,Apollo Commercial Real Estate Finance,Other,"New York, NY, USA",40.7127753,-74.0059728,Organization,Apollo Commercial Real Estate Finance,,us_sec_company,2597416248021366f01dd5a1e69991c1,us_sec_company__2597416248021366f01dd5a1e69991c1
apollo endosurgery,426049b350650f69fac80be58cc3e738,Apollo Endosurgery,Other,"Austin, TX, USA",30.267153,-97.7430608,AAEntity,Apollo Endosurgery,,us_sec_company,6bc015d699920950d057fa5cd9d1bb8f,us_sec_company__6bc015d699920950d057fa5cd9d1bb8f
apollo investment corp,57cbfb9d95eb8e6eec1f1cc78ca1a2de,Apollo Investment,Other,"New York, NY, USA",40.7127753,-74.0059728,FTO,Apollo Investment,,us_sec_company,5da50eb28bb0ec8e97ee7be805612603,us_sec_company__5da50eb28bb0ec8e97ee7be805612603
apollo medical holdings,60eda4ee599c0041d140c63a9a919a71,Apollo Medical Holdings,Other,"Alhambra, CA, USA",34.095287,-118.1270146,Legislator,Apollo Medical Holdings,,us_sec_company,4e4974cbd3daa285f99b6cc8f76e37ad,us_sec_company__4e4974cbd3daa285f99b6cc8f76e37ad
appfolio,a3944105c8110144d547e20e0c73d686,AppFolio,Other,"Santa Barbara, CA, USA",34.4208305,-119.6981901,Legislator,AppFolio,,us_sec_company,c23d7d9bb006324d038e55c3704defd2,us_sec_company__c23d7d9bb006324d038e55c3704defd2
appian corp,0759649ceb6be879fa4fcc194c252214,Appian,Other,"Reston, VA, USA",38.9586307,-77.3570028,CompanyKeyword,Appian,,us_sec_company,2a47cfc2778b4f6b53f9f14c60377bbe,us_sec_company__2a47cfc2778b4f6b53f9f14c60377bbe
apple inc.,2adac6e9b077021a8c4e5de1a3aa057b,Apple,Tier 3,"Cupertino, CA, USA",37.3229978,-122.0321823,FTO,Apple,,us_sec_company,a9f82d1023fe51f1738d17c40b89cf54,us_sec_company__a9f82d1023fe51f1738d17c40b89cf54
apple inc,2adac6e9b077021a8c4e5de1a3aa057b,Apple,Tier 3,"Cupertino, CA, USA",37.3229978,-122.0321823,Keyphrase,Apple,,us_sec_company,5c63f72d05358e9d7c0390baf9e22d4c,us_sec_company__5c63f72d05358e9d7c0390baf9e22d4c
apple hospitality reit,0196cad595b88522cd4d49a42e1e4326,Apple Hospitality REIT,Other,"Richmond, VA, USA",37.5407246,-77.4360481,ForeignMinister,Apple Hospitality REIT,,us_sec_company,ce6ebafff512597c93b0873412d244c6,us_sec_company__ce6ebafff512597c93b0873412d244c6
applied dna sciences,72dfb831b95cd4540148b0bad1a854ad,Applied DNA Sciences,Other,"StoNY, Brook, NY, USA",40.9256538,-73.1409429,DiplomaticFacilities,Applied DNA Sciences,,us_sec_company,21514c6283d3741380a8eed48ed4c6d2,us_sec_company__21514c6283d3741380a8eed48ed4c6d2
applied genetic technologies corp,0d658983e897dcc83fc9c1e9494f1718,Applied Genetic Technologies,Other,"Alachua, FL, USA",29.7938144,-82.4944226,Shipping,Applied Genetic Technologies,,us_sec_company,06e04f9f0747362b5232ed330774279b,us_sec_company__06e04f9f0747362b5232ed330774279b
applied industrial technologies,a07ed9d3da0e78a00ca59b63bffe48bb,Applied Industrial Technologies,Other,"Cleveland, OH, USA",41.49932,-81.6943605,Pipeline,Applied Industrial Technologies,,us_sec_company,a53712b3882b99e3cc9ffff840dc6e31,us_sec_company__a53712b3882b99e3cc9ffff840dc6e31
applied materials,aeffb8b4c91e2e01eab6b28143fdc489,Applied Materials,Other,"Santa Clara, CA, USA",37.3541079,-121.9552356,ForeignMinister,Applied Materials,,us_sec_company,dab163db64df77d2998ff987d61d9792,us_sec_company__dab163db64df77d2998ff987d61d9792
applied optoelectronics,1553026e80942e802d801d0183ce22f3,Applied Optoelectronics,Other,"Sugar Land, TX, USA",29.5984434,-95.6225521,Pipeline,Applied Optoelectronics,,us_sec_company,73a94a9954598351fc7b383d107762c3,us_sec_company__73a94a9954598351fc7b383d107762c3
applied therapeutics,75232702fd98773093c8d4d099508473,Applied Therapeutics,Other,"New York, NY, USA",40.7127753,-74.0059728,Exec,Applied Therapeutics,,us_sec_company,ea04e75f9d69edde4e9e85a3a9f48c48,us_sec_company__ea04e75f9d69edde4e9e85a3a9f48c48
aptargroup,822d73c37646458e88e72401ec30ef39,AptarGroup,Other,"Crystal Lake, IL, USA",42.2411344,-88.3161965,ForeignMinistry,AptarGroup,,us_sec_company,6cdbb46781481744b645f36c5088e72a,us_sec_company__6cdbb46781481744b645f36c5088e72a
aptevo therapeutics,1fcc8d66d49d6d08f60bf0225748584d,Aptevo Therapeutics,Other,"Seattle, WA, USA",47.6062095,-122.3320708,News,Aptevo Therapeutics,,us_sec_company,1e6d8541eae96f26931219ba4c55aba5,us_sec_company__1e6d8541eae96f26931219ba4c55aba5
aptinyx,0faaa3c57500078892c24aafd0fcc2e1,Aptinyx,Other,"Evanston, IL, USA",42.0450722,-87.6876969,IndustryTerm,Aptinyx,,us_sec_company,d6c727e9d1d63552595ea72f9f270944,us_sec_company__d6c727e9d1d63552595ea72f9f270944
aptiv,b17d0cafae00339c66ccbd005d34df85,Aptiv PLC,Other,"Dublin, Co. Dublin, Ireland",53.3498053,-6.2603097,Shipping,Aptiv PLC,,us_sec_company,86478f0a665f54c50e97fb69c026fabf,us_sec_company__86478f0a665f54c50e97fb69c026fabf
aptose biosciences,eb1cde25dfd09ffd7157bebcdbe48055,Aptose Biosciences,Other,"Toronto, Ontario, Canada",43.653226,-79.3831843,Person,Aptose Biosciences,,us_sec_company,480477caa5e7502ed0d95782db460390,us_sec_company__480477caa5e7502ed0d95782db460390
apyx medical corp,9723bd2a6763464d10faecf8f5be7a94,Apyx Medical,Other,"Clearwater, FL, USA",27.9658533,-82.8001026,FTO,Apyx Medical,,us_sec_company,e40906c2ad66702d8363a4b8630d6952,us_sec_company__e40906c2ad66702d8363a4b8630d6952
aqua metals,ff912462269d3bfd75883d4c63a40f43,Aqua Metals,Other,"McCarran, NV, USA",39.5268671,-119.6246269,IndustryTerm,Aqua Metals,,us_sec_company,558529a704f5d2689f9ac254572ff4b7,us_sec_company__558529a704f5d2689f9ac254572ff4b7
aquabounty technologies,11120d273f604d2c319f018899837086,AquaBounty Technologies,Other,"Maynard, MA, USA",42.4334903,-71.4495058,DiplomaticFacilities,AquaBounty Technologies,,us_sec_company,fb646d2335b4737446bb3f26b223897e,us_sec_company__fb646d2335b4737446bb3f26b223897e
aquestive therapeutics,9e9634d7268317c7d08c33055ddb7893,Aquestive Therapeutics,Other,"Warren, NJ, USA",40.6342489,-74.5004796,Exec,Aquestive Therapeutics,,us_sec_company,0053db19508cb63a32b1a9f7fdde0e5e,us_sec_company__0053db19508cb63a32b1a9f7fdde0e5e
aramark,6f7df3ef97b14637087f04a1972e86b3,ARAMARK,Tier 2,"Philadelphia, PA, USA",39.9525839,-75.1652215,Legislator,ARAMARK,,us_sec_company,444ef541c4caeeca5f36a2906538b06c,us_sec_company__444ef541c4caeeca5f36a2906538b06c
aravive,e5848942c58c1e0b4308b858c95e5ded,Aravive,Other,"Houston, TX, USA",29.7604267,-95.3698028,Refinery,Aravive,,us_sec_company,6b79b1daf373f2a62e91a77fd27cad42,us_sec_company__6b79b1daf373f2a62e91a77fd27cad42
arbor realty trust,d26428166579af1e705abfccab98f423,Arbor Realty Trust,Other,"Uniondale, NY, USA",40.7003793,-73.5929056,Keyphrase,Arbor Realty Trust,,us_sec_company,93e7426a2c916bc43c42f01f08faaaaf,us_sec_company__93e7426a2c916bc43c42f01f08faaaaf
arbutus biopharma corp,c37a5f148502d475af57a8a4836d46b4,Arbutus Biopharma,Other,"Burnaby, British Columbia, Canada",49.2488091,-122.9805104,FTO,Arbutus Biopharma,,us_sec_company,dd11cba9bfdeb9a60207ce888b0ecb65,us_sec_company__dd11cba9bfdeb9a60207ce888b0ecb65
arc document solutions,c75e72d4cc83daa4871346527ecda28e,ARC Document Solutions,Other,"San Ramon, CA, USA",37.7643595,-121.9539616,FTO,ARC Document Solutions,,us_sec_company,e8c54807012368b0583705614a418933,us_sec_company__e8c54807012368b0583705614a418933
arca biopharma,8fd06d92ece071933db4513a9cd1e554,ARCA biopharma,Other,"Westminster, CO, USA",39.8366528,-105.0372046,LegislativeCommittee,ARCA biopharma,,us_sec_company,5e5cb1c286dff1f8a6c54e22b850c862,us_sec_company__5e5cb1c286dff1f8a6c54e22b850c862
arcadia biosciences,12f9e5647fc4f68399c0809f1f5495ca,Arcadia Biosciences,Other,"Davis, CA, USA",38.5449065,-121.7405167,Diplomat,Arcadia Biosciences,,us_sec_company,97ad78b29140f612102cbc4f009bb7f2,us_sec_company__97ad78b29140f612102cbc4f009bb7f2
arcbest corp,1d622d8c89175f093b48dbba53a94a2c,ArcBest,Other,"Fort Smith, AR, USA",35.3859242,-94.3985475,Refinery,ArcBest,,us_sec_company,c6222e521dc3da5f0edd19f35b4ff589,us_sec_company__c6222e521dc3da5f0edd19f35b4ff589
arcelormittal,e58d722dda029844311aa43ebd535409,ArcelorMittal,Other,"Luxembourg City, Luxembourg",49.611621,6.1319346,DiplomaticFacilities,ArcelorMittal,,us_sec_company,064b544e4a1e4c74ed630f6ed6927c8f,us_sec_company__064b544e4a1e4c74ed630f6ed6927c8f
arch capital group,393c3080bf18b12408546170e7d29377,Arch Capital Group,Other,"Pembroke, Bermuda",32.3007672,-64.796263,Refinery,Arch Capital Group,,us_sec_company,951d246c98305ec302b9f50fd68d9339,us_sec_company__951d246c98305ec302b9f50fd68d9339
archer-daniels-midland co,b77236a889ac01314f318337ee2f9524,Archer Daniels Midland Company,Tier 2,"Chicago, IL, USA",41.8781136,-87.6297982,LegislativeCommittee,Archer Daniels Midland Company,,us_sec_company,0ff5f0b75010aa17179989ea8672790d,us_sec_company__0ff5f0b75010aa17179989ea8672790d
archrock,457865f40e379b65f92cf9b1837bed0f,Archrock,Other,"Houston, TX, USA",29.7604267,-95.3698028,ForeignMinistry,Archrock,,us_sec_company,25fe173caf7ed3d79208e81689f98baf,us_sec_company__25fe173caf7ed3d79208e81689f98baf
arcimoto,27f7fb143458d2a8f2bd7e0cfda410e6,Arcimoto,Other,"Eugene, OR, USA",44.0520691,-123.0867536,Wells,Arcimoto,,us_sec_company,44cc243271a699541674eaabc9e859f6,us_sec_company__44cc243271a699541674eaabc9e859f6
arco platform,9b10071a86e711f51a646d0efbd58a34,Arco Platform Limited,Other,"Sao Paulo, Sao Paulo, Brazil",-23.5505199,-46.6333094,Consulates,Arco Platform Limited,,us_sec_company,f65da3ef95f606c985318ff515e64d29,us_sec_company__f65da3ef95f606c985318ff515e64d29
arcos dorados holdings,8c058196c3d9501fb2a115169bb3176d,Arcos Dorados Holdings,Other,"Montevideo, Uruguay",-34.9011127,-56.1645314,ForeignMinister,Arcos Dorados Holdings,,us_sec_company,791d32d125f8d49744c16d0aabb008fc,us_sec_company__791d32d125f8d49744c16d0aabb008fc
arcosa,572e430bdd8550feebea2349ddecd14e,Arcosa,Other,"Dallas, TX, USA",32.7766642,-96.7969879,Shipping,Arcosa,,us_sec_company,8b50f1286d8223da8f2a286ba307dedf,us_sec_company__8b50f1286d8223da8f2a286ba307dedf
arcus biosciences,1d21729cc22c9cbc6f425fbd66e9580c,Arcus Biosciences,Other,"Hayward, CA, USA",37.6687665,-122.0809964,FTO,Arcus Biosciences,,us_sec_company,d50cc434e3656e9b7ef822f071d02ed0,us_sec_company__d50cc434e3656e9b7ef822f071d02ed0
ardagh group,2353425f4e591525f60942edc39c9da6,Ardagh Group S.A.,Other,"Luxembourg City, Luxembourg",49.611621,6.1319346,Diplomat,Ardagh Group S.A.,,us_sec_company,aedbfe3c69a1b4a62b914abbfbc3a78f,us_sec_company__aedbfe3c69a1b4a62b914abbfbc3a78f
ardelyx,6912c2416fb70747928462c5e650436f,Ardelyx,Other,"Fremont, CA, USA",37.5485396,-121.988583,Organization,Ardelyx,,us_sec_company,99cbcd6fd1e31682c850ed10508c9f81,us_sec_company__99cbcd6fd1e31682c850ed10508c9f81
ardmore shipping corp,aed619ebe12d6153f531dd4d3d273ca8,Ardmore Shipping,Other,"Pembroke, Bermuda",32.3007672,-64.796263,Wells,Ardmore Shipping,,us_sec_company,9ca4406f22a0c4b17395eef74ab79bbc,us_sec_company__9ca4406f22a0c4b17395eef74ab79bbc
arena pharmaceuticals,8f22ba3e38e60d039b38091e124e7ebb,Arena Pharmaceuticals,Other,"San Diego, CA, USA",32.715738,-117.1610838,Pipeline,Arena Pharmaceuticals,,us_sec_company,e187b6c209cb254ac03310e8d07922c2,us_sec_company__e187b6c209cb254ac03310e8d07922c2
ares capital corp,6732c81a79ffffa89681c5a2910f6df2,Ares Capital,Other,"New York, NY, USA",40.7127753,-74.0059728,News,Ares Capital,,us_sec_company,9ea05270415adfdfaf27415d0abc0adf,us_sec_company__9ea05270415adfdfaf27415d0abc0adf
ares commercial real estate corp,0bc04c9674e8a18a21909a803cc0f8e8,Ares Commercial Real Estate,Other,"New York, NY, USA",40.7127753,-74.0059728,Consulates,Ares Commercial Real Estate,,us_sec_company,a807cca7a7aec0a42c5434c73dcd3843,us_sec_company__a807cca7a7aec0a42c5434c73dcd3843
ares management corp,ba5f8bf028e6cdcc586e2da8f7076209,Ares Management,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,Diplomat,Ares Management,,us_sec_company,c4dfabe7cb375b95ceb186647a155089,us_sec_company__c4dfabe7cb375b95ceb186647a155089
argan,a52f842a7b50c453295a093b16e8457d,Argan,Other,"Rockville, MD, USA",39.0839973,-77.1527578,LegislativeCommittee,Argan,,us_sec_company,179a7efcfe9df262d7a2d919e5f85fac,us_sec_company__179a7efcfe9df262d7a2d919e5f85fac
argenx se,372ca7341c80e6cb2b6074fc55b69697,argenx SE,Other,"Breda, Noord-Brabant, Netherlands",51.5719149,4.768323,ForeignMinister,argenx SE,,us_sec_company,4225a37d7917cf9db3b26d13105b41c1,us_sec_company__4225a37d7917cf9db3b26d13105b41c1
argo group international holdings,0a670c48f46e8c1cd45d8d029a932451,"Argo Group International Holdings,",Other,"Pembroke, Bermuda",32.3007672,-64.796263,DiplomaticFacilities,"Argo Group International Holdings,",,us_sec_company,5ac8c2f0bae96a68c87e1237b0511427,us_sec_company__5ac8c2f0bae96a68c87e1237b0511427
aridis pharmaceuticals,7232083303d3f7aec2f87bcacb56ec75,Aridis Pharmaceuticals,Other,"San Jose, CA, USA",37.3382082,-121.8863286,Shipping,Aridis Pharmaceuticals,,us_sec_company,7058216379492a5b2f049b4aecdc361b,us_sec_company__7058216379492a5b2f049b4aecdc361b
arista networks,96a2b9adb8124d16792dc4aec3c5c8fb,Arista Networks,Other,"Santa Clara, CA, USA",37.3541079,-121.9552356,Keyphrase,Arista Networks,,us_sec_company,599e13607a42bc63c48c857ff7f181d8,us_sec_company__599e13607a42bc63c48c857ff7f181d8
ark restaurants,0d17aef50829a53369c643c6982e7a0d,Ark Restaurants,Other,"New York, NY, USA",40.7127753,-74.0059728,Media,Ark Restaurants,,us_sec_company,b13f77d5e00bdce399815205b52837b6,us_sec_company__b13f77d5e00bdce399815205b52837b6
arlington asset investment,eb4203f47d16782fad636b803c447a9c,Arlington Asset Investment,Other,"Arlington, VA, USA",38.8799697,-77.1067698,Diplomat,Arlington Asset Investment,,us_sec_company,8c2e82c09ba978d2d7c5a2181c8932fe,us_sec_company__8c2e82c09ba978d2d7c5a2181c8932fe
arlo technologies,7b991572d0aab25cae9c83fd6c162fe0,Arlo Technologies,Other,"San Jose, CA, USA",37.3382082,-121.8863286,Organization,Arlo Technologies,,us_sec_company,c8ff3cbf2a5cb96c38d40ddaee2519df,us_sec_company__c8ff3cbf2a5cb96c38d40ddaee2519df
armada hoffler properties,d4242e5d63e5f7ad5b22686c207fea77,Armada Hoffler Properties,Other,"Virginia Beach, VA, USA",36.8529263,-75.977985,AAEntity,Armada Hoffler Properties,,us_sec_company,a2aebf02982d50e5b2ca2dfc8ad58f21,us_sec_company__a2aebf02982d50e5b2ca2dfc8ad58f21
armour residential reit,4cdccab8271d0ff08fd653abe80d0fb7,ARMOUR Residential REIT,Other,"Vero Beach, FL, USA",27.6386434,-80.3972736,ForeignMinistry,ARMOUR Residential REIT,,us_sec_company,5bde9987ef9655e2d917f6df91be653c,us_sec_company__5bde9987ef9655e2d917f6df91be653c
armstrong flooring,c05850605a4de3db8feddad3bd3739a3,Armstrong Flooring,Other,"Lancaster, PA, USA",40.0378755,-76.3055144,Person,Armstrong Flooring,,us_sec_company,2e64466152e9815c2d16a128887a4299,us_sec_company__2e64466152e9815c2d16a128887a4299
armstrong world industries,7f347e2fcdb6e39ae4b430c4fd14377c,Armstrong World Industries,Other,"Lancaster, PA, USA",40.0378755,-76.3055144,Consulates,Armstrong World Industries,,us_sec_company,bf82ea7e0e4fc599b724741c1f38dfe8,us_sec_company__bf82ea7e0e4fc599b724741c1f38dfe8
arrow electronics,68a10d9e2ce5fb4108cd7cddb2e7a0e3,Arrow Electronics,Other,"Centennial, CO, USA",39.5807452,-104.8771726,DiplomaticFacilities,Arrow Electronics,,us_sec_company,11da8876cea235d1e143c43201232eeb,us_sec_company__11da8876cea235d1e143c43201232eeb
arrow financial corp,9201b9978c5372c332457b66a4c70b88,Arrow Financial,Other,"Glens Falls, NY, USA",43.3095164,-73.6440058,ForeignMinistry,Arrow Financial,,us_sec_company,d7c1563b20d030f5da3bd00f9ccb5de8,us_sec_company__d7c1563b20d030f5da3bd00f9ccb5de8
arrowhead pharmaceuticals,f632e4d1e74912a1961fc4a90983e83e,Arrowhead Pharmaceuticals,Other,"Pasadena, CA, USA",34.1477849,-118.1445155,Diplomat,Arrowhead Pharmaceuticals,,us_sec_company,d1745073cce4179e3f0315e885e3985a,us_sec_company__d1745073cce4179e3f0315e885e3985a
artesian resources corp,615bbe045fde4a72983cc38414032bed,Artesian Resources,Other,"Newark, DE, USA",39.6837226,-75.7496572,ForeignMinistry,Artesian Resources,,us_sec_company,47082c211819504e6ea410747bb72480,us_sec_company__47082c211819504e6ea410747bb72480
arthur j gallagher & co,2526091c824ade6d5f9cd4fe687ebc6e,Arthur J. Gallagher & Co.,Other,"Rolling Meadows, IL, USA",42.0841936,-88.0131275,Shipping,Arthur J. Gallagher & Co.,,us_sec_company,9c87c74c9bb251c8a9bdf7bf4a87ef73,us_sec_company__9c87c74c9bb251c8a9bdf7bf4a87ef73
artisan partners asset management,bf67f8831b8091fb9c66e38d694e5858,Artisan Partners Asset Management,Other,"Milwaukee, WI, USA",43.0389025,-87.9064736,Keyphrase,Artisan Partners Asset Management,,us_sec_company,cbccd3e70bf910eb9376cff6f3d07820,us_sec_company__cbccd3e70bf910eb9376cff6f3d07820
arts-way manufacturing,c6e3fb7b5bc41112ec7b7218ca5196a8,Art's-Way Manufacturing Co.,Other,"Armstrong, IA, USA",43.3960697,-94.4783082,Wells,Art's-Way Manufacturing Co.,,us_sec_company,15a2b1d89a27fbb92e55718b7710183e,us_sec_company__15a2b1d89a27fbb92e55718b7710183e
asa gold and precious metals,cb31287b270bd993279f89a4daa7b2c5,ASA Gold and Precious Metals Limited,Other,"San Mateo, CA, USA",37.5629917,-122.3255254,Consulates,ASA Gold and Precious Metals Limited,,us_sec_company,b663f516e1eff146adcec40d2b5b977e,us_sec_company__b663f516e1eff146adcec40d2b5b977e
asbury automotive group,0dfe20d6ac9a9bf218cc2d6f883dd120,Asbury Automotive Group,Other,"Duluth, GA, USA",34.0028786,-84.1446376,Organization,Asbury Automotive Group,,us_sec_company,64aa13ae35801904f2f1977dc4ad0a18,us_sec_company__64aa13ae35801904f2f1977dc4ad0a18
ascendis pharma a/s,db7a9ce2242b0a2d06d2ac68fb2a9feb,Ascendis Pharma A/S,Other,"Hellerup, Capital Region Of Denmark, Denmark",55.736654,12.569196,News,Ascendis Pharma A/S,,us_sec_company,efa815fa392df50da6ff3d51292ca90e,us_sec_company__efa815fa392df50da6ff3d51292ca90e
ascension health,db9a31ac0ce81817fb5684b4094bd8c4,Ascension,Tier 2,"St. Louis, MO, USA",38.6270025,-90.1994042,Legislator,Ascension,,us_sec_company,8724bc49bb7aff51f680ef61ae866e3e,us_sec_company__8724bc49bb7aff51f680ef61ae866e3e
ase technology holding co,c15f9d789b3fbe56e871e56284ae007e,"ASE Technology Holding Co.,",Other,"Kaohsiung, Taiwan",22.6272784,120.3014353,Person,"ASE Technology Holding Co.,",,us_sec_company,758f0fb8ebe88fa3ee5f6e84d129fcde,us_sec_company__758f0fb8ebe88fa3ee5f6e84d129fcde
asgn,b34920a174301c0b435f46ea9ee6b61b,ASGN Incorporated,Other,"Calabasas, CA, USA",34.1367208,-118.6614809,News,ASGN Incorporated,,us_sec_company,b253f81273326c5ec126fd0a14797991,us_sec_company__b253f81273326c5ec126fd0a14797991
ashford,c2623aefe91571b029ea2dd317f22172,Ashford,Other,"Dallas, TX, USA",32.7766642,-96.7969879,ForeignMinister,Ashford,,us_sec_company,a1fd66b4aab5516835135a6102f3d225,us_sec_company__a1fd66b4aab5516835135a6102f3d225
ashford hospitality trust,742da8e4ab44cbc727b1a8ead645ad89,Ashford Hospitality Trust,Other,"Dallas, TX, USA",32.7766642,-96.7969879,Legislator,Ashford Hospitality Trust,,us_sec_company,f6131867a48b92820dfc36e94d15ad06,us_sec_company__f6131867a48b92820dfc36e94d15ad06
ashland global holdings,b0a5cb7fcb0851acd49bcd0d1ad2bdd7,Ashland Global Holdings,Other,"Covington, KY, USA",39.0836712,-84.5085536,ForeignMinistry,Ashland Global Holdings,,us_sec_company,a708e694fd34ad55089a50800f97f910,us_sec_company__a708e694fd34ad55089a50800f97f910
