keyword,caption_name,location,topic_id,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
starlink-2335,Starlink-2335 communications satellite,a700,188261,,space,Starlink-2335 communications satellite,,dgm_space,74c07ea399c6d8e5dc816e009c2a7f59,dgm_space__634882faa598b13bf892c05a79171183
starlink-2336,Starlink-2336 communications satellite,a700,188261,,Consulates,Starlink-2336 communications satellite,,dgm_space,b65dc4eba2d64648190583ca2ef72a76,dgm_space__b99cc5f0c02538a81ad699e4126938c1
starlink-2337,Starlink-2337 communications satellite,a700,188261,,ForeignMinister,Starlink-2337 communications satellite,,dgm_space,8d5851db1e28917bca297865acac3403,dgm_space__07a2cca52409b6901581e35692721b1d
starlink-2338,Starlink-2338 communications satellite,a700,188261,,AAEntity,Starlink-2338 communications satellite,,dgm_space,0f58a46b08d3ddd6ef54e08a676fbd3d,dgm_space__6001957e6a78c832ff9ed3d11409c4a5
starlink-2339,Starlink-2339 communications satellite,a700,188261,,AAEntity,Starlink-2339 communications satellite,,dgm_space,02315be270f28ee92a0e0e004fe6c773,dgm_space__190bc6ae959f593a826e6fbad7e2d9c5
starlink-2340,Starlink-2340 communications satellite,a700,188261,,ForeignMinister,Starlink-2340 communications satellite,,dgm_space,20eda24e99d4a0288d0af170379039b8,dgm_space__22d66ee48ca2b2370b09b43c11bc805c
starlink-2341,Starlink-2341 communications satellite,a700,188261,,Media,Starlink-2341 communications satellite,,dgm_space,3a399c0d0a756f20e962ae529bd1cd59,dgm_space__349dbc6676fb4cf7b79df69e5aa836f3
starlink-2342,Starlink-2342 communications satellite,a700,188261,,IndustryTerm,Starlink-2342 communications satellite,,dgm_space,15d798c8c9e20cf8519ed5bf2ca252f2,dgm_space__6e371676f7eff468a208e1d680aceea0
starlink-2343,Starlink-2343 communications satellite,a700,188261,,Shipping,Starlink-2343 communications satellite,,dgm_space,32da09904e431e16f719cd81a4c9641f,dgm_space__2332b9b00c3ca09670146dd997785d0b
starlink-2344,Starlink-2344 communications satellite,a700,188261,,FTO,Starlink-2344 communications satellite,,dgm_space,b622b8e63e7ca594481c171b4e2f296b,dgm_space__aaaad4d6302c73aebc005b0dbcc050da
starlink-2345,Starlink-2345 communications satellite,a700,188261,,ForeignMinistry,Starlink-2345 communications satellite,,dgm_space,73aeb718d98f901c6061444210d7ab27,dgm_space__d2105c9581925ff54722fbd058ecff10
starlink-2346,Starlink-2346 communications satellite,a700,188261,,Organization,Starlink-2346 communications satellite,,dgm_space,9fad3a3a5a0243b445dc1344bf1234e6,dgm_space__1cf99eb71d5ac1ce7b2f0b14e131fce1
starlink-2347,Starlink-2347 communications satellite,a700,188261,,Consulates,Starlink-2347 communications satellite,,dgm_space,35f4f0f8d2f9fe38ef0a1dc965cb1a32,dgm_space__aec7adc9f0a9433496f70b332004ccbd
starlink-2348,Starlink-2348 communications satellite,a700,188261,,ForeignMinister,Starlink-2348 communications satellite,,dgm_space,98d87db37ed152eada83f3d0aab33403,dgm_space__5d8c4e8fbba7293834a850d42d29b1db
starlink-2349,Starlink-2349 communications satellite,a700,188261,,Legislator,Starlink-2349 communications satellite,,dgm_space,86f6c53c36e903bc8fee5701d4085dea,dgm_space__b8626a3ee059b464b34196b243e37f4f
starlink-2350,Starlink-2350 communications satellite,a700,188261,,AAEntity,Starlink-2350 communications satellite,,dgm_space,7c496dbbf9f25b725601d5183c06cbda,dgm_space__c2a22ec80b031ab0f7fbd26919c0dbd9
starlink-2351,Starlink-2351 communications satellite,a700,188261,,Legislator,Starlink-2351 communications satellite,,dgm_space,5e8fec89b585bb23a6566681fba33cf9,dgm_space__9c466eab414c6ebbc1ffdc8b0d348f20
starlink-2352,Starlink-2352 communications satellite,a700,188261,,Exec,Starlink-2352 communications satellite,,dgm_space,e3685040e8dfd24234253b39728fc82d,dgm_space__eb964719c9f90be528af63e8a3dba7ba
starlink-2353,Starlink-2353 communications satellite,a700,188261,,Wells,Starlink-2353 communications satellite,,dgm_space,3667ecc084e207abea9e63330be095db,dgm_space__84766619b0beb46a1316123611e0a906
starlink-2354,Starlink-2354 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2354 communications satellite,,dgm_space,cf28f67250ef5e3f62ca4e9488098ce9,dgm_space__8100eeec04eec9ec5993c1ae4a3562d2
starlink-2355,Starlink-2355 communications satellite,a700,188261,,ForeignMinister,Starlink-2355 communications satellite,,dgm_space,ac909c923efc494476b7393466375a81,dgm_space__d0a919535ac6fcb5567d79f4ce449bf8
starlink-2356,Starlink-2356 communications satellite,a700,188261,,IndustryTerm,Starlink-2356 communications satellite,,dgm_space,959068d7bcd77d992693d50bdbdf4d83,dgm_space__10d3d7114b7eaa9a21cb660a022f0562
starlink-2357,Starlink-2357 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2357 communications satellite,,dgm_space,57dba9150fd498e3cfdfe852b28220c2,dgm_space__363f26ed14d00228ffd26069e114e7a6
starlink-2358,Starlink-2358 communications satellite,a700,188261,,Diplomat,Starlink-2358 communications satellite,,dgm_space,8bc63777bdd897dd56170e997e0e7bad,dgm_space__1e6a49f0fd661e8fe4501e7627050028
starlink-2359,Starlink-2359 communications satellite,a700,188261,,Refinery,Starlink-2359 communications satellite,,dgm_space,ecaac8f9b2cd43555647404ff8a759ff,dgm_space__dfd5d07f9ee2502ba1923668648fe391
starlink-2360,Starlink-2360 communications satellite,a700,188261,,Pipeline,Starlink-2360 communications satellite,,dgm_space,e2059c6ca5c76859567c6bf39f17da55,dgm_space__fcd1df9e878844965d0820d63f94ed14
starlink-2361,Starlink-2361 communications satellite,a700,188261,,Diplomat,Starlink-2361 communications satellite,,dgm_space,8b63a161462df5868007ff549ba40f2b,dgm_space__52067b1a55492908eeda2f0d6db305db
starlink-2362,Starlink-2362 communications satellite,a700,188261,,Exec,Starlink-2362 communications satellite,,dgm_space,fb828005cd9ba0c8217f1b6f9f76cfd0,dgm_space__9f8e677cea73e92555ca0792292df24c
starlink-2363,Starlink-2363 communications satellite,a700,188261,,Wells,Starlink-2363 communications satellite,,dgm_space,5c45a1724f13cfc2f7e54117803c4057,dgm_space__f31aa2259f826ede27e3e301fd1a6393
starlink-2364,Starlink-2364 communications satellite,a700,188261,,AAEntity,Starlink-2364 communications satellite,,dgm_space,f84b3f35e692945e9e2650c07d1e6655,dgm_space__1350add5b82e0811a3d6752b345cd32d
starlink-2365,Starlink-2365 communications satellite,a700,188261,,Shipping,Starlink-2365 communications satellite,,dgm_space,6f6304c7236c2050aa74c91a400dbbb6,dgm_space__fc542110d4969e8ce5118d01a4dee208
starlink-2366,Starlink-2366 communications satellite,a700,188261,,ForeignMinistry,Starlink-2366 communications satellite,,dgm_space,c0fee4bbf30df9d1e25c67fb3eb08979,dgm_space__b614dcac2f1b9c12f821c1c529480311
starlink-2367,Starlink-2367 communications satellite,a700,188261,,Consulates,Starlink-2367 communications satellite,,dgm_space,47e2b6913dc067e7727cac77d207b319,dgm_space__25846dbb86b2021c7eb7c1ac5ba40369
starlink-2368,Starlink-2368 communications satellite,a700,188261,,Legislator,Starlink-2368 communications satellite,,dgm_space,e46d490e61da421c75991b20bd434be9,dgm_space__7079e447418a4097d713cb4c3d3d233c
starlink-2369,Starlink-2369 communications satellite,a700,188261,,Consulates,Starlink-2369 communications satellite,,dgm_space,3b2c5b4705d2828515d6d86aaa816eeb,dgm_space__ff721e4c9ce4404c5230cc5fa000a048
starlink-2370,Starlink-2370 communications satellite,a700,188261,,Organization,Starlink-2370 communications satellite,,dgm_space,48c0d5a92fd8dffd6693a16afc85190b,dgm_space__4f158dd50d22bede7760fc233dc237b8
starlink-2371,Starlink-2371 communications satellite,a700,188261,,Organization,Starlink-2371 communications satellite,,dgm_space,b6d4244a5d1e66cb3e929a9ec78cd595,dgm_space__db4406574d776ba1a5141468e9c78a68
starlink-2372,Starlink-2372 communications satellite,a700,188261,,Pipeline,Starlink-2372 communications satellite,,dgm_space,50ead94bc04eaf2eb70409197c4964a0,dgm_space__2f4e9373f89c5755d47a00412037299a
starlink-2373,Starlink-2373 communications satellite,a700,188261,,Refinery,Starlink-2373 communications satellite,,dgm_space,e29fc9780d309d877721913de8793554,dgm_space__9cd02159f358947fcfe78132a1e242ad
starlink-2374,Starlink-2374 communications satellite,a700,188261,,CompanyKeyword,Starlink-2374 communications satellite,,dgm_space,0a86d90bb0d2974598893b6055345497,dgm_space__7da0433217f743361696fd33f4fccf65
starlink-2375,Starlink-2375 communications satellite,a700,188261,,FTO,Starlink-2375 communications satellite,,dgm_space,adb7015bddd9056111886e20156ed105,dgm_space__188389318fc1ad0207e79018f4e86b2b
starlink-2376,Starlink-2376 communications satellite,a700,188261,,IndustryTerm,Starlink-2376 communications satellite,,dgm_space,ef65ec7114a2ac5c30696e77e33fd875,dgm_space__a4ba771870afbcde47b7ed9039dd9bda
starlink-2377,Starlink-2377 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2377 communications satellite,,dgm_space,a9ca9abee8e7c6f66cbd59321f75503a,dgm_space__f50b3838f5cf9ecf0d9980ba200c826f
starlink-2378,Starlink-2378 communications satellite,a700,188261,,DiplomaticFacilities,Starlink-2378 communications satellite,,dgm_space,d30deb1ae35a6e1bbc6f50a4bd839a9e,dgm_space__839367477ba8d3e9d8865598b9b86f02
starlink-2379,Starlink-2379 communications satellite,a700,188261,,ForeignMinister,Starlink-2379 communications satellite,,dgm_space,994a82c336adc8a3a6e8df3a18c6a734,dgm_space__e680c90df6ecafeb0cdf32c492d60055
starlink-2380,Starlink-2380 communications satellite,a700,188261,,Wells,Starlink-2380 communications satellite,,dgm_space,03b8306b8b4a2928c67b0eeb0bf5bf88,dgm_space__070ce055ea3ed0cf852d548915bc995f
starlink-2381,Starlink-2381 communications satellite,a700,188261,,Pipeline,Starlink-2381 communications satellite,,dgm_space,b36c8c631faf3da7e9e26f696f41fdb4,dgm_space__3ed8302ee43c165090d400dcf8ec1bd1
starlink-2382,Starlink-2382 communications satellite,a700,188261,,Legislator,Starlink-2382 communications satellite,,dgm_space,b2d818ef745bb8dac7aba600c8737dd3,dgm_space__0c8fb5adad7657ad0a3ca0b3d094dde0
starlink-2383,Starlink-2383 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2383 communications satellite,,dgm_space,03085cecd97452c6a65a0e789fee662f,dgm_space__59718429195c36f340ccb99508f3a26a
starlink-2384,Starlink-2384 communications satellite,a700,188261,,Media,Starlink-2384 communications satellite,,dgm_space,fa867fa6606c58b522b51d6fcc2d6389,dgm_space__acd10cbaf35d1c4a2ac6a7872527a303
starlink-2385,Starlink-2385 communications satellite,a700,188261,,Wells,Starlink-2385 communications satellite,,dgm_space,a055822eb4d9528a9300fc8e73f4dec2,dgm_space__32f4c8600c00b3ef0d925abb5efb4540
starlink-2386,Starlink-2386 communications satellite,a700,188261,,AAEntity,Starlink-2386 communications satellite,,dgm_space,c6bc04f922cbe74de21170a3339ff2dc,dgm_space__4d43696af4079c6b9ccd94b15e4bebb6
starlink-2387,Starlink-2387 communications satellite,a700,188261,,Organization,Starlink-2387 communications satellite,,dgm_space,965c521e0f9e265173d0047a58a4c4b5,dgm_space__eedc885d9d44dcdceb3fdab33aac1841
starlink-2388,Starlink-2388 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2388 communications satellite,,dgm_space,c742fef29e944c87c493655c8e486c78,dgm_space__c99cb32b6f4daa4c891b23f2163c201d
starlink-2389,Starlink-2389 communications satellite,a700,188261,,Wells,Starlink-2389 communications satellite,,dgm_space,13bd013499441e1933a1b847d7d6b78d,dgm_space__567924d31caf8b6356e094a4279fce3a
starlink-2390,Starlink-2390 communications satellite,a700,188261,,IndustryTerm,Starlink-2390 communications satellite,,dgm_space,a5e59f0d8bdca7c47de90edeaf866389,dgm_space__88c3ba4476cf2d2ccee78b3963733f91
starlink-2391,Starlink-2391 communications satellite,a700,188261,,Shipping,Starlink-2391 communications satellite,,dgm_space,9278039073a2b23572df217358a1040e,dgm_space__f14ff6ae36cac3a5249153bc3d33f7e1
starlink-2392,Starlink-2392 communications satellite,a700,188261,,space,Starlink-2392 communications satellite,,dgm_space,f5d45bb7553d9539dd2afac89f247265,dgm_space__78e285cb195fac7913bb98a9623cd2c4
starlink-2393,Starlink-2393 communications satellite,a700,188261,,Organization,Starlink-2393 communications satellite,,dgm_space,3dfd1723b82525933c7b0bdf717c217d,dgm_space__3209be65b86482a6d57be60ab92c5603
starlink-2394,Starlink-2394 communications satellite,a700,188261,,Legislator,Starlink-2394 communications satellite,,dgm_space,ee83e0b05237015eb0b8b2a3fc44832c,dgm_space__37ec043e44a797477fc498d249494969
starlink-2395,Starlink-2395 communications satellite,a700,188261,,Keyphrase,Starlink-2395 communications satellite,,dgm_space,e432843e00ebd727ee4623d4fe0ab96e,dgm_space__7ea88d210a2897d3c22453df650a3cfb
starlink-2396,Starlink-2396 communications satellite,a700,188261,,AAEntity,Starlink-2396 communications satellite,,dgm_space,d16e2471fb5658eb9859919e2f9dc6ca,dgm_space__eeed9e5c30fa9f05c72dc2dc93ec7b4a
starlink-2397,Starlink-2397 communications satellite,a700,188261,,Diplomat,Starlink-2397 communications satellite,,dgm_space,ec6ca2d66986717807b755fee818b867,dgm_space__75aca7d797dacb4aad2708b5c5a2097f
starlink-2398,Starlink-2398 communications satellite,a700,188261,,DiplomaticFacilities,Starlink-2398 communications satellite,,dgm_space,98cdf5ccaf8711160f61a211ca83f83c,dgm_space__4876b98f1f7ed3dc6b634c4225cab08a
starlink-2399,Starlink-2399 communications satellite,a700,188261,,Media,Starlink-2399 communications satellite,,dgm_space,5530af66991e5dc9aa22c5abfeaecdbc,dgm_space__52140e53afa77241da49594efb178d8f
starlink-24,Starlink-24 communications satellite,a700,188261,,ForeignMinister,Starlink-24 communications satellite,,dgm_space,917329d7d11edad0982ec3ac2c6280c6,dgm_space__1f8caeb79b230bcf21a856aa034375c3
starlink-2400,Starlink-2400 communications satellite,a700,188261,,Organization,Starlink-2400 communications satellite,,dgm_space,3539a65ed16b73f133c1c844422be134,dgm_space__1f2ecddeef5a85b4caa3d467ee8fcc60
starlink-2401,Starlink-2401 communications satellite,a700,188261,,ForeignMinister,Starlink-2401 communications satellite,,dgm_space,752d610f50f6737f1a290ad3d5bdc09f,dgm_space__ec7be96a99419b96fc20e847935fbc50
starlink-2402,Starlink-2402 communications satellite,a700,188261,,Consulates,Starlink-2402 communications satellite,,dgm_space,3567ac7b77f2605bc0d8bb923cc8127f,dgm_space__01f917ae562b8e9408dc9f4ab844635a
starlink-2403,Starlink-2403 communications satellite,a700,188261,,Refinery,Starlink-2403 communications satellite,,dgm_space,4511fb79b5550f2288f6f0e680e2ec55,dgm_space__a3f31eabbac4026fc417aa92c3720c64
starlink-2404,Starlink-2404 communications satellite,a700,188261,,DiplomaticFacilities,Starlink-2404 communications satellite,,dgm_space,6e7cb60a47293878ec0b2b7ac6d5a8ea,dgm_space__216921f6ba4ca667feb038cef56c07b3
starlink-2405,Starlink-2405 communications satellite,a700,188261,,Media,Starlink-2405 communications satellite,,dgm_space,4a4c01fd841c0d0f79d5464462aa896a,dgm_space__9324b1e1e3e004a3068d27206831db85
starlink-2406,Starlink-2406 communications satellite,a700,188261,,FTO,Starlink-2406 communications satellite,,dgm_space,f1f3cc8ef87ad5ba4f13317482a2f124,dgm_space__d0c24376b78302f73e8e13b21f503eca
starlink-2407,Starlink-2407 communications satellite,a700,188261,,Person,Starlink-2407 communications satellite,,dgm_space,682977898ca41999d22b3eda9988c4f8,dgm_space__30fd45e73dda96d281b96ae604aaca6c
starlink-2408,Starlink-2408 communications satellite,a700,188261,,space,Starlink-2408 communications satellite,,dgm_space,1588a17837917e729e900e6ceab94396,dgm_space__3a82e4e7cc828c5cd295ef1dcb043abe
starlink-2409,Starlink-2409 communications satellite,a700,188261,,CompanyKeyword,Starlink-2409 communications satellite,,dgm_space,76a9425c060d292b143b32c2aeb87a70,dgm_space__9daf9dab5230ecbe1d8a4c9ae04fca11
starlink-2410,Starlink-2410 communications satellite,a700,188261,,space,Starlink-2410 communications satellite,,dgm_space,3096664caa7e74edb903200f91a49dc0,dgm_space__6f7f7505ba7d8ec8a1624b61c5238bc3
starlink-2411,Starlink-2411 communications satellite,a700,188261,,Person,Starlink-2411 communications satellite,,dgm_space,a978d4ec5429ffe9fc71f25f76ddb91a,dgm_space__d248eda44eefd55da674a11c8061e99c
starlink-2412,Starlink-2412 communications satellite,a700,188261,,News,Starlink-2412 communications satellite,,dgm_space,ddd851c979ee5f7fe397bbdaf9b2a007,dgm_space__80a63e5148ce0b163485c72cc32a396d
starlink-2413,Starlink-2413 communications satellite,a700,188261,,Person,Starlink-2413 communications satellite,,dgm_space,ff6f5a1e7a18a0c0d5e14425eda331ed,dgm_space__f20a37bc4323e8f1eaf4b0a939873207
starlink-2414,Starlink-2414 communications satellite,a700,188261,,AAEntity,Starlink-2414 communications satellite,,dgm_space,b2c2f80a9015c3aaf727c41b3f276351,dgm_space__acf2fdf22b43004efe26199a972b3a99
starlink-2415,Starlink-2415 communications satellite,a700,188261,,Wells,Starlink-2415 communications satellite,,dgm_space,7bd0dc02f17b7ab59d812b2bc9e79c89,dgm_space__85adf33c6db53a71ea649e3bcd192b9d
starlink-2416,Starlink-2416 communications satellite,a700,188261,,Legislator,Starlink-2416 communications satellite,,dgm_space,b874057a648142b66c49c3811eacf559,dgm_space__53213fc682ef0d83a8e7b528a8b79c3a
starlink-2417,Starlink-2417 communications satellite,a700,188261,,Diplomat,Starlink-2417 communications satellite,,dgm_space,23bc7d5e31485656dff4e21a13a0102b,dgm_space__b251310fd3acebe28ec1ac59f7d34fcf
starlink-2418,Starlink-2418 communications satellite,a700,188261,,Diplomat,Starlink-2418 communications satellite,,dgm_space,68f682aabbc7bd2f3c2479a7877c000e,dgm_space__d43ca518ac7b1c24bf7759ea23f750c7
starlink-2419,Starlink-2419 communications satellite,a700,188261,,Shipping,Starlink-2419 communications satellite,,dgm_space,16efc80eb5754bc1275030015ef07dcf,dgm_space__5c91024b28b4511bb0ae910be4c3c349
starlink-2420,Starlink-2420 communications satellite,a700,188261,,space,Starlink-2420 communications satellite,,dgm_space,ff82610702568198ace21d1660be67bf,dgm_space__ad6fbea96a242455cf6358eaec6f4e3e
starlink-2421,Starlink-2421 communications satellite,a700,188261,,Organization,Starlink-2421 communications satellite,,dgm_space,d406da5570d4474e0c8878e4f46cf76b,dgm_space__cea754c2eb17dbb935b2e51a1888e65e
starlink-2422,Starlink-2422 communications satellite,a700,188261,,ForeignMinister,Starlink-2422 communications satellite,,dgm_space,6332f84a2743ebb927ca858954b9a930,dgm_space__14f8fdc7fb5e5239507499a8d87441f2
starlink-2423,Starlink-2423 communications satellite,a700,188261,,Consulates,Starlink-2423 communications satellite,,dgm_space,fb7b3f0f4ac96a97e0547e038875c6e5,dgm_space__641052b25a3b86fd4752297fc9f101b6
starlink-2424,Starlink-2424 communications satellite,a700,188261,,News,Starlink-2424 communications satellite,,dgm_space,47fb66f86efb05148d1415cb23bb125d,dgm_space__9b03a40fe0be6a2a437422efc89a5fd0
starlink-2425,Starlink-2425 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2425 communications satellite,,dgm_space,4de03d2ef18cc4f5aa80dbf4da88cd8f,dgm_space__45552684616c8ae3ed15a3dc8480b4a0
starlink-2426,Starlink-2426 communications satellite,a700,188261,,AAEntity,Starlink-2426 communications satellite,,dgm_space,8d56730af5e99d773788a3de20c7d8d5,dgm_space__1d8ee760ac958232fcfedecaf987d526
starlink-2427,Starlink-2427 communications satellite,a700,188261,,AAEntity,Starlink-2427 communications satellite,,dgm_space,6667367c7850630c461b9d07b1b37796,dgm_space__e0dbeb01efe90d92e2ca5caa21e97572
starlink-2428,Starlink-2428 communications satellite,a700,188261,,Person,Starlink-2428 communications satellite,,dgm_space,00d30da52656441517532bed95122205,dgm_space__a71f9cc09cd2410ef4da7e7825db8613
starlink-2429,Starlink-2429 communications satellite,a700,188261,,ForeignMinistry,Starlink-2429 communications satellite,,dgm_space,95d1829fda9afe9cd9dfed902e1b6f07,dgm_space__3bccd271e0ec6bb2f86f86f447a1758d
starlink-2430,Starlink-2430 communications satellite,a700,188261,,Legislator,Starlink-2430 communications satellite,,dgm_space,a98ccb5a4ef827711a4e49602050b4c2,dgm_space__8173ccde34847addc93b29211c06091f
starlink-2431,Starlink-2431 communications satellite,a700,188261,,ForeignMinister,Starlink-2431 communications satellite,,dgm_space,40a9fb9f6fca523c6399c95f6f297088,dgm_space__03a049538175113d65b01f3ca36f53d8
starlink-2432,Starlink-2432 communications satellite,a700,188261,,Refinery,Starlink-2432 communications satellite,,dgm_space,9ffeb91062758cd7982ac16c46316313,dgm_space__eb18a9403e0845cf139596289f3ef963
starlink-2433,Starlink-2433 communications satellite,a700,188261,,Pipeline,Starlink-2433 communications satellite,,dgm_space,71cba11da4017f012362eb2c2f519a7b,dgm_space__699082d105e149b6e7617a50477f8e42
starlink-2434,Starlink-2434 communications satellite,a700,188261,,Exec,Starlink-2434 communications satellite,,dgm_space,e9a170d7f76bdd2c31da07e9e32e530d,dgm_space__be7eacb61091f6d831092c6e7e00a586
starlink-2435,Starlink-2435 communications satellite,a700,188261,,DiplomaticFacilities,Starlink-2435 communications satellite,,dgm_space,6ffb277319d87669aad3497f7ef95642,dgm_space__e499f40f93e59f7e63d1b7cb067980b3
starlink-2436,Starlink-2436 communications satellite,a700,188261,,Diplomat,Starlink-2436 communications satellite,,dgm_space,51d1c8c509b92133bde9393d05e84c9c,dgm_space__ba49024917e4580b308773b530060c0a
starlink-2437,Starlink-2437 communications satellite,a700,188261,,Consulates,Starlink-2437 communications satellite,,dgm_space,13d65305c3a601be15dcf2d58e38d78f,dgm_space__fde6a0808263cf0c18aea98701fb65e2
starlink-2438,Starlink-2438 communications satellite,a700,188261,,Wells,Starlink-2438 communications satellite,,dgm_space,998fd99686291f861769803dfb3be7a1,dgm_space__df9766b80aee23c9bac0ea2e0f4985ec
starlink-2439,Starlink-2439 communications satellite,a700,188261,,Legislator,Starlink-2439 communications satellite,,dgm_space,128655c63b35dbdfea57488321791d68,dgm_space__53d64e29acf6418ec34db9c7770afe3f
starlink-2440,Starlink-2440 communications satellite,a700,188261,,space,Starlink-2440 communications satellite,,dgm_space,89640f80c66a638e60d2b9e2634c4726,dgm_space__0fb3e214ee2d5c6fc6f7928a84ba4e94
starlink-2441,Starlink-2441 communications satellite,a700,188261,,Media,Starlink-2441 communications satellite,,dgm_space,a9461cd3751c496fb18e5d08c732dd5a,dgm_space__631b15fc97b1f62b00cbeb3ec70c8411
starlink-2442,Starlink-2442 communications satellite,a700,188261,,Media,Starlink-2442 communications satellite,,dgm_space,0da4c8cf64f6e6f2ea0c40e23c00a741,dgm_space__84e562c20fbe8318edabbd08c289107a
starlink-2443,Starlink-2443 communications satellite,a700,188261,,AAEntity,Starlink-2443 communications satellite,,dgm_space,d80261c4789f999182873960e718c639,dgm_space__ac74a44c6550e9e95a33d961e0234b52
starlink-2444,Starlink-2444 communications satellite,a700,188261,,ForeignMinister,Starlink-2444 communications satellite,,dgm_space,36404684c52a2826aa6a7715a75a4328,dgm_space__9e8432417ce727ae1a4a27d906b44fca
starlink-2445,Starlink-2445 communications satellite,a700,188261,,space,Starlink-2445 communications satellite,,dgm_space,53c1d78e0d6e5e745d7b4a14159e856d,dgm_space__a21768239f7ce0364ae29fca5e21e135
starlink-2446,Starlink-2446 communications satellite,a700,188261,,Organization,Starlink-2446 communications satellite,,dgm_space,ca9e44cfff66cf30347f25cbf3bf67b2,dgm_space__62ae06129050e5017dfb58f37e64b1ec
starlink-2447,Starlink-2447 communications satellite,a700,188261,,AAEntity,Starlink-2447 communications satellite,,dgm_space,5ec35c6cf198cfcbafe3a514969a5b63,dgm_space__0f223801b84858ac93392745fb63e9db
starlink-2448,Starlink-2448 communications satellite,a700,188261,,Consulates,Starlink-2448 communications satellite,,dgm_space,3c837de5ef29209f195ef139eaca8f4a,dgm_space__ec34b7a795c51f7370fdc69f9d91de94
starlink-2449,Starlink-2449 communications satellite,a700,188261,,IndustryTerm,Starlink-2449 communications satellite,,dgm_space,302dea9e3f2730e863bd2a1e783109a2,dgm_space__4c70282c8b297408b7971bea2e44920d
starlink-2450,Starlink-2450 communications satellite,a700,188261,,Exec,Starlink-2450 communications satellite,,dgm_space,bf95fc5adb5a7584fb37de24509491b5,dgm_space__96dc6bd337b5e80aabd562da6382d8c2
starlink-2451,Starlink-2451 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2451 communications satellite,,dgm_space,beb9b2381fdcd7a929ae35a6b9bc2187,dgm_space__044dd643daf871a6158c55bfae45d568
starlink-2452,Starlink-2452 communications satellite,a700,188261,,Wells,Starlink-2452 communications satellite,,dgm_space,c99384ac609e3ff73374dd39d830835c,dgm_space__52d901cc560c58139f52ebb87537f81f
starlink-2453,Starlink-2453 communications satellite,a700,188261,,Exec,Starlink-2453 communications satellite,,dgm_space,ecc8f10988df45e8111721b6bf3e4d84,dgm_space__3b7833e64ec9aff0c121a9b123422b4e
starlink-2454,Starlink-2454 communications satellite,a700,188261,,Exec,Starlink-2454 communications satellite,,dgm_space,0b2790196f70bfa2f74e44f963c84690,dgm_space__c3e95c09e15d4dc01a788013cd6573bd
starlink-2455,Starlink-2455 communications satellite,a700,188261,,News,Starlink-2455 communications satellite,,dgm_space,7a32f330fc9dfaac178967b9ef880609,dgm_space__448ab94f5ab29374da8e779d8a152dd6
starlink-2456,Starlink-2456 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2456 communications satellite,,dgm_space,8f3b9ce8058b35841ef77db5c52b7c22,dgm_space__677a01e9a5c1d8d577d7e804c2d5c126
starlink-2457,Starlink-2457 communications satellite,a700,188261,,Refinery,Starlink-2457 communications satellite,,dgm_space,56883d9d66a781c17712e37faa0b5823,dgm_space__b8688690781db0a016c1438295474e73
starlink-2458,Starlink-2458 communications satellite,a700,188261,,Diplomat,Starlink-2458 communications satellite,,dgm_space,d8ad1bda4d2b8da81eabc830fe0df490,dgm_space__fc12a2f4bc2c3a1c564f480fa1845492
starlink-2459,Starlink-2459 communications satellite,a700,188261,,Refinery,Starlink-2459 communications satellite,,dgm_space,6cda23d737ecacc6ed8b4a16ab086a37,dgm_space__d08827b1d04bd5114592035a5f6f97a1
starlink-2460,Starlink-2460 communications satellite,a700,188261,,News,Starlink-2460 communications satellite,,dgm_space,165926a60eb8337e1873cfd1795a0ce3,dgm_space__957831f97cb4357aef2a41193e2a05e6
starlink-2462,Starlink-2462 communications satellite,a700,188261,,Media,Starlink-2462 communications satellite,,dgm_space,5225a3a9c5634cc91258883fa9a27739,dgm_space__9b6a99e0cbbd433f40a315ce547a0981
starlink-2463,Starlink-2463 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2463 communications satellite,,dgm_space,0581905b04f878a1fd68fdf7cf05867c,dgm_space__8c09987fdf9a2953d54e23bda133cd97
starlink-2464,Starlink-2464 communications satellite,a700,188261,,Media,Starlink-2464 communications satellite,,dgm_space,dc36b66e151b832ade3dc657d92ede99,dgm_space__c7ef48fed1babc59bb3a2342f6e17798
starlink-2465,Starlink-2465 communications satellite,a700,188261,,Pipeline,Starlink-2465 communications satellite,,dgm_space,4c52a653a5077ae6be13f059bad35a25,dgm_space__fbbffc759030492e3c6c39f9a4e6f296
starlink-2466,Starlink-2466 communications satellite,a700,188261,,LegislativeCommittee,Starlink-2466 communications satellite,,dgm_space,27b7c718aaa5dab26f346fdef81fca91,dgm_space__339008439e2266528ec3bf262ccb03b3
starlink-2467,Starlink-2467 communications satellite,a700,188261,,CompanyKeyword,Starlink-2467 communications satellite,,dgm_space,7e4ab59944d0f308086639a9b53d99f7,dgm_space__4dd8cd533ff191ec023b04305ebe4baa
