german_text,caption_text,location_tag,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
springpfuhl,"Springpfuhl Station, Berlin, Germany","S Springpfuhl, Berlin",Consulates,"Springpfuhl Station, Berlin, Germany",,s_u_bahnhof_locations,2bba69ca1c059502951e29d51783191d,s_u_bahnhof_locations__2bba69ca1c059502951e29d51783191d
steglitz,"Rathaus Steglitz Station, Berlin, Germany","U Rathaus Steglitz, Berlin",News,"Rathaus Steglitz Station, Berlin, Germany",,s_u_bahnhof_locations,22a552271153c01aa66f349dd6846753,s_u_bahnhof_locations__22a552271153c01aa66f349dd6846753
storkower straße,"Storkower Strasse Station, Berlin, Germany","S Storkower Strasse, Berlin",DiplomaticFacilities,"Storkower Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,01e3754d708b0cf15c07e86a85b2cf03,s_u_bahnhof_locations__01e3754d708b0cf15c07e86a85b2cf03
strausberg,"Strausberg Station, Berlin, Germany","S Strausberg, Berlin",Exec,"Strausberg Station, Berlin, Germany",,s_u_bahnhof_locations,13281dc8fccc63bbac6139874e9833b5,s_u_bahnhof_locations__13281dc8fccc63bbac6139874e9833b5
strausberg nord,"Strausberg Nord Station, Berlin, Germany","S Strausberg Nord, Berlin",Refinery,"Strausberg Nord Station, Berlin, Germany",,s_u_bahnhof_locations,f23bc8babafee0600ad9f62db65fd054,s_u_bahnhof_locations__f23bc8babafee0600ad9f62db65fd054
strausberg stadt,"Strausberg Stadt Station, Berlin, Germany","S Strausberg Stadt, Berlin",Shipping,"Strausberg Stadt Station, Berlin, Germany",,s_u_bahnhof_locations,33f6ccd592cb7bacbe515785c4273b31,s_u_bahnhof_locations__33f6ccd592cb7bacbe515785c4273b31
stresow,"Stresow Station, Berlin, Germany","S Stresow, Berlin",CompanyKeyword,"Stresow Station, Berlin, Germany",,s_u_bahnhof_locations,c9997a2db95495778e16ffb70f3aa914,s_u_bahnhof_locations__c9997a2db95495778e16ffb70f3aa914
südende,"Sudende Station, Berlin, Germany","S Sudende, Berlin",LegislativeCommittee,"Sudende Station, Berlin, Germany",,s_u_bahnhof_locations,565fe53498865a69f793f749ee15e7a4,s_u_bahnhof_locations__565fe53498865a69f793f749ee15e7a4
südkreuz,"Sudkreuz Station, Berlin, Germany","S Sudkreuz, Berlin",ForeignMinister,"Sudkreuz Station, Berlin, Germany",,s_u_bahnhof_locations,0691b0731c6ca0e52fb05eef74bda265,s_u_bahnhof_locations__0691b0731c6ca0e52fb05eef74bda265
sundgauer straße,"Sundgauer Strasse Station, Berlin, Germany","S Sundgauer Strasse, Berlin",Pipeline,"Sundgauer Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,52e49135d64b633541db315ab54f3a11,s_u_bahnhof_locations__52e49135d64b633541db315ab54f3a11
tegel,"Tegel Station, Berlin, Germany","S Tegel, Berlin",Person,"Tegel Station, Berlin, Germany",,s_u_bahnhof_locations,42588fcebef86cdf86be1dad1d766061,s_u_bahnhof_locations__42588fcebef86cdf86be1dad1d766061
teltow stadt,"Teltow Stadt Station, Berlin, Germany","S Teltow Stadt, Berlin",DiplomaticFacilities,"Teltow Stadt Station, Berlin, Germany",,s_u_bahnhof_locations,53048730436572b537767096ae0dcc7b,s_u_bahnhof_locations__53048730436572b537767096ae0dcc7b
tiergarten,"Tiergarten Station, Berlin, Germany","S Tiergarten, Berlin",IndustryTerm,"Tiergarten Station, Berlin, Germany",,s_u_bahnhof_locations,10f6a8a9db54a65336bc4c8f8e0e2b28,s_u_bahnhof_locations__10f6a8a9db54a65336bc4c8f8e0e2b28
treptower park,"Treptower Park Station, Berlin, Germany","S Treptower Park, Berlin",Media,"Treptower Park Station, Berlin, Germany",,s_u_bahnhof_locations,d1de10ca5563f7b24a0f7e45326b6221,s_u_bahnhof_locations__d1de10ca5563f7b24a0f7e45326b6221
waidmannslust,"Waidmannslust Station, Berlin, Germany","S Waidmannslust, Berlin",Consulates,"Waidmannslust Station, Berlin, Germany",,s_u_bahnhof_locations,137cfbce70e1c06572e5404db5011422,s_u_bahnhof_locations__137cfbce70e1c06572e5404db5011422
wannsee,"Wannsee Station, Berlin, Germany","S Wannsee, Berlin",Legislator,"Wannsee Station, Berlin, Germany",,s_u_bahnhof_locations,9fd95db0c8f1bdf21e487caf32af06fe,s_u_bahnhof_locations__9fd95db0c8f1bdf21e487caf32af06fe
wartenberg,"Wartenberg Station, Berlin, Germany","S Wartenberg, Berlin",DiplomaticFacilities,"Wartenberg Station, Berlin, Germany",,s_u_bahnhof_locations,7d35088e3f824f553049b5330b10f54e,s_u_bahnhof_locations__7d35088e3f824f553049b5330b10f54e
waßmannsdorf,"Wassmannsdorf Station, Berlin, Germany","S Wassmannsdorf, Berlin",space,"Wassmannsdorf Station, Berlin, Germany",,s_u_bahnhof_locations,7432beb6135ac204e8b0d58b918010d6,s_u_bahnhof_locations__7432beb6135ac204e8b0d58b918010d6
westend,"Westend Station, Berlin, Germany","S Westend, Berlin",Media,"Westend Station, Berlin, Germany",,s_u_bahnhof_locations,b8d3eeee9bda9988d371ac6fcfa23532,s_u_bahnhof_locations__b8d3eeee9bda9988d371ac6fcfa23532
westkreuz,"Westkreuz Station, Berlin, Germany","S Westkreuz, Berlin",DiplomaticFacilities,"Westkreuz Station, Berlin, Germany",,s_u_bahnhof_locations,4840e3fa1debec9b0bf1cf9ae99cd20f,s_u_bahnhof_locations__4840e3fa1debec9b0bf1cf9ae99cd20f
wildau,"Wildau Station, Berlin, Germany","S Wildau, Berlin",Legislator,"Wildau Station, Berlin, Germany",,s_u_bahnhof_locations,e79f211ed84423b4ca06b60ddb2a1782,s_u_bahnhof_locations__e79f211ed84423b4ca06b60ddb2a1782
wilhelmshagen,"Wilhelmshagen Station, Berlin, Germany","S Wilhelmshagen, Berlin",CompanyKeyword,"Wilhelmshagen Station, Berlin, Germany",,s_u_bahnhof_locations,6e3d1ebfd893d1e7fbd42f6e9a517d18,s_u_bahnhof_locations__6e3d1ebfd893d1e7fbd42f6e9a517d18
wilhelmsruh,"Wilhelmsruh Station, Berlin, Germany","S Wilhelmsruh, Berlin",IndustryTerm,"Wilhelmsruh Station, Berlin, Germany",,s_u_bahnhof_locations,071b45ef06c4d378e05248e2dc9c9374,s_u_bahnhof_locations__071b45ef06c4d378e05248e2dc9c9374
wollankstraße,"Wollankstrasse Station, Berlin, Germany","S Wollankstrasse, Berlin",Keyphrase,"Wollankstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,ef1b5f5cdaa4a815ff7abf833ff0d664,s_u_bahnhof_locations__ef1b5f5cdaa4a815ff7abf833ff0d664
wuhlheide,"Wuhlheide Station, Berlin, Germany","S Wuhlheide, Berlin",Exec,"Wuhlheide Station, Berlin, Germany",,s_u_bahnhof_locations,d7cc2805cdaeee01738311daf2e72571,s_u_bahnhof_locations__d7cc2805cdaeee01738311daf2e72571
zehlendorf,"Zehlendorf Station, Berlin, Germany","S Zehlendorf, Berlin",space,"Zehlendorf Station, Berlin, Germany",,s_u_bahnhof_locations,dbf4928f438ac015ba054d88fda9e827,s_u_bahnhof_locations__dbf4928f438ac015ba054d88fda9e827
zepernick,"Zepernick Station, Berlin, Germany","S Zepernick, Berlin",AAEntity,"Zepernick Station, Berlin, Germany",,s_u_bahnhof_locations,0ea3d4669add3d393e49b7297639f34a,s_u_bahnhof_locations__0ea3d4669add3d393e49b7297639f34a
zeuthen,"Zeuthen Station, Berlin, Germany","S Zeuthen, Berlin",News,"Zeuthen Station, Berlin, Germany",,s_u_bahnhof_locations,cd052a5322dedaee8bea8d3f7c66043a,s_u_bahnhof_locations__cd052a5322dedaee8bea8d3f7c66043a
