term,caption_name,Type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
@usambiraq,US Embassy in Iraq,,,US Embassy in Iraq,,entertainment_mentionee,0a4ead1b0b588e6cfbc7a4105e2ba3ee,entertainment_mentionee__0a4ead1b0b588e6cfbc7a4105e2ba3ee
@usembassyhaiti,US Embassy in Haiti,,,US Embassy in Haiti,,entertainment_mentionee,682db0fabef6d8924fe01171fa0dd810,entertainment_mentionee__682db0fabef6d8924fe01171fa0dd810
@usembassyguate,US Embassy in Guatemala,,,US Embassy in Guatemala,,entertainment_mentionee,dee3b36f312a39e79dcfe775fcd64cc3,entertainment_mentionee__dee3b36f312a39e79dcfe775fcd64cc3
@usembassyghana,US Embassy in Ghana,,,US Embassy in Ghana,,entertainment_mentionee,ae6327a9fdb22862d7ce9a01e6d95478,entertainment_mentionee__ae6327a9fdb22862d7ce9a01e6d95478
@usingeo,US Embassy in Georgia,,,US Embassy in Georgia,,entertainment_mentionee,761e5eb3f96010dd8dcd68fb5e32f50c,entertainment_mentionee__761e5eb3f96010dd8dcd68fb5e32f50c
@usembassyaddis,US Embassy in Ethiopia,,,US Embassy in Ethiopia,,entertainment_mentionee,b7dec5ede214fd2d93cdf6b255ea3abc,entertainment_mentionee__b7dec5ede214fd2d93cdf6b255ea3abc
@usembeswatini,US Embassy in Eswatini,,,US Embassy in Eswatini,,entertainment_mentionee,78e6caccadb2a49d7389e4329c63a3fd,entertainment_mentionee__78e6caccadb2a49d7389e4329c63a3fd
@stevensonsn,US Embassy in Equatorial Guinea,,,US Embassy in Equatorial Guinea,,entertainment_mentionee,37f5e6bdaf16145cd00ad4f787929205,entertainment_mentionee__37f5e6bdaf16145cd00ad4f787929205
@usembassycairo,US Embassy in Egypt,,,US Embassy in Egypt,,entertainment_mentionee,de4e8bfeda1eea196fa0f346fb9e4100,entertainment_mentionee__de4e8bfeda1eea196fa0f346fb9e4100
@usembassyec,US Embassy in Ecuador,,,US Embassy in Ecuador,,entertainment_mentionee,66df1e6b81fca445f8aab9014b21ae04,entertainment_mentionee__66df1e6b81fca445f8aab9014b21ae04
@us_emb_djibouti,US Embassy in Djibouti,,,US Embassy in Djibouti,,entertainment_mentionee,05d4fc3398468c960b0f16373ea9deda,entertainment_mentionee__05d4fc3398468c960b0f16373ea9deda
@usambcy,US Embassy in Cyprus,,,US Embassy in Cyprus,,entertainment_mentionee,f588ce2b9712f46e0c113e122e7ba970,entertainment_mentionee__f588ce2b9712f46e0c113e122e7ba970
@usembabidjan,US Embassy in Côte d'Ivoire,,,US Embassy in Côte d'Ivoire,,entertainment_mentionee,30abd26fdb1d8faf383bd66f72738465,entertainment_mentionee__30abd26fdb1d8faf383bd66f72738465
@usembassybogota,US Embassy in Colombia,,,US Embassy in Colombia,,entertainment_mentionee,65f97feeb86b4efb4e27152de60925d1,entertainment_mentionee__65f97feeb86b4efb4e27152de60925d1
@wpatrickmurphy,US Embassy in Cambodia,,,US Embassy in Cambodia,,entertainment_mentionee,ab7a21d4be5e6025f1110064bdffce72,entertainment_mentionee__ab7a21d4be5e6025f1110064bdffce72
@usembassypraia,US Embassy in Cabo Verde,,,US Embassy in Cabo Verde,,entertainment_mentionee,9d676eb312ac50b4a6ded49314d41081,entertainment_mentionee__9d676eb312ac50b4a6ded49314d41081
@us_emb_burundi,US Embassy in Burundi,,,US Embassy in Burundi,,entertainment_mentionee,9e5b3ce0b09a14ba631252198f3418ba,entertainment_mentionee__9e5b3ce0b09a14ba631252198f3418ba
@usembassyburma,US Embassy in Burma,,,US Embassy in Burma,,entertainment_mentionee,8edfc4f5163b24301203adc7622c4128,entertainment_mentionee__8edfc4f5163b24301203adc7622c4128
@usembassyouaga,US Embassy in Burkina Faso,,,US Embassy in Burkina Faso,,entertainment_mentionee,6390d774dc37b1fb70cf575d260efa69,entertainment_mentionee__6390d774dc37b1fb70cf575d260efa69
@usembassysofia,US Embassy in Bulgaria,,,US Embassy in Bulgaria,,entertainment_mentionee,022fb17471f12eeb0a37b9fe48e3d5d9,entertainment_mentionee__022fb17471f12eeb0a37b9fe48e3d5d9
@usembassybw,US Embassy in Botswana,,,US Embassy in Botswana,,entertainment_mentionee,da991e4e7f855588b1e1e0908cd71b2f,entertainment_mentionee__da991e4e7f855588b1e1e0908cd71b2f
@usembassysjj,US Embassy in Bosnia and Herzegovina,,,US Embassy in Bosnia and Herzegovina,,entertainment_mentionee,712ab734c54464c11adc40070cda5298,entertainment_mentionee__712ab734c54464c11adc40070cda5298
@usembassybenin,US Embassy in Benin,,,US Embassy in Benin,,entertainment_mentionee,e176c41c06d0316e7823386ede752042,entertainment_mentionee__e176c41c06d0316e7823386ede752042
@usembby,US Embassy in Belarus,,,US Embassy in Belarus,,entertainment_mentionee,c15f1cdb3e36773809a923302caf535c,entertainment_mentionee__c15f1cdb3e36773809a923302caf535c
@usembassybtown,"US Embassy in Barbados, Eastern Caribbean, and OECS",,,"US Embassy in Barbados, Eastern Caribbean, and OECS",,entertainment_mentionee,a01f0e68261609c01ae124d93a522cc5,entertainment_mentionee__a01f0e68261609c01ae124d93a522cc5
@usambbangladesh,US Embassy in Bangladesh,,,US Embassy in Bangladesh,,entertainment_mentionee,6bb36da6c35c536cb20dc40d8bee3506,entertainment_mentionee__6bb36da6c35c536cb20dc40d8bee3506
@usembassybaku,US Embassy in Azerbaijan,,,US Embassy in Azerbaijan,,entertainment_mentionee,95f1905a5169ca3957541e911b3c0c4f,entertainment_mentionee__95f1905a5169ca3957541e911b3c0c4f
@usembarmenia,US Embassy in Armenia,,,US Embassy in Armenia,,entertainment_mentionee,9b941bd2824b73ff69db92635f8b91ae,entertainment_mentionee__9b941bd2824b73ff69db92635f8b91ae
@usambangola,US Embassy in Angola,,,US Embassy in Angola,,entertainment_mentionee,e0230115fd58b4835df5d8ac7a38388c,entertainment_mentionee__e0230115fd58b4835df5d8ac7a38388c
@usambalbania,US Embassy in Albania,,,US Embassy in Albania,,entertainment_mentionee,91f6d2e1fb16b7cec31b2d75d3b15157,entertainment_mentionee__91f6d2e1fb16b7cec31b2d75d3b15157
