german_text,caption_text,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
germering-unterpfaffenhofen,"Germering-Unterpfaffenhofen Station, Munich, Germany",48.1290629,11.3640932,Media,"Germering-Unterpfaffenhofen Station, Munich, Germany",,german_mapping_location,854fa3d6243da0500fdee6fec28e7f92,german_mapping_location__854fa3d6243da0500fdee6fec28e7f92
gernlinden,"Gernlinden Station, Munich, Germany",48.212765,11.300378,CompanyKeyword,"Gernlinden Station, Munich, Germany",,german_mapping_location,6d21d76525f580411d7198e184fe9fc1,german_mapping_location__6d21d76525f580411d7198e184fe9fc1
giesing,"Giesing Station, Munich, Germany",48.1107162,11.5963957,Shipping,"Giesing Station, Munich, Germany",,german_mapping_location,bda44febad3306701a14f350dd7e913d,german_mapping_location__bda44febad3306701a14f350dd7e913d
gilching-argelsried,"Gilching-Argelsried Station, Munich, Germany",48.1061152,11.3004524,ForeignMinister,"Gilching-Argelsried Station, Munich, Germany",,german_mapping_location,bc47ff37d2c84e1d43655d058e134c38,german_mapping_location__bc47ff37d2c84e1d43655d058e134c38
gräfelfing,"Grafelfing Station, Munich, Germany",48.120189,11.425855,CompanyKeyword,"Grafelfing Station, Munich, Germany",,german_mapping_location,aeae820be23cd222cac7e61f2c883784,german_mapping_location__aeae820be23cd222cac7e61f2c883784
grafing bahnhof,"Grafing Bahnhof Station, Munich, Germany",48.0434876,11.9405109,ForeignMinistry,"Grafing Bahnhof Station, Munich, Germany",,german_mapping_location,647ac0b00ff6365c4b441568b1bfcca4,german_mapping_location__647ac0b00ff6365c4b441568b1bfcca4
grafing stadt,"Grafing Stadt Station, Munich, Germany",48.0468874,11.9625697,IndustryTerm,"Grafing Stadt Station, Munich, Germany",,german_mapping_location,7e486e5bef3180777062de79c01c450b,german_mapping_location__7e486e5bef3180777062de79c01c450b
grafrath,"Grafrath Station, Munich, Germany",48.1402669,11.559998,Keyphrase,"Grafrath Station, Munich, Germany",,german_mapping_location,0ed6eb85f92a220f2e6040400c5fa598,german_mapping_location__0ed6eb85f92a220f2e6040400c5fa598
gröbenzell,"Grobenzell Station, Munich, Germany",48.1952026,11.3735338,ForeignMinister,"Grobenzell Station, Munich, Germany",,german_mapping_location,a16873b024844a135a09eefa1b6b3ed1,german_mapping_location__a16873b024844a135a09eefa1b6b3ed1
gronsdorf,"Gronsdorf Station, Munich, Germany",48.1183285,11.6989829,Media,"Gronsdorf Station, Munich, Germany",,german_mapping_location,0f821f8ff575667d53796f077d04a835,german_mapping_location__0f821f8ff575667d53796f077d04a835
großhelfendorf,"Grosshelfendorf Station, Munich, Germany",47.9689061,11.7692294,ForeignMinistry,"Grosshelfendorf Station, Munich, Germany",,german_mapping_location,11da1e717a9cfd4f3c9cd976470f5675,german_mapping_location__11da1e717a9cfd4f3c9cd976470f5675
großhesselohe,"Grosshesselohe Station, Munich, Germany",48.0714895,11.5310666,IndustryTerm,"Grosshesselohe Station, Munich, Germany",,german_mapping_location,a6c6a292ee1fe39361a8d4c2d0e0e032,german_mapping_location__a6c6a292ee1fe39361a8d4c2d0e0e032
großhesselohe isartalbahnhof,"Grosshesselohe Isartalbahnhof Station, Munich, Germany",48.0714895,11.5310666,Media,"Grosshesselohe Isartalbahnhof Station, Munich, Germany",,german_mapping_location,075a9cfcd7d12e71b383169e11e2203b,german_mapping_location__075a9cfcd7d12e71b383169e11e2203b
grub,"Grub Station, Munich, Germany",48.164597,11.7825555,CompanyKeyword,"Grub Station, Munich, Germany",,german_mapping_location,dc83f0a7636e281014944bde881ea419,german_mapping_location__dc83f0a7636e281014944bde881ea419
haar,"Haar Station, Munich, Germany",48.1110266,11.7311849,Pipeline,"Haar Station, Munich, Germany",,german_mapping_location,fb179caa4e4fd1da1e5d22f6cdb2e9bc,german_mapping_location__fb179caa4e4fd1da1e5d22f6cdb2e9bc
hackerbrücke,"Hackerbrucke Station, Munich, Germany",48.1419372,11.5491631,Wells,"Hackerbrucke Station, Munich, Germany",,german_mapping_location,143765228884bf1b10ea78871939300b,german_mapping_location__143765228884bf1b10ea78871939300b
hallbergmoos,"Hallbergmoos Station, Munich, Germany",48.3093102,11.7142364,Pipeline,"Hallbergmoos Station, Munich, Germany",,german_mapping_location,56908207e7fc2a9adecf36d670ec406a,german_mapping_location__56908207e7fc2a9adecf36d670ec406a
harras,"Harras Station, Munich, Germany",48.1168531,11.5379587,Organization,"Harras Station, Munich, Germany",,german_mapping_location,cd7b9f16366147d672af29f5823532db,german_mapping_location__cd7b9f16366147d672af29f5823532db
harthaus,"Harthaus Station, Munich, Germany",48.1331801,11.3868785,Wells,"Harthaus Station, Munich, Germany",,german_mapping_location,46267c97c2173c918c3649b5aef45005,german_mapping_location__46267c97c2173c918c3649b5aef45005
hauptbahnhof,"Central Station, Munich, Germany",48.1413028,11.5590339,Pipeline,"Central Station, Munich, Germany",,german_mapping_location,9ab92d10a7de7ee07bc6e84137c92708,german_mapping_location__9ab92d10a7de7ee07bc6e84137c92708
hauptbahnhof – holzkirchner bf.,"Holzkirchen Station, Munich, Germany",47.8841299,11.6971073,LegislativeCommittee,"Holzkirchen Station, Munich, Germany",,german_mapping_location,1bdc893e7e2c1806e4d7b0df9b4d8047,german_mapping_location__1bdc893e7e2c1806e4d7b0df9b4d8047
hauptbahnhof – starnberger bf.,"Starnberg Station, Munich, Germany",48.1402669,11.559998,space,"Starnberg Station, Munich, Germany",,german_mapping_location,01d95bc7c000c21baf4f827aed9d3fbb,german_mapping_location__01d95bc7c000c21baf4f827aed9d3fbb
hebertshausen,"Hebertshausen Station, Munich, Germany",48.286253,11.479449,AAEntity,"Hebertshausen Station, Munich, Germany",,german_mapping_location,c9c883a41a77b5366ffc3495607c46b3,german_mapping_location__c9c883a41a77b5366ffc3495607c46b3
heimeranplatz,"Heimeranplatz Station, Munich, Germany",48.1330397,11.5316856,Diplomat,"Heimeranplatz Station, Munich, Germany",,german_mapping_location,274e89076cae69fe28b1c6156e669a86,german_mapping_location__274e89076cae69fe28b1c6156e669a86
heimstetten,"Heimstetten Station, Munich, Germany",48.1588825,11.7597712,Keyphrase,"Heimstetten Station, Munich, Germany",,german_mapping_location,7bdd627f97d0e38828d67dbfe89d51af,german_mapping_location__7bdd627f97d0e38828d67dbfe89d51af
herrsching,"Herrsching Station, Munich, Germany",47.998849,11.170571,News,"Herrsching Station, Munich, Germany",,german_mapping_location,65b5ef4329d6941818a861cf8fea3b6c,german_mapping_location__65b5ef4329d6941818a861cf8fea3b6c
hirschgarten,"Hirschgarten Station, Munich, Germany",48.1435021,11.5202051,CompanyKeyword,"Hirschgarten Station, Munich, Germany",,german_mapping_location,5ebf1b485edcbdf79e177b9d23835be3,german_mapping_location__5ebf1b485edcbdf79e177b9d23835be3
hohenbrunn,"Hohenbrunn Station, Munich, Germany",48.0630123,11.6790381,Person,"Hohenbrunn Station, Munich, Germany",,german_mapping_location,f68e195c1b05bf14cbf74010d1ed71b7,german_mapping_location__f68e195c1b05bf14cbf74010d1ed71b7
höhenkirchen-siegertsbrunn,"Hohenkirchen-Siegertsbrunn Station, Munich, Germany",48.018465,11.719226,Organization,"Hohenkirchen-Siegertsbrunn Station, Munich, Germany",,german_mapping_location,b1820d2917dd940a97e730825b94006f,german_mapping_location__b1820d2917dd940a97e730825b94006f
hohenschäftlarn,"Hohenschaftlarn Station, Munich, Germany",47.9917322,11.4578257,Exec,"Hohenschaftlarn Station, Munich, Germany",,german_mapping_location,6f6d3ebcf523c812235b71c6c8932613,german_mapping_location__6f6d3ebcf523c812235b71c6c8932613
höllriegelskreuth,"Hollriegelskreuth Station, Munich, Germany",48.043452,11.5097519,News,"Hollriegelskreuth Station, Munich, Germany",,german_mapping_location,08cbc46d5c0ab55732f19303a091ebfb,german_mapping_location__08cbc46d5c0ab55732f19303a091ebfb
holzkirchen,"Holzkirchen Station, Munich, Germany",47.8841299,11.6971073,News,"Holzkirchen Station, Munich, Germany",,german_mapping_location,1bdc893e7e2c1806e4d7b0df9b4d8047,german_mapping_location__1bdc893e7e2c1806e4d7b0df9b4d8047
icking,"Icking Station, Munich, Germany",48.1402669,11.559998,Exec,"Icking Station, Munich, Germany",,german_mapping_location,76b409edcbdb161d0907445e4c8eefc6,german_mapping_location__76b409edcbdb161d0907445e4c8eefc6
isartor,"Isartor Station, Munich, Germany",48.1341158,11.5831917,Media,"Isartor Station, Munich, Germany",,german_mapping_location,4634dd84a064ebb6615afb19fa64f146,german_mapping_location__4634dd84a064ebb6615afb19fa64f146
ismaning,"Ismaning Station, Munich, Germany",48.2252528,11.6790422,LegislativeCommittee,"Ismaning Station, Munich, Germany",,german_mapping_location,7532c23fb7a407fff4d49184e3bbc065,german_mapping_location__7532c23fb7a407fff4d49184e3bbc065
johanneskirchen,"Johanneskirchen Station, Munich, Germany",48.1682891,11.6458553,ForeignMinister,"Johanneskirchen Station, Munich, Germany",,german_mapping_location,6e5d439c10ffd901f92efb112c0d5aac,german_mapping_location__6e5d439c10ffd901f92efb112c0d5aac
karlsfeld,"Karlsfeld Station, Munich, Germany",48.2113684,11.4594746,LegislativeCommittee,"Karlsfeld Station, Munich, Germany",,german_mapping_location,16db0963c632d69ea070d5c8900a0bdc,german_mapping_location__16db0963c632d69ea070d5c8900a0bdc
karlsplatz (stachus),"Karlsplatz (Stachus) Station, Munich, Germany",48.1392664,11.566035,Legislator,"Karlsplatz (Stachus) Station, Munich, Germany",,german_mapping_location,c4773e71fced2be79981a4b365a06793,german_mapping_location__c4773e71fced2be79981a4b365a06793
kirchseeon,"Kirchseeon Station, Munich, Germany",48.0711707,11.8873209,Media,"Kirchseeon Station, Munich, Germany",,german_mapping_location,bf3555c9b7a0f3d903862566334ec2fa,german_mapping_location__bf3555c9b7a0f3d903862566334ec2fa
kleinberghofen,"Kleinberghofen Station, Munich, Germany",48.354045,11.275478,News,"Kleinberghofen Station, Munich, Germany",,german_mapping_location,17b931c3dc6bb0c38cc08464c6de226b,german_mapping_location__17b931c3dc6bb0c38cc08464c6de226b
kreuzstraße,"Kreuzstrasse Station, Munich, Germany",48.11292,11.6263215,Legislator,"Kreuzstrasse Station, Munich, Germany",,german_mapping_location,299dc36b7d3dff2622f635c7dea389c7,german_mapping_location__299dc36b7d3dff2622f635c7dea389c7
laim,"Laim Station, Munich, Germany",48.144623,11.5026396,Consulates,"Laim Station, Munich, Germany",,german_mapping_location,7a04759d605a2ae6526b014e1c96a9e2,german_mapping_location__7a04759d605a2ae6526b014e1c96a9e2
langwied,"Langwied Station, Munich, Germany",48.1630339,11.4324574,Shipping,"Langwied Station, Munich, Germany",,german_mapping_location,72afcda98e67eaadfaa50c4e88f4b484,german_mapping_location__72afcda98e67eaadfaa50c4e88f4b484
leienfelsstraße,"Leienfelsstrasse Station, Munich, Germany",48.154608,11.4285703,Media,"Leienfelsstrasse Station, Munich, Germany",,german_mapping_location,caaa651ba697108ac42d4710e3fc5ecc,german_mapping_location__caaa651ba697108ac42d4710e3fc5ecc
leuchtenbergring,"Leuchtenbergring Station, Munich, Germany",48.134178,11.6158656,News,"Leuchtenbergring Station, Munich, Germany",,german_mapping_location,aa82a722a418621b2aa4d71844de7102,german_mapping_location__aa82a722a418621b2aa4d71844de7102
lochham,"Lochham Station, Munich, Germany",48.1289191,11.4311677,LegislativeCommittee,"Lochham Station, Munich, Germany",,german_mapping_location,44521bf13404274ae25f8bf317f69357,german_mapping_location__44521bf13404274ae25f8bf317f69357
lochhausen,"Lochhausen Station, Munich, Germany",48.1764614,11.4079383,Shipping,"Lochhausen Station, Munich, Germany",,german_mapping_location,64d6a07e1aeec50ea529d9be476dd05b,german_mapping_location__64d6a07e1aeec50ea529d9be476dd05b
lohhof,"Lohhof Station, Munich, Germany",48.2882626,11.5814842,DiplomaticFacilities,"Lohhof Station, Munich, Germany",,german_mapping_location,59c9d658c67c36bf18654afca06f7fa9,german_mapping_location__59c9d658c67c36bf18654afca06f7fa9
maisach,"Maisach Station, Munich, Germany",48.214147,11.256393,Pipeline,"Maisach Station, Munich, Germany",,german_mapping_location,d29967831f4d8ea6f21533013dc2ad91,german_mapping_location__d29967831f4d8ea6f21533013dc2ad91
malching,"Malching Station, Munich, Germany",48.2153368,11.219171,IndustryTerm,"Malching Station, Munich, Germany",,german_mapping_location,e69b2c2ad2d3e92ea74c834fbe9955b9,german_mapping_location__e69b2c2ad2d3e92ea74c834fbe9955b9
mammendorf,"Mammendorf Station, Munich, Germany",48.2167139,11.1738828,IndustryTerm,"Mammendorf Station, Munich, Germany",,german_mapping_location,a88ffb09bc786dd9dd8b7b2116a1cda4,german_mapping_location__a88ffb09bc786dd9dd8b7b2116a1cda4
marienhof,"Marienhof Station, Munich, Germany",48.138662,11.5763387,IndustryTerm,"Marienhof Station, Munich, Germany",,german_mapping_location,3bd8326dd32535cb712fc25848f0d461,german_mapping_location__3bd8326dd32535cb712fc25848f0d461
marienplatz,"Marienplatz Station, Munich, Germany",48.1378217,11.5760086,Pipeline,"Marienplatz Station, Munich, Germany",,german_mapping_location,c2cf0abb0addb0c955048cd1434e7c4b,german_mapping_location__c2cf0abb0addb0c955048cd1434e7c4b
markt indersdorf,"Markt Indersdorf Station, Munich, Germany",48.352519,11.377732,ForeignMinistry,"Markt Indersdorf Station, Munich, Germany",,german_mapping_location,f574e21ad34a7441a470ac9897d2a18b,german_mapping_location__f574e21ad34a7441a470ac9897d2a18b
markt schwaben,"Markt Schwaben Station, Munich, Germany",48.1929709,11.8618239,Media,"Markt Schwaben Station, Munich, Germany",,german_mapping_location,b316eb0b57f1d47c7119ed20fd028f61,german_mapping_location__b316eb0b57f1d47c7119ed20fd028f61
menterschwaige,"Menterschwaige Station, Munich, Germany",48.0802202,11.5518674,AAEntity,"Menterschwaige Station, Munich, Germany",,german_mapping_location,b6083bdc4c35aaabac192e01824df399,german_mapping_location__b6083bdc4c35aaabac192e01824df399
mittersendling,"Mittersendling Station, Munich, Germany",48.107662,11.5364024,AAEntity,"Mittersendling Station, Munich, Germany",,german_mapping_location,98fccaf14b7871dca6051a4fe6073ba9,german_mapping_location__98fccaf14b7871dca6051a4fe6073ba9
moosach,"Moosach Station, Munich, Germany",48.180756,11.5067003,Legislator,"Moosach Station, Munich, Germany",,german_mapping_location,e0302a87d7e1fb62e12046b72caf14aa,german_mapping_location__e0302a87d7e1fb62e12046b72caf14aa
mühltal,"Muhltal Station, Munich, Germany",49.8555264,8.6367013,Pipeline,"Muhltal Station, Munich, Germany",,german_mapping_location,dd64b5e177c0d1153b2b68905d8f58e2,german_mapping_location__dd64b5e177c0d1153b2b68905d8f58e2
neuaubing,"Neuaubing Station, Munich, Germany",48.1416112,11.4218938,Exec,"Neuaubing Station, Munich, Germany",,german_mapping_location,2625c659988896f3fd747962fa9ca13b,german_mapping_location__2625c659988896f3fd747962fa9ca13b
neubiberg,"Neubiberg Station, Munich, Germany",48.0797765,11.609362,ForeignMinistry,"Neubiberg Station, Munich, Germany",,german_mapping_location,3676f7db77357b936668af06ebf3217f,german_mapping_location__3676f7db77357b936668af06ebf3217f
neufahrn,"Neufahrn Station, Munich, Germany",48.3210435,11.6605231,ForeignMinister,"Neufahrn Station, Munich, Germany",,german_mapping_location,819b5c1fcbf9754fb0aa77a05046b957,german_mapping_location__819b5c1fcbf9754fb0aa77a05046b957
neugilching,"Neugilching Station, Munich, Germany",48.0988876,11.2885048,FTO,"Neugilching Station, Munich, Germany",,german_mapping_location,71fdb62b4ac6e91ac8726484fc448641,german_mapping_location__71fdb62b4ac6e91ac8726484fc448641
neuperlach süd,"Neuperlach Sud Station, Munich, Germany",48.0890167,11.645033,Media,"Neuperlach Sud Station, Munich, Germany",,german_mapping_location,5c580fdcc26134bb7dbfc9f73fb2f2aa,german_mapping_location__5c580fdcc26134bb7dbfc9f73fb2f2aa
niederroth,"Niederroth Station, Munich, Germany",48.3212586,11.3900983,ForeignMinister,"Niederroth Station, Munich, Germany",,german_mapping_location,f94cfa3c660b5e63759104e966693a3d,german_mapping_location__f94cfa3c660b5e63759104e966693a3d
obermenzing,"Obermenzing Station, Munich, Germany",48.1642343,11.4780203,AAEntity,"Obermenzing Station, Munich, Germany",,german_mapping_location,2e1f62ef849f378e6eb504b8afd99b51,german_mapping_location__2e1f62ef849f378e6eb504b8afd99b51
oberschleißheim,"Oberschleissheim Station, Munich, Germany",48.2581421,11.558125,FTO,"Oberschleissheim Station, Munich, Germany",,german_mapping_location,27cedb5f71be80c3f705e14845715107,german_mapping_location__27cedb5f71be80c3f705e14845715107
olching,"Olching Station, Munich, Germany",48.1402669,11.559998,ForeignMinistry,"Olching Station, Munich, Germany",,german_mapping_location,c9afe9e330fcf5bc4c244b70a58a7ac5,german_mapping_location__c9afe9e330fcf5bc4c244b70a58a7ac5
olympiastadion,"Olympiastadion Station, Munich, Germany",48.1790073,11.5391099,ForeignMinister,"Olympiastadion Station, Munich, Germany",,german_mapping_location,656c2a90301a097c89526b7af8674424,german_mapping_location__656c2a90301a097c89526b7af8674424
ostbahnhof,"Ostbahnhof Station, Munich, Germany",48.1278289,11.6037064,ForeignMinister,"Ostbahnhof Station, Munich, Germany",,german_mapping_location,f0909425bfcafceb9db9ee5fda942396,german_mapping_location__f0909425bfcafceb9db9ee5fda942396
ottenhofen,"Ottenhofen Station, Munich, Germany",48.2180864,11.8791959,LegislativeCommittee,"Ottenhofen Station, Munich, Germany",,german_mapping_location,a8f23808f5e60ac9e90a11de49a4d7cb,german_mapping_location__a8f23808f5e60ac9e90a11de49a4d7cb
otterfing,"Otterfing Station, Munich, Germany",48.1402669,11.559998,Person,"Otterfing Station, Munich, Germany",,german_mapping_location,c8bff7d49ecf5a11ef79c07ad05277b1,german_mapping_location__c8bff7d49ecf5a11ef79c07ad05277b1
ottobrunn,"Ottobrunn Station, Munich, Germany",48.0630401,11.6789658,Refinery,"Ottobrunn Station, Munich, Germany",,german_mapping_location,7a9c6b05f047e058ee26b16327360a08,german_mapping_location__7a9c6b05f047e058ee26b16327360a08
pasing,"Pasing Station, Munich, Germany",48.149076,11.4609595,ForeignMinistry,"Pasing Station, Munich, Germany",,german_mapping_location,2d63bfa6f3f67ccc196eaaf8b17192aa,german_mapping_location__2d63bfa6f3f67ccc196eaaf8b17192aa
peiß,"Peiss Station, Munich, Germany",48.1413028,11.5590339,Refinery,"Peiss Station, Munich, Germany",,german_mapping_location,f6911921f92cd13669d3d72b41192a68,german_mapping_location__f6911921f92cd13669d3d72b41192a68
perlach,"Perlach Station, Munich, Germany",48.093679,11.6301406,Organization,"Perlach Station, Munich, Germany",,german_mapping_location,4ad490517094d4ff9fa7ce2ec0672d23,german_mapping_location__4ad490517094d4ff9fa7ce2ec0672d23
petershausen,"Petershausen Station, Munich, Germany",48.4131972,11.4695652,Pipeline,"Petershausen Station, Munich, Germany",,german_mapping_location,3b12d8d3adddcc01ea1212a81462192e,german_mapping_location__3b12d8d3adddcc01ea1212a81462192e
planegg,"Planegg Station, Munich, Germany",48.105211,11.4139939,Legislator,"Planegg Station, Munich, Germany",,german_mapping_location,b4daaea3a277494838c5dd0247419b78,german_mapping_location__b4daaea3a277494838c5dd0247419b78
poing,"Poing Station, Munich, Germany",48.1708788,11.8084186,Person,"Poing Station, Munich, Germany",,german_mapping_location,cf55279b40ad9f545f82e0b2e7514d6f,german_mapping_location__cf55279b40ad9f545f82e0b2e7514d6f
possenhofen,"Possenhofen Station, Munich, Germany",47.9619827,11.3068241,Shipping,"Possenhofen Station, Munich, Germany",,german_mapping_location,55fb560c41d33500a3ed790a5460dd75,german_mapping_location__55fb560c41d33500a3ed790a5460dd75
puchheim,"Puchheim Station, Munich, Germany",48.1413028,11.5590339,Person,"Puchheim Station, Munich, Germany",,german_mapping_location,b0074a22b421ae61e8f73e360621ace8,german_mapping_location__b0074a22b421ae61e8f73e360621ace8
pullach,"Pullach Station, Munich, Germany",48.0583438,11.5214708,Shipping,"Pullach Station, Munich, Germany",,german_mapping_location,555e860d344741064c81b77f05d9834e,german_mapping_location__555e860d344741064c81b77f05d9834e
pulling,"Pulling Station, Munich, Germany",48.1402669,11.559998,Media,"Pulling Station, Munich, Germany",,german_mapping_location,3af6bad32c8e6adcd6d32c1276ef5768,german_mapping_location__3af6bad32c8e6adcd6d32c1276ef5768
riem,"Riem Station, Munich, Germany",48.1441945,11.6788814,Media,"Riem Station, Munich, Germany",,german_mapping_location,fe68b56f9e327fb9a93be3ec777c9c7c,german_mapping_location__fe68b56f9e327fb9a93be3ec777c9c7c
röhrmoos,"Rohrmoos Station, Munich, Germany",48.1402669,11.559998,Exec,"Rohrmoos Station, Munich, Germany",,german_mapping_location,127d46fec9255a9224ed5cec8772bc7b,german_mapping_location__127d46fec9255a9224ed5cec8772bc7b
rosenheimer platz,"Rosenheimer Platz Station, Munich, Germany",48.1288337,11.5939894,ForeignMinistry,"Rosenheimer Platz Station, Munich, Germany",,german_mapping_location,88f75efd52199e17ebe844eb7c2c4ed3,german_mapping_location__88f75efd52199e17ebe844eb7c2c4ed3
sauerlach,"Sauerlach Station, Munich, Germany",47.9735662,11.6550783,Consulates,"Sauerlach Station, Munich, Germany",,german_mapping_location,c6f3ab2e03cdc5901f15a427a1825182,german_mapping_location__c6f3ab2e03cdc5901f15a427a1825182
schöngeising,"Schongeising Station, Munich, Germany",48.155968,11.413309,News,"Schongeising Station, Munich, Germany",,german_mapping_location,40d602c8f1ee712b4bc28a70b741e532,german_mapping_location__40d602c8f1ee712b4bc28a70b741e532
schwabhausen,"Schwabhausen Station, Munich, Germany",48.3007846,11.3647677,Keyphrase,"Schwabhausen Station, Munich, Germany",,german_mapping_location,eb19e168ee5fcfa4e4d9c4b2d05b7049,german_mapping_location__eb19e168ee5fcfa4e4d9c4b2d05b7049
seefeld-hechendorf,"Seefeld-Hechendorf Station, Munich, Germany",48.0412141,11.1984999,Legislator,"Seefeld-Hechendorf Station, Munich, Germany",,german_mapping_location,0f4ca0dffc8cb872e6250b2c5db053dc,german_mapping_location__0f4ca0dffc8cb872e6250b2c5db053dc
siemenswerke,"Siemenswerke Station, Munich, Germany",48.0949357,11.533119,ForeignMinister,"Siemenswerke Station, Munich, Germany",,german_mapping_location,ec6baa80065ad1679ed6001c3736f024,german_mapping_location__ec6baa80065ad1679ed6001c3736f024
solln,"Solln Station, Munich, Germany",48.0792767,11.5268934,CompanyKeyword,"Solln Station, Munich, Germany",,german_mapping_location,145e43a8e942a754820c36f1433a1ffc,german_mapping_location__145e43a8e942a754820c36f1433a1ffc
starnberg,"Starnberg Station, Munich, Germany",48.1402669,11.559998,Organization,"Starnberg Station, Munich, Germany",,german_mapping_location,01d95bc7c000c21baf4f827aed9d3fbb,german_mapping_location__01d95bc7c000c21baf4f827aed9d3fbb
starnberg nord,"Starnberg Nord Station, Munich, Germany",48.0053311,11.3472945,IndustryTerm,"Starnberg Nord Station, Munich, Germany",,german_mapping_location,c4250cfd255e03171225255f70410778,german_mapping_location__c4250cfd255e03171225255f70410778
steinebach,"Steinebach Station, Munich, Germany",48.0609499,11.2064745,News,"Steinebach Station, Munich, Germany",,german_mapping_location,15486df210894320541afb54b5ef2ca3,german_mapping_location__15486df210894320541afb54b5ef2ca3
st. koloman,"St. Koloman Station, Munich, Germany",48.2439444,11.8828293,Diplomat,"St. Koloman Station, Munich, Germany",,german_mapping_location,50b777f006b5bcea8c7db2789bcdab62,german_mapping_location__50b777f006b5bcea8c7db2789bcdab62
st.-martin-straße,"St.-Martin-Strasse Station, Munich, Germany",48.1181888,11.5956745,Wells,"St.-Martin-Strasse Station, Munich, Germany",,german_mapping_location,81af0e2d8d3c49092f2846cd617e7cef,german_mapping_location__81af0e2d8d3c49092f2846cd617e7cef
stockdorf,"Stockdorf Station, Munich, Germany",48.0929401,11.4003427,AAEntity,"Stockdorf Station, Munich, Germany",,german_mapping_location,49a467f62e3e80332e65343d35452849,german_mapping_location__49a467f62e3e80332e65343d35452849
taufkirchen,"Taufkirchen Station, Munich, Germany",48.0511082,11.6093686,Consulates,"Taufkirchen Station, Munich, Germany",,german_mapping_location,c18f266e161fde3bdf301191c734ba62,german_mapping_location__c18f266e161fde3bdf301191c734ba62
trudering,"Trudering Station, Munich, Germany",48.125647,11.663224,Consulates,"Trudering Station, Munich, Germany",,german_mapping_location,ac6c0d805a85ba8f1cbbb80d9efde33f,german_mapping_location__ac6c0d805a85ba8f1cbbb80d9efde33f
türkenfeld,"Turkenfeld Station, Munich, Germany",48.1047162,11.0780362,News,"Turkenfeld Station, Munich, Germany",,german_mapping_location,cc43271313e00d786f282e1947114226,german_mapping_location__cc43271313e00d786f282e1947114226
tutzing,"Tutzing Station, Munich, Germany",47.907138,11.2728278,ForeignMinister,"Tutzing Station, Munich, Germany",,german_mapping_location,086dc595ef758cac0a417b28de6053a1,german_mapping_location__086dc595ef758cac0a417b28de6053a1
unterföhring,"Unterfohring Station, Munich, Germany",48.19031,11.646772,ForeignMinistry,"Unterfohring Station, Munich, Germany",,german_mapping_location,1a59d724a1032aac877289a9a5f355bd,german_mapping_location__1a59d724a1032aac877289a9a5f355bd
unterhaching,"Unterhaching Station, Munich, Germany",48.0797765,11.609362,News,"Unterhaching Station, Munich, Germany",,german_mapping_location,1c0a5031944e93c9aa0018c9e3072959,german_mapping_location__1c0a5031944e93c9aa0018c9e3072959
untermenzing,"Untermenzing Station, Munich, Germany",48.1897776,11.4680855,ForeignMinistry,"Untermenzing Station, Munich, Germany",,german_mapping_location,4f7d385826ee6f3fc2441b82f7dc0c99,german_mapping_location__4f7d385826ee6f3fc2441b82f7dc0c99
unterschleißheim,"Unterschleissheim Station, Munich, Germany",48.2737284,11.5684884,Shipping,"Unterschleissheim Station, Munich, Germany",,german_mapping_location,f4a4c60ffe381cc2306538d2271d8509,german_mapping_location__f4a4c60ffe381cc2306538d2271d8509
vaterstetten,"Vaterstetten Station, Munich, Germany",48.1413028,11.5590339,FTO,"Vaterstetten Station, Munich, Germany",,german_mapping_location,19b2d4f13bd0a500495df91aa2aae76b,german_mapping_location__19b2d4f13bd0a500495df91aa2aae76b
vierkirchen-esterhofen,"Vierkirchen-Esterhofen Station, Munich, Germany",48.3612109,11.4450943,space,"Vierkirchen-Esterhofen Station, Munich, Germany",,german_mapping_location,02a26ac5dad5c527bf5666c9647adbb5,german_mapping_location__02a26ac5dad5c527bf5666c9647adbb5
wächterhof,"Wachterhof Station, Munich, Germany",48.0375169,11.7263538,Legislator,"Wachterhof Station, Munich, Germany",,german_mapping_location,2a7f51a36c70a413b92bdc989ae2f6ed,german_mapping_location__2a7f51a36c70a413b92bdc989ae2f6ed
weßling,"Wessling Station, Munich, Germany",48.0771088,11.2511744,Keyphrase,"Wessling Station, Munich, Germany",,german_mapping_location,8a3aec373abd98cd4f889ba1a77425ac,german_mapping_location__8a3aec373abd98cd4f889ba1a77425ac
westkreuz,"Westkreuz Station, Munich, Germany",48.1485235,11.4433826,DiplomaticFacilities,"Westkreuz Station, Munich, Germany",,german_mapping_location,b98a7f345d7ef96d115cfa8c42a0453f,german_mapping_location__b98a7f345d7ef96d115cfa8c42a0453f
wolfratshausen,"Wolfratshausen Station, Munich, Germany",47.91477,11.4271659,Shipping,"Wolfratshausen Station, Munich, Germany",,german_mapping_location,cc109a4d632040010b0a9c9c637dbdb5,german_mapping_location__cc109a4d632040010b0a9c9c637dbdb5
zorneding,"Zorneding Station, Munich, Germany",48.0895575,11.8327719,IndustryTerm,"Zorneding Station, Munich, Germany",,german_mapping_location,b5624cdc3a571a67d01ff2cc6e48f74b,german_mapping_location__b5624cdc3a571a67d01ff2cc6e48f74b
