caption_name,address,coordinates,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
"Department of Information System, Arkansas","Little Rock, AR","34.7464809, -92.2895948",Person,"Department of Information System, Arkansas",,shodan_ps_locations,43ab8577d387e6dd22c1b72c6e66bf70,shodan_ps_locations__43ab8577d387e6dd22c1b72c6e66bf70
Arkansas Attorney General,"Little Rock, AR","34.7464809, -92.2895948",ForeignMinistry,Arkansas Attorney General,,shodan_ps_locations,20e1da54debdd3521c50c1f54a3347f5,shodan_ps_locations__20e1da54debdd3521c50c1f54a3347f5
Arkansas Department of Education,"Little Rock, AR","34.7464809, -92.2895948",IndustryTerm,Arkansas Department of Education,,shodan_ps_locations,e894fd3bae6fbaba66905f21c0c67452,shodan_ps_locations__e894fd3bae6fbaba66905f21c0c67452
Arkansas Division of Legislative Audit,"Little Rock, AR","34.7464809, -92.2895948",Consulates,Arkansas Division of Legislative Audit,,shodan_ps_locations,52d1ec3dbc4e088929e1568a7f3edc1f,shodan_ps_locations__52d1ec3dbc4e088929e1568a7f3edc1f
Arkansas State Treasury,"Litlte Rock, AR","34.7464809, -92.2895948",Wells,Arkansas State Treasury,,shodan_ps_locations,c6c8de550b36ccafeaefaad651c8b68f,shodan_ps_locations__c6c8de550b36ccafeaefaad651c8b68f
Arkansas Teacher Retirement System,"Little Rock, AR","34.7464809, -92.2895948",Refinery,Arkansas Teacher Retirement System,,shodan_ps_locations,326c8aa8f0e9955419ddb00c44ce35bc,shodan_ps_locations__326c8aa8f0e9955419ddb00c44ce35bc
Florida Department of Highway Safety and Motor Vehicles,"Tallahassee, FL","30.4382559, -84.2807329",DiplomaticFacilities,Florida Department of Highway Safety and Motor Vehicles,,shodan_ps_locations,8298c80763db4b051b493268d5b4d47f,shodan_ps_locations__8298c80763db4b051b493268d5b4d47f
Election Office,"Pago Pago, AS","-14.2756319, -170.7020359",Refinery,Election Office,,shodan_ps_locations,dc8eb6ebf5bf6275a0362c4c84eadf3a,shodan_ps_locations__dc8eb6ebf5bf6275a0362c4c84eadf3a
Center for Advanced Public Safety - University of Alabama,"TUSCALOOSA, AL","33.2098407, -87.5691735",Organization,Center for Advanced Public Safety - University of Alabama,,shodan_ps_locations,31c12cf9cff077033451e5694ae432d9,shodan_ps_locations__31c12cf9cff077033451e5694ae432d9
Information Technology Section,"Harrisburg, PA","40.2731911, -76.8867008",ForeignMinister,Information Technology Section,,shodan_ps_locations,3ec19059771cce10c74f0618b378d0b9,shodan_ps_locations__3ec19059771cce10c74f0618b378d0b9
AUdubon County Courthouse,"Audubon, IA","41.7180421, -94.9324868",DiplomaticFacilities,AUdubon County Courthouse,,shodan_ps_locations,99b381cedf482cad8faea4cc54d7f68e,shodan_ps_locations__99b381cedf482cad8faea4cc54d7f68e
AHCCCS,"Phoenix, AZ","33.4483771, -112.0740373",IndustryTerm,AHCCCS,,shodan_ps_locations,d06764107d210b97445a74758a4a805c,shodan_ps_locations__d06764107d210b97445a74758a4a805c
Fountain Hills Sanitary District,"Fountain Hills, AZ","33.6042079, -111.7256936",Diplomat,Fountain Hills Sanitary District,,shodan_ps_locations,75b7f85f5e9c741c7c0117c2725d0089,shodan_ps_locations__75b7f85f5e9c741c7c0117c2725d0089
State of Arizona,"Phoeniz, AZ","33.4483771, -112.0740373",Pipeline,State of Arizona,,shodan_ps_locations,6b387cedee4754425abf0f1bd3fc7ec2,shodan_ps_locations__6b387cedee4754425abf0f1bd3fc7ec2
Arizona Department of Transportation,"Pheonix, AZ","33.4483771, -112.0740373",CompanyKeyword,Arizona Department of Transportation,,shodan_ps_locations,c6d2865359b2817251b650b9f310fba2,shodan_ps_locations__c6d2865359b2817251b650b9f310fba2
Arizona Commision for Postsecondary Education,"Phoenix, AZ","33.4483771, -112.0740373",Consulates,Arizona Commision for Postsecondary Education,,shodan_ps_locations,947cf9c9135f3dc07933274b80ab2635,shodan_ps_locations__947cf9c9135f3dc07933274b80ab2635
"State of Arizona, Department of Administration","Phoenix, AZ","33.4483771, -112.0740373",AAEntity,"State of Arizona, Department of Administration",,shodan_ps_locations,fb8849995e5dbade089429843ee17e5f,shodan_ps_locations__fb8849995e5dbade089429843ee17e5f
Arizona Biomedical Research Commission,"Phoenix, AZ","33.4483771, -112.0740373",Exec,Arizona Biomedical Research Commission,,shodan_ps_locations,a22c996dc5e08e4b1115deec023aa302,shodan_ps_locations__a22c996dc5e08e4b1115deec023aa302
AZ State Board of Accountancy,"Phoenix, AZ","33.4483771, -112.0740373",Keyphrase,AZ State Board of Accountancy,,shodan_ps_locations,bd914f09ace5f42b8c665f2307776e94,shodan_ps_locations__bd914f09ace5f42b8c665f2307776e94
Arizona Department of Public Safety,"Phoenix, AZ","33.4483771, -112.0740373",Person,Arizona Department of Public Safety,,shodan_ps_locations,db540cd8e5a6a05b902de9b5baa6ecd3,shodan_ps_locations__db540cd8e5a6a05b902de9b5baa6ecd3
Arizona Department of Corrections,"Phoenix, AZ","33.4483771, -112.0740373",Media,Arizona Department of Corrections,,shodan_ps_locations,163fa999ee8e3e20088bf7e4919ce63d,shodan_ps_locations__163fa999ee8e3e20088bf7e4919ce63d
Arizona Attorney General,"Phoenix, AZ","33.4483771, -112.0740373",LegislativeCommittee,Arizona Attorney General,,shodan_ps_locations,8905bcad95c74c22cafdfd2ce555cf1f,shodan_ps_locations__8905bcad95c74c22cafdfd2ce555cf1f
Arizona Health Care Cost Containment System,"Phoenix, AZ","33.4483771, -112.0740373",Refinery,Arizona Health Care Cost Containment System,,shodan_ps_locations,27b279df533adf113024a4109f1549ed,shodan_ps_locations__27b279df533adf113024a4109f1549ed
Arizona Commission on the Arts,"Phoenix, AZ","33.4483771, -112.0740373",FTO,Arizona Commission on the Arts,,shodan_ps_locations,97bbd3b2e5dd0c7b2b2731f53d2710df,shodan_ps_locations__97bbd3b2e5dd0c7b2b2731f53d2710df
Arizona State Retirement System,"Phoenix, AZ","33.4483771, -112.0740373",Pipeline,Arizona State Retirement System,,shodan_ps_locations,51f2fd1e5ed26e3112bf21e33dbb058b,shodan_ps_locations__51f2fd1e5ed26e3112bf21e33dbb058b
"State of Arizona, Office of the Auditor General","Phoenix, AZ","33.4483771, -112.0740373",Legislator,"State of Arizona, Office of the Auditor General",,shodan_ps_locations,8deba6c442af5a3b01ead87267541bcd,shodan_ps_locations__8deba6c442af5a3b01ead87267541bcd
Arizona State Board of Nursing,"Phoenix, AZ","33.4483771, -112.0740373",Keyphrase,Arizona State Board of Nursing,,shodan_ps_locations,b1aa3616b452718ca4a340198e38e591,shodan_ps_locations__b1aa3616b452718ca4a340198e38e591
Arizona Department of Health Services,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,Arizona Department of Health Services,,shodan_ps_locations,ddd21f7fa2b12ca0ec191977adc9f08b,shodan_ps_locations__ddd21f7fa2b12ca0ec191977adc9f08b
Arizona Department of Environmental Quality,"Phoenix, AZ","33.4483771, -112.0740373",Pipeline,Arizona Department of Environmental Quality,,shodan_ps_locations,6207655f04dfe4e36992db149bb70d21,shodan_ps_locations__6207655f04dfe4e36992db149bb70d21
Arizona Department of Administration  ASET Office,"PHOENIX, AZ","33.4483771, -112.0740373",Wells,Arizona Department of Administration  ASET Office,,shodan_ps_locations,131b4cc46e90ebc4c0598234eed073e9,shodan_ps_locations__131b4cc46e90ebc4c0598234eed073e9
Arizona Corporation Commission,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinistry,Arizona Corporation Commission,,shodan_ps_locations,4b51b5aa6c8f803305119930504514c1,shodan_ps_locations__4b51b5aa6c8f803305119930504514c1
Arizona Office of Tourism,"Phoenix, AZ","33.4483771, -112.0740373",DiplomaticFacilities,Arizona Office of Tourism,,shodan_ps_locations,a1c003695ffc9c6276bb140daecc10fc,shodan_ps_locations__a1c003695ffc9c6276bb140daecc10fc
Arizona Criminal Justice Commission,"Phoenix, AZ","33.4483771, -112.0740373",Person,Arizona Criminal Justice Commission,,shodan_ps_locations,6e4453124f8dcf3cd423fded6d2a490b,shodan_ps_locations__6e4453124f8dcf3cd423fded6d2a490b
Citizens Clean Elections Commission,"Phoenix, AZ","33.4483771, -112.0740373",Person,Citizens Clean Elections Commission,,shodan_ps_locations,6410f709b939e446b8fe128e189176f7,shodan_ps_locations__6410f709b939e446b8fe128e189176f7
Arizona Supreme Court,"Phoenix, AZ","33.4483771, -112.0740373",Exec,Arizona Supreme Court,,shodan_ps_locations,b3ee064433e8a2f11d8ddd69fc0b443d,shodan_ps_locations__b3ee064433e8a2f11d8ddd69fc0b443d
Arizona Department of Agriculture,"Phoenix, AZ","33.4483771, -112.0740373",space,Arizona Department of Agriculture,,shodan_ps_locations,563ee6343d0626ee5c75a959fe9c11af,shodan_ps_locations__563ee6343d0626ee5c75a959fe9c11af
Arizona Department of Child Safety,"Phoenix, AZ","33.4483771, -112.0740373",Keyphrase,Arizona Department of Child Safety,,shodan_ps_locations,612fb08cac253f99138424c25d141d4e,shodan_ps_locations__612fb08cac253f99138424c25d141d4e
Arizona Department of Emergency and Military Affairs,"Phoenix, AZ","33.4483771, -112.0740373",IndustryTerm,Arizona Department of Emergency and Military Affairs,,shodan_ps_locations,e97c3b4b00ee3701ef9c47073881b7e1,shodan_ps_locations__e97c3b4b00ee3701ef9c47073881b7e1
Arizona Dept of Environmental Quality,"Phx, AZ","33.4483771, -112.0740373",FTO,Arizona Dept of Environmental Quality,,shodan_ps_locations,bcb49251637217e577469aeac68a2319,shodan_ps_locations__bcb49251637217e577469aeac68a2319
Arizona Department of Financial Institutions,"Phoenix, AZ","33.4483771, -112.0740373",CompanyKeyword,Arizona Department of Financial Institutions,,shodan_ps_locations,f27895a1c24763b0fc1113630d09ab6d,shodan_ps_locations__f27895a1c24763b0fc1113630d09ab6d
Arizona Department of Juvenile Corrections,"Phoenix, AZ","33.4483771, -112.0740373",AAEntity,Arizona Department of Juvenile Corrections,,shodan_ps_locations,307cd9b3cafac12eb3559c9cdc0aa838,shodan_ps_locations__307cd9b3cafac12eb3559c9cdc0aa838
Arizona Board of Osteopathic Examiners in Medicine and Surgery,"Phoenix, AZ","33.4483771, -112.0740373",Exec,Arizona Board of Osteopathic Examiners in Medicine and Surgery,,shodan_ps_locations,572eba9c2e5e7523b8e3142b97b912a5,shodan_ps_locations__572eba9c2e5e7523b8e3142b97b912a5
"State of Arizona, Department of Corrections","Phoenix, AZ","33.4483771, -112.0740373",Exec,"State of Arizona, Department of Corrections",,shodan_ps_locations,cf713a1cacc6405be28fbcbb155cb594,shodan_ps_locations__cf713a1cacc6405be28fbcbb155cb594
Arizona Department of Revenue,"Phoenix, AZ","33.4483771, -112.0740373",DiplomaticFacilities,Arizona Department of Revenue,,shodan_ps_locations,b9e6e4cfe8b95c4735b48ae21a14cc9c,shodan_ps_locations__b9e6e4cfe8b95c4735b48ae21a14cc9c
Arizona Department of Veterans' Services,"Phoenix, AZ","33.4483771, -112.0740373",CompanyKeyword,Arizona Department of Veterans' Services,,shodan_ps_locations,4d1b2bfc856c2346c723e8449f5f7fcd,shodan_ps_locations__4d1b2bfc856c2346c723e8449f5f7fcd
Arizona Department of Education,"Phoenix, AZ","33.4483771, -112.0740373",IndustryTerm,Arizona Department of Education,,shodan_ps_locations,ac2f2c8d3cbecb3fbbc49ecaab9a0075,shodan_ps_locations__ac2f2c8d3cbecb3fbbc49ecaab9a0075
Arizona Division of Emergency Management,"Phoenix, AZ","33.4483771, -112.0740373",DiplomaticFacilities,Arizona Division of Emergency Management,,shodan_ps_locations,e052415f034508afdce0ea63715bf9ef,shodan_ps_locations__e052415f034508afdce0ea63715bf9ef
AZ Early Childhood Development and Health Board,"Phoenix, AZ","33.4483771, -112.0740373",Diplomat,AZ Early Childhood Development and Health Board,,shodan_ps_locations,219b71672c2a14a8a92db454e0461932,shodan_ps_locations__219b71672c2a14a8a92db454e0461932
Arizona Department of Gaming,"Phoenix, AZ","33.4483771, -112.0740373",AAEntity,Arizona Department of Gaming,,shodan_ps_locations,410b9d7c960e5b3bb7e4774affe44610,shodan_ps_locations__410b9d7c960e5b3bb7e4774affe44610
Arizona Game and Fish Department,"Phoenix, AZ","33.4483771, -112.0740373",Media,Arizona Game and Fish Department,,shodan_ps_locations,d2d370a5592c82f17fa7150acdae984f,shodan_ps_locations__d2d370a5592c82f17fa7150acdae984f
Governor's Office of Highway Safety,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,Governor's Office of Highway Safety,,shodan_ps_locations,19e12842dd6b3d769c625debc7af5450,shodan_ps_locations__19e12842dd6b3d769c625debc7af5450
Governor's Office,"Phoenix, AZ","33.4483771, -112.0740373",AAEntity,Governor's Office,,shodan_ps_locations,f4f85452810dc6c63b819914e2b70b7c,shodan_ps_locations__f4f85452810dc6c63b819914e2b70b7c
Arizona Commission for Postsecondary Education,"Phoenix, AZ","33.4483771, -112.0740373",LegislativeCommittee,Arizona Commission for Postsecondary Education,,shodan_ps_locations,45d08e474db9108935154e34e2502971,shodan_ps_locations__45d08e474db9108935154e34e2502971
Arizona House of Representatives,"Phoenix, AZ","33.4483771, -112.0740373",IndustryTerm,Arizona House of Representatives,,shodan_ps_locations,40fe048eaad2fb3418080676f69314e9,shodan_ps_locations__40fe048eaad2fb3418080676f69314e9
Arizona Dept of Housing,"Phoenix, AZ","33.4483771, -112.0740373",Organization,Arizona Dept of Housing,,shodan_ps_locations,43d729ae36de3e77ecc4cbc11fc6919c,shodan_ps_locations__43d729ae36de3e77ecc4cbc11fc6919c
Arizona Historical Society Museum,"Tempe, AZ","33.4255104, -111.9400054",Wells,Arizona Historical Society Museum,,shodan_ps_locations,438ff48368a34e9c79b491391acf66af,shodan_ps_locations__438ff48368a34e9c79b491391acf66af
Arizona Department of Insurance and Financial Institutions,"Phoenix, AZ","33.4483771, -112.0740373",Shipping,Arizona Department of Insurance and Financial Institutions,,shodan_ps_locations,679fcf427584c068afe1d322f0c14224,shodan_ps_locations__679fcf427584c068afe1d322f0c14224
Arizona Legislative Council - Computer Services Division,"Phoenix, AZ","33.4483771, -112.0740373",IndustryTerm,Arizona Legislative Council - Computer Services Division,,shodan_ps_locations,fcb4795b2837829d1ac9ca08c404f19a,shodan_ps_locations__fcb4795b2837829d1ac9ca08c404f19a
"Arizona State Library, Arhives and Public Records","Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,"Arizona State Library, Arhives and Public Records",,shodan_ps_locations,fc33914806e7d76898777cd7cc5626ef,shodan_ps_locations__fc33914806e7d76898777cd7cc5626ef
Arizona Department of Liquor Licenses and Control,"Phoenix, AZ","33.4483771, -112.0740373",AAEntity,Arizona Department of Liquor Licenses and Control,,shodan_ps_locations,b444cdd0bcb2be81721b93119165a15f,shodan_ps_locations__b444cdd0bcb2be81721b93119165a15f
Arizona Lottery,"Phoenix, AZ","33.4483771, -112.0740373",space,Arizona Lottery,,shodan_ps_locations,8b6d7714026f21ba0712b49fef8feb62,shodan_ps_locations__8b6d7714026f21ba0712b49fef8feb62
Maricopa Association of Governments,"Phoenix, AZ","33.4483771, -112.0740373",AAEntity,Maricopa Association of Governments,,shodan_ps_locations,029fcdabe3146d498e91a5f9fe613ad3,shodan_ps_locations__029fcdabe3146d498e91a5f9fe613ad3
Arizona Medical Board,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,Arizona Medical Board,,shodan_ps_locations,37566991aaf7b831bde18ad5ab969e81,shodan_ps_locations__37566991aaf7b831bde18ad5ab969e81
ADOT,"PHOENIX, AZ","33.4483771, -112.0740373",Refinery,ADOT,,shodan_ps_locations,7bd2df1af0512d5828e165784f231855,shodan_ps_locations__7bd2df1af0512d5828e165784f231855
Arizona Ombudsman - Citizens' Aide,"Phoenix, AZ","33.4483771, -112.0740373",Person,Arizona Ombudsman - Citizens' Aide,,shodan_ps_locations,5a7342edbd7e30e08addef613e3c3221,shodan_ps_locations__5a7342edbd7e30e08addef613e3c3221
state of arizona governor's office of strategic planning and budgeting,"phoenix, AZ","33.4483771, -112.0740373",Media,state of arizona governor's office of strategic planning and budgeting,,shodan_ps_locations,2180c8c6b8a73cf25ccf705e0054fd93,shodan_ps_locations__2180c8c6b8a73cf25ccf705e0054fd93
Arizona Regulatory Board of Physician Assistants,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,Arizona Regulatory Board of Physician Assistants,,shodan_ps_locations,aa71ac6b78385014f68925262384f88e,shodan_ps_locations__aa71ac6b78385014f68925262384f88e
Arizona State Parks Board,"Phoenix, AZ","33.4483771, -112.0740373",AAEntity,Arizona State Parks Board,,shodan_ps_locations,8c246fa53218e136ff33019e1482cbbc,shodan_ps_locations__8c246fa53218e136ff33019e1482cbbc
Arizona State Board of Pharmacy,"Phoenix, AZ","33.4483771, -112.0740373",Person,Arizona State Board of Pharmacy,,shodan_ps_locations,4f9e787d9fb870786dfcb50393649cbb,shodan_ps_locations__4f9e787d9fb870786dfcb50393649cbb
Arizona Peace Officer Standards and Training Board,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,Arizona Peace Officer Standards and Training Board,,shodan_ps_locations,f5ee0660a5320eda23b26fa67b8aa2f8,shodan_ps_locations__f5ee0660a5320eda23b26fa67b8aa2f8
Arizona Department of Real Estate,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,Arizona Department of Real Estate,,shodan_ps_locations,b37c07f4676bc56bc3e084ba62b444c1,shodan_ps_locations__b37c07f4676bc56bc3e084ba62b444c1
Arizona Department of Environmental Quality Recycling,"Phoenix, AZ","33.4483771, -112.0740373",Refinery,Arizona Department of Environmental Quality Recycling,,shodan_ps_locations,ad063e93b3c08ce60c58dbbb964ed6ad,shodan_ps_locations__ad063e93b3c08ce60c58dbbb964ed6ad
AZ ROC,"Phoenix, AZ","33.4483771, -112.0740373",Refinery,AZ ROC,,shodan_ps_locations,acc9f2cf42e62740ee4b4995b76b0f95,shodan_ps_locations__acc9f2cf42e62740ee4b4995b76b0f95
AZ Radiation Regulatory Agency,"Phoenix, AZ","33.4483771, -112.0740373",Refinery,AZ Radiation Regulatory Agency,,shodan_ps_locations,d290360763939c585aacc2e91fa8a64d,shodan_ps_locations__d290360763939c585aacc2e91fa8a64d
Arizona Residential Utility Consumer Office,"Phoenix, AZ","33.4483771, -112.0740373",FTO,Arizona Residential Utility Consumer Office,,shodan_ps_locations,49d24fee50135a87d60f4b32a7dd71b7,shodan_ps_locations__49d24fee50135a87d60f4b32a7dd71b7
Arizona Department of Agricluture,"Phoenix, AZ","33.4483771, -112.0740373",Media,Arizona Department of Agricluture,,shodan_ps_locations,0109e0a5fe5a99d8582a4b174dbf987c,shodan_ps_locations__0109e0a5fe5a99d8582a4b174dbf987c
Arizona Senate,"Phoenix, AZ","33.4483771, -112.0740373",Diplomat,Arizona Senate,,shodan_ps_locations,0aa9698a18c8a008343f192d3242f17b,shodan_ps_locations__0aa9698a18c8a008343f192d3242f17b
Arizona School Facilities Board,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,Arizona School Facilities Board,,shodan_ps_locations,d13d634c0a9d5f5516c8b2eb32932056,shodan_ps_locations__d13d634c0a9d5f5516c8b2eb32932056
Arizona Secretary of State,"Phoenix, AZ","33.4483771, -112.0740373",Exec,Arizona Secretary of State,,shodan_ps_locations,2e6609233bad566c42d136b00d8de665,shodan_ps_locations__2e6609233bad566c42d136b00d8de665
Arizona Dept. of Administration,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,Arizona Dept. of Administration,,shodan_ps_locations,461199f9d442b145b8e21101ccf5c880,shodan_ps_locations__461199f9d442b145b8e21101ccf5c880
Arizona State Treasurer's Office,"Phoenix, AZ","33.4483771, -112.0740373",Media,Arizona State Treasurer's Office,,shodan_ps_locations,a68705b037c1d4ef48cc1d94692363d1,shodan_ps_locations__a68705b037c1d4ef48cc1d94692363d1
Arizona State Treasury,"Phoenix, AZ","33.4483771, -112.0740373",Exec,Arizona State Treasury,,shodan_ps_locations,cd8dbe13ee8db4f3ce7a38a82471789c,shodan_ps_locations__cd8dbe13ee8db4f3ce7a38a82471789c
Arizona Department of Revenue Unclaimed Property Unit,"Phoenix, AZ","33.4483771, -112.0740373",Keyphrase,Arizona Department of Revenue Unclaimed Property Unit,,shodan_ps_locations,3796f09669a83fe14f750b4ff9801944,shodan_ps_locations__3796f09669a83fe14f750b4ff9801944
Arizona Department of Water Resources,"Phoenix, AZ","33.4483771, -112.0740373",Diplomat,Arizona Department of Water Resources,,shodan_ps_locations,a786496069d5578875d6f6daeddc81ec,shodan_ps_locations__a786496069d5578875d6f6daeddc81ec
Arizona Water Banking Authority,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinister,Arizona Water Banking Authority,,shodan_ps_locations,d8304aada05e2cce15398a185a634181,shodan_ps_locations__d8304aada05e2cce15398a185a634181
Water Infrastructure Finance Authority,"Phoenix, AZ","33.4483771, -112.0740373",space,Water Infrastructure Finance Authority,,shodan_ps_locations,a8156bd1c9c7bd856b9a99bcf69575ff,shodan_ps_locations__a8156bd1c9c7bd856b9a99bcf69575ff
Arizona Water Protection Fund,"Phoenix, AZ","33.4483771, -112.0740373",ForeignMinistry,Arizona Water Protection Fund,,shodan_ps_locations,65e55f8243a58067f60cd4b7197a2dfa,shodan_ps_locations__65e55f8243a58067f60cd4b7197a2dfa
WV Office of Technology,"Charleston, WV","38.3498195, -81.6326234",News,WV Office of Technology,,shodan_ps_locations,85f94452e3c27ce4c0ca0e82242cd66c,shodan_ps_locations__85f94452e3c27ce4c0ca0e82242cd66c
San Francisco Bay Area Rapid Transit District,"Oakland, CA","37.8043514, -122.2711639",AAEntity,San Francisco Bay Area Rapid Transit District,,shodan_ps_locations,deab4006a697dca0d564866cf4b3fb9c,shodan_ps_locations__deab4006a697dca0d564866cf4b3fb9c
Metropolitan Transportation Commission,"San Francisco, CA","37.7749295, -122.4194155",Pipeline,Metropolitan Transportation Commission,,shodan_ps_locations,213921d6f2eaee1203785dc43b4da4a4,shodan_ps_locations__213921d6f2eaee1203785dc43b4da4a4
Utah Division of Homeland Security,"Salt Lake City, UT","40.7607793, -111.8910474",News,Utah Division of Homeland Security,,shodan_ps_locations,c9fb8f25cb193afcc30a1a55a37fd184,shodan_ps_locations__c9fb8f25cb193afcc30a1a55a37fd184
Betsy Lehman Center for Patient Safety and Medical Error Reduction,"Boston, MA","42.3600825, -71.0588801",Diplomat,Betsy Lehman Center for Patient Safety and Medical Error Reduction,,shodan_ps_locations,9381beb874c310125f41f9dca8d11eca,shodan_ps_locations__9381beb874c310125f41f9dca8d11eca
North Carolina Department of Commerce,"Raleigh, NC","35.7795897, -78.6381787",Pipeline,North Carolina Department of Commerce,,shodan_ps_locations,e172ea72b7e526cbedfdeef12659230a,shodan_ps_locations__e172ea72b7e526cbedfdeef12659230a
Department of Technology Management Budget,"Lansing, MI","42.732535, -84.5555347",IndustryTerm,Department of Technology Management Budget,,shodan_ps_locations,0ccc1da70c48faf979bf8475844e6143,shodan_ps_locations__0ccc1da70c48faf979bf8475844e6143
Brooks County Board of Commissioners,"Quitman, GA","30.7849191, -83.5598811",Exec,Brooks County Board of Commissioners,,shodan_ps_locations,3598f80dcae56e36bcc7ef050600c9b7,shodan_ps_locations__3598f80dcae56e36bcc7ef050600c9b7
State of West Virginia,"Charleston, WV","38.3498195, -81.6326234",AAEntity,State of West Virginia,,shodan_ps_locations,ff31c14b9c01d9943e227976f5eddb50,shodan_ps_locations__ff31c14b9c01d9943e227976f5eddb50
NJ Department of Treasury,"Trenton, NJ","40.2205824, -74.759717",Wells,NJ Department of Treasury,,shodan_ps_locations,03267d2499e9f8a20a6d4b5da24ba8b0,shodan_ps_locations__03267d2499e9f8a20a6d4b5da24ba8b0
State of Tennessee,"Nashville, TN","36.1626638, -86.7816016",Diplomat,State of Tennessee,,shodan_ps_locations,0944aaee00e19b7433c81d02e25a93a1,shodan_ps_locations__0944aaee00e19b7433c81d02e25a93a1
State of California,"Rancho Cordova, CA","38.5890723, -121.302728",Diplomat,State of California,,shodan_ps_locations,078f532b46d4fb0a8071888f80e26a53,shodan_ps_locations__078f532b46d4fb0a8071888f80e26a53
HHSDC,"Sacramento, CA","38.5815719, -121.4943996",AAEntity,HHSDC,,shodan_ps_locations,3e860b2522c3f57a60a2f1a66d0914be,shodan_ps_locations__3e860b2522c3f57a60a2f1a66d0914be
Village of Canton,"Canton, NY","44.5956163, -75.1690942",LegislativeCommittee,Village of Canton,,shodan_ps_locations,c5c935b2745399a8124848b8facc2085,shodan_ps_locations__c5c935b2745399a8124848b8facc2085
Colorado Department of Labor and Employment,"Denver, CO","39.7392358, -104.990251",News,Colorado Department of Labor and Employment,,shodan_ps_locations,0d08d66f1c6b89db17c290f1467baf5c,shodan_ps_locations__0d08d66f1c6b89db17c290f1467baf5c
Central Midlands Regional Transit Authority,"Columbia, SC","34.0007104, -81.0348144",ForeignMinister,Central Midlands Regional Transit Authority,,shodan_ps_locations,849cc7df84ec50b9335220db31c9785a,shodan_ps_locations__849cc7df84ec50b9335220db31c9785a
City of Central Falls RI,"Central Falls, RI","41.8906553, -71.3922785",AAEntity,City of Central Falls RI,,shodan_ps_locations,5f424e93102828f2f808ffa688d47585,shodan_ps_locations__5f424e93102828f2f808ffa688d47585
Town of Ceredo,"Ceredo, WV","38.3964711, -82.5587689",FTO,Town of Ceredo,,shodan_ps_locations,fd5ac19b1681213079b3206e82ed2ff3,shodan_ps_locations__fd5ac19b1681213079b3206e82ed2ff3
Village of Chatham,"Chatham, IL","39.676163, -89.7045439",CompanyKeyword,Village of Chatham,,shodan_ps_locations,7b6c01f9067fe45e6f25c05c0101688d,shodan_ps_locations__7b6c01f9067fe45e6f25c05c0101688d
Cabell-Huntington Health Department,"Huntington, WV","38.4192496, -82.445154",News,Cabell-Huntington Health Department,,shodan_ps_locations,5b2e9aa3120bbc2376220c8466b4f2f0,shodan_ps_locations__5b2e9aa3120bbc2376220c8466b4f2f0
Center for Health Information and Analysis,"Boston, MA","42.3600825, -71.0588801",space,Center for Health Information and Analysis,,shodan_ps_locations,5e773b0b19fd886a2dd60cada29328a2,shodan_ps_locations__5e773b0b19fd886a2dd60cada29328a2
Department of Human Services Division of Family Development,"Trenton, NJ","40.2205824, -74.759717",Refinery,Department of Human Services Division of Family Development,,shodan_ps_locations,7082b248e41a10f3c800ea3d16fc884e,shodan_ps_locations__7082b248e41a10f3c800ea3d16fc884e
Department of Economic and Community Development,"Hartford, CT","41.7658043, -72.6733723",Diplomat,Department of Economic and Community Development,,shodan_ps_locations,48f914be5eec629939cdad07d7d6b3df,shodan_ps_locations__48f914be5eec629939cdad07d7d6b3df
Florida Department of Health,"TALLAHASSEE, FL","30.4382559, -84.2807329",Refinery,Florida Department of Health,,shodan_ps_locations,df451f7d2ee0952db71a322034a1fd07,shodan_ps_locations__df451f7d2ee0952db71a322034a1fd07
"Colorado, Governor's Office of Information Technology","Denver, CO","39.7392358, -104.990251",Person,"Colorado, Governor's Office of Information Technology",,shodan_ps_locations,a6b5f65c457c1ddb2bec098ddd0e2fb9,shodan_ps_locations__a6b5f65c457c1ddb2bec098ddd0e2fb9
Colorado Dept. of Law,"Denver, CO","39.7392358, -104.990251",CompanyKeyword,Colorado Dept. of Law,,shodan_ps_locations,102ae76fbec800850e9e153b9863069a,shodan_ps_locations__102ae76fbec800850e9e153b9863069a
Office of the Governor,"Chicago, IL","41.8781136, -87.6297982",ForeignMinister,Office of the Governor,,shodan_ps_locations,2f16f3e14c46b947acce93c57998d8a4,shodan_ps_locations__2f16f3e14c46b947acce93c57998d8a4
State of Colorado - Department of Public Safety,"Golden, CO","39.755543, -105.2210997",DiplomaticFacilities,State of Colorado - Department of Public Safety,,shodan_ps_locations,b8815899c49f48ed41642d2478ebb269,shodan_ps_locations__b8815899c49f48ed41642d2478ebb269
