handle,caption_name,location_lower,include_groups,entity_type,location,lat,long,exclude_groups,coords,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
thenationnews,Nigerian news outlet The Nation Nigeria,nigeria,agriculture minister;agriculture ministry,hnmn,Nigeria,9.081999,8.675277,,,Hnmn,Nigerian news outlet The Nation Nigeria,,eng_dgm_agr_mentioner_entities,2ee3aca160cf1dd364e5b19e76057504,eng_dgm_agr_mentioner_entities__2ee3aca160cf1dd364e5b19e76057504
thisdaylive,Nigerian news outlet This Day,nigeria,agriculture minister;agriculture ministry,hnmn,Nigeria,9.081999,8.675277,,,Hnmn,Nigerian news outlet This Day,,eng_dgm_agr_mentioner_entities,abd8adbb842379cbb6d89850f1c3d8bf,eng_dgm_agr_mentioner_entities__abd8adbb842379cbb6d89850f1c3d8bf
vanguardngrnews,Nigerian news outlet Vanguard Newspapers,nigeria,agriculture minister;agriculture ministry,hnmn,Nigeria,9.081999,8.675277,,,Hnmn,Nigerian news outlet Vanguard Newspapers,,eng_dgm_agr_mentioner_entities,f8b4aaf3deee48d75a9934c8d59f32b6,eng_dgm_agr_mentioner_entities__f8b4aaf3deee48d75a9934c8d59f32b6
palautimes,Palauan news outlet Island Times,palau,agriculture minister;agriculture ministry,hnmn,Palau,7.51498,134.58252,,,Hnmn,Palauan news outlet Island Times,,eng_dgm_agr_mentioner_entities,19153c35139d2699de6078d8ee88798b,eng_dgm_agr_mentioner_entities__19153c35139d2699de6078d8ee88798b
notepacific,Palauan news outlet Pacific Note,palau,agriculture minister;agriculture ministry,hnmn,Palau,7.51498,134.58252,,,Hnmn,Palauan news outlet Pacific Note,,eng_dgm_agr_mentioner_entities,7ed66f4149d98af73812ca0bbef477c8,eng_dgm_agr_mentioner_entities__7ed66f4149d98af73812ca0bbef477c8
emtvonline,Papua New Guinean news outlet EMTVOnline,papua new guinea,agriculture minister;agriculture ministry,hnmn,Papua New Guinea,-6.314993,143.95555,,,Hnmn,Papua New Guinean news outlet EMTVOnline,,eng_dgm_agr_mentioner_entities,0aa8e377f3a67889c40f842cea3dbf2c,eng_dgm_agr_mentioner_entities__0aa8e377f3a67889c40f842cea3dbf2c
onepng,Papua New Guinean news outlet ONE PNG,papua new guinea,agriculture minister;agriculture ministry,hnmn,Papua New Guinea,-6.314993,143.95555,,,Hnmn,Papua New Guinean news outlet ONE PNG,,eng_dgm_agr_mentioner_entities,d7b66d9acc3878002a3b89e1d46cb209,eng_dgm_agr_mentioner_entities__d7b66d9acc3878002a3b89e1d46cb209
pngfacts,Papua New Guinean news outlet PNG Facts,papua new guinea,agriculture minister;agriculture ministry,hnmn,Papua New Guinea,-6.314993,143.95555,,,Hnmn,Papua New Guinean news outlet PNG Facts,,eng_dgm_agr_mentioner_entities,b35bdc9ad9bdc3b7c0e3872f3620e12d,eng_dgm_agr_mentioner_entities__b35bdc9ad9bdc3b7c0e3872f3620e12d
pngnewstoday,Papua New Guinean news outlet PNG Today,papua new guinea,agriculture minister;agriculture ministry,hnmn,Papua New Guinea,-6.314993,143.95555,,,Hnmn,Papua New Guinean news outlet PNG Today,,eng_dgm_agr_mentioner_entities,804780850904242a51b5b64c006be8c6,eng_dgm_agr_mentioner_entities__804780850904242a51b5b64c006be8c6
htsnews4orce,Saint Lucian news outlet HTS St Lucia,saint lucia,agriculture minister;agriculture ministry,hnmn,Saint Lucia,13.909444,-60.978893,,,Hnmn,Saint Lucian news outlet HTS St Lucia,,eng_dgm_agr_mentioner_entities,8ade2372e6169108761983eeec46788a,eng_dgm_agr_mentioner_entities__8ade2372e6169108761983eeec46788a
thestluciastar,Saint Lucian news outlet St Lucia STAR,saint lucia,agriculture minister;agriculture ministry,hnmn,Saint Lucia,13.909444,-60.978893,,,Hnmn,Saint Lucian news outlet St Lucia STAR,,eng_dgm_agr_mentioner_entities,d2cd3c72e5c81033a58b37921d67f595,eng_dgm_agr_mentioner_entities__d2cd3c72e5c81033a58b37921d67f595
thevoiceslu,Saint Lucian news outlet The Voice St Lucia,saint lucia,agriculture minister;agriculture ministry,hnmn,Saint Lucia,13.909444,-60.978893,,,Hnmn,Saint Lucian news outlet The Voice St Lucia,,eng_dgm_agr_mentioner_entities,9887055685740b5a9510cf17b209711f,eng_dgm_agr_mentioner_entities__9887055685740b5a9510cf17b209711f
721news,Saint-Martinoise news outlet 721News,saint martin,agriculture minister;agriculture ministry,hnmn,Saint Martin,18.0708298,-63.0500809,,,Hnmn,Saint-Martinoise news outlet 721News,,eng_dgm_agr_mentioner_entities,3ab262909d7af7ace45549d9ab5b7e0b,eng_dgm_agr_mentioner_entities__3ab262909d7af7ace45549d9ab5b7e0b
iwnsvg,Saint Vincentian news outlet iWitness News,saint vincent and the grenadines,agriculture minister;agriculture ministry,hnmn,Saint Vincent and the Grenadines,12.984305,-61.287228,,,Hnmn,Saint Vincentian news outlet iWitness News,,eng_dgm_agr_mentioner_entities,4680c30d0416c0f2573fd2e420839fef,eng_dgm_agr_mentioner_entities__4680c30d0416c0f2573fd2e420839fef
news_784,Saint Vincentian news outlet News784,saint vincent and the grenadines,agriculture minister;agriculture ministry,hnmn,Saint Vincent and the Grenadines,12.984305,-61.287228,,,Hnmn,Saint Vincentian news outlet News784,,eng_dgm_agr_mentioner_entities,5060cde7f5fb35995799b64da50899ce,eng_dgm_agr_mentioner_entities__5060cde7f5fb35995799b64da50899ce
sierra_n_salone,Sierra Leonean news outlet Sierra Network,sierra leone,agriculture minister;agriculture ministry,hnmn,Sierra Leone,8.460555,-11.779889,,,Hnmn,Sierra Leonean news outlet Sierra Network,,eng_dgm_agr_mentioner_entities,8797f6924d91833c41c4ca95b010de9a,eng_dgm_agr_mentioner_entities__8797f6924d91833c41c4ca95b010de9a
sierraeyesalone,Sierra Leonean news outlet Sierra Eyes Alone,sierra leone,agriculture minister;agriculture ministry,hnmn,Sierra Leone,8.460555,-11.779889,,,Hnmn,Sierra Leonean news outlet Sierra Eyes Alone,,eng_dgm_agr_mentioner_entities,a833920faac981241edeeeb9ed356cd1,eng_dgm_agr_mentioner_entities__a833920faac981241edeeeb9ed356cd1
switsalone,Sierra Leonean news outlet SwitSalone,sierra leone,agriculture minister;agriculture ministry,hnmn,Sierra Leone,8.460555,-11.779889,,,Hnmn,Sierra Leonean news outlet SwitSalone,,eng_dgm_agr_mentioner_entities,d7ebca467804703eb39ad9450434fd1d,eng_dgm_agr_mentioner_entities__d7ebca467804703eb39ad9450434fd1d
solomonstarnews,Solomon Island news outlet Solomon Star News,solomon islands,agriculture minister;agriculture ministry,hnmn,Solomon Islands,-9.64571,160.156194,,,Hnmn,Solomon Island news outlet Solomon Star News,,eng_dgm_agr_mentioner_entities,b9b9f2e6763314a0cb2b753cf7f43bee,eng_dgm_agr_mentioner_entities__b9b9f2e6763314a0cb2b753cf7f43bee
solomontimes,Solomon Island news outlet Solomon Times,solomon islands,agriculture minister;agriculture ministry,hnmn,Solomon Islands,-9.64571,160.156194,,,Hnmn,Solomon Island news outlet Solomon Times,,eng_dgm_agr_mentioner_entities,d4705c14a335f86dd58a5dd71b5d5171,eng_dgm_agr_mentioner_entities__d4705c14a335f86dd58a5dd71b5d5171
city_press,South African news outlet City Press,south africa,agriculture minister;agriculture ministry,hnmn,South Africa,-30.559482,22.937506,,,Hnmn,South African news outlet City Press,,eng_dgm_agr_mentioner_entities,7ba2ae72d594e0614c554725589f0b93,eng_dgm_agr_mentioner_entities__7ba2ae72d594e0614c554725589f0b93
dailymaverick,South African news outlet Daily Maverick,south africa,agriculture minister;agriculture ministry,hnmn,South Africa,-30.559482,22.937506,,,Hnmn,South African news outlet Daily Maverick,,eng_dgm_agr_mentioner_entities,90aec34baa4dacee9e042b07190d272d,eng_dgm_agr_mentioner_entities__90aec34baa4dacee9e042b07190d272d
dailysunsa,South African news outlet Daily Sun,south africa,agriculture minister;agriculture ministry,hnmn,South Africa,-30.559482,22.937506,,,Hnmn,South African news outlet Daily Sun,,eng_dgm_agr_mentioner_entities,363c4418f25bdfb013aabeb0e596b8e3,eng_dgm_agr_mentioner_entities__363c4418f25bdfb013aabeb0e596b8e3
mailandguardian,South African news outlet Mail & Guardian,south africa,agriculture minister;agriculture ministry,hnmn,South Africa,-30.559482,22.937506,,,Hnmn,South African news outlet Mail & Guardian,,eng_dgm_agr_mentioner_entities,5ad10d7647d9c34c47d6c7c3c79f473b,eng_dgm_agr_mentioner_entities__5ad10d7647d9c34c47d6c7c3c79f473b
jubadailynews,South Sudanese news outlet Juba Daily News,south sudan,agriculture minister;agriculture ministry,hnmn,South Sudan,6.8769919,31.3069788,,,Hnmn,South Sudanese news outlet Juba Daily News,,eng_dgm_agr_mentioner_entities,0932705b86ea75ae1c2d744377e7efab,eng_dgm_agr_mentioner_entities__0932705b86ea75ae1c2d744377e7efab
radiomiraya,South Sudanese news outlet Radio Miraya,south sudan,agriculture minister;agriculture ministry,hnmn,South Sudan,6.8769919,31.3069788,,,Hnmn,South Sudanese news outlet Radio Miraya,,eng_dgm_agr_mentioner_entities,e535287843e978b401c5a7efddf49da9,eng_dgm_agr_mentioner_entities__e535287843e978b401c5a7efddf49da9
southsudantoday,South Sudanese news outlet South Sudan Today,south sudan,agriculture minister;agriculture ministry,hnmn,South Sudan,6.8769919,31.3069788,,,Hnmn,South Sudanese news outlet South Sudan Today,,eng_dgm_agr_mentioner_entities,36d0872830c8c3531af180b04696849d,eng_dgm_agr_mentioner_entities__36d0872830c8c3531af180b04696849d
swazidailynews,Swaziland news outlet Eswatini Daily News,swaziland,agriculture minister;agriculture ministry,hnmn,Swaziland,-26.522503,31.465866,,,Hnmn,Swaziland news outlet Eswatini Daily News,,eng_dgm_agr_mentioner_entities,3ee92531bc30764307ff56d4ce65189c,eng_dgm_agr_mentioner_entities__3ee92531bc30764307ff56d4ce65189c
eswatinobserver,Swaziland news outlet Eswatini Observer,swaziland,agriculture minister;agriculture ministry,hnmn,Swaziland,-26.522503,31.465866,,,Hnmn,Swaziland news outlet Eswatini Observer,,eng_dgm_agr_mentioner_entities,81e7b505edd61d2054a5150a353bb353,eng_dgm_agr_mentioner_entities__81e7b505edd61d2054a5150a353bb353
eswatini_tv,Swaziland news outlet Eswatini TV,swaziland,agriculture minister;agriculture ministry,hnmn,Swaziland,-26.522503,31.465866,,,Hnmn,Swaziland news outlet Eswatini TV,,eng_dgm_agr_mentioner_entities,c787ac12464cdd322359b137fbb1818d,eng_dgm_agr_mentioner_entities__c787ac12464cdd322359b137fbb1818d
swazinews,Swaziland news outlet Swaziland News,swaziland,agriculture minister;agriculture ministry,hnmn,Swaziland,-26.522503,31.465866,,,Hnmn,Swaziland news outlet Swaziland News,,eng_dgm_agr_mentioner_entities,0c97efd6e72d57e43c102b70796d8271,eng_dgm_agr_mentioner_entities__0c97efd6e72d57e43c102b70796d8271
capitalradiotz,Tanzanian news outlet Capital Radio,tanzania,agriculture minister;agriculture ministry,hnmn,Tanzania,-6.369028,34.888822,,,Hnmn,Tanzanian news outlet Capital Radio,,eng_dgm_agr_mentioner_entities,5774967c7b4edcf1cb88284899a00f63,eng_dgm_agr_mentioner_entities__5774967c7b4edcf1cb88284899a00f63
cloudsmedialive,Tanzanian news outlet Clouds Media,tanzania,agriculture minister;agriculture ministry,hnmn,Tanzania,-6.369028,34.888822,,,Hnmn,Tanzanian news outlet Clouds Media,,eng_dgm_agr_mentioner_entities,cc37abb59ab0a26971627e646282bb48,eng_dgm_agr_mentioner_entities__cc37abb59ab0a26971627e646282bb48
eastafricatv,Tanzanian news outlet EastAfricaTV,tanzania,agriculture minister;agriculture ministry,hnmn,Tanzania,-6.369028,34.888822,,,Hnmn,Tanzanian news outlet EastAfricaTV,,eng_dgm_agr_mentioner_entities,4b1ca4af8d3e5827c09567c372d992df,eng_dgm_agr_mentioner_entities__4b1ca4af8d3e5827c09567c372d992df
mtanzanianews,Tanzanian news outlet Mtanzania,tanzania,agriculture minister;agriculture ministry,hnmn,Tanzania,-6.369028,34.888822,,,Hnmn,Tanzanian news outlet Mtanzania,,eng_dgm_agr_mentioner_entities,072538761da15043f9e8f59084e328c2,eng_dgm_agr_mentioner_entities__072538761da15043f9e8f59084e328c2
swahilitimes,Tanzanian news outlet Swahili Times,tanzania,agriculture minister;agriculture ministry,hnmn,Tanzania,-6.369028,34.888822,,,Hnmn,Tanzanian news outlet Swahili Times,,eng_dgm_agr_mentioner_entities,5b3fd67d26c68e4cd4ec85626c2fc411,eng_dgm_agr_mentioner_entities__5b3fd67d26c68e4cd4ec85626c2fc411
foroyaaa,Gambian news outlet Foroyaa,the gambia,agriculture minister;agriculture ministry,hnmn,The Gambia,13.443182,-15.310139,,,Hnmn,Gambian news outlet Foroyaa,,eng_dgm_agr_mentioner_entities,6cd6b8ca50155842d8627c9925cc9d8c,eng_dgm_agr_mentioner_entities__6cd6b8ca50155842d8627c9925cc9d8c
ptvgambia,Gambian news outlet Paradise TV,the gambia,agriculture minister;agriculture ministry,hnmn,The Gambia,13.443182,-15.310139,,,Hnmn,Gambian news outlet Paradise TV,,eng_dgm_agr_mentioner_entities,3dd09546cda424518283a177c3f41e90,eng_dgm_agr_mentioner_entities__3dd09546cda424518283a177c3f41e90
qtv_gambia,Gambian news outlet QTV,the gambia,agriculture minister;agriculture ministry,hnmn,The Gambia,13.443182,-15.310139,,,Hnmn,Gambian news outlet QTV,,eng_dgm_agr_mentioner_entities,53ec0ddbcb8220fc0740b4f489200b26,eng_dgm_agr_mentioner_entities__53ec0ddbcb8220fc0740b4f489200b26
somagambia,Gambian news outlet Soma Gambia,the gambia,agriculture minister;agriculture ministry,hnmn,The Gambia,13.443182,-15.310139,,,Hnmn,Gambian news outlet Soma Gambia,,eng_dgm_agr_mentioner_entities,ddbf566d097f3c57962a5794276f51ec,eng_dgm_agr_mentioner_entities__ddbf566d097f3c57962a5794276f51ec
the_standard_,Gambian news outlet The Standard,the gambia,agriculture minister;agriculture ministry,hnmn,The Gambia,13.443182,-15.310139,,,Hnmn,Gambian news outlet The Standard,,eng_dgm_agr_mentioner_entities,bfe1f1d87130f68d58774f0e7621a29d,eng_dgm_agr_mentioner_entities__bfe1f1d87130f68d58774f0e7621a29d
kanivatonganews,Tongan news outlet Kaniva Tonga,tonga,agriculture minister;agriculture ministry,hnmn,Tonga,-21.178986,-175.198242,,,Hnmn,Tongan news outlet Kaniva Tonga,,eng_dgm_agr_mentioner_entities,48623f465216fe529e4fa0cd6fca4980,eng_dgm_agr_mentioner_entities__48623f465216fe529e4fa0cd6fca4980
tonganews,Tongan news outlet Matangi Tonga,tonga,agriculture minister;agriculture ministry,hnmn,Tonga,-21.178986,-175.198242,,,Hnmn,Tongan news outlet Matangi Tonga,,eng_dgm_agr_mentioner_entities,c65065e82763980d22ec4df138f67430,eng_dgm_agr_mentioner_entities__c65065e82763980d22ec4df138f67430
tv6tnt,Trinidadian news outlet CCN TV6,trinidad and tobago,agriculture minister;agriculture ministry,hnmn,Trinidad and Tobago,10.691803,-61.222503,,,Hnmn,Trinidadian news outlet CCN TV6,,eng_dgm_agr_mentioner_entities,2ea228121ebc29bb347c771e3aaf85e5,eng_dgm_agr_mentioner_entities__2ea228121ebc29bb347c771e3aaf85e5
loopnewstt,Trinidadian news outlet Loop News,trinidad and tobago,agriculture minister;agriculture ministry,hnmn,Trinidad and Tobago,10.691803,-61.222503,,,Hnmn,Trinidadian news outlet Loop News,,eng_dgm_agr_mentioner_entities,a659359030973f3ede892785935af91f,eng_dgm_agr_mentioner_entities__a659359030973f3ede892785935af91f
newsday_tt,Trinidadian news outlet Newsday,trinidad and tobago,agriculture minister;agriculture ministry,hnmn,Trinidad and Tobago,10.691803,-61.222503,,,Hnmn,Trinidadian news outlet Newsday,,eng_dgm_agr_mentioner_entities,3ecba8ee04ffae8dde611c616d19e7a9,eng_dgm_agr_mentioner_entities__3ecba8ee04ffae8dde611c616d19e7a9
guardiantt,Trinidadian news outlet T&T Guardian,trinidad and tobago,agriculture minister;agriculture ministry,hnmn,Trinidad and Tobago,10.691803,-61.222503,,,Hnmn,Trinidadian news outlet T&T Guardian,,eng_dgm_agr_mentioner_entities,6e1c35ce173b47795547f90fbdadef35,eng_dgm_agr_mentioner_entities__6e1c35ce173b47795547f90fbdadef35
expressupdates,Trinidadian news outlet Trinidad Express,trinidad and tobago,agriculture minister;agriculture ministry,hnmn,Trinidad and Tobago,10.691803,-61.222503,,,Hnmn,Trinidadian news outlet Trinidad Express,,eng_dgm_agr_mentioner_entities,db2f038ca1f24a66dbf13bc38b76b80b,eng_dgm_agr_mentioner_entities__db2f038ca1f24a66dbf13bc38b76b80b
tcweeklynews1,Turks and Caicos Island news outlet TC Weekly News,turks and caicos islands,agriculture minister;agriculture ministry,hnmn,Turks and Caicos Islands,21.694025,-71.797928,,,Hnmn,Turks and Caicos Island news outlet TC Weekly News,,eng_dgm_agr_mentioner_entities,36c330c0dd13d5f02b92e175a53a4ff8,eng_dgm_agr_mentioner_entities__36c330c0dd13d5f02b92e175a53a4ff8
tci_news,Turks and Caicos Island news outlet TCI News,turks and caicos islands,agriculture minister;agriculture ministry,hnmn,Turks and Caicos Islands,21.694025,-71.797928,,,Hnmn,Turks and Caicos Island news outlet TCI News,,eng_dgm_agr_mentioner_entities,9491b2e048ea48e395f77402ed8c6590,eng_dgm_agr_mentioner_entities__9491b2e048ea48e395f77402ed8c6590
turksjournal1,Turks and Caicos Island news outlet Turks Journal,turks and caicos islands,agriculture minister;agriculture ministry,hnmn,Turks and Caicos Islands,21.694025,-71.797928,,,Hnmn,Turks and Caicos Island news outlet Turks Journal,,eng_dgm_agr_mentioner_entities,6e669c1f803db249b6a2e7a8fcdd72c9,eng_dgm_agr_mentioner_entities__6e669c1f803db249b6a2e7a8fcdd72c9
dailymonitor,Ugandan news outlet Daily Monitor,uganda,agriculture minister;agriculture ministry,hnmn,Uganda,1.373333,32.290275,,,Hnmn,Ugandan news outlet Daily Monitor,,eng_dgm_agr_mentioner_entities,195b8968d9e778d5956fa1d11162bc31,eng_dgm_agr_mentioner_entities__195b8968d9e778d5956fa1d11162bc31
nbstv,Ugandan news outlet NBS Television,uganda,agriculture minister;agriculture ministry,hnmn,Uganda,1.373333,32.290275,,,Hnmn,Ugandan news outlet NBS Television,,eng_dgm_agr_mentioner_entities,8d1045b2389b091915853d73dc4c4045,eng_dgm_agr_mentioner_entities__8d1045b2389b091915853d73dc4c4045
ntvuganda,Ugandan news outlet NTV Uganda,uganda,agriculture minister;agriculture ministry,hnmn,Uganda,1.373333,32.290275,,,Hnmn,Ugandan news outlet NTV Uganda,,eng_dgm_agr_mentioner_entities,cb7447f1ec5fedc4150604342f837f98,eng_dgm_agr_mentioner_entities__cb7447f1ec5fedc4150604342f837f98
ugindependent,Ugandan news outlet The Independent,uganda,agriculture minister;agriculture ministry,hnmn,Uganda,1.373333,32.290275,,,Hnmn,Ugandan news outlet The Independent,,eng_dgm_agr_mentioner_entities,f43f8917ee0027239e44a83f8df56d14,eng_dgm_agr_mentioner_entities__f43f8917ee0027239e44a83f8df56d14
newvisionwire,Ugandan news outlet The New Vision,uganda,agriculture minister;agriculture ministry,hnmn,Uganda,1.373333,32.290275,,,Hnmn,Ugandan news outlet The New Vision,,eng_dgm_agr_mentioner_entities,5c9aa998b45be96f156c1e6e3ca5bf2e,eng_dgm_agr_mentioner_entities__5c9aa998b45be96f156c1e6e3ca5bf2e
bbcnews,UK news outlet BBC News,united kingdom,agriculture minister;agriculture ministry,hnmn,United Kingdom,55.378051,-3.435973,,,Hnmn,UK news outlet BBC News,,eng_dgm_agr_mentioner_entities,654b2fef10cf6880135c4073ec8d7b7b,eng_dgm_agr_mentioner_entities__654b2fef10cf6880135c4073ec8d7b7b
guardian,UK news outlet Guardian,united kingdom,agriculture minister;agriculture ministry,hnmn,United Kingdom,55.378051,-3.435973,,,Hnmn,UK news outlet Guardian,,eng_dgm_agr_mentioner_entities,d25f969af193ec13b2d445c18cc301e8,eng_dgm_agr_mentioner_entities__d25f969af193ec13b2d445c18cc301e8
independent,UK news outlet Independent,united kingdom,agriculture minister;agriculture ministry,hnmn,United Kingdom,55.378051,-3.435973,,,Hnmn,UK news outlet Independent,,eng_dgm_agr_mentioner_entities,0ada759bd18217c47381312fc39781d8,eng_dgm_agr_mentioner_entities__0ada759bd18217c47381312fc39781d8
skynews,UK news outlet Sky News,united kingdom,agriculture minister;agriculture ministry,hnmn,United Kingdom,55.378051,-3.435973,,,Hnmn,UK news outlet Sky News,,eng_dgm_agr_mentioner_entities,b01cd80f36d1bc812166598d84724367,eng_dgm_agr_mentioner_entities__b01cd80f36d1bc812166598d84724367
telegraph,UK news outlet Telegraph,united kingdom,agriculture minister;agriculture ministry,hnmn,United Kingdom,55.378051,-3.435973,,,Hnmn,UK news outlet Telegraph,,eng_dgm_agr_mentioner_entities,86d35a4f7876550bc442aafba77bc5b6,eng_dgm_agr_mentioner_entities__86d35a4f7876550bc442aafba77bc5b6
nbcnews,US news outlet NBC News,united states,agriculture minister;agriculture ministry,hnmn,United States,37.09024,-95.712891,,,Hnmn,US news outlet NBC News,,eng_dgm_agr_mentioner_entities,3e7347bff6758d830fbf8807cde01fcb,eng_dgm_agr_mentioner_entities__3e7347bff6758d830fbf8807cde01fcb
nytimes,US news outlet New York Times,united states,agriculture minister;agriculture ministry,hnmn,United States,37.09024,-95.712891,,,Hnmn,US news outlet New York Times,,eng_dgm_agr_mentioner_entities,ac8337ce46d7a11c72ac833f5f39d8ce,eng_dgm_agr_mentioner_entities__ac8337ce46d7a11c72ac833f5f39d8ce
wsj,US news outlet Wall Street Journal,united states,agriculture minister;agriculture ministry,hnmn,United States,37.09024,-95.712891,,,Hnmn,US news outlet Wall Street Journal,,eng_dgm_agr_mentioner_entities,a304bd8798bc476df80bda60f6562de2,eng_dgm_agr_mentioner_entities__a304bd8798bc476df80bda60f6562de2
washingtonpost,US news outlet Washington Post,united states,agriculture minister;agriculture ministry,hnmn,United States,37.09024,-95.712891,,,Hnmn,US news outlet Washington Post,,eng_dgm_agr_mentioner_entities,69018ebeeeec7c4b4b626c6b1dd8d149,eng_dgm_agr_mentioner_entities__69018ebeeeec7c4b4b626c6b1dd8d149
vi_source,US Virgin Islands news outlet VI Source,us virgin islands,agriculture minister;agriculture ministry,hnmn,US Virgin Islands,18.335765,-64.896335,,,Hnmn,US Virgin Islands news outlet VI Source,,eng_dgm_agr_mentioner_entities,28d889c63e6acf8333fa1aa63e6a6ae1,eng_dgm_agr_mentioner_entities__28d889c63e6acf8333fa1aa63e6a6ae1
vidailynews,US Virgin Islands news outlet Virgin Islands Daily News,us virgin islands,agriculture minister;agriculture ministry,hnmn,US Virgin Islands,18.335765,-64.896335,,,Hnmn,US Virgin Islands news outlet Virgin Islands Daily News,,eng_dgm_agr_mentioner_entities,f36165a54e61c24148d961c57ef9430e,eng_dgm_agr_mentioner_entities__f36165a54e61c24148d961c57ef9430e
wtjx,US Virgin Islands news outlet WTJX,us virgin islands,agriculture minister;agriculture ministry,hnmn,US Virgin Islands,18.335765,-64.896335,,,Hnmn,US Virgin Islands news outlet WTJX,,eng_dgm_agr_mentioner_entities,77c4219c66c60e9aa3fe20e04f778383,eng_dgm_agr_mentioner_entities__77c4219c66c60e9aa3fe20e04f778383
wuviradiovi,US Virgin Islands news outlet WUVI Radio,us virgin islands,agriculture minister;agriculture ministry,hnmn,US Virgin Islands,18.335765,-64.896335,,,Hnmn,US Virgin Islands news outlet WUVI Radio,,eng_dgm_agr_mentioner_entities,397ba365b5ece78095d3798cd4da0482,eng_dgm_agr_mentioner_entities__397ba365b5ece78095d3798cd4da0482
dailynationzm,Zambian news outlet Daily Nation,zambia,agriculture minister;agriculture ministry,hnmn,Zambia,-13.133897,27.849332,,,Hnmn,Zambian news outlet Daily Nation,,eng_dgm_agr_mentioner_entities,fa7019a424d930cd922349adcd35ce97,eng_dgm_agr_mentioner_entities__fa7019a424d930cd922349adcd35ce97
lusakatimes,Zambian news outlet Lusaka Times,zambia,agriculture minister;agriculture ministry,hnmn,Zambia,-13.133897,27.849332,,,Hnmn,Zambian news outlet Lusaka Times,,eng_dgm_agr_mentioner_entities,719599b46aa332fe53f790b755da97f3,eng_dgm_agr_mentioner_entities__719599b46aa332fe53f790b755da97f3
mwebantu,Zambian news outlet Mwebantu,zambia,agriculture minister;agriculture ministry,hnmn,Zambia,-13.133897,27.849332,,,Hnmn,Zambian news outlet Mwebantu,,eng_dgm_agr_mentioner_entities,13f589e312c1776723971277ac5f8763,eng_dgm_agr_mentioner_entities__13f589e312c1776723971277ac5f8763
zadama24,Zambian news outlet Zambia Daily Mail,zambia,agriculture minister;agriculture ministry,hnmn,Zambia,-13.133897,27.849332,,,Hnmn,Zambian news outlet Zambia Daily Mail,,eng_dgm_agr_mentioner_entities,f31ec5331b4943ce64b1a8aa5e310a5a,eng_dgm_agr_mentioner_entities__f31ec5331b4943ce64b1a8aa5e310a5a
newsdayzimbabwe,Zimbabwean news outlet NewsDay,zimbabwe,agriculture minister;agriculture ministry,hnmn,Zimbabwe,-19.015438,29.154857,,,Hnmn,Zimbabwean news outlet NewsDay,,eng_dgm_agr_mentioner_entities,9b1ebca2bfb299136e033011a082df37,eng_dgm_agr_mentioner_entities__9b1ebca2bfb299136e033011a082df37
chroniclezim,Zimbabwean news outlet The Chronicle,zimbabwe,agriculture minister;agriculture ministry,hnmn,Zimbabwe,-19.015438,29.154857,,,Hnmn,Zimbabwean news outlet The Chronicle,,eng_dgm_agr_mentioner_entities,46175d1ba2bd144e9c17dbed7337ee46,eng_dgm_agr_mentioner_entities__46175d1ba2bd144e9c17dbed7337ee46
heraldzimbabwe,Zimbabwean news outlet The Herald,zimbabwe,agriculture minister;agriculture ministry,hnmn,Zimbabwe,-19.015438,29.154857,,,Hnmn,Zimbabwean news outlet The Herald,,eng_dgm_agr_mentioner_entities,0ed71b244d7c3426178aa6619a7bde95,eng_dgm_agr_mentioner_entities__0ed71b244d7c3426178aa6619a7bde95
