keyword,caption_name,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
385 quilos,385 kg,general.alert2,Person,385 kg,,dgm_latamnarcoticsweight,d3b3f60da67d3cd458b893179e9e311c,dgm_latamnarcoticsweight__d3b3f60da67d3cd458b893179e9e311c
386 quilos,386 kg,general.alert2,Wells,386 kg,,dgm_latamnarcoticsweight,11d5c3cabe661047d9947b17d321063a,dgm_latamnarcoticsweight__11d5c3cabe661047d9947b17d321063a
387 quilos,387 kg,general.alert2,Wells,387 kg,,dgm_latamnarcoticsweight,03be449cf883d780d45cac94e5a311b1,dgm_latamnarcoticsweight__03be449cf883d780d45cac94e5a311b1
388 quilos,388 kg,general.alert2,space,388 kg,,dgm_latamnarcoticsweight,3cfffda010c3d548459e8a653f482711,dgm_latamnarcoticsweight__3cfffda010c3d548459e8a653f482711
389 quilos,389 kg,general.alert2,Legislator,389 kg,,dgm_latamnarcoticsweight,4a4817c15578577c6ad88097597eedc0,dgm_latamnarcoticsweight__4a4817c15578577c6ad88097597eedc0
390 quilos,390 kg,general.alert2,FTO,390 kg,,dgm_latamnarcoticsweight,d425e0cb3b0cd04c781c1fd903e4915c,dgm_latamnarcoticsweight__d425e0cb3b0cd04c781c1fd903e4915c
391 quilos,391 kg,general.alert2,Legislator,391 kg,,dgm_latamnarcoticsweight,bffe5abe495659c2b5d9e48021121ee5,dgm_latamnarcoticsweight__bffe5abe495659c2b5d9e48021121ee5
392 quilos,392 kg,general.alert2,Consulates,392 kg,,dgm_latamnarcoticsweight,c98aafa8f88e07ec3e84a7ee52eaa31b,dgm_latamnarcoticsweight__c98aafa8f88e07ec3e84a7ee52eaa31b
393 quilos,393 kg,general.alert2,News,393 kg,,dgm_latamnarcoticsweight,09eadcda271d3bba29436f0bf5acdee6,dgm_latamnarcoticsweight__09eadcda271d3bba29436f0bf5acdee6
394 quilos,394 kg,general.alert2,Exec,394 kg,,dgm_latamnarcoticsweight,3abc57a272af56beb1be944fb1fae43b,dgm_latamnarcoticsweight__3abc57a272af56beb1be944fb1fae43b
395 quilos,395 kg,general.alert2,AAEntity,395 kg,,dgm_latamnarcoticsweight,50b3a322a973a1620b0fc956e5004fb1,dgm_latamnarcoticsweight__50b3a322a973a1620b0fc956e5004fb1
396 quilos,396 kg,general.alert2,Shipping,396 kg,,dgm_latamnarcoticsweight,62214755a057e6750fb6e8773a866510,dgm_latamnarcoticsweight__62214755a057e6750fb6e8773a866510
397 quilos,397 kg,general.alert2,Media,397 kg,,dgm_latamnarcoticsweight,002e7fc92271576c8436022af73b5948,dgm_latamnarcoticsweight__002e7fc92271576c8436022af73b5948
398 quilos,398 kg,general.alert2,Shipping,398 kg,,dgm_latamnarcoticsweight,e5212e9ab315fca50b7fd32209f9948d,dgm_latamnarcoticsweight__e5212e9ab315fca50b7fd32209f9948d
399 quilos,399 kg,general.alert2,IndustryTerm,399 kg,,dgm_latamnarcoticsweight,9a78f366c4412c09b352f63b62e34a06,dgm_latamnarcoticsweight__9a78f366c4412c09b352f63b62e34a06
400 quilos,400 kg,general.alert2,News,400 kg,,dgm_latamnarcoticsweight,59b397a8e876eabad0a15ac26189b145,dgm_latamnarcoticsweight__59b397a8e876eabad0a15ac26189b145
401 quilos,401 kg,general.alert2,space,401 kg,,dgm_latamnarcoticsweight,3b97eafd1a69f72a37a025accb71e188,dgm_latamnarcoticsweight__3b97eafd1a69f72a37a025accb71e188
402 quilos,402 kg,general.alert2,LegislativeCommittee,402 kg,,dgm_latamnarcoticsweight,8c62d95c661a53d2288b300c05073e33,dgm_latamnarcoticsweight__8c62d95c661a53d2288b300c05073e33
403 quilos,403 kg,general.alert2,Person,403 kg,,dgm_latamnarcoticsweight,aa0c332a9343f6908ee2526b630aba08,dgm_latamnarcoticsweight__aa0c332a9343f6908ee2526b630aba08
404 quilos,404 kg,general.alert2,ForeignMinister,404 kg,,dgm_latamnarcoticsweight,6077ced75971af2c5f5197446edf28db,dgm_latamnarcoticsweight__6077ced75971af2c5f5197446edf28db
405 quilos,405 kg,general.alert2,Refinery,405 kg,,dgm_latamnarcoticsweight,376b8ab80cbb47dc02a125f731df5096,dgm_latamnarcoticsweight__376b8ab80cbb47dc02a125f731df5096
406 quilos,406 kg,general.alert2,LegislativeCommittee,406 kg,,dgm_latamnarcoticsweight,983062ade3982aa4bc59067f4f0c7c20,dgm_latamnarcoticsweight__983062ade3982aa4bc59067f4f0c7c20
407 quilos,407 kg,general.alert2,Exec,407 kg,,dgm_latamnarcoticsweight,7a1383a26f62c75bf930fb77a2e384bc,dgm_latamnarcoticsweight__7a1383a26f62c75bf930fb77a2e384bc
408 quilos,408 kg,general.alert2,News,408 kg,,dgm_latamnarcoticsweight,525ca51928356da6f862cd4b06356011,dgm_latamnarcoticsweight__525ca51928356da6f862cd4b06356011
409 quilos,409 kg,general.alert2,ForeignMinistry,409 kg,,dgm_latamnarcoticsweight,b045219774ce391ac286344e22eed05b,dgm_latamnarcoticsweight__b045219774ce391ac286344e22eed05b
410 quilos,410 kg,general.alert2,Refinery,410 kg,,dgm_latamnarcoticsweight,f29af80f14adddee0fb9e2006f568e93,dgm_latamnarcoticsweight__f29af80f14adddee0fb9e2006f568e93
411 quilos,411 kg,general.alert2,Exec,411 kg,,dgm_latamnarcoticsweight,8cfd2edc6cd8f6e04f93a3b8d4d21ae2,dgm_latamnarcoticsweight__8cfd2edc6cd8f6e04f93a3b8d4d21ae2
412 quilos,412 kg,general.alert2,FTO,412 kg,,dgm_latamnarcoticsweight,3160d3372820d013f2ea63addbddf429,dgm_latamnarcoticsweight__3160d3372820d013f2ea63addbddf429
413 quilos,413 kg,general.alert2,Media,413 kg,,dgm_latamnarcoticsweight,955b9782557fdd007cc039a3e894488c,dgm_latamnarcoticsweight__955b9782557fdd007cc039a3e894488c
414 quilos,414 kg,general.alert2,AAEntity,414 kg,,dgm_latamnarcoticsweight,4af7070068bd868127f9b82aa6e021df,dgm_latamnarcoticsweight__4af7070068bd868127f9b82aa6e021df
415 quilos,415 kg,general.alert2,LegislativeCommittee,415 kg,,dgm_latamnarcoticsweight,2c02d53b071c294236b738c127259a36,dgm_latamnarcoticsweight__2c02d53b071c294236b738c127259a36
416 quilos,416 kg,general.alert2,Person,416 kg,,dgm_latamnarcoticsweight,7372f9ac4ebc186f1523240b934f8230,dgm_latamnarcoticsweight__7372f9ac4ebc186f1523240b934f8230
417 quilos,417 kg,general.alert2,Keyphrase,417 kg,,dgm_latamnarcoticsweight,481fdc781bc943dd94c19bdabcc1ebd8,dgm_latamnarcoticsweight__481fdc781bc943dd94c19bdabcc1ebd8
418 quilos,418 kg,general.alert2,ForeignMinistry,418 kg,,dgm_latamnarcoticsweight,8ba55ec2d27836df900d304834f1d893,dgm_latamnarcoticsweight__8ba55ec2d27836df900d304834f1d893
419 quilos,419 kg,general.alert2,Consulates,419 kg,,dgm_latamnarcoticsweight,e99c7de9c6bd3d387347b084f102c240,dgm_latamnarcoticsweight__e99c7de9c6bd3d387347b084f102c240
420 quilos,420 kg,general.alert2,Legislator,420 kg,,dgm_latamnarcoticsweight,89b3446b68a3e25c604f4ff10f4e85f8,dgm_latamnarcoticsweight__89b3446b68a3e25c604f4ff10f4e85f8
421 quilos,421 kg,general.alert2,Organization,421 kg,,dgm_latamnarcoticsweight,1410174bf0fbb4d2caecae7f6394b568,dgm_latamnarcoticsweight__1410174bf0fbb4d2caecae7f6394b568
422 quilos,422 kg,general.alert2,Media,422 kg,,dgm_latamnarcoticsweight,80d4724b2c277faaa65d7fad3d1f5d5f,dgm_latamnarcoticsweight__80d4724b2c277faaa65d7fad3d1f5d5f
423 quilos,423 kg,general.alert2,News,423 kg,,dgm_latamnarcoticsweight,9c64e1ecb068a29f3bb4f62374e10a83,dgm_latamnarcoticsweight__9c64e1ecb068a29f3bb4f62374e10a83
424 quilos,424 kg,general.alert2,Legislator,424 kg,,dgm_latamnarcoticsweight,7b83355ee2737910cce77c5f564d1c3f,dgm_latamnarcoticsweight__7b83355ee2737910cce77c5f564d1c3f
425 quilos,425 kg,general.alert2,Pipeline,425 kg,,dgm_latamnarcoticsweight,3284f62dd2a8f05664ae328a29fac641,dgm_latamnarcoticsweight__3284f62dd2a8f05664ae328a29fac641
426 quilos,426 kg,general.alert2,AAEntity,426 kg,,dgm_latamnarcoticsweight,9cf1e336211021754c8544c02d2c6ea1,dgm_latamnarcoticsweight__9cf1e336211021754c8544c02d2c6ea1
427 quilos,427 kg,general.alert2,Pipeline,427 kg,,dgm_latamnarcoticsweight,066064bf5b37c9a4a6b35266ed7c90b9,dgm_latamnarcoticsweight__066064bf5b37c9a4a6b35266ed7c90b9
428 quilos,428 kg,general.alert2,Exec,428 kg,,dgm_latamnarcoticsweight,c80029f062ad88e6569a1a3906aaaabe,dgm_latamnarcoticsweight__c80029f062ad88e6569a1a3906aaaabe
429 quilos,429 kg,general.alert2,FTO,429 kg,,dgm_latamnarcoticsweight,f731f3f705d15b9e2024452774ce1a60,dgm_latamnarcoticsweight__f731f3f705d15b9e2024452774ce1a60
430 quilos,430 kg,general.alert2,Media,430 kg,,dgm_latamnarcoticsweight,710c526977914a5b592cb6f6e38d9d3d,dgm_latamnarcoticsweight__710c526977914a5b592cb6f6e38d9d3d
431 quilos,431 kg,general.alert2,Exec,431 kg,,dgm_latamnarcoticsweight,890404877a4539c4c48d449d011fea19,dgm_latamnarcoticsweight__890404877a4539c4c48d449d011fea19
432 quilos,432 kg,general.alert2,IndustryTerm,432 kg,,dgm_latamnarcoticsweight,d54de0ec481a62a5776d6e8b4047cfeb,dgm_latamnarcoticsweight__d54de0ec481a62a5776d6e8b4047cfeb
433 quilos,433 kg,general.alert2,Organization,433 kg,,dgm_latamnarcoticsweight,0408acd660977441ab4402509b20ff7e,dgm_latamnarcoticsweight__0408acd660977441ab4402509b20ff7e
434 quilos,434 kg,general.alert2,Refinery,434 kg,,dgm_latamnarcoticsweight,183ff07c3ebeb2f9785f6be4b01b0ed7,dgm_latamnarcoticsweight__183ff07c3ebeb2f9785f6be4b01b0ed7
435 quilos,435 kg,general.alert2,CompanyKeyword,435 kg,,dgm_latamnarcoticsweight,411e9c2da54fd56b33b007ef1520fc93,dgm_latamnarcoticsweight__411e9c2da54fd56b33b007ef1520fc93
436 quilos,436 kg,general.alert2,IndustryTerm,436 kg,,dgm_latamnarcoticsweight,fff8f07e54c3d17e68593a86467fa142,dgm_latamnarcoticsweight__fff8f07e54c3d17e68593a86467fa142
437 quilos,437 kg,general.alert2,space,437 kg,,dgm_latamnarcoticsweight,0c793ffb6b19f29c8862ac6de4faa73b,dgm_latamnarcoticsweight__0c793ffb6b19f29c8862ac6de4faa73b
438 quilos,438 kg,general.alert2,Shipping,438 kg,,dgm_latamnarcoticsweight,835d2dd04acb81c24232f0e18fff3c36,dgm_latamnarcoticsweight__835d2dd04acb81c24232f0e18fff3c36
439 quilos,439 kg,general.alert2,ForeignMinistry,439 kg,,dgm_latamnarcoticsweight,bf65bcfc148965b4aa024dbc6ad71e85,dgm_latamnarcoticsweight__bf65bcfc148965b4aa024dbc6ad71e85
440 quilos,440 kg,general.alert2,DiplomaticFacilities,440 kg,,dgm_latamnarcoticsweight,717ca42ca4f824d3c2b361ea046baa69,dgm_latamnarcoticsweight__717ca42ca4f824d3c2b361ea046baa69
441 quilos,441 kg,general.alert2,DiplomaticFacilities,441 kg,,dgm_latamnarcoticsweight,2813f9daa1eca87a827f82b4c4d2dc62,dgm_latamnarcoticsweight__2813f9daa1eca87a827f82b4c4d2dc62
442 quilos,442 kg,general.alert2,Shipping,442 kg,,dgm_latamnarcoticsweight,306e474263d0c15486506be594406bac,dgm_latamnarcoticsweight__306e474263d0c15486506be594406bac
443 quilos,443 kg,general.alert2,Media,443 kg,,dgm_latamnarcoticsweight,617ec983cb282ba2e75a68a0d0306c7e,dgm_latamnarcoticsweight__617ec983cb282ba2e75a68a0d0306c7e
444 quilos,444 kg,general.alert2,CompanyKeyword,444 kg,,dgm_latamnarcoticsweight,ccb1e86b8ca2c64c2d36596a45f39bd3,dgm_latamnarcoticsweight__ccb1e86b8ca2c64c2d36596a45f39bd3
445 quilos,445 kg,general.alert2,Keyphrase,445 kg,,dgm_latamnarcoticsweight,215f3691b207e54dad36224bed831040,dgm_latamnarcoticsweight__215f3691b207e54dad36224bed831040
446 quilos,446 kg,general.alert2,IndustryTerm,446 kg,,dgm_latamnarcoticsweight,1dfcabebf8b26b193c0a8f29437ae08b,dgm_latamnarcoticsweight__1dfcabebf8b26b193c0a8f29437ae08b
447 quilos,447 kg,general.alert2,DiplomaticFacilities,447 kg,,dgm_latamnarcoticsweight,0a7f0066e98151e8c68b18624b9835b8,dgm_latamnarcoticsweight__0a7f0066e98151e8c68b18624b9835b8
448 quilos,448 kg,general.alert2,News,448 kg,,dgm_latamnarcoticsweight,46eb4ed07dfe3abd08e022454a67ced1,dgm_latamnarcoticsweight__46eb4ed07dfe3abd08e022454a67ced1
449 quilos,449 kg,general.alert2,Shipping,449 kg,,dgm_latamnarcoticsweight,9913ac26887073dd8c27cfcd0c8503e6,dgm_latamnarcoticsweight__9913ac26887073dd8c27cfcd0c8503e6
450 quilos,450 kg,general.alert2,Organization,450 kg,,dgm_latamnarcoticsweight,569d2fc5c580c7602c7f62d38e324183,dgm_latamnarcoticsweight__569d2fc5c580c7602c7f62d38e324183
451 quilos,451 kg,general.alert2,CompanyKeyword,451 kg,,dgm_latamnarcoticsweight,9ca84aeff5c2ba60c9af4598608dbf78,dgm_latamnarcoticsweight__9ca84aeff5c2ba60c9af4598608dbf78
452 quilos,452 kg,general.alert2,LegislativeCommittee,452 kg,,dgm_latamnarcoticsweight,a4efaaad7c1129e337ec5347c6d44a7d,dgm_latamnarcoticsweight__a4efaaad7c1129e337ec5347c6d44a7d
453 quilos,453 kg,general.alert2,IndustryTerm,453 kg,,dgm_latamnarcoticsweight,45dbcac4d596a900b0cfec951f12ba40,dgm_latamnarcoticsweight__45dbcac4d596a900b0cfec951f12ba40
454 quilos,454 kg,general.alert2,Pipeline,454 kg,,dgm_latamnarcoticsweight,852d15f21865354200504a33c3f567e5,dgm_latamnarcoticsweight__852d15f21865354200504a33c3f567e5
455 quilos,455 kg,general.alert2,LegislativeCommittee,455 kg,,dgm_latamnarcoticsweight,935e949b129810ad6c0591b9c01d6139,dgm_latamnarcoticsweight__935e949b129810ad6c0591b9c01d6139
456 quilos,456 kg,general.alert2,ForeignMinister,456 kg,,dgm_latamnarcoticsweight,0504b7ac85a88db6acb91ee81d66765b,dgm_latamnarcoticsweight__0504b7ac85a88db6acb91ee81d66765b
457 quilos,457 kg,general.alert2,Exec,457 kg,,dgm_latamnarcoticsweight,44f3e625c1e98c69b3b412a71a7af49b,dgm_latamnarcoticsweight__44f3e625c1e98c69b3b412a71a7af49b
458 quilos,458 kg,general.alert2,Diplomat,458 kg,,dgm_latamnarcoticsweight,5af730eccfdf59b522652501ec536634,dgm_latamnarcoticsweight__5af730eccfdf59b522652501ec536634
459 quilos,459 kg,general.alert2,Pipeline,459 kg,,dgm_latamnarcoticsweight,96e2b5b74bcf1675aa3b6e684b10778a,dgm_latamnarcoticsweight__96e2b5b74bcf1675aa3b6e684b10778a
460 quilos,460 kg,general.alert2,ForeignMinistry,460 kg,,dgm_latamnarcoticsweight,104eda36f3044140840c91a605c80d8e,dgm_latamnarcoticsweight__104eda36f3044140840c91a605c80d8e
461 quilos,461 kg,general.alert2,Refinery,461 kg,,dgm_latamnarcoticsweight,2eb9ddb9b03b2a57e14bd2a9bdbca19c,dgm_latamnarcoticsweight__2eb9ddb9b03b2a57e14bd2a9bdbca19c
462 quilos,462 kg,general.alert2,Refinery,462 kg,,dgm_latamnarcoticsweight,994167aca6978eb23c53ee8371e299a6,dgm_latamnarcoticsweight__994167aca6978eb23c53ee8371e299a6
463 quilos,463 kg,general.alert2,Keyphrase,463 kg,,dgm_latamnarcoticsweight,a61f9382a9f76fd07c8d1a4f8279ebe7,dgm_latamnarcoticsweight__a61f9382a9f76fd07c8d1a4f8279ebe7
464 quilos,464 kg,general.alert2,FTO,464 kg,,dgm_latamnarcoticsweight,b43cde2177739e14dc4226ab77e38786,dgm_latamnarcoticsweight__b43cde2177739e14dc4226ab77e38786
465 quilos,465 kg,general.alert2,LegislativeCommittee,465 kg,,dgm_latamnarcoticsweight,88fcce887120a2a928d0b368b0ccb71e,dgm_latamnarcoticsweight__88fcce887120a2a928d0b368b0ccb71e
466 quilos,466 kg,general.alert2,Refinery,466 kg,,dgm_latamnarcoticsweight,1c004adddfc228748f3098f097316177,dgm_latamnarcoticsweight__1c004adddfc228748f3098f097316177
467 quilos,467 kg,general.alert2,Organization,467 kg,,dgm_latamnarcoticsweight,de37dff7ca4e2168d2331ac13d082fa9,dgm_latamnarcoticsweight__de37dff7ca4e2168d2331ac13d082fa9
468 quilos,468 kg,general.alert2,Legislator,468 kg,,dgm_latamnarcoticsweight,bc4c4b830d94c2865140b0a801aa2f99,dgm_latamnarcoticsweight__bc4c4b830d94c2865140b0a801aa2f99
469 quilos,469 kg,general.alert2,Exec,469 kg,,dgm_latamnarcoticsweight,da6684956ec64c4f057e510a103388e7,dgm_latamnarcoticsweight__da6684956ec64c4f057e510a103388e7
470 quilos,470 kg,general.alert2,Legislator,470 kg,,dgm_latamnarcoticsweight,b56e7c67a24bafb395f16cbdc98c326a,dgm_latamnarcoticsweight__b56e7c67a24bafb395f16cbdc98c326a
471 quilos,471 kg,general.alert2,ForeignMinister,471 kg,,dgm_latamnarcoticsweight,57dac5e621bc89205ed89889a791a7f1,dgm_latamnarcoticsweight__57dac5e621bc89205ed89889a791a7f1
472 quilos,472 kg,general.alert2,ForeignMinister,472 kg,,dgm_latamnarcoticsweight,03a4bf339a15229410ecdaac139dc04c,dgm_latamnarcoticsweight__03a4bf339a15229410ecdaac139dc04c
473 quilos,473 kg,general.alert2,LegislativeCommittee,473 kg,,dgm_latamnarcoticsweight,4426465f57ea307cd07c5d8f816f4e7f,dgm_latamnarcoticsweight__4426465f57ea307cd07c5d8f816f4e7f
474 quilos,474 kg,general.alert2,Exec,474 kg,,dgm_latamnarcoticsweight,97b7aea377efafd057652d3ec00c3e51,dgm_latamnarcoticsweight__97b7aea377efafd057652d3ec00c3e51
475 quilos,475 kg,general.alert2,Diplomat,475 kg,,dgm_latamnarcoticsweight,a2ea8006179c629d8eb860b8b8c4db9e,dgm_latamnarcoticsweight__a2ea8006179c629d8eb860b8b8c4db9e
476 quilos,476 kg,general.alert2,Exec,476 kg,,dgm_latamnarcoticsweight,9404d9d9fd1ae0414c536036f0bcb4b7,dgm_latamnarcoticsweight__9404d9d9fd1ae0414c536036f0bcb4b7
477 quilos,477 kg,general.alert2,Refinery,477 kg,,dgm_latamnarcoticsweight,7987be136262d846f142c3b210ab9f57,dgm_latamnarcoticsweight__7987be136262d846f142c3b210ab9f57
478 quilos,478 kg,general.alert2,IndustryTerm,478 kg,,dgm_latamnarcoticsweight,71c18a32286b3c34f21a86dfe6acdb9e,dgm_latamnarcoticsweight__71c18a32286b3c34f21a86dfe6acdb9e
479 quilos,479 kg,general.alert2,Refinery,479 kg,,dgm_latamnarcoticsweight,4a8e604011d66da149f40cfc745e1168,dgm_latamnarcoticsweight__4a8e604011d66da149f40cfc745e1168
480 quilos,480 kg,general.alert2,space,480 kg,,dgm_latamnarcoticsweight,e948c5a7f98547fa4a8f4127b8ad33a8,dgm_latamnarcoticsweight__e948c5a7f98547fa4a8f4127b8ad33a8
481 quilos,481 kg,general.alert2,DiplomaticFacilities,481 kg,,dgm_latamnarcoticsweight,08578b111fefbd64a01e638ea2a7ef85,dgm_latamnarcoticsweight__08578b111fefbd64a01e638ea2a7ef85
482 quilos,482 kg,general.alert2,IndustryTerm,482 kg,,dgm_latamnarcoticsweight,e9cf4d472909c191c72d967207de844d,dgm_latamnarcoticsweight__e9cf4d472909c191c72d967207de844d
483 quilos,483 kg,general.alert2,Refinery,483 kg,,dgm_latamnarcoticsweight,e32e4f92b1b3e99fa8a8e80e8602246a,dgm_latamnarcoticsweight__e32e4f92b1b3e99fa8a8e80e8602246a
484 quilos,484 kg,general.alert2,Organization,484 kg,,dgm_latamnarcoticsweight,588b8dcc3470981235e843dfd3105104,dgm_latamnarcoticsweight__588b8dcc3470981235e843dfd3105104
485 quilos,485 kg,general.alert2,Wells,485 kg,,dgm_latamnarcoticsweight,4b92a6771d0d11f46155db12349aab93,dgm_latamnarcoticsweight__4b92a6771d0d11f46155db12349aab93
486 quilos,486 kg,general.alert2,space,486 kg,,dgm_latamnarcoticsweight,f43cc6c0d74488805c1292606554c152,dgm_latamnarcoticsweight__f43cc6c0d74488805c1292606554c152
487 quilos,487 kg,general.alert2,Wells,487 kg,,dgm_latamnarcoticsweight,59373814605137bc6dce317fa23f592a,dgm_latamnarcoticsweight__59373814605137bc6dce317fa23f592a
488 quilos,488 kg,general.alert2,DiplomaticFacilities,488 kg,,dgm_latamnarcoticsweight,d2fc06a16b3f694a816a87761ee6823e,dgm_latamnarcoticsweight__d2fc06a16b3f694a816a87761ee6823e
489 quilos,489 kg,general.alert2,ForeignMinistry,489 kg,,dgm_latamnarcoticsweight,a15c450104227cd897123d244cdf132b,dgm_latamnarcoticsweight__a15c450104227cd897123d244cdf132b
490 quilos,490 kg,general.alert2,Organization,490 kg,,dgm_latamnarcoticsweight,9fc46c090d17538a08798dd6287f408c,dgm_latamnarcoticsweight__9fc46c090d17538a08798dd6287f408c
491 quilos,491 kg,general.alert2,FTO,491 kg,,dgm_latamnarcoticsweight,e994e749db380e8a5a6f4337ad3a4a63,dgm_latamnarcoticsweight__e994e749db380e8a5a6f4337ad3a4a63
492 quilos,492 kg,general.alert2,Consulates,492 kg,,dgm_latamnarcoticsweight,48c9f27a868e78f16f7f7e90e4dcb96d,dgm_latamnarcoticsweight__48c9f27a868e78f16f7f7e90e4dcb96d
493 quilos,493 kg,general.alert2,Legislator,493 kg,,dgm_latamnarcoticsweight,67416227816178204d13338a813e53f9,dgm_latamnarcoticsweight__67416227816178204d13338a813e53f9
494 quilos,494 kg,general.alert2,Pipeline,494 kg,,dgm_latamnarcoticsweight,09f5f1036260683915ff5f9caee57c66,dgm_latamnarcoticsweight__09f5f1036260683915ff5f9caee57c66
495 quilos,495 kg,general.alert2,Refinery,495 kg,,dgm_latamnarcoticsweight,a1a420b474f465ed38bb9acb3ff80373,dgm_latamnarcoticsweight__a1a420b474f465ed38bb9acb3ff80373
496 quilos,496 kg,general.alert2,AAEntity,496 kg,,dgm_latamnarcoticsweight,e534910f786c7d04a84a0d4358505d89,dgm_latamnarcoticsweight__e534910f786c7d04a84a0d4358505d89
497 quilos,497 kg,general.alert2,Person,497 kg,,dgm_latamnarcoticsweight,72cf7c2f6b9624a55d7e595db5c2c2df,dgm_latamnarcoticsweight__72cf7c2f6b9624a55d7e595db5c2c2df
498 quilos,498 kg,general.alert2,Legislator,498 kg,,dgm_latamnarcoticsweight,404e492d7e90dfc2a7bba7c523def29a,dgm_latamnarcoticsweight__404e492d7e90dfc2a7bba7c523def29a
499 quilos,499 kg,general.alert2,DiplomaticFacilities,499 kg,,dgm_latamnarcoticsweight,eeb31bf65720f0b82ea817e38faffa49,dgm_latamnarcoticsweight__eeb31bf65720f0b82ea817e38faffa49
500 quilos,500 kg,general.alert2,Keyphrase,500 kg,,dgm_latamnarcoticsweight,bdc8f16879c4bdefbebfbe2551339b4a,dgm_latamnarcoticsweight__bdc8f16879c4bdefbebfbe2551339b4a
501 quilos,501 kg,general.alert2,Media,501 kg,,dgm_latamnarcoticsweight,1ff23694b13491dae0b7c9b2e3994ed9,dgm_latamnarcoticsweight__1ff23694b13491dae0b7c9b2e3994ed9
502 quilos,502 kg,general.alert2,Exec,502 kg,,dgm_latamnarcoticsweight,119fb349bbe68bca0c69173eea2bce78,dgm_latamnarcoticsweight__119fb349bbe68bca0c69173eea2bce78
503 quilos,503 kg,general.alert2,LegislativeCommittee,503 kg,,dgm_latamnarcoticsweight,40a59ce654242929e6e4901616bfa6aa,dgm_latamnarcoticsweight__40a59ce654242929e6e4901616bfa6aa
504 quilos,504 kg,general.alert2,FTO,504 kg,,dgm_latamnarcoticsweight,5cbab8a60b31576cd0dbcbdbb00e8409,dgm_latamnarcoticsweight__5cbab8a60b31576cd0dbcbdbb00e8409
505 quilos,505 kg,general.alert2,Keyphrase,505 kg,,dgm_latamnarcoticsweight,abfea89fad12c7766918372dfe35f4aa,dgm_latamnarcoticsweight__abfea89fad12c7766918372dfe35f4aa
506 quilos,506 kg,general.alert2,IndustryTerm,506 kg,,dgm_latamnarcoticsweight,c819a7c3d84e3268cc206dd4afebe8db,dgm_latamnarcoticsweight__c819a7c3d84e3268cc206dd4afebe8db
507 quilos,507 kg,general.alert2,DiplomaticFacilities,507 kg,,dgm_latamnarcoticsweight,cd06dfa0895fc0e3714d995b7df91d5b,dgm_latamnarcoticsweight__cd06dfa0895fc0e3714d995b7df91d5b
508 quilos,508 kg,general.alert2,News,508 kg,,dgm_latamnarcoticsweight,120ac7b9f28de52029472783e6451be1,dgm_latamnarcoticsweight__120ac7b9f28de52029472783e6451be1
509 quilos,509 kg,general.alert2,ForeignMinistry,509 kg,,dgm_latamnarcoticsweight,26afdf7990444d0fcfd842bc28ddc1ca,dgm_latamnarcoticsweight__26afdf7990444d0fcfd842bc28ddc1ca
510 quilos,510 kg,general.alert2,Wells,510 kg,,dgm_latamnarcoticsweight,4f817d43f44e59b98206a5c4b194caba,dgm_latamnarcoticsweight__4f817d43f44e59b98206a5c4b194caba
511 quilos,511 kg,general.alert2,Organization,511 kg,,dgm_latamnarcoticsweight,50d9dbb3f43bc3a674cbb27417f52f58,dgm_latamnarcoticsweight__50d9dbb3f43bc3a674cbb27417f52f58
512 quilos,512 kg,general.alert2,IndustryTerm,512 kg,,dgm_latamnarcoticsweight,7900b85353e8d8d55db0eace4243aa1b,dgm_latamnarcoticsweight__7900b85353e8d8d55db0eace4243aa1b
513 quilos,513 kg,general.alert2,Consulates,513 kg,,dgm_latamnarcoticsweight,8f02338a78ec9c6b2a35b29990df3baf,dgm_latamnarcoticsweight__8f02338a78ec9c6b2a35b29990df3baf
514 quilos,514 kg,general.alert2,Diplomat,514 kg,,dgm_latamnarcoticsweight,e8ab31b0a54a80a3bd21a5a4d06ad1b3,dgm_latamnarcoticsweight__e8ab31b0a54a80a3bd21a5a4d06ad1b3
515 quilos,515 kg,general.alert2,CompanyKeyword,515 kg,,dgm_latamnarcoticsweight,bbcd4eb5d75925e477ad5e96d8eed3f1,dgm_latamnarcoticsweight__bbcd4eb5d75925e477ad5e96d8eed3f1
516 quilos,516 kg,general.alert2,News,516 kg,,dgm_latamnarcoticsweight,c4fac5d30cf336048b28a5cca3d51e50,dgm_latamnarcoticsweight__c4fac5d30cf336048b28a5cca3d51e50
517 quilos,517 kg,general.alert2,Consulates,517 kg,,dgm_latamnarcoticsweight,9a9962db12977f376861bbbf81b17400,dgm_latamnarcoticsweight__9a9962db12977f376861bbbf81b17400
518 quilos,518 kg,general.alert2,Pipeline,518 kg,,dgm_latamnarcoticsweight,878ae20f971b3aa893008885cc856dce,dgm_latamnarcoticsweight__878ae20f971b3aa893008885cc856dce
519 quilos,519 kg,general.alert2,ForeignMinister,519 kg,,dgm_latamnarcoticsweight,c5b1d36c3e6f22ee330804bc701d3574,dgm_latamnarcoticsweight__c5b1d36c3e6f22ee330804bc701d3574
520 quilos,520 kg,general.alert2,ForeignMinistry,520 kg,,dgm_latamnarcoticsweight,1d9fdfbe68f38fca8a773dffdc924527,dgm_latamnarcoticsweight__1d9fdfbe68f38fca8a773dffdc924527
