handle,caption_name,location,include_groups,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
coinzone,Coinzone,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",space,Coinzone,,dgm_cyber_crypto_handles,6d3800873dc906ab8deb258ca77f8c76,dgm_cyber_crypto_handles__6d3800873dc906ab8deb258ca77f8c76
crypto,Bloomberg Crpto,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Diplomat,Bloomberg Crpto,,dgm_cyber_crypto_handles,ccdffcf4003369c016b6558897686b60,dgm_cyber_crypto_handles__ccdffcf4003369c016b6558897686b60
crypto.com,Crypto.com,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",CompanyKeyword,Crypto.com,,dgm_cyber_crypto_handles,27f7e78bb560ecd740b61d529bc4db06,dgm_cyber_crypto_handles__27f7e78bb560ecd740b61d529bc4db06
cryptoboomnews,Crypto Boom News,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Person,Crypto Boom News,,dgm_cyber_crypto_handles,2085ef3f8efe071ffe1aa7bf2132a231,dgm_cyber_crypto_handles__2085ef3f8efe071ffe1aa7bf2132a231
cryptopay,CryptoPay,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",FTO,CryptoPay,,dgm_cyber_crypto_handles,ccb62536d274c9876d208a2ce141c0ba,dgm_cyber_crypto_handles__ccb62536d274c9876d208a2ce141c0ba
erikvoorhees,Erik Voorhees,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Media,Erik Voorhees,,dgm_cyber_crypto_handles,4877a97b9fd6a18e3fba50345455bc8b,dgm_cyber_crypto_handles__4877a97b9fd6a18e3fba50345455bc8b
etherscan,Etherscan,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",IndustryTerm,Etherscan,,dgm_cyber_crypto_handles,6f656a205c3c8245e4d2a742a200fb67,dgm_cyber_crypto_handles__6f656a205c3c8245e4d2a742a200fb67
forbescrypto,Forbes Crypto,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",AAEntity,Forbes Crypto,,dgm_cyber_crypto_handles,a7acfa795c39ad927cf4c0788eef6a5c,dgm_cyber_crypto_handles__a7acfa795c39ad927cf4c0788eef6a5c
getpaykey,Get Pay Key,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Shipping,Get Pay Key,,dgm_cyber_crypto_handles,ceda38fa0b2b5cb2a71d742c7e4c8a2f,dgm_cyber_crypto_handles__ceda38fa0b2b5cb2a71d742c7e4c8a2f
grayscale,Grayscale,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Organization,Grayscale,,dgm_cyber_crypto_handles,d3f6975213fb5546d8486b54b025dbd7,dgm_cyber_crypto_handles__d3f6975213fb5546d8486b54b025dbd7
huobiglobal,Huobi Global,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Diplomat,Huobi Global,,dgm_cyber_crypto_handles,4be22cccc66cf3a786a6ee1d10bd5a25,dgm_cyber_crypto_handles__4be22cccc66cf3a786a6ee1d10bd5a25
inancesmartchain,Binance Smart Chain,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Person,Binance Smart Chain,,dgm_cyber_crypto_handles,917f5381be894c9fd9bd43b1d9733dcc,dgm_cyber_crypto_handles__917f5381be894c9fd9bd43b1d9733dcc
insiderbitcoin,Insider Bitcoin,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Person,Insider Bitcoin,,dgm_cyber_crypto_handles,5a804065eb05dcbec20eaad1aab4a8d3,dgm_cyber_crypto_handles__5a804065eb05dcbec20eaad1aab4a8d3
litecoin,Litecoin,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",FTO,Litecoin,,dgm_cyber_crypto_handles,f89e1773f4dd0ab54a474e085896877d,dgm_cyber_crypto_handles__f89e1773f4dd0ab54a474e085896877d
newbitcointoday,New Bitcoin Today,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",LegislativeCommittee,New Bitcoin Today,,dgm_cyber_crypto_handles,01b8167cbe577eb9714f734d12268318,dgm_cyber_crypto_handles__01b8167cbe577eb9714f734d12268318
newfinance,New Finance,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",DiplomaticFacilities,New Finance,,dgm_cyber_crypto_handles,516d9124bdedd5403558efd825a9f0d3,dgm_cyber_crypto_handles__516d9124bdedd5403558efd825a9f0d3
newsbtc,News BTC,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",ForeignMinister,News BTC,,dgm_cyber_crypto_handles,a43bc2415e5201e01b529240bd0660b2,dgm_cyber_crypto_handles__a43bc2415e5201e01b529240bd0660b2
ripple,Ripple,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",ForeignMinistry,Ripple,,dgm_cyber_crypto_handles,c0062863e3e99f67607ad1ae9a4299a7,dgm_cyber_crypto_handles__c0062863e3e99f67607ad1ae9a4299a7
satoshi_says,Satoshi Says,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",ForeignMinistry,Satoshi Says,,dgm_cyber_crypto_handles,0d77a44a3fef21fc4b76f6a44078c8a6,dgm_cyber_crypto_handles__0d77a44a3fef21fc4b76f6a44078c8a6
saylor,Michael Saylor,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Keyphrase,Michael Saylor,,dgm_cyber_crypto_handles,8fc0c8b289e4ad2dc90946942dfad9af,dgm_cyber_crypto_handles__8fc0c8b289e4ad2dc90946942dfad9af
thebitcoinspace,The Bitcoin Space,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Exec,The Bitcoin Space,,dgm_cyber_crypto_handles,b90f8c4224ca50dbbfa5486a4a06e2f5,dgm_cyber_crypto_handles__b90f8c4224ca50dbbfa5486a4a06e2f5
thebitledger,The Bit Ledger,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Media,The Bit Ledger,,dgm_cyber_crypto_handles,30bf993bff8b744758291f97c9549d56,dgm_cyber_crypto_handles__30bf993bff8b744758291f97c9549d56
theblockchain,The Blockchain,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Legislator,The Blockchain,,dgm_cyber_crypto_handles,1e65671a12337bc7cf0cc51aa4d58b37,dgm_cyber_crypto_handles__1e65671a12337bc7cf0cc51aa4d58b37
theonevortex,The One Vortex,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Media,The One Vortex,,dgm_cyber_crypto_handles,e359e7653dea88f6d0833b602038d6a7,dgm_cyber_crypto_handles__e359e7653dea88f6d0833b602038d6a7
thepaypers,The Paypers,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Keyphrase,The Paypers,,dgm_cyber_crypto_handles,deaed83b03abcdde4707a094aa7b7402,dgm_cyber_crypto_handles__deaed83b03abcdde4707a094aa7b7402
topnewsbitcoin,Top News Bitcoin,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Organization,Top News Bitcoin,,dgm_cyber_crypto_handles,9e44100f8caa4022651cc3b74efc4fba,dgm_cyber_crypto_handles__9e44100f8caa4022651cc3b74efc4fba
torproject,Tor Project,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",LegislativeCommittee,Tor Project,,dgm_cyber_crypto_handles,b9d01cf53d56f35e48498cef191b29d2,dgm_cyber_crypto_handles__b9d01cf53d56f35e48498cef191b29d2
transfergo,Transfer Go,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Person,Transfer Go,,dgm_cyber_crypto_handles,22cb2c33f4315863be130e058525f789,dgm_cyber_crypto_handles__22cb2c33f4315863be130e058525f789
transferwise,TransferWise,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",DiplomaticFacilities,TransferWise,,dgm_cyber_crypto_handles,c2a98eacbaa79e60ea2a440648506cad,dgm_cyber_crypto_handles__c2a98eacbaa79e60ea2a440648506cad
trezor,Trezor,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",News,Trezor,,dgm_cyber_crypto_handles,5b91d75b09b80d70064ba02942a1a9dd,dgm_cyber_crypto_handles__5b91d75b09b80d70064ba02942a1a9dd
trucoin,Trucoin,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Organization,Trucoin,,dgm_cyber_crypto_handles,7886598b67f475b315dac4d571d8121b,dgm_cyber_crypto_handles__7886598b67f475b315dac4d571d8121b
trulioo,Trulioo,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",IndustryTerm,Trulioo,,dgm_cyber_crypto_handles,8f9488d0087c80cd82cabfebfb892c12,dgm_cyber_crypto_handles__8f9488d0087c80cd82cabfebfb892c12
uberwallet,Uber Wallet,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",ForeignMinistry,Uber Wallet,,dgm_cyber_crypto_handles,4a587e1ebdd8212a33582855a9f8741e,dgm_cyber_crypto_handles__4a587e1ebdd8212a33582855a9f8741e
umex_online,UMEX Online,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",ForeignMinister,UMEX Online,,dgm_cyber_crypto_handles,95a9b0b9c4624f8852afcdae023d9ccb,dgm_cyber_crypto_handles__95a9b0b9c4624f8852afcdae023d9ccb
unbankworld,UnBank ATM,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",CompanyKeyword,UnBank ATM,,dgm_cyber_crypto_handles,87b889dbdfd936aaa820d8a7b3e28ae7,dgm_cyber_crypto_handles__87b889dbdfd936aaa820d8a7b3e28ae7
vaultoro,Vaultoro,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",space,Vaultoro,,dgm_cyber_crypto_handles,ee36323d1c37cd88c1f4ccff360e1131,dgm_cyber_crypto_handles__ee36323d1c37cd88c1f4ccff360e1131
velocitymarkets,Velocity Markets,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Exec,Velocity Markets,,dgm_cyber_crypto_handles,b59d8def306e9ee3e5df977043507e90,dgm_cyber_crypto_handles__b59d8def306e9ee3e5df977043507e90
verifybtc,Verify BTC,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Organization,Verify BTC,,dgm_cyber_crypto_handles,255b4001e2aa1e7c897608038407b29d,dgm_cyber_crypto_handles__255b4001e2aa1e7c897608038407b29d
viabtc,ViaBTC,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",LegislativeCommittee,ViaBTC,,dgm_cyber_crypto_handles,a45b7889b72d98ec0ed8cecbb25e4b32,dgm_cyber_crypto_handles__a45b7889b72d98ec0ed8cecbb25e4b32
vitalikbuterin,Vitalik Buterin,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",ForeignMinistry,Vitalik Buterin,,dgm_cyber_crypto_handles,4dfc68fc4a9f1769afffa5f53cf091e1,dgm_cyber_crypto_handles__4dfc68fc4a9f1769afffa5f53cf091e1
volabit,Volabit,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",AAEntity,Volabit,,dgm_cyber_crypto_handles,840df6e60f7b2c7e021d0f63e70b7124,dgm_cyber_crypto_handles__840df6e60f7b2c7e021d0f63e70b7124
weekinbitcoin,Week In Bitcoin,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Wells,Week In Bitcoin,,dgm_cyber_crypto_handles,3c8e14306bde43f2e2b75321dcc4e7b1,dgm_cyber_crypto_handles__3c8e14306bde43f2e2b75321dcc4e7b1
whalepool,Whalepool,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Media,Whalepool,,dgm_cyber_crypto_handles,270529cf8b8a3d8a4d0e9e7b4d9360cc,dgm_cyber_crypto_handles__270529cf8b8a3d8a4d0e9e7b4d9360cc
wizsecurity,Wiz Security,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",AAEntity,Wiz Security,,dgm_cyber_crypto_handles,806b66acc9f2205949d17c71c701ed14,dgm_cyber_crypto_handles__806b66acc9f2205949d17c71c701ed14
worldcryptonet,World Crypto Net,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Exec,World Crypto Net,,dgm_cyber_crypto_handles,b1b7f3d2d2eb1c9147bf302f96b0f8ec,dgm_cyber_crypto_handles__b1b7f3d2d2eb1c9147bf302f96b0f8ec
xapo,Xapo,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Consulates,Xapo,,dgm_cyber_crypto_handles,bd1ba23db55f5d86b68e770982baba5e,dgm_cyber_crypto_handles__bd1ba23db55f5d86b68e770982baba5e
xfinance,X Finance,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Keyphrase,X Finance,,dgm_cyber_crypto_handles,dc3925abe8095491a2698e4a0e15db38,dgm_cyber_crypto_handles__dc3925abe8095491a2698e4a0e15db38
yellowpay,Yellow Pay,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Exec,Yellow Pay,,dgm_cyber_crypto_handles,c1438b6bf8b6bfbca299f007812b45ce,dgm_cyber_crypto_handles__c1438b6bf8b6bfbca299f007812b45ce
yesbitcoin,Yes Bitcoin,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",DiplomaticFacilities,Yes Bitcoin,,dgm_cyber_crypto_handles,d0a24699e5a830f2cbee7d1333241386,dgm_cyber_crypto_handles__d0a24699e5a830f2cbee7d1333241386
yoursnetwork,Yours Network,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Organization,Yours Network,,dgm_cyber_crypto_handles,3b067057aaadea7df9eb1a56ec1e351b,dgm_cyber_crypto_handles__3b067057aaadea7df9eb1a56ec1e351b
zapchain,ZapChain,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Organization,ZapChain,,dgm_cyber_crypto_handles,92570474a677a6e4e1fb6cebd464d315,dgm_cyber_crypto_handles__92570474a677a6e4e1fb6cebd464d315
zcoinproject,ZCoinProject,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",FTO,ZCoinProject,,dgm_cyber_crypto_handles,8beaf5536846712f7af14f7d05b08bf1,dgm_cyber_crypto_handles__8beaf5536846712f7af14f7d05b08bf1
zcom_trade_uk,Zcom Trade,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Shipping,Zcom Trade,,dgm_cyber_crypto_handles,b65f93f0dfbe4959fd997d3d49586964,dgm_cyber_crypto_handles__b65f93f0dfbe4959fd997d3d49586964
zebpay,ZebPay,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Refinery,ZebPay,,dgm_cyber_crypto_handles,d36bbf8548e7724d1019baa7775ec6e1,dgm_cyber_crypto_handles__d36bbf8548e7724d1019baa7775ec6e1
zeroblock,Zero Block,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Keyphrase,Zero Block,,dgm_cyber_crypto_handles,3d6cecb2aa9f607a59cb40ea01e64d09,dgm_cyber_crypto_handles__3d6cecb2aa9f607a59cb40ea01e64d09
coinnounce,Coinnounce,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",AAEntity,Coinnounce,,dgm_cyber_crypto_handles,0c1d39d8a376f56b6d382e4886e574c9,dgm_cyber_crypto_handles__0c1d39d8a376f56b6d382e4886e574c9
coindoo,Coindoo,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Diplomat,Coindoo,,dgm_cyber_crypto_handles,e944a63d6601bd410233aefcd0aafd37,dgm_cyber_crypto_handles__e944a63d6601bd410233aefcd0aafd37
bitcoinguruhq,Bitcoin Guru,"San Francisco, CA",skimmers;jackpotting;carding;cryptocurrency_scam,"san francisco, ca",Person,Bitcoin Guru,,dgm_cyber_crypto_handles,a64932f6c9fcfdae0c3fe1ec75e84c83,dgm_cyber_crypto_handles__a64932f6c9fcfdae0c3fe1ec75e84c83
