keyword,caption_name,topic_id,entity_type,threshold,Paired term,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(augmented_reality; technology),augmented reality,188233;188202,Startups,general.alert3,,Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
virtual_reality,virtual reality,188233;188202,Startups,general.alert3,,Startups,virtual reality,,dgm_emergingtech_term,c6fc1666e5154c082540c5b3d86a2f17,dgm_emergingtech_term__c6fc1666e5154c082540c5b3d86a2f17
natural_language_processing,natural language processing,188233,Startups,general.alert3,,Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
(natural_language_processing; venture),natural language processing,188233,Startups,general.alert3,,Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
(natural_language_processing; vc),natural language processing,188233,Startups,general.alert3,,Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
(natural_language_processing; startup),natural language processing,188233,Startups,general.alert3,,Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
(natural_language_processing; technology),natural language processing,188233,Startups,general.alert3,,Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
quantum_computing,quantum computing,188233,Startups,general.alert3,,Startups,quantum computing,,dgm_emergingtech_term,7dd56d2da8bf51d0a4f437e791bb0058,dgm_emergingtech_term__7dd56d2da8bf51d0a4f437e791bb0058
low-code_platforms,low-code platforms,188233,Startups,general.alert3,,Startups,low-code platforms,,dgm_emergingtech_term,62c2942dc4a4890176c60ad15e7a4de9,dgm_emergingtech_term__62c2942dc4a4890176c60ad15e7a4de9
robotic_process_automation,robotic process automation,188233;188202,Startups,general.alert3,,Startups,robotic process automation,,dgm_emergingtech_term,8e727206b35bd3a0d776ae2d1e21df61,dgm_emergingtech_term__8e727206b35bd3a0d776ae2d1e21df61
multiparty_systems,multiparty systems,188233;188202,Startups,general.alert3,,Startups,multiparty systems,,dgm_emergingtech_term,3eaa7f69be7deda3b4f54a4a8684873e,dgm_emergingtech_term__3eaa7f69be7deda3b4f54a4a8684873e
distributed_ledger,distributed ledger,188273;188233,Startups,general.alert3,,Startups,distributed ledger,,dgm_emergingtech_term,b471cd8e75514898631b5d2017698959,dgm_emergingtech_term__b471cd8e75514898631b5d2017698959
distributed_database,distributed database,188233;188360,Startups,general.alert3,,Startups,distributed database,,dgm_emergingtech_term,7a253f0684cdddb493e6bf82939683a8,dgm_emergingtech_term__7a253f0684cdddb493e6bf82939683a8
frictionless_payments,frictionless payments,188273;188214,Startups,general.alert3,,Startups,frictionless payments,,dgm_emergingtech_term,9c3d629a9bc730273dcb086d0cda3147,dgm_emergingtech_term__9c3d629a9bc730273dcb086d0cda3147
digital_twins,digital twins,188233;188202,Startups,general.alert3,,Startups,digital twins,,dgm_emergingtech_term,8112b11669a0a3a82fd9a290dcb220ea,dgm_emergingtech_term__8112b11669a0a3a82fd9a290dcb220ea
intelligent_twins,intelligent twins,188233;188203,Startups,general.alert3,,Startups,intelligent twins,,dgm_emergingtech_term,0c0e7941241398ebeb2e548c65f2a1da,dgm_emergingtech_term__0c0e7941241398ebeb2e548c65f2a1da
virtual_model,virtual model,188233;188202,Startups,general.alert3,,Startups,virtual model,,dgm_emergingtech_term,85c5d828159c44ecb94b47da3f784f7f,dgm_emergingtech_term__85c5d828159c44ecb94b47da3f784f7f
information_technology,information technology,188233;188202,Startups,general.alert3,,Startups,information technology,,dgm_emergingtech_term,7f6b254d9ac32f27e6a748a66ebdb1b9,dgm_emergingtech_term__7f6b254d9ac32f27e6a748a66ebdb1b9
cultured_meat,cultured meat,188158;188312,Startups,general.alert3,,Startups,cultured meat,,dgm_emergingtech_term,955f03c571a61ee33a3c9275a4cd0dc4,dgm_emergingtech_term__955f03c571a61ee33a3c9275a4cd0dc4
agricultural_robotics,agricultural robotics,188158;188312,Startups,general.alert3,,Startups,agricultural robotics,,dgm_emergingtech_term,4cf162fcb6c808034bea6bd88efb2761,dgm_emergingtech_term__4cf162fcb6c808034bea6bd88efb2761
closed_ecological_systems,closed ecological systems,188158;188312,Startups,general.alert3,,Startups,closed ecological systems,,dgm_emergingtech_term,37117df39b53030264b0d91c4847f392,dgm_emergingtech_term__37117df39b53030264b0d91c4847f392
vertical_farming,vertical farming,188158;188312,Startups,general.alert3,,Startups,vertical farming,,dgm_emergingtech_term,8eb9333f7fdafc103aa920d047e4b506,dgm_emergingtech_term__8eb9333f7fdafc103aa920d047e4b506
plasma_propulsion,plasma propulsion,188219;188301,Startups,general.alert3,,Startups,plasma propulsion,,dgm_emergingtech_term,3c70b883d263ed3fc993d59c3d16956b,dgm_emergingtech_term__3c70b883d263ed3fc993d59c3d16956b
pulse_detonation_engine,pulse detonation engine,188219;188301,Startups,general.alert3,,Startups,pulse detonation engine,,dgm_emergingtech_term,36a20d85498e1993f1b56c7acd0830e3,dgm_emergingtech_term__36a20d85498e1993f1b56c7acd0830e3
four-dimensional_printing,four-dimensional printing,188221,Startups,general.alert3,,Startups,four-dimensional printing,,dgm_emergingtech_term,96e95f3faf417f95a3730643939e6154,dgm_emergingtech_term__96e95f3faf417f95a3730643939e6154
domed_city,domed city,188339;188221,Startups,general.alert3,,Startups,domed city,,dgm_emergingtech_term,00b8b65f58d96a965ae9b0ecea5fbf57,dgm_emergingtech_term__00b8b65f58d96a965ae9b0ecea5fbf57
amorphous_metal,amorphous metal,188220;188163;188164,Startups,general.alert3,,Startups,amorphous metal,,dgm_emergingtech_term,f74401164098afa952464ca69d13ba46,dgm_emergingtech_term__f74401164098afa952464ca69d13ba46
conductive_polymers,conductive polymers,188220,Startups,general.alert3,,Startups,conductive polymers,,dgm_emergingtech_term,ec6e980d1bc8601cca399eb306a367ce,dgm_emergingtech_term__ec6e980d1bc8601cca399eb306a367ce
cryogenic_treatment,cryogenic treatment,188220,Startups,general.alert3,,Startups,cryogenic treatment,,dgm_emergingtech_term,8ec304363e2efa951bc7b13c2f979d24,dgm_emergingtech_term__8ec304363e2efa951bc7b13c2f979d24
dynamic_armor,dynamic armor,188220,Startups,general.alert3,,Startups,dynamic armor,,dgm_emergingtech_term,2541cc98e293d3b9d3fa0614d80dfd06,dgm_emergingtech_term__2541cc98e293d3b9d3fa0614d80dfd06
high-temperature_superconductivity,high-temperature superconductivity,188220,Startups,general.alert3,,Startups,high-temperature superconductivity,,dgm_emergingtech_term,016a11796c2aeffd5c8342eb5d61c12b,dgm_emergingtech_term__016a11796c2aeffd5c8342eb5d61c12b
magnetorheological_fluid,magnetorheological fluid,188220;188219,Startups,general.alert3,,Startups,magnetorheological fluid,,dgm_emergingtech_term,9810957bd601ac4d5a794eac4f3fa04f,dgm_emergingtech_term__9810957bd601ac4d5a794eac4f3fa04f
high-temperature_superfluidity,high-temperature superfluidity,188220;188160,Startups,general.alert3,,Startups,high-temperature superfluidity,,dgm_emergingtech_term,64580e28200c4403aa20720d892fe692,dgm_emergingtech_term__64580e28200c4403aa20720d892fe692
metal_foam,metal foam,188219;188220,Startups,general.alert3,,Startups,metal foam,,dgm_emergingtech_term,3cf2bfc66b7bc8fceee8195971906cb3,dgm_emergingtech_term__3cf2bfc66b7bc8fceee8195971906cb3
multi-function_structures,multi-function structures,188219;188220,Startups,general.alert3,,Startups,multi-function structures,,dgm_emergingtech_term,b49262c7284cf7b54edd313f30e946eb,dgm_emergingtech_term__b49262c7284cf7b54edd313f30e946eb
carbon_nanotubes,carbon nanotubes,188219;188220,Startups,general.alert3,,Startups,carbon nanotubes,,dgm_emergingtech_term,dff035135c4f5065e6109f1afa4649ea,dgm_emergingtech_term__dff035135c4f5065e6109f1afa4649ea
programmable_matter,programmable matter,188219;188220,Startups,general.alert3,,Startups,programmable matter,,dgm_emergingtech_term,f222b1ad7829f3073298dde5d3feb71b,dgm_emergingtech_term__f222b1ad7829f3073298dde5d3feb71b
quantum_dots,quantum dots,188219;188220,Startups,general.alert3,,Startups,quantum dots,,dgm_emergingtech_term,c0b93a6fa10e322651be3f0b17f946ea,dgm_emergingtech_term__c0b93a6fa10e322651be3f0b17f946ea
synthetic_diamond,synthetic diamond,188219;188220,Startups,general.alert3,,Startups,synthetic diamond,,dgm_emergingtech_term,7bef645fc32a9eb7eb9bafd790a5f6b9,dgm_emergingtech_term__7bef645fc32a9eb7eb9bafd790a5f6b9
time_crystals,time crystals,188219;188220,Startups,general.alert3,,Startups,time crystals,,dgm_emergingtech_term,68454414a9a74909124ce1b197e9bd14,dgm_emergingtech_term__68454414a9a74909124ce1b197e9bd14
translucent_concrete,translucent concrete,188219;188220,Startups,general.alert3,,Startups,translucent concrete,,dgm_emergingtech_term,459718d68bf2463725eb60ac5922f062,dgm_emergingtech_term__459718d68bf2463725eb60ac5922f062
volumetric_displays,volumetric displays,188202;188325,Startups,general.alert3,,Startups,volumetric displays,,dgm_emergingtech_term,8064bdd179688dfb4fe15c7cfed66701,dgm_emergingtech_term__8064bdd179688dfb4fe15c7cfed66701
laser_video_displays,laser video displays,188202;188325,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laser_video_displays; venture),laser video displays,188202;188325,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laser_video_displays; vc),laser video displays,188202;188325,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laser_video_displays; startup),laser video displays,188202;188325,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laser_video_displays; technology),laser video displays,188202;188325,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
holographic_display,holographic display,188202;188325,Startups,general.alert3,,Startups,holographic display,,dgm_emergingtech_term,a8644bde8756570406de5c766aca98b7,dgm_emergingtech_term__a8644bde8756570406de5c766aca98b7
optical_transistor,optical transistor,188202,Startups,general.alert3,,Startups,optical transistor,,dgm_emergingtech_term,7f869f08f6734ceac2e95e3d1b14e077,dgm_emergingtech_term__7f869f08f6734ceac2e95e3d1b14e077
screenless_display,screenless display,188202;188325,Startups,general.alert3,,Startups,screenless display,,dgm_emergingtech_term,8d05c426ed341a10484cf96bab560f9e,dgm_emergingtech_term__8d05c426ed341a10484cf96bab560f9e
digital_scent_technology,digital scent technology,188202,Startups,general.alert3,,Startups,digital scent technology,,dgm_emergingtech_term,1d2fa820caecd6383e389ebbcc543fcb,dgm_emergingtech_term__1d2fa820caecd6383e389ebbcc543fcb
electronic_nose,electronic nose,188202;188339,Startups,general.alert3,,Startups,electronic nose,,dgm_emergingtech_term,27ddb9c1cde248be9a837abdce343489,dgm_emergingtech_term__27ddb9c1cde248be9a837abdce343489
flexible_electronics,flexible electronics,188202,Startups,general.alert3,,Startups,flexible electronics,,dgm_emergingtech_term,dcd89ca017318060e470e7c977087f68,dgm_emergingtech_term__dcd89ca017318060e470e7c977087f68
molecular_electronics,molecular electronics,188202;188220,Startups,general.alert3,,Startups,molecular electronics,,dgm_emergingtech_term,ccb6a6ef5371a414ed46ca7912a0dc2a,dgm_emergingtech_term__ccb6a6ef5371a414ed46ca7912a0dc2a
nanoelectromechanical_systems,nanoelectromechanical systems,188202;188220,Startups,general.alert3,,Startups,nanoelectromechanical systems,,dgm_emergingtech_term,84010c83c6dcbba295ea6038e8019c05,dgm_emergingtech_term__84010c83c6dcbba295ea6038e8019c05
solid-state_transformer,solid-state transformer,188202,Startups,general.alert3,,Startups,solid-state transformer,,dgm_emergingtech_term,ae8515eb0af9a3428a1c584953be8126,dgm_emergingtech_term__ae8515eb0af9a3428a1c584953be8126
thermal_copper_pillar_bump,thermal copper pillar bump,188202,Startups,general.alert3,,Startups,thermal copper pillar bump,,dgm_emergingtech_term,616a3d5f17ec8f49b22384d31c172ae8,dgm_emergingtech_term__616a3d5f17ec8f49b22384d31c172ae8
three-dimensional_integrated_circuit,three-dimensional integrated circuit,188202,Startups,general.alert3,,Startups,three-dimensional integrated circuit,,dgm_emergingtech_term,c23c60ea706caca607883829163de58a,dgm_emergingtech_term__c23c60ea706caca607883829163de58a
airborne_wind_turbine,airborne wind turbine,188160,Startups,general.alert3,,Startups,airborne wind turbine,,dgm_emergingtech_term,7a91399899c2c562bfb7f7249971b98c,dgm_emergingtech_term__7a91399899c2c562bfb7f7249971b98c
americium_battery,americium battery,188160,Startups,general.alert3,,Startups,americium battery,,dgm_emergingtech_term,ae1f7453920cd3a1e665302d542fa07a,dgm_emergingtech_term__ae1f7453920cd3a1e665302d542fa07a
artificial_photosynthesis,artificial photosynthesis,188160,Startups,general.alert3,,Startups,artificial photosynthesis,,dgm_emergingtech_term,c34ef9998cabbb7e97a9b5f287327686,dgm_emergingtech_term__c34ef9998cabbb7e97a9b5f287327686
concentrated_solar_power,concentrated solar power,188160,Startups,general.alert3,,Startups,concentrated solar power,,dgm_emergingtech_term,3515085ba4e02d9253dfce95d926a7dd,dgm_emergingtech_term__3515085ba4e02d9253dfce95d926a7dd
electric_double-layer_capacitor,electric double-layer capacitor,188160,Startups,general.alert3,,Startups,electric double-layer capacitor,,dgm_emergingtech_term,aea22cd1d7ed006bf4268fcc68f8d8b4,dgm_emergingtech_term__aea22cd1d7ed006bf4268fcc68f8d8b4
energy_harvesting,energy harvesting,188160,Startups,general.alert3,,Startups,energy harvesting,,dgm_emergingtech_term,e880c381e87f98f2ad5943f4ec9c13fc,dgm_emergingtech_term__e880c381e87f98f2ad5943f4ec9c13fc
flywheel_energy_storage,flywheel energy storage,188160,Startups,general.alert3,,Startups,flywheel energy storage,,dgm_emergingtech_term,752857f5393bbe7245d8438d2449df4a,dgm_emergingtech_term__752857f5393bbe7245d8438d2449df4a
fusion_power,fusion power,188160,Startups,general.alert3,,Startups,fusion power,,dgm_emergingtech_term,74f696e00c221b39b98aca8f1f83277d,dgm_emergingtech_term__74f696e00c221b39b98aca8f1f83277d
generation_iv_nuclear_reactor,generation iv nuclear reactor,188160,Startups,general.alert3,,Startups,generation iv nuclear reactor,,dgm_emergingtech_term,a10fb04f0c1317c2c010061d23c0b12b,dgm_emergingtech_term__a10fb04f0c1317c2c010061d23c0b12b
gravity_battery,gravity battery,188160,Startups,general.alert3,,Startups,gravity battery,,dgm_emergingtech_term,32e64a811eb2f9a349df34b251ef8b3a,dgm_emergingtech_term__32e64a811eb2f9a349df34b251ef8b3a
home_fuel_cell,home fuel cell,188160,Startups,general.alert3,,Startups,home fuel cell,,dgm_emergingtech_term,b1571eb49d576cc3fc28162124313af2,dgm_emergingtech_term__b1571eb49d576cc3fc28162124313af2
lithium-air_battery,lithium-air battery,188160,Startups,general.alert3,,Startups,lithium-air battery,,dgm_emergingtech_term,f92924232621456c95ce9a3a3c8aaf88,dgm_emergingtech_term__f92924232621456c95ce9a3a3c8aaf88
lithium_iron_phosphate_battery,lithium iron phosphate battery,188160,Startups,general.alert3,,Startups,lithium iron phosphate battery,,dgm_emergingtech_term,e54e0f4985e616014d777c9342691359,dgm_emergingtech_term__e54e0f4985e616014d777c9342691359
lithium–sulfur_battery,lithium–sulfur battery,188160,Startups,general.alert3,,Startups,lithium–sulfur battery,,dgm_emergingtech_term,580ebc1187ccce659e957aaa4f77fab0,dgm_emergingtech_term__580ebc1187ccce659e957aaa4f77fab0
magnesium_battery,magnesium battery,188160,Startups,general.alert3,,Startups,magnesium battery,,dgm_emergingtech_term,83829a5ad23f3fa384175791b5276016,dgm_emergingtech_term__83829a5ad23f3fa384175791b5276016
molten_salt_reactor,molten salt reactor,188160,Startups,general.alert3,,Startups,molten salt reactor,,dgm_emergingtech_term,ed2a4f8015402bee9b8e5e1e6b50b743,dgm_emergingtech_term__ed2a4f8015402bee9b8e5e1e6b50b743
nanowire_battery,nanowire battery,188160,Startups,general.alert3,,Startups,nanowire battery,,dgm_emergingtech_term,b123d434cc5a7e6d5bdd28e1a58ffb98,dgm_emergingtech_term__b123d434cc5a7e6d5bdd28e1a58ffb98
ocean_thermal_energy_conversion,ocean thermal energy conversion,188160,Startups,general.alert3,,Startups,ocean thermal energy conversion,,dgm_emergingtech_term,8e27c71a22c59c34b5627c6828f70ae9,dgm_emergingtech_term__8e27c71a22c59c34b5627c6828f70ae9
solid-state_battery,solid-state battery,188160,Startups,general.alert3,,Startups,solid-state battery,,dgm_emergingtech_term,46703dda0bbf85b09f0734c1e3b5fdd4,dgm_emergingtech_term__46703dda0bbf85b09f0734c1e3b5fdd4
smart_grid,smart grid,188160,Startups,general.alert3,,Startups,smart grid,,dgm_emergingtech_term,9dd1eba1aa3ba28a43e503b6fe7e718c,dgm_emergingtech_term__9dd1eba1aa3ba28a43e503b6fe7e718c
space-based_solar_power,space-based solar power,188160,Startups,general.alert3,,Startups,space-based solar power,,dgm_emergingtech_term,df2a2b55169379ff9215e096edcd4c6c,dgm_emergingtech_term__df2a2b55169379ff9215e096edcd4c6c
thorium_nuclear_fuel_cycle,thorium nuclear fuel cycle,188160,Startups,general.alert3,,Startups,thorium nuclear fuel cycle,,dgm_emergingtech_term,8518e31e3bcb7b0f9dbecd09c7291fc6,dgm_emergingtech_term__8518e31e3bcb7b0f9dbecd09c7291fc6
vortex_engine,vortex engine,188160,Startups,general.alert3,,Startups,vortex engine,,dgm_emergingtech_term,18d94671ddf50ebf7aba934a5370e49b,dgm_emergingtech_term__18d94671ddf50ebf7aba934a5370e49b
wireless_energy_transfer,wireless energy transfer,188160,Startups,general.alert3,,Startups,wireless energy transfer,,dgm_emergingtech_term,e12298ae35c6e63513dee75b25ffd4d0,dgm_emergingtech_term__e12298ae35c6e63513dee75b25ffd4d0
zero-energy_building,zero-energy building,188160,Startups,general.alert3,,Startups,zero-energy building,,dgm_emergingtech_term,bc58e1984b7b856a032ad1680bb13a16,dgm_emergingtech_term__bc58e1984b7b856a032ad1680bb13a16
computer-generated_imagery,computer-generated imagery,188319;188233,Startups,general.alert3,,Startups,computer-generated imagery,,dgm_emergingtech_term,6837f70f2a737f18d078b070d3759bbd,dgm_emergingtech_term__6837f70f2a737f18d078b070d3759bbd
immersive_virtual_reality,immersive virtual reality,188319;188234,Startups,general.alert3,,Startups,immersive virtual reality,,dgm_emergingtech_term,b9c8b3c102bce590da508c634b862d0f,dgm_emergingtech_term__b9c8b3c102bce590da508c634b862d0f
6g_cellular_communications,6g cellular communications,188328,Startups,general.alert3,,Startups,6g cellular communications,,dgm_emergingtech_term,4168baa2946c004bc8b76192b26d11a6,dgm_emergingtech_term__4168baa2946c004bc8b76192b26d11a6
ambient_intelligence,ambient intelligence,188328,Startups,general.alert3,,Startups,ambient intelligence,,dgm_emergingtech_term,b38e329fed759b20332212940992e6a4,dgm_emergingtech_term__b38e329fed759b20332212940992e6a4
artificial_general_intelligence,artificial general intelligence,188328,Startups,general.alert3,,Startups,artificial general intelligence,,dgm_emergingtech_term,036f6deb27ec3b5d6b883e84618c06a0,dgm_emergingtech_term__036f6deb27ec3b5d6b883e84618c06a0
carbon_nanotube_field-effect_transistor,carbon nanotube field-effect transistor,188328;188202,Startups,general.alert3,,Startups,carbon nanotube field-effect transistor,,dgm_emergingtech_term,a27ce00b4e462b3fd0f362acab657010,dgm_emergingtech_term__a27ce00b4e462b3fd0f362acab657010
civic_technology,civic technology,188328,Startups,general.alert3,,Startups,civic technology,,dgm_emergingtech_term,c471f271463f93e3b670e2504b18d632,dgm_emergingtech_term__c471f271463f93e3b670e2504b18d632
dna_digital_data_storage,dna digital data storage,188328;188202,Startups,general.alert3,,Startups,dna digital data storage,,dgm_emergingtech_term,43c4724c4dbb37bd3bef5931c03c0eaa,dgm_emergingtech_term__43c4724c4dbb37bd3bef5931c03c0eaa
exascale_computing,exascale computing,188328;188202,Startups,general.alert3,,Startups,exascale computing,,dgm_emergingtech_term,a10a23eafb72edafad539213c6b7e991,dgm_emergingtech_term__a10a23eafb72edafad539213c6b7e991
emerging_memory_technologies,emerging memory technologies,188328;188202,Startups,general.alert3,,Startups,emerging memory technologies,,dgm_emergingtech_term,f5a8a4488b96c187788fbc6e55955b20,dgm_emergingtech_term__f5a8a4488b96c187788fbc6e55955b20
emerging_magnetic_data_storage_technologies,emerging magnetic data storage technologies,188328;188202,Startups,general.alert3,,Startups,emerging magnetic data storage technologies,,dgm_emergingtech_term,dcc2e38896167247977625047ac77255,dgm_emergingtech_term__dcc2e38896167247977625047ac77255
fourth-generation_optical_discs,fourth-generation optical discs,188328;188202,Startups,general.alert3,,Startups,fourth-generation optical discs,,dgm_emergingtech_term,0a0b976cb9ee7038b3de9d9e6f5812f0,dgm_emergingtech_term__0a0b976cb9ee7038b3de9d9e6f5812f0
3d_optical_data_storage,3d optical data storage,188328;188202,Startups,general.alert3,,Startups,3d optical data storage,,dgm_emergingtech_term,495354eca4d6f6addf8f34c3e9e23cd0,dgm_emergingtech_term__495354eca4d6f6addf8f34c3e9e23cd0
holographic_data_storage,holographic data storage,188328;188208,Startups,general.alert3,,Startups,holographic data storage,,dgm_emergingtech_term,56770b2005a8a6123177e90f03187312,dgm_emergingtech_term__56770b2005a8a6123177e90f03187312
machine_vision,machine vision,188328;188234,Startups,general.alert3,,Startups,machine vision,,dgm_emergingtech_term,f59aa9e1e920c95453dbe3cf2723141a,dgm_emergingtech_term__f59aa9e1e920c95453dbe3cf2723141a
mobile_collaboration_and_e-learning,mobile collaboration and e-learning,188328;188234,Startups,general.alert3,,Startups,mobile collaboration and e-learning,,dgm_emergingtech_term,5ca300064e590e0f10f0c4bd5292942f,dgm_emergingtech_term__5ca300064e590e0f10f0c4bd5292942f
multimodal_contactless_biometric_face/iris_systems,multimodal contactless biometric face/iris systems,188328;188234,Startups,general.alert3,,Startups,multimodal contactless biometric face/iris systems,,dgm_emergingtech_term,b93d5e90b6e4b0095204371036041ace,dgm_emergingtech_term__b93d5e90b6e4b0095204371036041ace
neuromorphic_engineering,neuromorphic engineering,188328;188209,Startups,general.alert3,,Startups,neuromorphic engineering,,dgm_emergingtech_term,2b30b2ae52a093d92dfc5d54c2b739f4,dgm_emergingtech_term__2b30b2ae52a093d92dfc5d54c2b739f4
optical_computing,optical computing,188328;188209,Startups,general.alert3,,Startups,optical computing,,dgm_emergingtech_term,e37b2900e58056e02e7fe8763206011c,dgm_emergingtech_term__e37b2900e58056e02e7fe8763206011c
quantum_cryptography,quantum cryptography,188328;188202,Startups,general.alert3,,Startups,quantum cryptography,,dgm_emergingtech_term,7192d9ac08a819c6c3ea91dc6b651c65,dgm_emergingtech_term__7192d9ac08a819c6c3ea91dc6b651c65
quantum_radar,quantum radar,188328;188202,Startups,general.alert3,,Startups,quantum radar,,dgm_emergingtech_term,d965489d22e256d420d28d7f849336e1,dgm_emergingtech_term__d965489d22e256d420d28d7f849336e1
radio-frequency_identification,radio-frequency identification,188328;188202,Startups,general.alert3,,Startups,radio-frequency identification,,dgm_emergingtech_term,1d5d10938aa73dd0e722724ddd6de25f,dgm_emergingtech_term__1d5d10938aa73dd0e722724ddd6de25f
semantic_web_or_answer_machine,semantic web or answer machine,188328;188202,Startups,general.alert3,,Startups,semantic web or answer machine,,dgm_emergingtech_term,22c9b2fa0456847d2bcbf2b141d3f893,dgm_emergingtech_term__22c9b2fa0456847d2bcbf2b141d3f893
software-defined_radio,software-defined radio,188328;188202,Startups,general.alert3,,Startups,software-defined radio,,dgm_emergingtech_term,adddb37ec4100c9fd4c7ceed2aab3fc4,dgm_emergingtech_term__adddb37ec4100c9fd4c7ceed2aab3fc4
speech_recognition,speech recognition,188328;188202,Startups,general.alert3,,Startups,speech recognition,,dgm_emergingtech_term,32707275e50c0b0e8dcc15b91df14252,dgm_emergingtech_term__32707275e50c0b0e8dcc15b91df14252
subvocal_recognition,subvocal recognition,188328;188202,Startups,general.alert3,,Startups,subvocal recognition,,dgm_emergingtech_term,e4462a00b9b158211e702bc08a71a46f,dgm_emergingtech_term__e4462a00b9b158211e702bc08a71a46f
hybrid_forensics,hybrid forensics,188328,Startups,general.alert3,,Startups,hybrid forensics,,dgm_emergingtech_term,8f0ebef4f30cf24f99ce80916eeb74cd,dgm_emergingtech_term__8f0ebef4f30cf24f99ce80916eeb74cd
caseless_ammunition,caseless ammunition,188219;188295,Startups,general.alert3,,Startups,caseless ammunition,,dgm_emergingtech_term,b19b0a554e108aecc16dc72dab580ff3,dgm_emergingtech_term__b19b0a554e108aecc16dc72dab580ff3
cloaking_device,cloaking device,188219;188295,Startups,general.alert3,,Startups,cloaking device,,dgm_emergingtech_term,bd7bdd52a598128c78007b47862b434e,dgm_emergingtech_term__bd7bdd52a598128c78007b47862b434e
directed_energy_weapon,directed energy weapon,188219;188295,Startups,general.alert3,,Startups,directed energy weapon,,dgm_emergingtech_term,3755fd6510a0aa4c43bb45510c292b3e,dgm_emergingtech_term__3755fd6510a0aa4c43bb45510c292b3e
electromagnetic_weapons,electromagnetic weapons,188219;188295,Startups,general.alert3,,Startups,electromagnetic weapons,,dgm_emergingtech_term,52e7c31871ac178a3b4f2dc11ced952d,dgm_emergingtech_term__52e7c31871ac178a3b4f2dc11ced952d
electrothermal-chemical_technology,electrothermal-chemical technology,188219;188295,Startups,general.alert3,,Startups,electrothermal-chemical technology,,dgm_emergingtech_term,e69ccb9998400ca90844a328d9cf5139,dgm_emergingtech_term__e69ccb9998400ca90844a328d9cf5139
force_field,force field,188219;188295,Startups,general.alert3,,Startups,force field,,dgm_emergingtech_term,29dd5e0f2bb86d3868669dad31332fa6,dgm_emergingtech_term__29dd5e0f2bb86d3868669dad31332fa6
green_bullet,green bullet,188219;188295,Startups,general.alert3,,Startups,green bullet,,dgm_emergingtech_term,671aa89c0033f7a3d8eb54951876331e,dgm_emergingtech_term__671aa89c0033f7a3d8eb54951876331e
hypersonic_cruise_missile,hypersonic cruise missile,188219;188295,Startups,general.alert3,,Startups,hypersonic cruise missile,,dgm_emergingtech_term,374e312824964e1720d9bf785a0176e0,dgm_emergingtech_term__374e312824964e1720d9bf785a0176e0
laser_weapon,laser weapon,188219;188295,Startups,general.alert3,,Startups,laser weapon,,dgm_emergingtech_term,2c41d5422cb30e56b37b045cea468880,dgm_emergingtech_term__2c41d5422cb30e56b37b045cea468880
precision-guided_firearm,precision-guided firearm,188219;188295,Startups,general.alert3,,Startups,precision-guided firearm,,dgm_emergingtech_term,00b8864f73ed4b54939e24f8c650a219,dgm_emergingtech_term__00b8864f73ed4b54939e24f8c650a219
sonic_weapon,sonic weapon,188219;188295,Startups,general.alert3,,Startups,sonic weapon,,dgm_emergingtech_term,037d2e99e54afe4b591618c454a0ac3b,dgm_emergingtech_term__037d2e99e54afe4b591618c454a0ac3b
stealth_technology,stealth technology,188219;188295,Startups,general.alert3,,Startups,stealth technology,,dgm_emergingtech_term,6cb790c9e39dd7e4c417d905b7cbb3db,dgm_emergingtech_term__6cb790c9e39dd7e4c417d905b7cbb3db
