chinadc_identifier,dccaption_name,chinatagging_location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
新龙县,"Xinlong county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",xinlongganzitibetanautonomousprefecture,LegislativeCommittee,"Xinlong county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,af32c681c12523f745ad8a3bc5c1089e,dgm_chinadclocations__af32c681c12523f745ad8a3bc5c1089e
炉霍县,"Luhuo county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",luhuoganzitibetanautonomousprefecture,LegislativeCommittee,"Luhuo county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,696fd26d33657558d9f3017cb71c7678,dgm_chinadclocations__696fd26d33657558d9f3017cb71c7678
九龙县,"Jiulong county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",jiulongganzitibetanautonomousprefecture,Consulates,"Jiulong county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,fce5ab27ebc60fcdfbad062cff9dfd91,dgm_chinadclocations__fce5ab27ebc60fcdfbad062cff9dfd91
稻城县,"Daocheng county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",daochengganzitibetanautonomousprefecture,CompanyKeyword,"Daocheng county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,fe076ef02f37ad0caba9c8b5f39ae541,dgm_chinadclocations__fe076ef02f37ad0caba9c8b5f39ae541
色达县,"Sertar county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",sertarganzitibetanautonomousprefecture,Wells,"Sertar county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,6b2862790d719bc2c806148fdcc8c373,dgm_chinadclocations__6b2862790d719bc2c806148fdcc8c373
理塘县,"Litang county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",litangganzitibetanautonomousprefecture,ForeignMinistry,"Litang county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,350613b260d7054d95a4579d07672d48,dgm_chinadclocations__350613b260d7054d95a4579d07672d48
道孚县,"Dawu county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",dawuganzitibetanautonomousprefecture,Person,"Dawu county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,165955619330fbae102e7c9e880d9477,dgm_chinadclocations__165955619330fbae102e7c9e880d9477
巴塘县,"Batang county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",batangganzitibetanautonomousprefecture,FTO,"Batang county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,5fa11d32beaf91caa64e4a2f8497a265,dgm_chinadclocations__5fa11d32beaf91caa64e4a2f8497a265
得荣县,"Derong county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",derongganzitibetanautonomousprefecture,AAEntity,"Derong county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,bf2b169c83cab6167fa35462e8e2bbd5,dgm_chinadclocations__bf2b169c83cab6167fa35462e8e2bbd5
石渠县,"Serxu county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",serxuganzitibetanautonomousprefecture,CompanyKeyword,"Serxu county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,bab25fecbeaa8efb057bae00995c43b7,dgm_chinadclocations__bab25fecbeaa8efb057bae00995c43b7
雅江县,"Yajiang county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",yajiangganzitibetanautonomousprefecture,Person,"Yajiang county of Ganzi Tibetan Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,9c1fc84126c56fed3a506b2706553831,dgm_chinadclocations__9c1fc84126c56fed3a506b2706553831
德昌县,"Dechang county of Liangshan Yi Autonomous Prefecture, Sichuan, China",dechangliangshanyiautonomousprefecture,DiplomaticFacilities,"Dechang county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,21374980badff3eb9289a00cedf779cf,dgm_chinadclocations__21374980badff3eb9289a00cedf779cf
金阳县,"Jinyang county of Liangshan Yi Autonomous Prefecture, Sichuan, China",jinyangliangshanyiautonomousprefecture,CompanyKeyword,"Jinyang county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,624017a92a741a377198b02f70d73abc,dgm_chinadclocations__624017a92a741a377198b02f70d73abc
喜德县,"Xide county of Liangshan Yi Autonomous Prefecture, Sichuan, China",xideliangshanyiautonomousprefecture,Consulates,"Xide county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,3fe0053de8951570b0ff03b493590755,dgm_chinadclocations__3fe0053de8951570b0ff03b493590755
甘洛县,"Ganlo county of Liangshan Yi Autonomous Prefecture, Sichuan, China",ganloliangshanyiautonomousprefecture,Shipping,"Ganlo county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,e7cf01a7a9045cbffd448f755830efdf,dgm_chinadclocations__e7cf01a7a9045cbffd448f755830efdf
会东县,"Huidong county of Liangshan Yi Autonomous Prefecture, Sichuan, China",huidongliangshanyiautonomousprefecture,Media,"Huidong county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,96a1bdcfe27e30f16000d4bf00ec3017,dgm_chinadclocations__96a1bdcfe27e30f16000d4bf00ec3017
宁南县,"Ningnan county of Liangshan Yi Autonomous Prefecture, Sichuan, China",ningnanliangshanyiautonomousprefecture,Wells,"Ningnan county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,994784083a50ec6f16e4dafa936ab8d7,dgm_chinadclocations__994784083a50ec6f16e4dafa936ab8d7
美姑县,"Meigu county of Liangshan Yi Autonomous Prefecture, Sichuan, China",meiguliangshanyiautonomousprefecture,IndustryTerm,"Meigu county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,98dd159f673a175c92b5dd8e6a5089c1,dgm_chinadclocations__98dd159f673a175c92b5dd8e6a5089c1
冕宁县,"Mianning county of Liangshan Yi Autonomous Prefecture, Sichuan, China",mianningliangshanyiautonomousprefecture,Organization,"Mianning county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,8970142892f1caba9a0ce499bb4625b6,dgm_chinadclocations__8970142892f1caba9a0ce499bb4625b6
普格县,"Puge county of Liangshan Yi Autonomous Prefecture, Sichuan, China",pugeliangshanyiautonomousprefecture,News,"Puge county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,8b3b10b622dd1357d476390646a11584,dgm_chinadclocations__8b3b10b622dd1357d476390646a11584
布拖县,"Butuo county of Liangshan Yi Autonomous Prefecture, Sichuan, China",butuoliangshanyiautonomousprefecture,space,"Butuo county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,218f72bc8162f1adc6784b4633a81a81,dgm_chinadclocations__218f72bc8162f1adc6784b4633a81a81
昭觉县,"Zhaojue county of Liangshan Yi Autonomous Prefecture, Sichuan, China",zhaojueliangshanyiautonomousprefecture,ForeignMinister,"Zhaojue county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,59c55eacb9fd57db5298f63a7904473c,dgm_chinadclocations__59c55eacb9fd57db5298f63a7904473c
盐源县,"Yanyuan county of Liangshan Yi Autonomous Prefecture, Sichuan, China",yanyuanliangshanyiautonomousprefecture,ForeignMinister,"Yanyuan county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,c3543350232ba1bc501608746d9de866,dgm_chinadclocations__c3543350232ba1bc501608746d9de866
越西县,"Yuexi county of Liangshan Yi Autonomous Prefecture, Sichuan, China",yuexiliangshanyiautonomousprefecture,DiplomaticFacilities,"Yuexi county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,207c5f65bede182b6070c51d3edcba33,dgm_chinadclocations__207c5f65bede182b6070c51d3edcba33
雷波县,"Leibo county of Liangshan Yi Autonomous Prefecture, Sichuan, China",leiboliangshanyiautonomousprefecture,ForeignMinistry,"Leibo county of Liangshan Yi Autonomous Prefecture, Sichuan, China",,dgm_chinadclocations,01fde41116450eafc1fe6f4b7dc20f94,dgm_chinadclocations__01fde41116450eafc1fe6f4b7dc20f94
开阳县,"Kaiyang county of Guiyang, Guizhou, China",kaiyangguiyang,CompanyKeyword,"Kaiyang county of Guiyang, Guizhou, China",,dgm_chinadclocations,6705b91dc490973525729fe00b714dea,dgm_chinadclocations__6705b91dc490973525729fe00b714dea
息烽县,"Yifeng county of Guiyang, Guizhou, China",yifengguiyang,LegislativeCommittee,"Yifeng county of Guiyang, Guizhou, China",,dgm_chinadclocations,01568bd81f79a27b686cc42f9157598f,dgm_chinadclocations__01568bd81f79a27b686cc42f9157598f
修文县,"Xiuwen county of Guiyang, Guizhou, China",xiuwenguiyang,ForeignMinistry,"Xiuwen county of Guiyang, Guizhou, China",,dgm_chinadclocations,932ce94e75d01e32c44e33754b81de6a,dgm_chinadclocations__932ce94e75d01e32c44e33754b81de6a
桐梓县,"Tongzi county of Zunyi, Guizhou, China",tongzizunyi,space,"Tongzi county of Zunyi, Guizhou, China",,dgm_chinadclocations,a0d4eb9b472bfad5c3d27019064f19a8,dgm_chinadclocations__a0d4eb9b472bfad5c3d27019064f19a8
习水县,"Xishui county of Zunyi, Guizhou, China",xishuizunyi,Consulates,"Xishui county of Zunyi, Guizhou, China",,dgm_chinadclocations,af769d3ca5b5d44aec08b8619e54c083,dgm_chinadclocations__af769d3ca5b5d44aec08b8619e54c083
余庆县,"Yuqing county of Zunyi, Guizhou, China",yuqingzunyi,CompanyKeyword,"Yuqing county of Zunyi, Guizhou, China",,dgm_chinadclocations,450615592781301ec4056f8a8a44bc68,dgm_chinadclocations__450615592781301ec4056f8a8a44bc68
正安县,"Zhengan county of Zunyi, Guizhou, China",zhenganzunyi,Person,"Zhengan county of Zunyi, Guizhou, China",,dgm_chinadclocations,af9fddeb89cdfc2c443dffc2d86e822c,dgm_chinadclocations__af9fddeb89cdfc2c443dffc2d86e822c
凤冈县,"Fenggang county of Zunyi, Guizhou, China",fenggangzunyi,Refinery,"Fenggang county of Zunyi, Guizhou, China",,dgm_chinadclocations,9fd36bdc0214234f5ec41510cdb0d13c,dgm_chinadclocations__9fd36bdc0214234f5ec41510cdb0d13c
湄潭县,"Meitan county of Zunyi, Guizhou, China",meitanzunyi,News,"Meitan county of Zunyi, Guizhou, China",,dgm_chinadclocations,9c6832adfecd176ac6d6443a3cc236be,dgm_chinadclocations__9c6832adfecd176ac6d6443a3cc236be
绥阳县,"Suiyang county of Zunyi, Guizhou, China",suiyangzunyi,Keyphrase,"Suiyang county of Zunyi, Guizhou, China",,dgm_chinadclocations,c0903e9838c05863fb3a8329d355fcac,dgm_chinadclocations__c0903e9838c05863fb3a8329d355fcac
普定县,"Puding county of Anshun, Guizhou, China",pudinganshun,Consulates,"Puding county of Anshun, Guizhou, China",,dgm_chinadclocations,6e091988d54a3536b2c74831dbca8d0a,dgm_chinadclocations__6e091988d54a3536b2c74831dbca8d0a
大方县,"Dafang county of Bijie, Guizhou, China",dafangbijie,Person,"Dafang county of Bijie, Guizhou, China",,dgm_chinadclocations,bc2a84115149c266ea11724419ddd518,dgm_chinadclocations__bc2a84115149c266ea11724419ddd518
赫章县,"Hezhang county of Bijie, Guizhou, China",hezhangbijie,ForeignMinister,"Hezhang county of Bijie, Guizhou, China",,dgm_chinadclocations,d3ab2a7aa82800f7f509be08e2590f4d,dgm_chinadclocations__d3ab2a7aa82800f7f509be08e2590f4d
金沙县,"Jinsha county of Bijie, Guizhou, China",jinshabijie,CompanyKeyword,"Jinsha county of Bijie, Guizhou, China",,dgm_chinadclocations,b47f882597b63005e9eecef085b0f99d,dgm_chinadclocations__b47f882597b63005e9eecef085b0f99d
织金县,"Zhijin county of Bijie, Guizhou, China",zhijinbijie,Legislator,"Zhijin county of Bijie, Guizhou, China",,dgm_chinadclocations,57a3e68a1da0a96aa7763b5ddc73bb0d,dgm_chinadclocations__57a3e68a1da0a96aa7763b5ddc73bb0d
纳雍县,"Nayong county of Bijie, Guizhou, China",nayongbijie,ForeignMinistry,"Nayong county of Bijie, Guizhou, China",,dgm_chinadclocations,46b4852cfc409d4d720bad988b76abf9,dgm_chinadclocations__46b4852cfc409d4d720bad988b76abf9
江口县,"Jiangkou county of Tongren, Guizhou, China",jiangkoutongren,Organization,"Jiangkou county of Tongren, Guizhou, China",,dgm_chinadclocations,31d6ea41f3fc82806641e3cfa11bc66a,dgm_chinadclocations__31d6ea41f3fc82806641e3cfa11bc66a
石阡县,"Shiqian county of Tongren, Guizhou, China",shiqiantongren,Keyphrase,"Shiqian county of Tongren, Guizhou, China",,dgm_chinadclocations,e061df7cfdbc06a20aaea1e13b4418b5,dgm_chinadclocations__e061df7cfdbc06a20aaea1e13b4418b5
思南县,"Sinan county of Tongren, Guizhou, China",sinantongren,Keyphrase,"Sinan county of Tongren, Guizhou, China",,dgm_chinadclocations,16b20a262c328479d9115a4ed2f8bd42,dgm_chinadclocations__16b20a262c328479d9115a4ed2f8bd42
德江县,"Dejiang county of Tongren, Guizhou, China",dejiangtongren,LegislativeCommittee,"Dejiang county of Tongren, Guizhou, China",,dgm_chinadclocations,1d18d085d5d1a1021c1f2e32bc0b6a8d,dgm_chinadclocations__1d18d085d5d1a1021c1f2e32bc0b6a8d
望谟县,"Wangmo county of Wangmo County, Guizhou, China",wangmowangmo,FTO,"Wangmo county of Wangmo County, Guizhou, China",,dgm_chinadclocations,364b2fd698ceb104e9c7e2fbeee590ac,dgm_chinadclocations__364b2fd698ceb104e9c7e2fbeee590ac
安龙县,"Anlong county of Wangmo County, Guizhou, China",anlongwangmo,Consulates,"Anlong county of Wangmo County, Guizhou, China",,dgm_chinadclocations,26c326e78d205c5d9b0ac885b7e99d41,dgm_chinadclocations__26c326e78d205c5d9b0ac885b7e99d41
晴隆县,"Qinglong county of Wangmo County, Guizhou, China",qinglongwangmo,FTO,"Qinglong county of Wangmo County, Guizhou, China",,dgm_chinadclocations,4a98691f7869379eeef6015a3bf6bbd8,dgm_chinadclocations__4a98691f7869379eeef6015a3bf6bbd8
贞丰县,"Zhenfeng county of Wangmo County, Guizhou, China",zhenfengwangmo,AAEntity,"Zhenfeng county of Wangmo County, Guizhou, China",,dgm_chinadclocations,c1649be8f545f8ab4a4d5fc5279e704c,dgm_chinadclocations__c1649be8f545f8ab4a4d5fc5279e704c
册亨县,"Ceheng county of Wangmo County, Guizhou, China",cehengwangmo,IndustryTerm,"Ceheng county of Wangmo County, Guizhou, China",,dgm_chinadclocations,cd8087f138d6df8e88e4044261c604d6,dgm_chinadclocations__cd8087f138d6df8e88e4044261c604d6
普安县,"Pu'an county of Wangmo County, Guizhou, China",puanwangmo,DiplomaticFacilities,"Pu'an county of Wangmo County, Guizhou, China",,dgm_chinadclocations,f419db67de6877caf91deee1c4c1d027,dgm_chinadclocations__f419db67de6877caf91deee1c4c1d027
镇远县,"Zhenyuan county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",zhenyuanqiandongnanmiaoanddongautonomousprefecture,ForeignMinistry,"Zhenyuan county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,1cb13ef6eaf311ce3820337aac84f9cd,dgm_chinadclocations__1cb13ef6eaf311ce3820337aac84f9cd
丹寨县,"Danzhai county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",danzhaiqiandongnanmiaoanddongautonomousprefecture,Keyphrase,"Danzhai county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,750e4d8d915386513e84e0b180b72fd4,dgm_chinadclocations__750e4d8d915386513e84e0b180b72fd4
施秉县,"Shibing county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",shibingqiandongnanmiaoanddongautonomousprefecture,Person,"Shibing county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,5ea7ca06d36a56cb47f8b705ff7138d3,dgm_chinadclocations__5ea7ca06d36a56cb47f8b705ff7138d3
三穗县,"Sansui county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",sansuiqiandongnanmiaoanddongautonomousprefecture,ForeignMinistry,"Sansui county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,5eeb32cb7d8aa63baed318ca619a5198,dgm_chinadclocations__5eeb32cb7d8aa63baed318ca619a5198
天柱县,"Tianzhu county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",tianzhuqiandongnanmiaoanddongautonomousprefecture,Shipping,"Tianzhu county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,8fb3ba7dde34e55340fe63d68930ef03,dgm_chinadclocations__8fb3ba7dde34e55340fe63d68930ef03
榕江县,"Rongjiang county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",rongjiangqiandongnanmiaoanddongautonomousprefecture,Consulates,"Rongjiang county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,f16d46ccf28b08b536f38581338d7ef7,dgm_chinadclocations__f16d46ccf28b08b536f38581338d7ef7
剑河县,"Jianhe county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",jianheqiandongnanmiaoanddongautonomousprefecture,Legislator,"Jianhe county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,18736567a63f6de40f21304493601544,dgm_chinadclocations__18736567a63f6de40f21304493601544
麻江县,"Majiang county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",majiangqiandongnanmiaoanddongautonomousprefecture,Person,"Majiang county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,b29d361a526c876f42e24939ca89f8f4,dgm_chinadclocations__b29d361a526c876f42e24939ca89f8f4
锦屏县,"Jinping county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",jinpingqiandongnanmiaoanddongautonomousprefecture,ForeignMinister,"Jinping county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,2a5bb6fcbdf3bbf8baf49beb17d504d4,dgm_chinadclocations__2a5bb6fcbdf3bbf8baf49beb17d504d4
岑巩县,"Cenggong county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",cenggongqiandongnanmiaoanddongautonomousprefecture,Wells,"Cenggong county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,7a5e3b3448bcccbd12e22d1c11d23978,dgm_chinadclocations__7a5e3b3448bcccbd12e22d1c11d23978
雷山县,"Leishan county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",leishanqiandongnanmiaoanddongautonomousprefecture,Person,"Leishan county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,4cf7351adac3aac02d680a242ae45461,dgm_chinadclocations__4cf7351adac3aac02d680a242ae45461
台江县,"Taijiang county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",taijiangqiandongnanmiaoanddongautonomousprefecture,Keyphrase,"Taijiang county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,e6f5fd864c84183beae3d7f7f9e6cfac,dgm_chinadclocations__e6f5fd864c84183beae3d7f7f9e6cfac
从江县,"Congjiang county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",congjiangqiandongnanmiaoanddongautonomousprefecture,ForeignMinister,"Congjiang county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,abd43375ffbf97ad8e424106b6f6a89d,dgm_chinadclocations__abd43375ffbf97ad8e424106b6f6a89d
黄平县,"Huangping county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",huangpingqiandongnanmiaoanddongautonomousprefecture,Wells,"Huangping county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,975cddeb779921bccbf5117d8986d1cc,dgm_chinadclocations__975cddeb779921bccbf5117d8986d1cc
黎平县,"Liping county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",lipingqiandongnanmiaoanddongautonomousprefecture,Pipeline,"Liping county of Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,f033e1b6c82aae67655f4b83b117185a,dgm_chinadclocations__f033e1b6c82aae67655f4b83b117185a
荔波县,"Libo county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",liboqiannanbuyimiaoautonomousprefecture,Pipeline,"Libo county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,f5363156d0ce80337cdf4663e52a3faa,dgm_chinadclocations__f5363156d0ce80337cdf4663e52a3faa
贵定县,"Guiding county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",guidingqiannanbuyimiaoautonomousprefecture,IndustryTerm,"Guiding county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,6663d6dca523a1fee804008c555a86f8,dgm_chinadclocations__6663d6dca523a1fee804008c555a86f8
独山县,"Dushan county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",dushanqiannanbuyimiaoautonomousprefecture,News,"Dushan county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,57af14a626653d16878656edbb4c8c0e,dgm_chinadclocations__57af14a626653d16878656edbb4c8c0e
平塘县,"Pingtang county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",pingtangqiannanbuyimiaoautonomousprefecture,Pipeline,"Pingtang county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,d8159d369a00fb95b44f0ed32a4b231b,dgm_chinadclocations__d8159d369a00fb95b44f0ed32a4b231b
长顺县,"Changshun county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",changshunqiannanbuyimiaoautonomousprefecture,Pipeline,"Changshun county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,3b2885754be5195e7ffcf38f17e388dc,dgm_chinadclocations__3b2885754be5195e7ffcf38f17e388dc
龙里县,"Longli county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",longliqiannanbuyimiaoautonomousprefecture,DiplomaticFacilities,"Longli county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,a8afa5e1e6fe28ff9e70475bd11bf5b0,dgm_chinadclocations__a8afa5e1e6fe28ff9e70475bd11bf5b0
惠水县,"Huishui county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",huishuiqiannanbuyimiaoautonomousprefecture,LegislativeCommittee,"Huishui county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,330b4da521645a35e8973ade64d19787,dgm_chinadclocations__330b4da521645a35e8973ade64d19787
罗甸县,"Luodian county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",luodianqiannanbuyimiaoautonomousprefecture,Wells,"Luodian county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,724cb0457f624381664784f34f6754ab,dgm_chinadclocations__724cb0457f624381664784f34f6754ab
瓮安县,"Weng'an county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",wenganqiannanbuyimiaoautonomousprefecture,AAEntity,"Weng'an county of Qiannan Buyi Miao Autonomous Prefecture, Guizhou, China",,dgm_chinadclocations,d1fe13017c1fae1ed142b4682394411e,dgm_chinadclocations__d1fe13017c1fae1ed142b4682394411e
富民县,"Fumin county of Kunming, Yunnan, China",fuminkunming,Refinery,"Fumin county of Kunming, Yunnan, China",,dgm_chinadclocations,b172f9363cde094e4a66abc03ac42c38,dgm_chinadclocations__b172f9363cde094e4a66abc03ac42c38
宜良县,"Yiliang county of Kunming, Yunnan, China",yiliangkunming,LegislativeCommittee,"Yiliang county of Kunming, Yunnan, China",,dgm_chinadclocations,d793d69c8857290f6288258317fddea4,dgm_chinadclocations__d793d69c8857290f6288258317fddea4
嵩明县,"Songming county of Kunming, Yunnan, China",songmingkunming,LegislativeCommittee,"Songming county of Kunming, Yunnan, China",,dgm_chinadclocations,99e73d492c4c6156b5c2f19476dfaa16,dgm_chinadclocations__99e73d492c4c6156b5c2f19476dfaa16
会泽县,"Huize county of Qujing, Yunnan, China",huizequjing,Person,"Huize county of Qujing, Yunnan, China",,dgm_chinadclocations,c645e58d8fde8fb9506c0e1e30684833,dgm_chinadclocations__c645e58d8fde8fb9506c0e1e30684833
富源县,"Fuyuan county of Qujing, Yunnan, China",fuyuanqujing,Consulates,"Fuyuan county of Qujing, Yunnan, China",,dgm_chinadclocations,7eb07777a6a5db43c6e93bc17f1b4f9b,dgm_chinadclocations__7eb07777a6a5db43c6e93bc17f1b4f9b
罗平县,"Luoping county of Qujing, Yunnan, China",luopingqujing,FTO,"Luoping county of Qujing, Yunnan, China",,dgm_chinadclocations,145df568fdb1ff027aa0d2856c491501,dgm_chinadclocations__145df568fdb1ff027aa0d2856c491501
师宗县,"Shizong county of Qujing, Yunnan, China",shizongqujing,News,"Shizong county of Qujing, Yunnan, China",,dgm_chinadclocations,2b438036fe82893b74a2ebe2b524a1e4,dgm_chinadclocations__2b438036fe82893b74a2ebe2b524a1e4
陆良县,"Luliang county of Qujing, Yunnan, China",luliangqujing,Legislator,"Luliang county of Qujing, Yunnan, China",,dgm_chinadclocations,01350252971a7b412121f20c815f1349,dgm_chinadclocations__01350252971a7b412121f20c815f1349
通海县,"Tonghai county of Yuxi, Yunnan, China",tonghaiyuxi,Media,"Tonghai county of Yuxi, Yunnan, China",,dgm_chinadclocations,5b752ce8eb410ca72a7d5aba26968de6,dgm_chinadclocations__5b752ce8eb410ca72a7d5aba26968de6
华宁县,"Huaning county of Yuxi, Yunnan, China",huaningyuxi,Wells,"Huaning county of Yuxi, Yunnan, China",,dgm_chinadclocations,10a9e34220aa2cf9070f622967d17471,dgm_chinadclocations__10a9e34220aa2cf9070f622967d17471
易门县,"Yimen county of Yuxi, Yunnan, China",yimenyuxi,Refinery,"Yimen county of Yuxi, Yunnan, China",,dgm_chinadclocations,bf1baf57c7a0e23c457da926eaa9c077,dgm_chinadclocations__bf1baf57c7a0e23c457da926eaa9c077
施甸县,"Shidian county of Baoshan, Yunnan, China",shidianbaoshan,CompanyKeyword,"Shidian county of Baoshan, Yunnan, China",,dgm_chinadclocations,50d85f6a4e8f3e5239bd4caec526f29b,dgm_chinadclocations__50d85f6a4e8f3e5239bd4caec526f29b
龙陵县,"Longling county of Baoshan, Yunnan, China",longlingbaoshan,IndustryTerm,"Longling county of Baoshan, Yunnan, China",,dgm_chinadclocations,f298f519de1c59a3ffe1d8f30db0a2de,dgm_chinadclocations__f298f519de1c59a3ffe1d8f30db0a2de
昌宁县,"Changning county of Baoshan, Yunnan, China",changningbaoshan,ForeignMinister,"Changning county of Baoshan, Yunnan, China",,dgm_chinadclocations,0116dd6cff32738be75f2da45c026086,dgm_chinadclocations__0116dd6cff32738be75f2da45c026086
鲁甸县,"Ludian county of Zhaotong, Yunnan, China",ludianzhaotong,Diplomat,"Ludian county of Zhaotong, Yunnan, China",,dgm_chinadclocations,38fd5d9d646ac224d08e23efd2820c9c,dgm_chinadclocations__38fd5d9d646ac224d08e23efd2820c9c
盐津县,"Yanjin county of Zhaotong, Yunnan, China",yanjinzhaotong,Keyphrase,"Yanjin county of Zhaotong, Yunnan, China",,dgm_chinadclocations,722d7a37a5f3e3f1daed48299d9abb92,dgm_chinadclocations__722d7a37a5f3e3f1daed48299d9abb92
